"hh_id","hh_cluster","hhweight","tot_hh","lat","lon","urban_rural","n_hh","n_adult","n_children","monthly_exp","monthly_exp_per_cap","country","dried","fresh","any_fish"
"2_46_3","2_46",674.069641113281,7101,14.77128956,-17.31353066,"urban",5,5,0,9200,1840,"SEN","yes","yes","yes"
"1_55_1","1_55",614.432189941406,7101,14.7403482,-17.3741318,"urban",11,6,5,21400,1945.45454545455,"SEN","yes","yes","yes"
"2_188_2","2_188",213.517150878906,7101,16.33595764,-14.16927856,"rural",16,8,8,2200,137.5,"SEN","yes","yes","yes"
"2_250_4","2_250",315.998992919922,7101,14.53206326,-14.60025993,"rural",15,8,7,5200,346.666666666667,"SEN","no","no","no"
"2_504_7","2_504",235.573944091797,7101,13.93427358,-15.20878768,"rural",12,4,8,12075,1006.25,"SEN","yes","yes","yes"
"1_505_9","1_505",224.561233520508,7101,14.005099,-15.4394767,"rural",6,2,4,2700,450,"SEN","yes","no","yes"
"1_533_10","1_533",25.4791393280029,7101,12.5607393,-12.1828481,"urban",20,10,10,60350,3017.5,"SEN","yes","no","yes"
"2_439_5","2_439",148.896255493164,7101,13.15182067,-14.11309414,"urban",12,8,4,2200,183.333333333333,"SEN","no","yes","yes"
"2_292_8","2_292",242.446929931641,7101,14.1389984,-16.0781366,"rural",7,4,3,4150,592.857142857143,"SEN","yes","yes","yes"
"1_237_2","1_237",145.031021118164,7101,13.3515496,-13.344654,"rural",7,3,4,7500,1071.42857142857,"SEN","no","yes","yes"
"2_302_2","2_302",408.078582763672,7101,14.43431943,-16.96641108,"urban",12,7,5,32000,2666.66666666667,"SEN","yes","yes","yes"
"1_213_7","1_213",291.68359375,7101,15.8398469,-16.360051,"rural",4,4,0,8300,2075,"SEN","yes","yes","yes"
"1_5_12","1_5",302.120697021484,7101,14.6802211,-17.4572643,"urban",6,5,1,40600,6766.66666666667,"SEN","yes","no","yes"
"2_475_5","2_475",441.271301269531,7101,15.55843558,-13.70744071,"rural",8,2,6,NA,NA,"SEN","no","no","no"
"2_36_2","2_36",439.187561035156,7101,14.7850251,-17.3832189,"urban",5,2,3,1400,280,"SEN","yes","yes","yes"
"1_66_12","1_66",136.017349243164,7101,14.6242861,-17.1599857,"rural",6,4,2,40200,6700,"SEN","yes","yes","yes"
"2_40_4","2_40",748.888244628906,7101,14.76975964,-17.36874907,"urban",16,10,6,33750,2109.375,"SEN","yes","yes","yes"
"2_14_2","2_14",617.504333496094,7101,14.7242726,-17.4290068,"urban",7,7,0,16500,2357.14285714286,"SEN","yes","yes","yes"
"2_219_3","2_219",281.475128173828,7101,14.84091483,-12.39866098,"rural",11,4,7,23000,2090.90909090909,"SEN","yes","yes","yes"
"1_442_2","1_442",121.663963317871,7101,12.9137257,-14.1324281,"urban",3,1,2,5250,1750,"SEN","yes","yes","yes"
"1_154_10","1_154",103.964981079102,7101,14.8037799,-15.9071882,"urban",11,7,4,53000,4818.18181818182,"SEN","yes","yes","yes"
"1_275_1","1_275",260.002685546875,7101,13.9504311,-15.7488766,"rural",8,4,4,7000,875,"SEN","yes","yes","yes"
"1_451_12","1_451",223.082305908203,7101,13.0102098,-13.9996301,"rural",11,4,7,15500,1409.09090909091,"SEN","yes","yes","yes"
"2_155_7","2_155",148.905548095703,7101,14.80907631,-15.91176173,"urban",9,4,5,5200,577.777777777778,"SEN","yes","yes","yes"
"1_571_3","1_571",77.1212005615234,7101,12.8811606,-14.9399391,"urban",8,5,3,6200,775,"SEN","no","yes","yes"
"2_435_5","2_435",244.120681762695,7101,12.94104401,-14.17080073,"rural",9,2,7,2100,233.333333333333,"SEN","yes","yes","yes"
"1_337_3","1_337",341.764862060547,7101,15.1027811,-16.8676038,"rural",10,7,3,26500,2650,"SEN","yes","yes","yes"
"1_278_1","1_278",156.683334350586,7101,13.7488444,-15.7813408,"urban",1,1,0,26000,26000,"SEN","no","yes","yes"
"1_31_11","1_31",743.110534667969,7101,14.7377188,-17.4490136,"urban",13,7,6,9900,761.538461538462,"SEN","yes","yes","yes"
"2_306_3","2_306",595.924255371094,7101,14.44958994,-17.01394436,"urban",9,4,5,40300,4477.77777777778,"SEN","yes","yes","yes"
"1_331_4","1_331",322.738708496094,7101,14.7776949,-16.9376222,"urban",9,6,3,15250,1694.44444444444,"SEN","yes","yes","yes"
"2_219_4","2_219",281.475128173828,7101,14.84091483,-12.39866098,"rural",11,9,2,7500,681.818181818182,"SEN","yes","yes","yes"
"2_16_5","2_16",369.490295410156,7101,14.7224035,-17.4544196,"urban",4,4,0,67700,16925,"SEN","no","yes","yes"
"2_433_5","2_433",239.873153686523,7101,12.70731831,-14.47740078,"rural",13,5,8,3650,280.769230769231,"SEN","no","yes","yes"
"1_589_8","1_589",64.3938598632813,7101,12.5709959,-15.8843654,"urban",8,7,1,9600,1200,"SEN","no","yes","yes"
"1_210_1","1_210",153.274032592773,7101,16.023654,-16.4932636,"urban",4,2,2,5500,1375,"SEN","yes","yes","yes"
"1_436_4","1_436",224.826995849609,7101,12.9763892,-15.1216678,"rural",11,6,5,8200,745.454545454545,"SEN","no","yes","yes"
"2_420_3","2_420",357.006103515625,7101,14.53007902,-16.1418634,"rural",5,3,2,1500,300,"SEN","yes","yes","yes"
"1_415_3","1_415",331.998046875,7101,13.7932644,-16.4761465,"rural",7,4,3,10500,1500,"SEN","yes","yes","yes"
"1_197_8","1_197",186.005187988281,7101,16.5928842,-14.6091551,"rural",11,5,6,10900,990.909090909091,"SEN","yes","yes","yes"
"1_539_10","1_539",23.8379135131836,7101,12.5592113,-12.190939,"urban",1,1,0,2000,2000,"SEN","no","no","no"
"2_96_4","2_96",213.403762817383,7101,12.95155592,-16.52090715,"rural",7,4,3,3300,471.428571428571,"SEN","no","yes","yes"
"2_291_5","2_291",166.853851318359,7101,14.36945377,-15.74769671,"urban",6,3,3,3750,625,"SEN","yes","yes","yes"
"1_35_2","1_35",739.865478515625,7101,14.7727247,-17.41414,"urban",6,6,0,58200,9700,"SEN","yes","yes","yes"
"1_182_2","1_182",241.121887207031,7101,16.2532414,-16.2432291,"rural",13,6,7,4500,346.153846153846,"SEN","yes","yes","yes"
"1_483_1","1_483",203.884918212891,7101,14.9989449,-12.6373174,"rural",2,1,1,NA,NA,"SEN","no","yes","yes"
"2_14_3","2_14",617.504333496094,7101,14.7242726,-17.4290068,"urban",4,2,2,1000,250,"SEN","yes","yes","yes"
"2_113_3","2_113",140.95166015625,7101,12.57059729,-16.27179809,"urban",7,2,5,8900,1271.42857142857,"SEN","no","yes","yes"
"2_2_4","2_2",266.317016601563,7101,14.6777179,-17.449287,"urban",3,3,0,71600,23866.6666666667,"SEN","no","yes","yes"
"1_120_8","1_120",156.751358032227,7101,12.5795006,-16.2654004,"urban",3,3,0,7200,2400,"SEN","yes","yes","yes"
"2_534_3","2_534",26.2264709472656,7101,12.56082537,-12.18271707,"urban",13,6,7,18300,1407.69230769231,"SEN","yes","yes","yes"
"2_340_5","2_340",342.998687744141,7101,15.05323755,-16.29352563,"rural",9,4,5,5700,633.333333333333,"SEN","no","yes","yes"
"2_356_1","2_356",116.81713104248,7101,15.35339825,-15.46866283,"urban",17,13,4,26250,1544.11764705882,"SEN","yes","yes","yes"
"2_48_3","2_48",608.004272460938,7101,14.75673157,-17.39200817,"urban",3,3,0,18200,6066.66666666667,"SEN","no","yes","yes"
"1_518_3","1_518",255.992004394531,7101,14.0051219,-14.7243575,"rural",21,9,12,17500,833.333333333333,"SEN","yes","yes","yes"
"1_29_10","1_29",384.963073730469,7101,14.7400875,-17.4653945,"urban",5,5,0,105500,21100,"SEN","yes","yes","yes"
"2_585_1","2_585",153.474945068359,7101,12.99072795,-15.74459024,"rural",26,13,13,34400,1323.07692307692,"SEN","yes","yes","yes"
"2_73_3","2_73",200.256210327148,7101,14.80015704,-17.27201119,"rural",6,4,2,32100,5350,"SEN","yes","yes","yes"
"1_116_11","1_116",218.939376831055,7101,12.5483125,-16.2658042,"urban",1,1,0,250,250,"SEN","no","yes","yes"
"2_223_3","2_223",95.9948654174805,7101,13.76926609,-13.68231244,"urban",5,2,3,16700,3340,"SEN","no","yes","yes"
"1_432_11","1_432",231.094573974609,7101,12.7858986,-14.7958222,"rural",15,9,6,3900,260,"SEN","no","yes","yes"
"2_123_3","2_123",217.264877319336,7101,12.55441147,-16.25138012,"urban",4,3,1,8000,2000,"SEN","no","yes","yes"
"1_135_7","1_135",95.0641860961914,7101,14.6620868,-16.2295253,"urban",21,12,9,27600,1314.28571428571,"SEN","yes","yes","yes"
"2_536_2","2_536",24.0991439819336,7101,12.56250524,-12.18086848,"urban",5,2,3,3000,600,"SEN","no","yes","yes"
"2_369_4","2_369",81.1189117431641,7101,15.61988723,-16.22988059,"urban",10,3,7,17500,1750,"SEN","yes","yes","yes"
"2_194_2","2_194",548.889831542969,7101,16.22678821,-15.30165402,"rural",2,1,1,3500,1750,"SEN","yes","yes","yes"
"1_290_10","1_290",188.121475219727,7101,14.269079,-15.9535374,"urban",4,3,1,2600,650,"SEN","yes","yes","yes"
"1_400_10","1_400",300.459411621094,7101,14.355382,-16.6297153,"rural",9,4,5,4750,527.777777777778,"SEN","no","yes","yes"
"1_392_5","1_392",339.137786865234,7101,14.1502506,-16.638012,"rural",11,8,3,22650,2059.09090909091,"SEN","no","yes","yes"
"2_181_5","2_181",279.722717285156,7101,16.51956134,-15.44695047,"rural",4,4,0,2725,681.25,"SEN","yes","yes","yes"
"1_522_1","1_522",231.267501831055,7101,14.098649,-15.5500176,"rural",5,3,2,5500,1100,"SEN","yes","yes","yes"
"1_278_11","1_278",156.683334350586,7101,13.7488444,-15.7813408,"urban",11,8,3,11600,1054.54545454545,"SEN","yes","yes","yes"
"2_8_4","2_8",279.429321289063,7101,14.7065038,-17.4559148,"urban",7,4,3,63050,9007.14285714286,"SEN","yes","yes","yes"
"1_535_8","1_535",27.2221775054932,7101,12.5608525,-12.1885408,"urban",5,4,1,13800,2760,"SEN","yes","yes","yes"
"2_142_5","2_142",102.932426452637,7101,14.62813492,-16.23910282,"urban",9,5,4,13900,1544.44444444444,"SEN","yes","yes","yes"
"2_190_7","2_190",257.348236083984,7101,16.03700011,-14.55174372,"rural",4,3,1,2050,512.5,"SEN","yes","yes","yes"
"2_10_5","2_10",271.430480957031,7101,14.71614683,-17.44776352,"urban",10,7,3,62900,6290,"SEN","yes","yes","yes"
"1_147_6","1_147",531.012023925781,7101,14.6233683,-16.2299053,"rural",5,2,3,1675,335,"SEN","yes","yes","yes"
"2_134_5","2_134",99.3158111572266,7101,14.66520898,-16.24526318,"urban",9,4,5,4200,466.666666666667,"SEN","yes","yes","yes"
"1_357_6","1_357",127.58129119873,7101,15.6496388,-15.3509948,"urban",16,8,8,35500,2218.75,"SEN","yes","yes","yes"
"1_368_8","1_368",96.7171401977539,7101,15.6128886,-16.2447957,"urban",6,4,2,51950,8658.33333333333,"SEN","no","yes","yes"
"1_120_11","1_120",156.751358032227,7101,12.5795006,-16.2654004,"urban",7,2,5,15300,2185.71428571429,"SEN","no","yes","yes"
"2_356_2","2_356",116.81713104248,7101,15.35339825,-15.46866283,"urban",8,5,3,23200,2900,"SEN","yes","yes","yes"
"1_287_1","1_287",241.367858886719,7101,13.6698979,-15.9388521,"rural",4,2,2,6000,1500,"SEN","yes","yes","yes"
"2_196_6","2_196",276.600524902344,7101,16.51613043,-14.50108602,"rural",17,9,8,8200,482.352941176471,"SEN","no","yes","yes"
"1_87_3","1_87",210.482696533203,7101,12.7810836,-16.5086971,"urban",14,8,6,9000,642.857142857143,"SEN","yes","yes","yes"
"2_575_5","2_575",157.904235839844,7101,12.92928768,-15.84668069,"rural",10,5,5,3900,390,"SEN","no","yes","yes"
"1_197_3","1_197",186.005187988281,7101,16.5928842,-14.6091551,"rural",10,4,6,5000,500,"SEN","yes","yes","yes"
"2_229_3","2_229",169.099075317383,7101,13.76127674,-13.6628134,"urban",7,5,2,9700,1385.71428571429,"SEN","no","yes","yes"
"2_126_4","2_126",237.10481262207,7101,12.46898435,-16.40672529,"rural",4,3,1,3200,800,"SEN","no","yes","yes"
"2_521_3","2_521",193.078262329102,7101,14.28012555,-14.92901856,"rural",6,2,4,3250,541.666666666667,"SEN","yes","yes","yes"
"1_377_10","1_377",262.900695800781,7101,15.5463797,-15.8025332,"rural",11,6,5,4100,372.727272727273,"SEN","no","yes","yes"
"1_179_6","1_179",237.268203735352,7101,16.4360613,-15.6979335,"urban",27,15,12,21100,781.481481481482,"SEN","yes","yes","yes"
"1_220_5","1_220",217.781204223633,7101,14.7244254,-12.3394244,"rural",32,17,15,18000,562.5,"SEN","yes","yes","yes"
"1_204_5","1_204",134.881149291992,7101,16.0257048,-16.4943912,"urban",1,1,0,7200,7200,"SEN","no","yes","yes"
"2_250_5","2_250",315.998992919922,7101,14.53206326,-14.60025993,"rural",7,3,4,3600,514.285714285714,"SEN","no","no","no"
"1_163_7","1_163",579.179016113281,7101,14.9027479,-15.8964956,"rural",14,10,4,13800,985.714285714286,"SEN","yes","yes","yes"
"2_407_2","2_407",95.8694610595703,7101,13.60698863,-16.42324615,"urban",7,3,4,8000,1142.85714285714,"SEN","yes","yes","yes"
"2_583_1","2_583",164.056716918945,7101,13.27263088,-15.78779322,"rural",9,2,7,8750,972.222222222222,"SEN","yes","yes","yes"
"1_125_3","1_125",208.186172485352,7101,12.5606578,-16.3143135,"rural",8,4,4,10600,1325,"SEN","yes","yes","yes"
"1_29_8","1_29",384.963073730469,7101,14.7400875,-17.4653945,"urban",3,1,2,26100,8700,"SEN","no","no","no"
"1_173_9","1_173",207.256393432617,7101,16.5170055,-15.5063506,"urban",7,3,4,11550,1650,"SEN","yes","yes","yes"
"2_92_4","2_92",214.076599121094,7101,12.72587458,-16.46250611,"rural",8,4,4,3500,437.5,"SEN","yes","yes","yes"
"2_564_2","2_564",59.6999397277832,7101,13.092642,-12.12445564,"rural",3,2,1,4150,1383.33333333333,"SEN","no","no","no"
"2_124_3","2_124",208.997192382813,7101,12.59225013,-16.08038201,"rural",4,4,0,11600,2900,"SEN","yes","yes","yes"
"2_248_2","2_248",241.948822021484,7101,14.17444651,-14.15952309,"rural",4,2,2,5950,1487.5,"SEN","yes","no","yes"
"2_160_3","2_160",579.943786621094,7101,14.8765447,-15.86169413,"rural",4,2,2,7100,1775,"SEN","no","yes","yes"
"2_64_2","2_64",658.671325683594,7101,14.71025958,-17.15238422,"urban",11,5,6,15900,1445.45454545455,"SEN","yes","yes","yes"
"1_287_3","1_287",241.367858886719,7101,13.6698979,-15.9388521,"rural",20,9,11,10350,517.5,"SEN","yes","yes","yes"
"2_308_7","2_308",315.861968994141,7101,14.53901435,-16.79784694,"rural",4,4,0,4500,1125,"SEN","yes","yes","yes"
"1_148_12","1_148",132.999176025391,7101,14.7876327,-15.9024853,"urban",7,4,3,18500,2642.85714285714,"SEN","yes","yes","yes"
"1_7_6","1_7",518.303466796875,7101,14.6964147,-17.4598233,"urban",3,3,0,190200,63400,"SEN","no","yes","yes"
"2_594_4","2_594",146.051620483398,7101,12.55221704,-15.74046134,"rural",14,5,9,4300,307.142857142857,"SEN","no","yes","yes"
"2_153_2","2_153",108.694854736328,7101,14.81231056,-15.90447468,"urban",11,8,3,22500,2045.45454545455,"SEN","yes","yes","yes"
"2_8_5","2_8",279.429321289063,7101,14.7065038,-17.4559148,"urban",5,2,3,41600,8320,"SEN","no","no","yes"
"2_138_4","2_138",108.030494689941,7101,14.65990135,-16.20844279,"urban",5,3,2,4000,800,"SEN","yes","yes","yes"
"2_532_2","2_532",19.1370525360107,7101,12.55726283,-12.17462466,"urban",25,21,4,15000,600,"SEN","no","yes","yes"
"2_581_4","2_581",199.860107421875,7101,13.19500605,-15.64007765,"rural",8,3,5,2500,312.5,"SEN","no","yes","yes"
"2_410_2","2_410",195.550231933594,7101,13.93031842,-16.33525744,"rural",13,6,7,42900,3300,"SEN","yes","yes","yes"
"2_121_5","2_121",128.982574462891,7101,12.57488088,-16.26187584,"urban",3,2,1,5000,1666.66666666667,"SEN","no","yes","yes"
"2_579_6","2_579",59.5391540527344,7101,13.05858917,-15.6428511,"urban",15,6,9,5500,366.666666666667,"SEN","no","yes","yes"
"1_595_1","1_595",167.845199584961,7101,12.4966847,-15.6134433,"rural",16,7,9,4000,250,"SEN","no","yes","yes"
"2_598_4","2_598",182.050262451172,7101,12.66242749,-15.51926669,"rural",20,7,13,21500,1075,"SEN","no","yes","yes"
"2_214_4","2_214",188.215103149414,7101,15.8873384,-16.5094258,"rural",7,7,0,26300,3757.14285714286,"SEN","yes","yes","yes"
"1_169_10","1_169",511.871276855469,7101,14.8292728,-15.8760307,"rural",13,8,5,5500,423.076923076923,"SEN","yes","yes","yes"
"2_467_2","2_467",230.80192565918,7101,16.10176936,-13.69893977,"rural",4,2,2,3750,937.5,"SEN","no","yes","yes"
"2_250_6","2_250",315.998992919922,7101,14.53206326,-14.60025993,"rural",10,5,5,7300,730,"SEN","yes","yes","yes"
"1_389_10","1_389",81.710563659668,7101,14.4626831,-16.2901534,"urban",10,4,6,28750,2875,"SEN","yes","yes","yes"
"1_481_4","1_481",94.723030090332,7101,15.3681146,-13.1362477,"urban",16,8,8,NA,NA,"SEN","yes","yes","yes"
"1_323_1","1_323",550.029724121094,7101,14.8050788,-16.9137616,"urban",16,11,5,45000,2812.5,"SEN","yes","yes","yes"
"1_453_9","1_453",241.480834960938,7101,13.0407014,-14.4585138,"rural",15,8,7,3100,206.666666666667,"SEN","no","no","no"
"2_209_2","2_209",184.141235351563,7101,16.00423966,-16.48951398,"urban",17,11,6,11200,658.823529411765,"SEN","no","yes","yes"
"2_292_9","2_292",242.446929931641,7101,14.1389984,-16.0781366,"rural",6,3,3,2300,383.333333333333,"SEN","yes","yes","yes"
"2_153_3","2_153",108.694854736328,7101,14.81231056,-15.90447468,"urban",4,1,3,9850,2462.5,"SEN","yes","yes","yes"
"2_264_1","2_264",186.692260742188,7101,14.14422524,-16.07729483,"urban",5,4,1,14150,2830,"SEN","yes","yes","yes"
"2_266_2","2_266",139.908493041992,7101,14.13720328,-16.06427549,"urban",6,6,0,20400,3400,"SEN","no","yes","yes"
"2_105_8","2_105",149.09553527832,7101,12.56817411,-16.28804515,"urban",4,1,3,2000,500,"SEN","no","yes","yes"
"1_39_2","1_39",874.916076660156,7101,14.7854217,-17.3400317,"urban",5,5,0,11800,2360,"SEN","yes","yes","yes"
"1_559_8","1_559",67.9349822998047,7101,12.463267,-11.6115491,"rural",8,4,4,2300,287.5,"SEN","no","no","no"
"1_468_3","1_468",206.019058227539,7101,16.08737,-13.5126214,"rural",5,2,3,5000,1000,"SEN","yes","yes","yes"
"2_296_4","2_296",478.034881591797,7101,14.18500681,-16.85793502,"urban",2,2,0,5300,2650,"SEN","no","no","no"
"2_158_2","2_158",605.516967773438,7101,14.85909621,-15.84484949,"rural",8,5,3,5200,650,"SEN","yes","yes","yes"
"1_427_12","1_427",132.350662231445,7101,12.8978599,-14.9273533,"urban",2,2,0,1350,675,"SEN","no","yes","yes"
"2_194_3","2_194",548.889831542969,7101,16.22678821,-15.30165402,"rural",5,3,2,45000,9000,"SEN","yes","yes","yes"
"2_359_1","2_359",236.052856445313,7101,15.29246001,-15.16624706,"rural",18,8,10,55800,3100,"SEN","yes","yes","yes"
"1_59_12","1_59",454.123107910156,7101,14.7636012,-17.3521539,"urban",3,2,1,8550,2850,"SEN","yes","yes","yes"
"1_66_8","1_66",136.017349243164,7101,14.6242861,-17.1599857,"rural",13,8,5,17100,1315.38461538462,"SEN","yes","yes","yes"
"2_2_5","2_2",266.317016601563,7101,14.6777179,-17.449287,"urban",2,2,0,2700,1350,"SEN","no","no","no"
"2_476_4","2_476",105.613227844238,7101,15.48604986,-13.17498535,"urban",9,3,6,4000,444.444444444444,"SEN","yes","yes","yes"
"1_333_2","1_333",630.093933105469,7101,14.9541508,-16.8128306,"urban",12,8,4,21000,1750,"SEN","yes","yes","yes"
"1_275_3","1_275",260.002685546875,7101,13.9504311,-15.7488766,"rural",7,4,3,7500,1071.42857142857,"SEN","no","yes","yes"
"1_483_5","1_483",203.884918212891,7101,14.9989449,-12.6373174,"rural",12,6,6,10500,875,"SEN","yes","yes","yes"
"1_68_5","1_68",121.158302307129,7101,14.7626519,-17.2587692,"rural",13,8,5,16400,1261.53846153846,"SEN","yes","yes","yes"
"2_494_2","2_494",95.1344299316406,7101,14.10475532,-15.55388741,"urban",4,2,2,19400,4850,"SEN","yes","yes","yes"
"2_547_7","2_547",67.8463973999023,7101,12.63437535,-12.4154818,"rural",6,5,1,4600,766.666666666667,"SEN","yes","yes","yes"
"1_416_12","1_416",83.8081130981445,7101,14.4939235,-16.071728,"urban",5,3,2,32100,6420,"SEN","yes","yes","yes"
"1_305_7","1_305",380.597778320313,7101,14.5650578,-17.1275627,"urban",10,7,3,8400,840,"SEN","yes","yes","yes"
"1_285_8","1_285",269.806701660156,7101,13.7966706,-15.8596192,"rural",19,8,11,36200,1905.26315789474,"SEN","yes","yes","yes"
"2_201_4","2_201",165.93635559082,7101,16.02692169,-16.50884233,"urban",8,7,1,14200,1775,"SEN","yes","yes","yes"
"2_349_3","2_349",289.347717285156,7101,15.28019227,-16.52388273,"rural",17,11,6,103500,6088.23529411765,"SEN","yes","yes","yes"
"2_334_3","2_334",473.897705078125,7101,15.14172487,-16.89037868,"urban",23,9,14,30500,1326.08695652174,"SEN","yes","yes","yes"
"1_508_10","1_508",100.30899810791,7101,14.1336944,-15.7458268,"urban",4,3,1,4900,1225,"SEN","yes","yes","yes"
"1_150_4","1_150",119.871246337891,7101,14.7892209,-15.9138928,"urban",24,13,11,12000,500,"SEN","yes","yes","yes"
"2_324_4","2_324",395.712524414063,7101,14.80466676,-16.92694455,"urban",3,2,1,15000,5000,"SEN","yes","yes","yes"
"1_535_4","1_535",27.2221775054932,7101,12.5608525,-12.1885408,"urban",1,1,0,19350,19350,"SEN","no","no","no"
"1_273_11","1_273",258.880249023438,7101,13.9468394,-16.1201265,"rural",12,5,7,3250,270.833333333333,"SEN","no","yes","yes"
"1_277_9","1_277",243.130340576172,7101,14.1399248,-16.0782198,"rural",20,9,11,2200,110,"SEN","yes","no","yes"
"2_246_3","2_246",268.040710449219,7101,13.83168769,-14.61986959,"rural",12,5,7,6000,500,"SEN","yes","yes","yes"
"2_107_3","2_107",152.395248413086,7101,12.56173002,-16.29196878,"urban",9,5,4,9500,1055.55555555556,"SEN","yes","yes","yes"
"2_391_2","2_391",395.820373535156,7101,14.53678767,-16.28578832,"rural",17,7,10,9500,558.823529411765,"SEN","yes","no","yes"
"1_21_10","1_21",530.739501953125,7101,14.6778928,-17.4493017,"urban",4,2,2,43000,10750,"SEN","yes","yes","yes"
"2_76_3","2_76",2808.64868164063,7101,14.73244717,-17.2700083,"urban",10,7,3,221700,22170,"SEN","yes","yes","yes"
"1_455_1","1_455",241.480834960938,7101,13.2668865,-14.5460588,"rural",7,3,4,3500,500,"SEN","no","no","no"
"2_272_3","2_272",234.432144165039,7101,14.08846018,-16.05955093,"rural",7,4,3,1250,178.571428571429,"SEN","yes","yes","yes"
"1_491_1","1_491",71.9949569702148,7101,14.1096506,-15.5498495,"urban",24,18,6,23000,958.333333333333,"SEN","yes","yes","yes"
"2_232_3","2_232",193.496337890625,7101,13.87408171,-14.08195627,"rural",8,4,4,1500,187.5,"SEN","no","yes","yes"
"2_185_3","2_185",171.927780151367,7101,16.51885515,-14.6452593,"urban",9,6,3,4500,500,"SEN","yes","yes","yes"
"2_194_4","2_194",548.889831542969,7101,16.22678821,-15.30165402,"rural",5,2,3,9800,1960,"SEN","no","yes","yes"
"1_522_2","1_522",231.267501831055,7101,14.098649,-15.5500176,"rural",12,5,7,4550,379.166666666667,"SEN","no","yes","yes"
"2_82_5","2_82",430.171569824219,7101,14.7876436,-17.3769622,"urban",5,2,3,80600,16120,"SEN","yes","yes","yes"
"1_436_8","1_436",224.826995849609,7101,12.9763892,-15.1216678,"rural",8,3,5,4750,593.75,"SEN","no","no","no"
"1_41_10","1_41",556.695068359375,7101,14.7708082,-17.3584034,"urban",7,7,0,24650,3521.42857142857,"SEN","no","yes","yes"
"2_344_8","2_344",129.705215454102,7101,15.37832297,-16.44590914,"urban",3,2,1,3450,1150,"SEN","yes","yes","yes"
"2_252_1","2_252",196.649154663086,7101,14.1580545,-16.10096121,"urban",9,7,2,5275,586.111111111111,"SEN","yes","yes","yes"
"2_486_2","2_486",209.8154296875,7101,15.4732854,-13.049372,"rural",1,1,0,1300,1300,"SEN","no","no","no"
"2_568_2","2_568",73.0420227050781,7101,12.70759168,-15.55289305,"urban",14,8,6,10000,714.285714285714,"SEN","yes","yes","yes"
"2_542_5","2_542",21.0045928955078,7101,12.56139165,-12.20030882,"urban",2,1,1,16350,8175,"SEN","yes","yes","yes"
"1_95_5","1_95",199.337783813477,7101,12.7869046,-16.2357722,"rural",11,6,5,4350,395.454545454545,"SEN","yes","yes","yes"
"1_9_3","1_9",528.238830566406,7101,14.702625,-17.4551295,"urban",6,6,0,7750,1291.66666666667,"SEN","yes","yes","yes"
"1_510_6","1_510",221.558090209961,7101,13.9162518,-15.6703297,"rural",12,5,7,27400,2283.33333333333,"SEN","yes","yes","yes"
"1_277_7","1_277",243.130340576172,7101,14.1399248,-16.0782198,"rural",11,6,5,100,9.09090909090909,"SEN","yes","yes","yes"
"2_534_4","2_534",26.2264709472656,7101,12.56082537,-12.18271707,"urban",17,8,9,32600,1917.64705882353,"SEN","yes","yes","yes"
"1_510_10","1_510",221.558090209961,7101,13.9162518,-15.6703297,"rural",8,8,0,28300,3537.5,"SEN","yes","yes","yes"
"1_189_9","1_189",210.071853637695,7101,16.4557921,-14.327483,"rural",24,10,14,4500,187.5,"SEN","yes","yes","yes"
"1_366_6","1_366",89.0399322509766,7101,15.612888,-16.2245033,"urban",15,7,8,65000,4333.33333333333,"SEN","yes","yes","yes"
"2_296_5","2_296",478.034881591797,7101,14.18500681,-16.85793502,"urban",4,2,2,13400,3350,"SEN","yes","yes","yes"
"2_132_2","2_132",617.611755371094,7101,14.57457785,-16.57977614,"rural",15,5,10,6500,433.333333333333,"SEN","yes","yes","yes"
"1_41_4","1_41",556.695068359375,7101,14.7708082,-17.3584034,"urban",7,3,4,29800,4257.14285714286,"SEN","yes","yes","yes"
"2_134_6","2_134",99.3158111572266,7101,14.66520898,-16.24526318,"urban",11,5,6,25600,2327.27272727273,"SEN","yes","yes","yes"
"1_114_3","1_114",156.57096862793,7101,12.5645255,-16.2705968,"urban",12,8,4,35500,2958.33333333333,"SEN","yes","yes","yes"
"2_596_3","2_596",149.954284667969,7101,12.8812117,-14.9399328,"rural",5,2,3,2900,580,"SEN","no","yes","yes"
"1_381_5","1_381",289.711669921875,7101,15.7039376,-16.4756692,"rural",5,3,2,10350,2070,"SEN","yes","yes","yes"
"2_212_4","2_212",250.187652587891,7101,16.05415104,-16.42472544,"rural",5,4,1,15700,3140,"SEN","yes","yes","yes"
"1_595_10","1_595",167.845199584961,7101,12.4966847,-15.6134433,"rural",11,7,4,8200,745.454545454545,"SEN","no","yes","yes"
"2_156_5","2_156",749.201232910156,7101,14.78099006,-15.96926363,"rural",10,4,6,8400,840,"SEN","yes","yes","yes"
"1_267_1","1_267",140.200012207031,7101,14.1272467,-16.0690451,"urban",12,4,8,6000,500,"SEN","yes","yes","yes"
"1_479_2","1_479",74.7058029174805,7101,15.1214378,-12.7425628,"urban",44,23,21,107950,2453.40909090909,"SEN","yes","yes","yes"
"2_526_5","2_526",209.692337036133,7101,14.14828503,-15.28603317,"rural",11,4,7,2500,227.272727272727,"SEN","yes","no","yes"
"2_121_6","2_121",128.982574462891,7101,12.57488088,-16.26187584,"urban",8,5,3,7500,937.5,"SEN","yes","yes","yes"
