"hh_id","hh_cluster","hhweight","tot_hh","lat","lon","urban_rural","n_hh","n_adult","n_children","monthly_exp","monthly_exp_per_cap","country","dried","fresh","any_fish"
"2_36_5","2_36",439.187561035156,7101,14.7850251,-17.3832189,"urban",5,2,3,14000,2800,"SEN","yes","yes","yes"
"1_285_3","1_285",269.806701660156,7101,13.7966706,-15.8596192,"rural",14,7,7,30100,2150,"SEN","yes","no","yes"
"2_223_7","2_223",95.9948654174805,7101,13.76926609,-13.68231244,"urban",6,3,3,26800,4466.66666666667,"SEN","yes","yes","yes"
"2_298_10","2_298",323.648529052734,7101,14.42349724,-16.94355876,"urban",10,6,4,7950,795,"SEN","yes","yes","yes"
"1_346_6","1_346",302.772430419922,7101,15.0399587,-16.0519667,"rural",12,10,2,3650,304.166666666667,"SEN","yes","yes","yes"
"2_318_9","2_318",369.920074462891,7101,14.74194455,-16.67272933,"rural",9,4,5,14000,1555.55555555556,"SEN","yes","yes","yes"
"2_454_6","2_454",302.178741455078,7101,13.27598958,-15.09881438,"rural",13,9,4,11400,876.923076923077,"SEN","yes","yes","yes"
"2_18_7","2_18",379.019897460938,7101,14.72136424,-17.48966458,"urban",16,9,7,34300,2143.75,"SEN","yes","yes","yes"
"2_391_6","2_391",395.820373535156,7101,14.53678767,-16.28578832,"rural",8,4,4,17600,2200,"SEN","yes","yes","yes"
"1_83_8","1_83",605.48828125,7101,14.784037,-17.3711283,"urban",7,4,3,26700,3814.28571428571,"SEN","yes","yes","yes"
"2_324_6","2_324",395.712524414063,7101,14.80466676,-16.92694455,"urban",9,5,4,5500,611.111111111111,"SEN","yes","yes","yes"
"2_205_7","2_205",117.989654541016,7101,16.01380445,-16.49461699,"urban",5,2,3,34200,6840,"SEN","yes","yes","yes"
"1_97_9","1_97",144.810562133789,7101,12.9790665,-16.7136288,"rural",7,6,1,17800,2542.85714285714,"SEN","no","yes","yes"
"1_357_11","1_357",127.58129119873,7101,15.6496388,-15.3509948,"urban",25,16,9,85000,3400,"SEN","yes","yes","yes"
"2_216_5","2_216",102.29125213623,7101,15.0227376,-12.5431025,"urban",16,7,9,11500,718.75,"SEN","yes","yes","yes"
"2_36_6","2_36",439.187561035156,7101,14.7850251,-17.3832189,"urban",8,5,3,87000,10875,"SEN","yes","yes","yes"
"1_505_2","1_505",224.561233520508,7101,14.005099,-15.4394767,"rural",19,8,11,750,39.4736842105263,"SEN","yes","no","yes"
"2_314_6","2_314",344.528198242188,7101,14.51150104,-16.89109763,"rural",16,5,11,17200,1075,"SEN","yes","yes","yes"
"2_256_7","2_256",194.662811279297,7101,14.1399173,-16.0783102,"urban",9,4,5,37200,4133.33333333333,"SEN","yes","yes","yes"
"1_210_5","1_210",153.274032592773,7101,16.023654,-16.4932636,"urban",4,4,0,20700,5175,"SEN","no","yes","yes"
"1_440_8","1_440",122.089363098145,7101,12.9115348,-14.1617885,"urban",10,5,5,16750,1675,"SEN","yes","yes","yes"
"2_532_4","2_532",19.1370525360107,7101,12.55726283,-12.17462466,"urban",5,2,3,6600,1320,"SEN","no","no","no"
"1_45_4","1_45",884.816162109375,7101,14.7836939,-17.3212583,"urban",10,9,1,31600,3160,"SEN","yes","yes","yes"
"2_36_7","2_36",439.187561035156,7101,14.7850251,-17.3832189,"urban",3,3,0,12750,4250,"SEN","yes","yes","yes"
"2_214_7","2_214",188.215103149414,7101,15.8873384,-16.5094258,"rural",3,1,2,48300,16100,"SEN","yes","yes","yes"
"1_419_1","1_419",208.667129516602,7101,14.2729153,-15.9459991,"rural",11,6,5,24200,2200,"SEN","no","yes","yes"
"1_485_7","1_485",249.555145263672,7101,15.0007002,-12.6352883,"rural",10,1,9,5500,550,"SEN","no","no","no"
"2_544_6","2_544",20.7945690155029,7101,12.55526125,-12.2046947,"urban",5,2,3,500,100,"SEN","no","no","no"
"1_277_10","1_277",243.130340576172,7101,14.1399248,-16.0782198,"rural",6,3,3,4625,770.833333333333,"SEN","yes","yes","yes"
"1_541_1","1_541",15.2914695739746,7101,12.5592113,-12.190939,"urban",8,6,2,40000,5000,"SEN","yes","yes","yes"
"2_111_8","2_111",121.707954406738,7101,12.58060619,-16.28064958,"urban",11,9,2,10800,981.818181818182,"SEN","no","yes","yes"
"1_213_11","1_213",291.68359375,7101,15.8398469,-16.360051,"rural",21,10,11,9800,466.666666666667,"SEN","yes","yes","yes"
"1_45_9","1_45",884.816162109375,7101,14.7836939,-17.3212583,"urban",14,7,7,69900,4992.85714285714,"SEN","yes","yes","yes"
"2_437_8","2_437",129.518325805664,7101,13.14666738,-14.11453926,"urban",11,7,4,12500,1136.36363636364,"SEN","yes","yes","yes"
"2_149_7","2_149",101.288551330566,7101,14.78857306,-15.90780698,"urban",10,3,7,3800,380,"SEN","yes","yes","yes"
"2_594_7","2_594",146.051620483398,7101,12.55221704,-15.74046134,"rural",19,7,12,14500,763.157894736842,"SEN","no","yes","yes"
"2_18_8","2_18",379.019897460938,7101,14.72136424,-17.48966458,"urban",6,3,3,28200,4700,"SEN","no","yes","yes"
"2_363_4","2_363",298.63671875,7101,14.96747985,-15.78218749,"rural",11,7,4,16000,1454.54545454545,"SEN","no","yes","yes"
"1_499_6","1_499",59.7093505859375,7101,13.8303679,-15.4076653,"urban",11,5,6,2000,181.818181818182,"SEN","yes","yes","yes"
"2_549_6","2_549",65.4023818969727,7101,12.88017518,-12.1786806,"rural",7,3,4,9400,1342.85714285714,"SEN","no","yes","yes"
"1_387_3","1_387",60.3589859008789,7101,14.3242027,-16.4099128,"urban",11,7,4,3000,272.727272727273,"SEN","yes","yes","yes"
"1_368_11","1_368",96.7171401977539,7101,15.6128886,-16.2447957,"urban",11,6,5,29100,2645.45454545455,"SEN","no","yes","yes"
"2_340_8","2_340",342.998687744141,7101,15.05323755,-16.29352563,"rural",14,5,9,14700,1050,"SEN","yes","yes","yes"
"1_531_2","1_531",22.2871627807617,7101,12.5550697,-12.1758723,"urban",14,9,5,10500,750,"SEN","yes","yes","yes"
"1_81_5","1_81",350.731658935547,7101,14.784037,-17.3711283,"urban",9,7,2,21500,2388.88888888889,"SEN","yes","yes","yes"
"2_354_6","2_354",95.7251510620117,7101,15.35194104,-15.48240049,"urban",3,1,2,9375,3125,"SEN","yes","yes","yes"
"1_61_3","1_61",715.303039550781,7101,14.7360544,-17.3194634,"urban",12,10,2,30000,2500,"SEN","yes","yes","yes"
"1_167_12","1_167",529.309387207031,7101,14.8510641,-15.9164999,"rural",13,5,8,11350,873.076923076923,"SEN","yes","yes","yes"
"2_334_7","2_334",473.897705078125,7101,15.14172487,-16.89037868,"urban",8,6,2,9800,1225,"SEN","yes","yes","yes"
"1_331_7","1_331",322.738708496094,7101,14.7776949,-16.9376222,"urban",2,2,0,13900,6950,"SEN","no","yes","yes"
"2_435_9","2_435",244.120681762695,7101,12.94104401,-14.17080073,"rural",12,7,5,9500,791.666666666667,"SEN","no","yes","yes"
"1_45_12","1_45",884.816162109375,7101,14.7836939,-17.3212583,"urban",1,1,0,3000,3000,"SEN","no","no","no"
"2_555_5","2_555",19.4504089355469,7101,12.63845487,-12.81940262,"urban",9,7,2,3000,333.333333333333,"SEN","yes","yes","yes"
"2_378_6","2_378",259.921417236328,7101,15.99662759,-15.99978386,"rural",7,6,1,6250,892.857142857143,"SEN","yes","yes","yes"
"1_241_6","1_241",172.537704467773,7101,14.1834739,-12.7137148,"urban",23,9,14,17000,739.130434782609,"SEN","yes","yes","yes"
"1_51_9","1_51",632.638610839844,7101,14.7802219,-17.3474645,"urban",21,13,8,34300,1633.33333333333,"SEN","yes","yes","yes"
"1_61_5","1_61",715.303039550781,7101,14.7360544,-17.3194634,"urban",4,2,2,38400,9600,"SEN","yes","yes","yes"
"1_63_4","1_63",525.230529785156,7101,14.6896744,-17.227391,"urban",14,6,8,19200,1371.42857142857,"SEN","yes","yes","yes"
"1_327_8","1_327",367.231323242188,7101,14.7777857,-16.9304995,"urban",8,6,2,4000,500,"SEN","yes","yes","yes"
"2_324_7","2_324",395.712524414063,7101,14.80466676,-16.92694455,"urban",9,8,1,30900,3433.33333333333,"SEN","no","yes","yes"
"1_364_5","1_364",348.287261962891,7101,15.3753517,-15.4724998,"rural",7,3,4,5500,785.714285714286,"SEN","yes","yes","yes"
"1_53_4","1_53",683.593627929688,7101,14.7554463,-17.3806674,"urban",1,1,0,7050,7050,"SEN","no","no","no"
"2_454_7","2_454",302.178741455078,7101,13.27598958,-15.09881438,"rural",8,3,5,6700,837.5,"SEN","yes","yes","yes"
"1_595_5","1_595",167.845199584961,7101,12.4966847,-15.6134433,"rural",14,6,8,2700,192.857142857143,"SEN","no","yes","yes"
"1_381_7","1_381",289.711669921875,7101,15.7039376,-16.4756692,"rural",12,5,7,11000,916.666666666667,"SEN","no","yes","yes"
"2_347_7","2_347",417.138305664063,7101,15.0416233,-15.86095167,"rural",12,6,6,3400,283.333333333333,"SEN","yes","yes","yes"
"2_52_5","2_52",539.007995605469,7101,14.76814395,-17.37755707,"urban",8,4,4,10625,1328.125,"SEN","yes","yes","yes"
"1_372_10","1_372",104.682083129883,7101,15.6329204,-16.2250988,"urban",6,4,2,123800,20633.3333333333,"SEN","yes","yes","yes"
"2_594_8","2_594",146.051620483398,7101,12.55221704,-15.74046134,"rural",1,1,0,3000,3000,"SEN","no","no","no"
"1_273_2","1_273",258.880249023438,7101,13.9468394,-16.1201265,"rural",6,4,2,6000,1000,"SEN","yes","yes","yes"
"1_37_5","1_37",641.090209960938,7101,14.7557369,-17.4440785,"urban",20,11,9,30400,1520,"SEN","yes","yes","yes"
"1_425_12","1_425",193.556304931641,7101,12.9067519,-14.9415684,"urban",7,4,3,3100,442.857142857143,"SEN","no","yes","yes"
"1_327_2","1_327",367.231323242188,7101,14.7777857,-16.9304995,"urban",17,11,6,8500,500,"SEN","yes","yes","yes"
"1_411_9","1_411",307.4794921875,7101,13.8761364,-16.3714587,"rural",14,7,7,8050,575,"SEN","no","yes","yes"
"2_216_6","2_216",102.29125213623,7101,15.0227376,-12.5431025,"urban",13,6,7,6000,461.538461538462,"SEN","no","yes","yes"
"2_232_9","2_232",193.496337890625,7101,13.87408171,-14.08195627,"rural",20,7,13,5500,275,"SEN","yes","yes","yes"
"1_204_9","1_204",134.881149291992,7101,16.0257048,-16.4943912,"urban",7,4,3,13300,1900,"SEN","no","yes","yes"
"1_218_3","1_218",211.874389648438,7101,13.6939585,-12.0603724,"rural",14,8,6,1500,107.142857142857,"SEN","no","yes","yes"
"1_447_9","1_447",120.740417480469,7101,13.331947,-13.8225279,"rural",5,2,3,850,170,"SEN","no","no","no"
"2_322_4","2_322",329.554321289063,7101,14.77319821,-17.06988871,"rural",17,13,4,65500,3852.94117647059,"SEN","yes","yes","yes"
"2_521_7","2_521",193.078262329102,7101,14.28012555,-14.92901856,"rural",14,8,6,6200,442.857142857143,"SEN","no","yes","yes"
"1_461_5","1_461",130.728866577148,7101,15.6109013,-13.3265497,"urban",8,3,5,3500,437.5,"SEN","yes","yes","yes"
"1_208_3","1_208",237.063842773438,7101,15.9996792,-16.4869715,"urban",11,8,3,87800,7981.81818181818,"SEN","yes","yes","yes"
"1_331_11","1_331",322.738708496094,7101,14.7776949,-16.9376222,"urban",6,3,3,10200,1700,"SEN","yes","yes","yes"
"2_336_6","2_336",532.218933105469,7101,15.12786616,-16.90957999,"rural",12,3,9,18200,1516.66666666667,"SEN","yes","yes","yes"
"2_371_7","2_371",106.150657653809,7101,15.62948014,-16.22627289,"urban",5,3,2,40950,8190,"SEN","yes","yes","yes"
"2_80_5","2_80",603.549438476563,7101,14.7850293,-17.3832008,"urban",3,3,0,60000,20000,"SEN","yes","yes","yes"
"2_270_7","2_270",152.112991333008,7101,13.91710355,-15.92126734,"urban",1,1,0,1000,1000,"SEN","no","no","no"
"1_249_7","1_249",191.919692993164,7101,14.3013558,-14.4350638,"rural",7,4,3,3750,535.714285714286,"SEN","no","no","no"
"1_228_4","1_228",100.096633911133,7101,13.7693724,-13.6634256,"urban",7,3,4,5200,742.857142857143,"SEN","no","yes","yes"
"2_82_7","2_82",430.171569824219,7101,14.7876436,-17.3769622,"urban",20,14,6,49000,2450,"SEN","yes","yes","yes"
"2_386_5","2_386",83.0868606567383,7101,14.33126036,-16.41055835,"urban",12,6,6,51800,4316.66666666667,"SEN","yes","yes","yes"
"2_123_8","2_123",217.264877319336,7101,12.55441147,-16.25138012,"urban",12,4,8,13700,1141.66666666667,"SEN","no","yes","yes"
"1_47_1","1_47",614.466186523438,7101,14.7729092,-17.4143652,"urban",11,6,5,69800,6345.45454545455,"SEN","no","yes","yes"
"1_244_2","1_244",190.327850341797,7101,13.9798113,-13.409813,"rural",5,4,1,1875,375,"SEN","no","no","no"
"1_563_7","1_563",85.9177780151367,7101,13.225472,-11.607298,"rural",3,3,0,124400,41466.6666666667,"SEN","no","no","no"
"1_474_5","1_474",169.836135864258,7101,15.5508204,-13.29573,"rural",10,3,7,6250,625,"SEN","yes","yes","yes"
"1_133_1","1_133",114.040962219238,7101,14.6569799,-16.2475491,"urban",10,6,4,30700,3070,"SEN","yes","yes","yes"
"2_380_3","2_380",418.347106933594,7101,15.69910538,-16.12735828,"rural",20,6,14,9000,450,"SEN","yes","yes","yes"
"1_70_11","1_70",103.887939453125,7101,14.8067132,-17.1824951,"rural",7,3,4,9650,1378.57142857143,"SEN","yes","yes","yes"
"2_234_6","2_234",256.040222167969,7101,13.81773085,-13.91783888,"rural",8,6,2,23000,2875,"SEN","yes","yes","yes"
"1_101_8","1_101",134.128921508789,7101,12.3707649,-16.7273013,"rural",6,3,3,2700,450,"SEN","yes","yes","yes"
"1_9_8","1_9",528.238830566406,7101,14.702625,-17.4551295,"urban",3,3,0,7100,2366.66666666667,"SEN","no","no","no"
"2_286_4","2_286",279.55615234375,7101,13.87010649,-15.80808136,"rural",13,5,8,7000,538.461538461538,"SEN","yes","yes","yes"
"1_293_4","1_293",269.278717041016,7101,14.2146334,-16.1007401,"rural",8,4,4,3500,437.5,"SEN","yes","yes","yes"
"1_495_4","1_495",74.7444839477539,7101,14.0955608,-15.5518991,"urban",19,12,7,26100,1373.68421052632,"SEN","yes","yes","yes"
"2_84_5","2_84",549.894348144531,7101,14.7876436,-17.3769622,"urban",6,6,0,87800,14633.3333333333,"SEN","yes","yes","yes"
"1_595_9","1_595",167.845199584961,7101,12.4966847,-15.6134433,"rural",19,9,10,4700,247.368421052632,"SEN","no","yes","yes"
"2_482_6","2_482",100.970886230469,7101,15.5537425,-13.10316698,"urban",15,9,6,15000,1000,"SEN","yes","yes","yes"
"2_30_7","2_30",447.158294677734,7101,14.74444906,-17.44318076,"urban",7,3,4,13400,1914.28571428571,"SEN","no","yes","yes"
"2_198_8","2_198",228.407669067383,7101,16.63271898,-14.9100564,"rural",5,2,3,15500,3100,"SEN","yes","yes","yes"
"1_290_11","1_290",188.121475219727,7101,14.269079,-15.9535374,"urban",11,7,4,82400,7490.90909090909,"SEN","yes","yes","yes"
"2_98_9","2_98",105.862762451172,7101,12.92714544,-16.7375041,"rural",7,5,2,13500,1928.57142857143,"SEN","no","yes","yes"
"1_305_8","1_305",380.597778320313,7101,14.5650578,-17.1275627,"urban",4,3,1,14350,3587.5,"SEN","yes","yes","yes"
"1_346_2","1_346",302.772430419922,7101,15.0399587,-16.0519667,"rural",13,5,8,30900,2376.92307692308,"SEN","yes","yes","yes"
"2_386_6","2_386",83.0868606567383,7101,14.33126036,-16.41055835,"urban",8,4,4,22500,2812.5,"SEN","yes","yes","yes"
"2_211_5","2_211",207.620391845703,7101,16.05334676,-16.45225072,"urban",7,4,3,11100,1585.71428571429,"SEN","yes","yes","yes"
"2_414_5","2_414",258.923248291016,7101,13.86500992,-16.24152516,"rural",14,5,9,3100,221.428571428571,"SEN","no","yes","yes"
"1_425_6","1_425",193.556304931641,7101,12.9067519,-14.9415684,"urban",6,5,1,1750,291.666666666667,"SEN","yes","yes","yes"
"1_202_7","1_202",245.120559692383,7101,16.0017797,-16.5087375,"urban",11,8,3,44300,4027.27272727273,"SEN","yes","yes","yes"
"2_460_6","2_460",164.665786743164,7101,15.60494869,-13.33878673,"urban",10,6,4,8700,870,"SEN","yes","yes","yes"
"1_171_5","1_171",636.596618652344,7101,14.8132514,-15.8591002,"rural",9,4,5,3850,427.777777777778,"SEN","yes","yes","yes"
"1_33_9","1_33",497.067718505859,7101,14.7727247,-17.41414,"urban",11,7,4,17400,1581.81818181818,"SEN","yes","yes","yes"
"2_504_9","2_504",235.573944091797,7101,13.93427358,-15.20878768,"rural",23,14,9,5250,228.260869565217,"SEN","yes","yes","yes"
"2_252_6","2_252",196.649154663086,7101,14.1580545,-16.10096121,"urban",7,4,3,10500,1500,"SEN","yes","yes","yes"
"2_500_4","2_500",68.8325576782227,7101,13.81357868,-15.40492583,"urban",8,5,3,13000,1625,"SEN","yes","yes","yes"
"1_445_9","1_445",239.362594604492,7101,13.1463767,-13.7671119,"rural",5,2,3,2400,480,"SEN","yes","no","yes"
"1_152_2","1_152",123.8896484375,7101,14.902758,-15.8967352,"urban",6,3,3,5750,958.333333333333,"SEN","yes","yes","yes"
"2_123_9","2_123",217.264877319336,7101,12.55441147,-16.25138012,"urban",6,4,2,2400,400,"SEN","yes","yes","yes"
"1_169_2","1_169",511.871276855469,7101,14.8292728,-15.8760307,"rural",10,5,5,70000,7000,"SEN","yes","yes","yes"
"2_211_6","2_211",207.620391845703,7101,16.05334676,-16.45225072,"urban",10,5,5,17050,1705,"SEN","yes","yes","yes"
"2_71_4","2_71",123.075996398926,7101,14.78999689,-17.29423081,"rural",6,4,2,21100,3516.66666666667,"SEN","yes","yes","yes"
"1_543_7","1_543",54.6964149475098,7101,12.5653057,-12.2072825,"urban",8,4,4,13100,1637.5,"SEN","no","yes","yes"
"2_326_6","2_326",399.750427246094,7101,14.78698613,-16.91955444,"urban",6,5,1,13100,2183.33333333333,"SEN","yes","yes","yes"
"2_403_5","2_403",84.9969100952148,7101,13.87680189,-16.36375934,"urban",6,4,2,58900,9816.66666666667,"SEN","yes","yes","yes"
"2_69_5","2_69",155.548233032227,7101,14.797328,-17.19039902,"rural",14,8,6,124000,8857.14285714286,"SEN","yes","yes","yes"
"1_402_6","1_402",70.2092361450195,7101,13.8860184,-16.3713529,"urban",6,4,2,46700,7783.33333333333,"SEN","yes","yes","yes"
"2_486_5","2_486",209.8154296875,7101,15.4732854,-13.049372,"rural",9,4,5,4700,522.222222222222,"SEN","no","yes","yes"
"2_75_5","2_75",131.807083129883,7101,14.86404249,-17.21112902,"rural",5,3,2,9100,1820,"SEN","yes","yes","yes"
"1_45_11","1_45",884.816162109375,7101,14.7836939,-17.3212583,"urban",8,7,1,12400,1550,"SEN","yes","yes","yes"
"1_175_9","1_175",183.354064941406,7101,16.4661622,-15.6948761,"urban",35,18,17,21200,605.714285714286,"SEN","yes","yes","yes"
"1_208_2","1_208",237.063842773438,7101,15.9996792,-16.4869715,"urban",10,5,5,12100,1210,"SEN","yes","yes","yes"
"2_334_8","2_334",473.897705078125,7101,15.14172487,-16.89037868,"urban",21,12,9,41500,1976.19047619048,"SEN","yes","yes","yes"
"2_391_7","2_391",395.820373535156,7101,14.53678767,-16.28578832,"rural",25,10,15,11800,472,"SEN","yes","yes","yes"
"1_21_1","1_21",530.739501953125,7101,14.6778928,-17.4493017,"urban",8,7,1,81700,10212.5,"SEN","yes","yes","yes"
"2_12_9","2_12",515.531127929688,7101,14.71262025,-17.4443909,"urban",6,3,3,90050,15008.3333333333,"SEN","no","yes","yes"
"1_206_4","1_206",167.438674926758,7101,16.0069174,-16.4961055,"urban",12,8,4,103400,8616.66666666667,"SEN","yes","yes","yes"
"2_22_7","2_22",446.705261230469,7101,14.7492458,-17.4693982,"urban",8,4,4,47800,5975,"SEN","yes","yes","yes"
"1_366_5","1_366",89.0399322509766,7101,15.612888,-16.2245033,"urban",13,6,7,13000,1000,"SEN","yes","yes","yes"
"1_516_9","1_516",73.6831207275391,7101,13.9826641,-14.7972126,"urban",17,11,6,14500,852.941176470588,"SEN","yes","yes","yes"
"2_517_6","2_517",175.399139404297,7101,13.91704762,-14.8664711,"rural",11,2,9,2000,181.818181818182,"SEN","yes","yes","yes"
"2_460_7","2_460",164.665786743164,7101,15.60494869,-13.33878673,"urban",17,10,7,18000,1058.82352941176,"SEN","no","yes","yes"
"1_572_7","1_572",131.780456542969,7101,12.8176471,-15.4767187,"rural",14,6,8,1500,107.142857142857,"SEN","no","yes","yes"
"2_568_8","2_568",73.0420227050781,7101,12.70759168,-15.55289305,"urban",13,9,4,18900,1453.84615384615,"SEN","yes","yes","yes"
"2_575_7","2_575",157.904235839844,7101,12.92928768,-15.84668069,"rural",23,13,10,8300,360.869565217391,"SEN","no","yes","yes"
"2_441_8","2_441",107.35767364502,7101,12.91617505,-14.15945091,"urban",6,2,4,7500,1250,"SEN","yes","yes","yes"
"1_145_5","1_145",402.637847900391,7101,14.8643169,-16.1441715,"rural",5,4,1,2550,510,"SEN","yes","no","yes"
"2_44_8","2_44",567.60498046875,7101,14.78625046,-17.32979131,"urban",6,4,2,14500,2416.66666666667,"SEN","yes","yes","yes"
"2_149_8","2_149",101.288551330566,7101,14.78857306,-15.90780698,"urban",11,6,5,20000,1818.18181818182,"SEN","yes","no","yes"
"1_247_1","1_247",199.682632446289,7101,13.8170328,-14.4385933,"rural",8,5,3,4050,506.25,"SEN","no","yes","yes"
"2_456_3","2_456",248.949432373047,7101,13.44530267,-15.13293807,"rural",8,5,3,7500,937.5,"SEN","no","yes","yes"
"1_489_1","1_489",222.002304077148,7101,14.9418442,-14.6226557,"rural",6,3,3,11200,1866.66666666667,"SEN","yes","no","yes"
"2_90_4","2_90",222.161743164063,7101,12.89897615,-16.3479408,"rural",11,4,7,1450,131.818181818182,"SEN","no","yes","yes"
"2_264_6","2_264",186.692260742188,7101,14.14422524,-16.07729483,"urban",4,3,1,60000,15000,"SEN","yes","yes","yes"
"2_282_3","2_282",245.515884399414,7101,13.79251139,-15.47537065,"rural",30,14,16,3100,103.333333333333,"SEN","no","yes","yes"
"2_562_5","2_562",50.7328567504883,7101,13.02470314,-11.87440812,"rural",17,7,10,19100,1123.52941176471,"SEN","no","yes","yes"
"1_387_9","1_387",60.3589859008789,7101,14.3242027,-16.4099128,"urban",19,9,10,13000,684.210526315789,"SEN","yes","yes","yes"
"2_286_5","2_286",279.55615234375,7101,13.87010649,-15.80808136,"rural",13,6,7,5000,384.615384615385,"SEN","no","yes","yes"
"2_454_8","2_454",302.178741455078,7101,13.27598958,-15.09881438,"rural",4,3,1,3600,900,"SEN","no","no","no"
"2_94_8","2_94",255.830673217773,7101,12.75740188,-16.08666585,"rural",5,2,3,2450,490,"SEN","no","yes","yes"
"1_49_5","1_49",386.681671142578,7101,14.7593521,-17.3915714,"urban",10,8,2,39000,3900,"SEN","yes","yes","yes"
"2_476_6","2_476",105.613227844238,7101,15.48604986,-13.17498535,"urban",15,6,9,3200,213.333333333333,"SEN","yes","yes","yes"
"2_2_7","2_2",266.317016601563,7101,14.6777179,-17.449287,"urban",1,1,0,26900,26900,"SEN","no","no","no"
"2_302_4","2_302",408.078582763672,7101,14.43431943,-16.96641108,"urban",12,9,3,25950,2162.5,"SEN","yes","yes","yes"
"2_128_6","2_128",75.4125518798828,7101,14.70144199,-16.44991381,"urban",4,4,0,5600,1400,"SEN","no","no","no"
"2_399_7","2_399",311.331176757813,7101,14.33394518,-16.47461182,"rural",4,3,1,10700,2675,"SEN","yes","yes","yes"
"2_2_8","2_2",266.317016601563,7101,14.6777179,-17.449287,"urban",4,3,1,47700,11925,"SEN","yes","yes","yes"
"1_516_12","1_516",73.6831207275391,7101,13.9826641,-14.7972126,"urban",12,6,6,6500,541.666666666667,"SEN","yes","yes","yes"
"1_257_1","1_257",131.958999633789,7101,14.1621359,-16.0651401,"urban",16,13,3,21900,1368.75,"SEN","yes","yes","yes"
"2_322_5","2_322",329.554321289063,7101,14.77319821,-17.06988871,"rural",10,5,5,28950,2895,"SEN","yes","yes","yes"
"1_565_3","1_565",58.9160499572754,7101,12.7071299,-15.558168,"urban",5,2,3,11400,2280,"SEN","no","yes","yes"
"1_289_5","1_289",242.791625976563,7101,13.7165313,-16.1267116,"rural",19,6,13,11200,589.473684210526,"SEN","no","yes","yes"
"1_406_9","1_406",103.938484191895,7101,13.9692263,-16.2814062,"urban",11,6,5,29500,2681.81818181818,"SEN","yes","yes","yes"
"1_459_12","1_459",96.6356811523438,7101,15.6491076,-13.257879,"urban",5,2,3,13350,2670,"SEN","yes","yes","yes"
"2_100_9","2_100",256.172698974609,7101,13.07781729,-16.53567035,"rural",6,4,2,4100,683.333333333333,"SEN","yes","yes","yes"
"2_420_8","2_420",357.006103515625,7101,14.53007902,-16.1418634,"rural",5,3,2,7000,1400,"SEN","yes","yes","yes"
"2_490_8","2_490",227.365707397461,7101,15.25906563,-14.46075766,"rural",5,1,4,3100,620,"SEN","yes","yes","yes"
"1_193_2","1_193",231.654602050781,7101,16.5240398,-15.297202,"rural",7,2,5,1750,250,"SEN","yes","yes","yes"
"1_525_7","1_525",193.135894775391,7101,14.2623824,-15.1985232,"rural",4,1,3,1000,250,"SEN","no","no","no"
"1_533_1","1_533",25.4791393280029,7101,12.5607393,-12.1828481,"urban",8,4,4,226600,28325,"SEN","yes","yes","yes"
"2_187_8","2_187",272.489318847656,7101,16.3990684,-14.31904957,"urban",4,3,1,9300,2325,"SEN","no","yes","yes"
"1_408_2","1_408",64.1054916381836,7101,13.6029206,-16.4233015,"urban",1,1,0,13300,13300,"SEN","no","no","no"
"2_566_7","2_566",76.7303085327148,7101,12.70713974,-15.55800589,"urban",15,12,3,66600,4440,"SEN","no","yes","yes"
"1_43_6","1_43",722.816711425781,7101,14.7736887,-17.3266381,"urban",8,5,3,9550,1193.75,"SEN","yes","yes","yes"
"1_343_7","1_343",87.4559173583984,7101,15.3681751,-16.4477744,"urban",10,6,4,56800,5680,"SEN","yes","yes","yes"
"1_453_3","1_453",241.480834960938,7101,13.0407014,-14.4585138,"rural",14,8,6,4000,285.714285714286,"SEN","no","yes","yes"
"1_222_1","1_222",113.442848205566,7101,13.7720519,-13.7087932,"urban",7,4,3,37300,5328.57142857143,"SEN","yes","yes","yes"
"1_404_9","1_404",62.546070098877,7101,13.8762323,-16.371668,"urban",2,2,0,NA,NA,"SEN","yes","yes","yes"
"2_412_7","2_412",228.66650390625,7101,13.88893174,-16.73073775,"rural",7,2,5,12000,1714.28571428571,"SEN","yes","yes","yes"
"1_101_1","1_101",134.128921508789,7101,12.3707649,-16.7273013,"rural",1,1,0,3000,3000,"SEN","no","yes","yes"
"2_405_9","2_405",75.4841461181641,7101,13.9858149,-16.2562793,"urban",5,4,1,2000,400,"SEN","yes","yes","yes"
"1_267_5","1_267",140.200012207031,7101,14.1272467,-16.0690451,"urban",8,5,3,13200,1650,"SEN","yes","yes","yes"
"1_455_4","1_455",241.480834960938,7101,13.2668865,-14.5460588,"rural",9,3,6,1900,211.111111111111,"SEN","no","yes","yes"
"2_52_6","2_52",539.007995605469,7101,14.76814395,-17.37755707,"urban",3,3,0,14750,4916.66666666667,"SEN","yes","yes","yes"
"2_384_4","2_384",107.015884399414,7101,14.34650948,-16.39767665,"urban",7,3,4,11700,1671.42857142857,"SEN","yes","yes","yes"
"2_399_8","2_399",311.331176757813,7101,14.33394518,-16.47461182,"rural",3,3,0,40100,13366.6666666667,"SEN","yes","yes","yes"
"2_266_9","2_266",139.908493041992,7101,14.13720328,-16.06427549,"urban",14,7,7,34000,2428.57142857143,"SEN","no","yes","yes"
"1_545_11","1_545",27.3697242736816,7101,12.563309,-12.1984765,"urban",5,1,4,2000,400,"SEN","yes","yes","yes"
