"hh_id","form2","lat","lon","country","distance_to_marine","distance_to_inland","proximity_to_water_km","proximity_to_city_mins"
"101011030009","dried",-9.667378,33.41101,"MWI",667358.555993076,53669.5566398353,53.6695566398353,180
"101011030039","dried",-9.667378,33.41101,"MWI",667358.555993076,53669.5566398353,53.6695566398353,180
"101011030060","dried",-9.667378,33.41101,"MWI",667358.555993076,53669.5566398353,53.6695566398353,180
"101011030142","dried",-9.667378,33.41101,"MWI",667358.555993076,53669.5566398353,53.6695566398353,180
"101011040011","dried",-9.673118,33.238482,"MWI",686285.62338297,72316.9741391805,72.3169741391805,148
"101011040021","dried",-9.673118,33.238482,"MWI",686285.62338297,72316.9741391805,72.3169741391805,148
"101011040046","dried",-9.673118,33.238482,"MWI",686285.62338297,72316.9741391805,72.3169741391805,148
"101011040057","dried",-9.673118,33.238482,"MWI",686285.62338297,72316.9741391805,72.3169741391805,148
"101011040160","dried",-9.673118,33.238482,"MWI",686285.62338297,72316.9741391805,72.3169741391805,148
"101011040182","dried",-9.673118,33.238482,"MWI",686285.62338297,72316.9741391805,72.3169741391805,148
"101011040192","dried",-9.673118,33.238482,"MWI",686285.62338297,72316.9741391805,72.3169741391805,148
"101011050009","dried",-9.693834,33.384991,"MWI",670713.00580476,56084.0964253424,56.0840964253424,200
"101011050023","dried",-9.693834,33.384991,"MWI",670713.00580476,56084.0964253424,56.0840964253424,200
"101011050052","dried",-9.693834,33.384991,"MWI",670713.00580476,56084.0964253424,56.0840964253424,200
"101011050096","dried",-9.693834,33.384991,"MWI",670713.00580476,56084.0964253424,56.0840964253424,200
"101011050110","dried",-9.693834,33.384991,"MWI",670713.00580476,56084.0964253424,56.0840964253424,200
"101011050140","dried",-9.693834,33.384991,"MWI",670713.00580476,56084.0964253424,56.0840964253424,200
"101011060110","dried",-9.776431,33.307894,"MWI",680804.95506899,64432.4090157568,64.4324090157568,185
"101011060128","dried",-9.776431,33.307894,"MWI",680804.95506899,64432.4090157568,64.4324090157568,185
"101011060166","dried",-9.776431,33.307894,"MWI",680804.95506899,64432.4090157568,64.4324090157568,185
"101011060240","dried",-9.776431,33.307894,"MWI",680804.95506899,64432.4090157568,64.4324090157568,185
"101011060258","dried",-9.776431,33.307894,"MWI",680804.95506899,64432.4090157568,64.4324090157568,185
"101011060276","dried",-9.776431,33.307894,"MWI",680804.95506899,64432.4090157568,64.4324090157568,185
"101011060348","dried",-9.776431,33.307894,"MWI",680804.95506899,64432.4090157568,64.4324090157568,185
"101011070001","dried",-9.821687,33.400393,"MWI",671745.265704206,54925.9260060263,54.9259260060263,164
"101011070057","dried",-9.821687,33.400393,"MWI",671745.265704206,54925.9260060263,54.9259260060263,164
"101011070076","dried",-9.821687,33.400393,"MWI",671745.265704206,54925.9260060263,54.9259260060263,164
"101011070113","dried",-9.821687,33.400393,"MWI",671745.265704206,54925.9260060263,54.9259260060263,164
"101011070132","dried",-9.821687,33.400393,"MWI",671745.265704206,54925.9260060263,54.9259260060263,164
"101011070226","dried",-9.821687,33.400393,"MWI",671745.265704206,54925.9260060263,54.9259260060263,164
"101011070244","dried",-9.821687,33.400393,"MWI",671745.265704206,54925.9260060263,54.9259260060263,164
"101011070263","dried",-9.821687,33.400393,"MWI",671745.265704206,54925.9260060263,54.9259260060263,164
"101011080035","dried",-9.834715,33.411655,"MWI",670818.392396614,53982.4361118176,53.9824361118176,163
"101011080043","dried",-9.834715,33.411655,"MWI",670818.392396614,53982.4361118176,53.9824361118176,163
"101011080078","dried",-9.834715,33.411655,"MWI",670818.392396614,53982.4361118176,53.9824361118176,163
"101011080130","dried",-9.834715,33.411655,"MWI",670818.392396614,53982.4361118176,53.9824361118176,163
"101011080138","dried",-9.834715,33.411655,"MWI",670818.392396614,53982.4361118176,53.9824361118176,163
"101011080155","dried",-9.834715,33.411655,"MWI",670818.392396614,53982.4361118176,53.9824361118176,163
"10102","dried",5.69861467033,7.51949932817,"NGA",107518.462542696,174612.141038891,107.518462542696,14
"101021090264","dried",-9.678125,33.40707,"MWI",667997.164254409,53903.2973801655,53.9032973801655,162
"101021090283","dried",-9.678125,33.40707,"MWI",667997.164254409,53903.2973801655,53.9032973801655,162
"101021100010","dried",-9.70643,33.572901,"MWI",650500.350806067,35451.152614515,35.4511526145151,162
"101021100020","dried",-9.70643,33.572901,"MWI",650500.350806067,35451.152614515,35.4511526145151,162
"101021100030","dried",-9.70643,33.572901,"MWI",650500.350806067,35451.152614515,35.4511526145151,162
"101021100071","dried",-9.70643,33.572901,"MWI",650500.350806067,35451.152614515,35.4511526145151,162
"101021100082","dried",-9.70643,33.572901,"MWI",650500.350806067,35451.152614515,35.4511526145151,162
"101021100112","dried",-9.70643,33.572901,"MWI",650500.350806067,35451.152614515,35.4511526145151,162
"101021110025","dried",-9.686698,33.490198,"MWI",659106.739666442,44748.7911486898,44.7487911486898,216
"101021110031","dried",-9.686698,33.490198,"MWI",659106.739666442,44748.7911486898,44.7487911486898,216
"101021120040","dried",-9.776848,33.461158,"MWI",664150.611317951,47590.3399802508,47.5903399802508,150
"101021120044","dried",-9.776848,33.461158,"MWI",664150.611317951,47590.3399802508,47.5903399802508,150
"101021120054","dried",-9.776848,33.461158,"MWI",664150.611317951,47590.3399802508,47.5903399802508,150
"101021120083","dried",-9.776848,33.461158,"MWI",664150.611317951,47590.3399802508,47.5903399802508,150
"101021120088","dried",-9.776848,33.461158,"MWI",664150.611317951,47590.3399802508,47.5903399802508,150
"101021120097","dried",-9.776848,33.461158,"MWI",664150.611317951,47590.3399802508,47.5903399802508,150
"10103","dried",5.69861467033,7.51949932817,"NGA",107518.462542696,174612.141038891,107.518462542696,14
"101031130020","dried",-10.002974,33.478651,"MWI",667725.509749324,51026.4566228067,51.0264566228067,213
"101031130039","dried",-10.002974,33.478651,"MWI",667725.509749324,51026.4566228067,51.0264566228067,213
"101031130128","dried",-10.002974,33.478651,"MWI",667725.509749324,51026.4566228067,51.0264566228067,213
"101031130148","dried",-10.002974,33.478651,"MWI",667725.509749324,51026.4566228067,51.0264566228067,213
"101031130158","dried",-10.002974,33.478651,"MWI",667725.509749324,51026.4566228067,51.0264566228067,213
"101031140007","dried",-10.076443,33.560035,"MWI",660982.145557935,44304.5922763256,44.3045922763256,225
"101031140035","dried",-10.076443,33.560035,"MWI",660982.145557935,44304.5922763256,44.3045922763256,225
"101031140048","dried",-10.076443,33.560035,"MWI",660982.145557935,44304.5922763256,44.3045922763256,225
"101031140076","dried",-10.076443,33.560035,"MWI",660982.145557935,44304.5922763256,44.3045922763256,225
"101031140104","dried",-10.076443,33.560035,"MWI",660982.145557935,44304.5922763256,44.3045922763256,225
"101031140117","dried",-10.076443,33.560035,"MWI",660982.145557935,44304.5922763256,44.3045922763256,225
"101031140124","dried",-10.076443,33.560035,"MWI",660982.145557935,44304.5922763256,44.3045922763256,225
"101031140144","dried",-10.076443,33.560035,"MWI",660982.145557935,44304.5922763256,44.3045922763256,225
"101031150011","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"101031150020","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"101031150028","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"101031150046","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"101031150055","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"101031150063","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"101031150072","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"101031150081","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"101031150090","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"101031150098","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"101031150107","dried",-10.20714,33.537028,"MWI",667329.647817105,52656.7566139971,52.6567566139971,238
"10104","dried",5.69861467033,7.51949932817,"NGA",107518.462542696,174612.141038891,107.518462542696,14
"101041160011","dried",-10.216961,33.674528,"MWI",652950.927641887,39087.2614404612,39.0872614404612,193
"101041160046","dried",-10.216961,33.674528,"MWI",652950.927641887,39087.2614404612,39.0872614404612,193
"101041160057","dried",-10.216961,33.674528,"MWI",652950.927641887,39087.2614404612,39.0872614404612,193
"101041170115","dried",-10.32619,33.717783,"MWI",651958.893624504,41497.1157574885,41.4971157574885,261
"101041170138","dried",-10.32619,33.717783,"MWI",651958.893624504,41497.1157574885,41.4971157574885,261
"101041180012","dried",-10.363741,33.5863,"MWI",667197.027343673,56073.3906212888,56.0733906212888,219
"101041180023","dried",-10.363741,33.5863,"MWI",667197.027343673,56073.3906212888,56.0733906212888,219
"101041180035","dried",-10.363741,33.5863,"MWI",667197.027343673,56073.3906212888,56.0733906212888,219
"101041180070","dried",-10.363741,33.5863,"MWI",667197.027343673,56073.3906212888,56.0733906212888,219
"101041180081","dried",-10.363741,33.5863,"MWI",667197.027343673,56073.3906212888,56.0733906212888,219
"101041180104","dried",-10.363741,33.5863,"MWI",667197.027343673,56073.3906212888,56.0733906212888,219
"101041180151","dried",-10.363741,33.5863,"MWI",667197.027343673,56073.3906212888,56.0733906212888,219
"101041180174","dried",-10.363741,33.5863,"MWI",667197.027343673,56073.3906212888,56.0733906212888,219
"101041180197","dried",-10.363741,33.5863,"MWI",667197.027343673,56073.3906212888,56.0733906212888,219
"101041180243","dried",-10.363741,33.5863,"MWI",667197.027343673,56073.3906212888,56.0733906212888,219
"10105","dried",5.69861467033,7.51949932817,"NGA",107518.462542696,174612.141038891,107.518462542696,14
"101051190036","dried",-9.429667,33.022118,"MWI",703974.567345722,102139.747852294,102.139747852294,136
"101051190055","dried",-9.429667,33.022118,"MWI",703974.567345722,102139.747852294,102.139747852294,136
"101051190074","dried",-9.429667,33.022118,"MWI",703974.567345722,102139.747852294,102.139747852294,136
"101051190083","dried",-9.429667,33.022118,"MWI",703974.567345722,102139.747852294,102.139747852294,136
"101051190093","dried",-9.429667,33.022118,"MWI",703974.567345722,102139.747852294,102.139747852294,136
"101051190112","dried",-9.429667,33.022118,"MWI",703974.567345722,102139.747852294,102.139747852294,136
"101051200008","dried",-9.51923,33.139193,"MWI",693276.552163252,86657.6090361777,86.6576090361777,126
"101051200066","dried",-9.51923,33.139193,"MWI",693276.552163252,86657.6090361777,86.6576090361777,126
"101051200075","dried",-9.51923,33.139193,"MWI",693276.552163252,86657.6090361777,86.6576090361777,126
"101051200083","dried",-9.51923,33.139193,"MWI",693276.552163252,86657.6090361777,86.6576090361777,126
"101051200100","dried",-9.51923,33.139193,"MWI",693276.552163252,86657.6090361777,86.6576090361777,126
"101051200108","dried",-9.51923,33.139193,"MWI",693276.552163252,86657.6090361777,86.6576090361777,126
"101051200124","dried",-9.51923,33.139193,"MWI",693276.552163252,86657.6090361777,86.6576090361777,126
"101051210010","dried",-9.591378,33.05745,"MWI",703878.344027969,93331.440890339,93.331440890339,134
"101051210065","dried",-9.591378,33.05745,"MWI",703878.344027969,93331.440890339,93.331440890339,134
"101051210087","dried",-9.591378,33.05745,"MWI",703878.344027969,93331.440890339,93.331440890339,134
"101051210104","dried",-9.591378,33.05745,"MWI",703878.344027969,93331.440890339,93.331440890339,134
"101051210120","dried",-9.591378,33.05745,"MWI",703878.344027969,93331.440890339,93.331440890339,134
"101051210131","dried",-9.591378,33.05745,"MWI",703878.344027969,93331.440890339,93.331440890339,134
"101051210153","dried",-9.591378,33.05745,"MWI",703878.344027969,93331.440890339,93.331440890339,134
"10107","dried",5.69861467033,7.51949932817,"NGA",107518.462542696,174612.141038891,107.518462542696,14
"10109","dried",5.69861467033,7.51949932817,"NGA",107518.462542696,174612.141038891,107.518462542696,14
"101201220030","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201220052","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201220062","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201220072","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201220084","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201220094","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201220104","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201220126","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201220146","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201220156","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201220197","dried",-9.692803,33.258806,"MWI",684447.217839937,69885.7007293829,69.8857007293829,154
"101201230014","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230054","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230074","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230113","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230133","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230172","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230192","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230231","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230251","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230270","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230290","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"101201230310","dried",-9.70895,33.263961,"MWI",684201.942504995,69200.7147345269,69.2007147345269,156
"1019-001","dried",-3.37468934538,36.8331376997,"TZA",302873.103114867,61999.7597025913,61.9997597025913,5
"1020-001","dried",-3.37468934538,36.8331376997,"TZA",302873.103114867,61999.7597025913,61.9997597025913,5
"102011240018","dried",-9.715316,33.886667,"MWI",616557.95596849,3414.2397493504,3.4142397493504,87
"102011240026","dried",-9.715316,33.886667,"MWI",616557.95596849,3414.2397493504,3.4142397493504,87
"102011240063","dried",-9.715316,33.886667,"MWI",616557.95596849,3414.2397493504,3.4142397493504,87
"102011240071","dried",-9.715316,33.886667,"MWI",616557.95596849,3414.2397493504,3.4142397493504,87
"102011240086","dried",-9.715316,33.886667,"MWI",616557.95596849,3414.2397493504,3.4142397493504,87
"102011240116","dried",-9.715316,33.886667,"MWI",616557.95596849,3414.2397493504,3.4142397493504,87
"102011250071","dried",-9.759542,33.824057,"MWI",624345.025942694,7549.28143611239,7.54928143611239,108
"102011250085","dried",-9.759542,33.824057,"MWI",624345.025942694,7549.28143611239,7.54928143611239,108
"102011250099","dried",-9.759542,33.824057,"MWI",624345.025942694,7549.28143611239,7.54928143611239,108
"102011250128","dried",-9.759542,33.824057,"MWI",624345.025942694,7549.28143611239,7.54928143611239,108
"102011250142","dried",-9.759542,33.824057,"MWI",624345.025942694,7549.28143611239,7.54928143611239,108
"102011250157","dried",-9.759542,33.824057,"MWI",624345.025942694,7549.28143611239,7.54928143611239,108
"102011250214","dried",-9.759542,33.824057,"MWI",624345.025942694,7549.28143611239,7.54928143611239,108
"102011250242","dried",-9.759542,33.824057,"MWI",624345.025942694,7549.28143611239,7.54928143611239,108
"102011250256","dried",-9.759542,33.824057,"MWI",624345.025942694,7549.28143611239,7.54928143611239,108
"102011260039","dried",-9.757697,33.85199,"MWI",621270.715624982,4461.65255586925,4.46165255586925,95
"102011260061","dried",-9.757697,33.85199,"MWI",621270.715624982,4461.65255586925,4.46165255586925,95
"102011260068","dried",-9.757697,33.85199,"MWI",621270.715624982,4461.65255586925,4.46165255586925,95
"102011270116","dried",-9.81436,33.878212,"MWI",619754.066205072,2666.9897702919,2.6669897702919,87
"102011270144","dried",-9.81436,33.878212,"MWI",619754.066205072,2666.9897702919,2.6669897702919,87
"102011270158","dried",-9.81436,33.878212,"MWI",619754.066205072,2666.9897702919,2.6669897702919,87
"102011270175","dried",-9.81436,33.878212,"MWI",619754.066205072,2666.9897702919,2.6669897702919,87
"102011270202","dried",-9.81436,33.878212,"MWI",619754.066205072,2666.9897702919,2.6669897702919,87
"102011270216","dried",-9.81436,33.878212,"MWI",619754.066205072,2666.9897702919,2.6669897702919,87
"102011270272","dried",-9.81436,33.878212,"MWI",619754.066205072,2666.9897702919,2.6669897702919,87
"102011280021","dried",-9.792642,33.881055,"MWI",618927.691156559,2180.46255675862,2.18046255675862,86
"102011280049","dried",-9.792642,33.881055,"MWI",618927.691156559,2180.46255675862,2.18046255675862,86
"102011280077","dried",-9.792642,33.881055,"MWI",618927.691156559,2180.46255675862,2.18046255675862,86
"102011280105","dried",-9.792642,33.881055,"MWI",618927.691156559,2180.46255675862,2.18046255675862,86
"102011280133","dried",-9.792642,33.881055,"MWI",618927.691156559,2180.46255675862,2.18046255675862,86
"102011280188","dried",-9.792642,33.881055,"MWI",618927.691156559,2180.46255675862,2.18046255675862,86
"102011280272","dried",-9.792642,33.881055,"MWI",618927.691156559,2180.46255675862,2.18046255675862,86
"102011280356","dried",-9.792642,33.881055,"MWI",618927.691156559,2180.46255675862,2.18046255675862,86
"102011280411","dried",-9.792642,33.881055,"MWI",618927.691156559,2180.46255675862,2.18046255675862,86
"102011280439","dried",-9.792642,33.881055,"MWI",618927.691156559,2180.46255675862,2.18046255675862,86
"102011290125","dried",-9.748276,33.877764,"MWI",618258.888370469,1778.33779373666,1.77833779373666,84
"102011290149","dried",-9.748276,33.877764,"MWI",618258.888370469,1778.33779373666,1.77833779373666,84
"102011290174","dried",-9.748276,33.877764,"MWI",618258.888370469,1778.33779373666,1.77833779373666,84
"102011290225","dried",-9.748276,33.877764,"MWI",618258.888370469,1778.33779373666,1.77833779373666,84
"102011290249","dried",-9.748276,33.877764,"MWI",618258.888370469,1778.33779373666,1.77833779373666,84
"102011290274","dried",-9.748276,33.877764,"MWI",618258.888370469,1778.33779373666,1.77833779373666,84
"102011290325","dried",-9.748276,33.877764,"MWI",618258.888370469,1778.33779373666,1.77833779373666,84
"102011290423","dried",-9.748276,33.877764,"MWI",618258.888370469,1778.33779373666,1.77833779373666,84
"102011290447","dried",-9.748276,33.877764,"MWI",618258.888370469,1778.33779373666,1.77833779373666,84
"102011290472","dried",-9.748276,33.877764,"MWI",618258.888370469,1778.33779373666,1.77833779373666,84
"102021300071","dried",-9.651637,33.813854,"MWI",623139.968132895,14155.9376630333,14.1559376630333,75
"102021300133","dried",-9.651637,33.813854,"MWI",623139.968132895,14155.9376630333,14.1559376630333,75
"102021300149","dried",-9.651637,33.813854,"MWI",623139.968132895,14155.9376630333,14.1559376630333,75
"102021300164","dried",-9.651637,33.813854,"MWI",623139.968132895,14155.9376630333,14.1559376630333,75
"102021300180","dried",-9.651637,33.813854,"MWI",623139.968132895,14155.9376630333,14.1559376630333,75
"102021300211","dried",-9.651637,33.813854,"MWI",623139.968132895,14155.9376630333,14.1559376630333,75
"102021310010","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
"102021310020","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
"102021310051","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
"102021310061","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
"102021310071","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
"102021310082","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
"102021310092","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
"102021310102","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
"102021310133","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
"102021310163","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
"102021310183","dried",-9.645417,33.802678,"MWI",624232.350289714,15514.0721894649,15.5140721894649,82
