Country (Name),ASFIS species (Name),FAO major fishing area (Name),Unit (Name),Unit,[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S,[2020],S,[2021],S,[2022],S
Côte d'Ivoire,Clupeoids nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,260,,98,,217,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,I,0,I,0,I,0,I
Côte d'Ivoire,Madeiran sardinella,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,13703,,22700,,17753,,14713,,18316,,19298,,19432,,18323,,11655,,15522,,8488,,9236,,4664,,4148,,4824,,6740,,3073,,4000,,4396,,4909,,7576,,1851,,1350,,2827,,4492,,2273,,1500,I,1000,I,500,I,175,,426,,716,,2421,,362,,6007,,962,,377,,1324,,255,,233,,242,,126,,211,,442,,530,,1389,,0,,528,,785,,763.18,I,470.28,I,765,I,765,I
Côte d'Ivoire,Round sardinella,Africa - Inland waters,Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,8,,9,,6,,11,,11,,10,,58,,59,,51,,23,,25,I,25,I,25,I,25,I
Côte d'Ivoire,Round sardinella,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",8000,,8000,,10000,,10000,,10000,,10000,,12000,,13000,,13000,,13000,,14000,,15000,,15000,,15000,,18800,,17400,,14900,,19200,,15800,,20400,,11962,,12816,,9132,,2463,,1485,,0,...,3114,,1178,,3614,,839,,1819,,8693,,11779,,16493,,8883,,30916,,33501,,28000,,14345,,13221,,15337,,18774,,24403,,14492,,11819,,12098,,18491,,10002,,10884,,12206,,19358,,18864,,7288,,8279,,10583,,7174,,8617,,8410,,7210,,5978,,6494,,5666,,5951,,4672,,15129,,11175,,14641,,13144,,10241,,9956.34,I,6135.22,I,9955,I,9955,I
Côte d'Ivoire,Sardinellas nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1552,,2075,,3824,,1628,,1666,,0,,0,,0,,285,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3985,,4244,,5121,,7032,,1643,,3944,,6872,,4843,,6404,,7041,,3980,,3869.37,I,2384.36,I,3870,I,3870,I
Democratic Republic of the Congo,Sardinellas nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,100,,0,,1000,,700,,700,,700,,700,,700,,395,,127,,298,,276,,245,,255,I,280,I,400,I,760,,760,,720,I,680,I,640,I,600,I,560,I,520,I,480,I,440,I,400,I,360,I,320,I,280,I,240,I,200,I,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Denmark,European pilchard(=Sardine),"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,988,,0,,0,,0,,0,N,0,N,0,
Egypt,Buccaneer anchovy,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4205,,527,,2375,,3358,,3667,,5336,,4230,,3775,,1719,,338,,3058,,3408,,3110,,3152,,3339,,3066,,6660,,3254,,5224,,4580,
Egypt,Clupeoids nei,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,343,,58,,38,,25,,17,,535,,60,,173,,1278,,1120,,763,
Egypt,Red-eye round herring,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2135,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Egypt,Sardinellas nei,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1000,,1600,,2000,,2000,,5000,,5000,,4700,,1900,,1600,,1500,,1500,,1800,,1800,,5900,,6800,,2800,,3921,,2485,,2530,,218,,64,,6529,,4918,,2519,,198,,384,,190,,329,,1243,,355,,5415,,6198,,4307,,2860,,1613,,3763,,2973,,2822,,6833,,5639,,4973,,5383,,5705,,4343,,5431,,4779,,3704,,2887,,2367,,2193,,3281,,7295,,4701,,4840,,5328,,4146,,4587,,5091,,6888,,7921,,9499,,7969,,7104,,8297,,7707,
Equatorial Guinea,Clupeoids nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,100,,100,,100,,100,,100,,300,,300,,300,I,300,I,300,I,300,I,300,I,300,I,300,I,300,I,300,I,300,I,100,,100,,80,I,90,I,200,,150,,150,,200,I,200,I,200,I,180,I,170,I,170,I,160,I,240,I,100,I,220,I,500,I,850,,1300,I,2000,,2000,I,2000,I,2000,I,2000,I,2250,I,2500,I,2750,I,3000,,3000,,3050,,3030,,5500,I,4780,I,4017,I,4027,I,4000,I,4000,I,4000,I,4000,I,3700,I,3900,I,4095,I
Eritrea,Clupeoids nei,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,0,N,0,N,0,N,0,N,0,N,293,,300,I,300,I,300,I,300,I,300,I,300,I,300,I,300,I,634.1,I,451.24,I,300,I,150,I,100,I,50,I,50,I,0,
Eritrea,Sardinellas nei,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Estonia,European anchovy,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Estonia,European pilchard(=Sardine),"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,6782,,1152,,1231,,163,,274,,480,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Estonia,Round sardinella,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Estonia,Sardinellas nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,4786,,1076,,0,,252,,415,,3171,,2474,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Ethiopia,Clupeoids nei,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",2000,,2000,,3000,,3000,,3000,,4000,,4000,,5000,,5000,,5000,,5600,,6000,,6000,,7000,,9700,,13300,,11800,,11000,,10000,,10000,,12000,,14200,,11000,I,2000,I,3500,I,2000,I,250,I,0,,0,,0,,289,I,198,I,200,I,200,I,300,I,250,I,300,I,250,I,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
France,European anchovy,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,69,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,European pilchard(=Sardine),"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,1000,,1000,,2000,,1000,,500,,400,,1000,,1200,,3300,,5000,,5500,,4400,,11600,,8300,,10400,,11583,,11300,,4574,,5310,,4486,,5393,,932,,674,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,30,,24,,205,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
France,Sardinellas nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,66,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,7228,,624,,5517,,1220,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Gabon,Bonga shad,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",2000,,2000,,2000,,2500,,2500,,3500,,3500,,3500,,4000,,4000,,4000,,4000,,4000,,4000,,4000,,5000,,5000,,5000,,6000,,6000,,7000,I,7000,I,7000,I,8500,I,8500,I,8500,I,8500,I,8500,I,8500,I,8500,I,8500,I,8500,I,8500,I,8500,I,8500,,9780,,9580,I,10000,I,10000,I,10000,I,9500,I,9270,I,9500,I,10000,I,10000,,11787,,13046,,14695,,19284,,17408,,14788,,12733,,11428,,11964,,10560,,8570,,10577,,11321,,8313,,6500,I,6600,I,6700,I,6800,I,6900,I,7067,,7500,I,6820,I,6140,I,6140,I,6140,I,6140,I,6160,I,6405,I
Gabon,Sardinellas nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1174,,1897,,878,,746,,128,,1414,,1083,,1270,,1762,,1789,,2398,,1856,,1148,,5,,5,I,5,I,5,I,4,I,4,I,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Gambia,Bonga shad,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",1600,,1600,,1600,,1600,,2000,,2000,,2000,,2000,,2400,,2400,,2400,,2400,,2800,,2800,,2800,,3200,,3200,,3200,,3600,,3600,,4487,,4512,,3947,,6225,,7324,,7324,I,7324,I,6600,,5380,,2938,,3067,,4178,,3605,,5699,,4572,,5023,,7850,,3195,,5317,,9328,,8039,,17646,,12019,,14053,,16897,,13897,,22648,,21523,,21952,,22750,,20508,,18516,,18701,,22118,,16815,,14978,,13187,,13876,,11744,,12577,,12585,,12650,I,12729,,13652,,16465,,12559,,15060,,28446,,17724,,18751.35,,17013.34,,14901.16,,15148.5,
Gambia,Sardinellas nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,365,,19,,14,,342,,22,,4,,38,,0,,0,,1,,6,,6,,3516,,897,,0,N,4,,3,,0,N,1,,11,,86,,64,,68,,10,,81,,1711,,1488,,1266,,564,,4941,,4440,,7064,,7576,,7581,,5400,I,3229,,4055,,7166,,11221,,12609,,13505,,9735,,8161.08,,7404.65,,9000,I,10485,
Georgia,European anchovy,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2720,I,1470,I,550,I,100,I,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1172,,4967,,4374,,3414,,962,,0,,0,,0,,0,,0,,0,,5.13,,43,,0,...,25,I,25,I,25,I
Georgia,European pilchard(=Sardine),"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,12830,I,6900,I,2550,I,900,I,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,139,,1965,,3336,,2452,,1819,,0,,0,,0,,0,,0,,1466,,2591.92,,7680,,10310.95,,6860,I,10000,I,10000,I
Georgia,Sardinellas nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,3750,I,2170,I,800,I,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,960,,4350,,3336,,3535,,920,,0,,0,,0,,0,,0,,2665,,1965.18,,9981,,13400,,8450,I,8450,I,8450,I
Georgia,Sardinellas nei,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Germany,European anchovy,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,69,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,42,,0,,0,,0,,0,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Germany,European pilchard(=Sardine),"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,1561,,1913,,7410,,13159,,196,,2709,,10448,,0,,0,,0,,0,,633,,1220,,3100,,35,,0,,221,,0,,0,,0,,0,,0,,50,,3282,,4615,,1303,,0,,37,,2918,,0,,1338,,0,,338,,348,,0,,0,,383,,8161,,9868,,0,,3993,,16315,,17297,,21505,,21496,,12537,,11466,,5016,,3450,
Germany,Madeiran sardinella,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,,0,...,0,...,0,,0,...,0,,0,...,0,...,0,,0,,0,,206,,0,,0,,56,,56,,98,,0,,0,,0,,0,...,0,...,0,...
Germany,Round sardinella,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,,0,...,0,...,0,,0,...,0,,0,...,0,...,0,,0,,1619,,13903,,3815,,0,,886,,457,,802,,311,,1396,,25,,0,...,0,...,0,...
Germany,Sardinellas nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,N,200,,0,N,200,,239,,2451,,397,,0,,0,,0,,0,,10,,250,,2218,,5992,,8045,,9888,,13096,,11084,,7507,,1751,,8415,,653,,248,,7275,,0,,0,,0,,0,,0,,10115,,23866,,17448,,24150,,0,,1683,,1518,,0,,153,,0,,14782,,12093,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Germany,Sardinellas nei,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,67,,109,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...
Ghana,Bonga shad,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,1000,,600,,0,...,387,,163,,95,,1955,,211,,799,,413,,508,,443,,210,,373,,408,,1430,,1297,,1400,,2367,,1378,,2408,,1138,,573,,1073,,1197,,9762,,158,,766,,963,,282,,295,,128,,303,,1373,,723,,198,,1805,,5468,,643,,378,,377.91,,736,,656.45,,834,,888,,219,,115.4,,452.08,,618.73,,1335.4,,674.36,
Ghana,Clupeoids nei,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,968,,325,,249,,484,,1049,,1109,,1443,,620,,312,,236,,477,,1060,,162,,132,,293,,1824,,2126,,2774,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Ghana,European anchovy,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,8100,,25800,,41300,,26800,,14600,,33400,,32173,,28656,,35043,,51424,,36676,,37908,,67535,,37292,,24392,,47231,,27591,,15209,,87984,,75902,,76348,,74668,,65490,,85384,,81350,,60519,,65497,,98341,,82724,,44644,,32107,,83501,,68175,,57639,,82930,,52629,,36400,,44854,,10081,,40612,,54408,,45051,,51171,,51171.53,,7574,,6127.46,,5368,,13230,,38409,,60975.2,,41667.22,,44689.78,,73467.2,,168524.33,
Ghana,"Herrings, sardines nei","Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,49,,445,,76,,443,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Ghana,Madeiran sardinella,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1406,,4191,,5263,,10906,,16110,,19248,,18715,,0,...,0,...,15857,,11950,,13020,,12566,,8280,,14000,I,22000,I,17888,,27177,,10546,,14427,,15490,,8465,,14410,,16984,,12467,,13211,,13619,,14183,,15468,,12105,,14970,,15906,,13755,,15578,,27052,,14241,,21384,,10218,,15772,,6269,,11311,,10719,,10719.09,,6617,,4895.76,,6031,,2256,,4145,,6367.3,,1097.22,,9535.63,,9498.66,,8324.47,
Ghana,Round sardinella,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,14120,,21889,,15886,,26415,,45323,,39000,I,60650,I,48754,,47407,,76523,,65227,,45588,,52744,,125814,,92735,,69895,,67835,,118408,,49394,,55965,,57170,,102043,,67321,,64300,,78840,,82396,,64389,,70672,,40759,,24904,,19479,,36724,,21504,,21503.99,,25613,,20510.51,,23434,,26857,,46347,,29253,,6415.01,,27446.39,,34582.26,,20369.89,
