"hh_id","hh_cluster","tot_hh","lat","lon","urban_rural","n_hh","n_adult","n_children","country","dried","any_fish"
"2_264_8","2_264",12774,7.09350889082998,-7.98818053677678,"rural",4,2,2,"CIV","no","yes"
"2_870_10","2_870",12774,6.90288614016026,-7.5971769914031,"rural",5,1,4,"CIV","no","yes"
"1_1009_12","1_1009",12774,5.519211,-6.8357052,"rural",5,2,3,"CIV","yes","yes"
"1_365_10","1_365",12774,4.7265901,-6.8156142,"rural",6,2,4,"CIV","yes","yes"
"1_161_6","1_161",12774,9.7236779,-6.0277411,"rural",6,3,3,"CIV","no","yes"
"1_953_4","1_953",12774,6.0944369,-3.8656856,"urban",3,3,0,"CIV","yes","yes"
"2_130_7","2_130",12774,7.37594244070351,-6.46481514908373,"rural",2,2,0,"CIV","yes","yes"
"1_299_12","1_299",12774,NA,NA,"urban",4,1,3,"CIV","yes","yes"
"2_818_9","2_818",12774,5.31039976514876,-6.27187840640545,"rural",3,2,1,"CIV","yes","yes"
"2_854_8","2_854",12774,5.2860387,-4.9248648,"rural",4,1,3,"CIV","yes","yes"
"2_98_9","2_98",12774,6.79959259461612,-6.4000594150275,"rural",4,2,2,"CIV","no","no"
"2_156_4","2_156",12774,9.52184644527733,-5.7341447006911,"rural",4,2,2,"CIV","no","no"
"1_375_4","1_375",12774,4.8511539,-6.5240216,"rural",1,1,0,"CIV","yes","yes"
"2_848_1","2_848",12774,5.3677531,-4.7919879,"rural",4,2,2,"CIV","yes","yes"
"2_1050_8","2_1050",12774,10.1942872,-5.634201,"urban",9,5,4,"CIV","yes","yes"
"1_249_6","1_249",12774,7.5758164,-7.7571776,"rural",6,2,4,"CIV","no","yes"
"1_669_6","1_669",12774,8.4773435,-7.1967157,"rural",1,1,0,"CIV","no","yes"
"1_867_2","1_867",12774,7.04129277728498,-7.16769212856889,"rural",6,2,4,"CIV","yes","yes"
"1_519_4","1_519",12774,7.901037,-6.6578333,"rural",2,2,0,"CIV","no","yes"
"1_885_5","1_885",12774,6.37307655997574,-7.18121691606939,"urban",15,7,8,"CIV","no","yes"
"1_411_12","1_411",12774,7.047686,-4.4114059,"rural",6,3,3,"CIV","yes","yes"
"1_347_10","1_347",12774,7.558016,-2.9729045,"rural",5,1,4,"CIV","no","yes"
"2_234_3","2_234",12774,7.12126267142594,-3.20113314315677,"urban",4,3,1,"CIV","no","yes"
"1_487_3","1_487",12774,5.2262407,-3.3902987,"rural",6,4,2,"CIV","yes","yes"
"1_301_9","1_301",12774,NA,NA,"urban",6,2,4,"CIV","yes","yes"
"2_862_1","2_862",12774,7.00800061225891,-7.40644888021052,"rural",4,2,2,"CIV","yes","yes"
"2_1072_1","2_1072",12774,6.75001648720354,-4.15971541777253,"rural",7,2,5,"CIV","yes","yes"
"1_71_12","1_71",12774,5.3413454,-4.1261815,"urban",3,3,0,"CIV","yes","yes"
"2_652_4","2_652",12774,6.64756859187037,-7.70655487664044,"rural",4,3,1,"CIV","yes","yes"
"1_167_2","1_167",12774,10.0141452,-5.9039569,"urban",4,2,2,"CIV","no","no"
"2_22_11","2_22",12774,5.2816712,-4.0045739,"urban",6,3,3,"CIV","yes","yes"
"2_220_12","2_220",12774,6.72609533183277,-3.48743950948119,"urban",5,2,3,"CIV","yes","yes"
"2_550_12","2_550",12774,5.25711676105857,-5.17558003775775,"rural",8,2,6,"CIV","yes","yes"
"1_609_10","1_609",12774,6.1287602,-5.9567214,"urban",4,3,1,"CIV","no","yes"
"1_1037_2","1_1037",12774,NA,NA,"rural",9,4,5,"CIV","no","no"
"2_230_8","2_230",12774,6.91257494967431,-3.41645518317819,"rural",6,2,4,"CIV","no","yes"
"2_88_12","2_88",12774,6.88883044291288,-6.4731921069324,"urban",7,4,3,"CIV","no","yes"
"2_798_9","2_798",12774,10.2289127418771,-6.93902911618352,"rural",4,2,2,"CIV","no","yes"
"2_772_5","2_772",12774,9.60353006143123,-3.11075426638126,"rural",8,4,4,"CIV","yes","yes"
"2_120_10","2_120",12774,6.96979153901339,-6.89628610387444,"rural",13,7,6,"CIV","yes","yes"
"2_636_8","2_636",12774,6.6493947,-7.8897576,"urban",4,2,2,"CIV","yes","yes"
"1_911_10","1_911",12774,7.9689069,-4.4259854,"rural",8,2,6,"CIV","yes","yes"
"1_421_8","1_421",12774,6.642281,-4.7070436,"urban",6,2,4,"CIV","yes","yes"
"2_876_5","2_876",12774,6.75053562037647,-7.362414970994,"urban",3,3,0,"CIV","yes","yes"
"1_127_11","1_127",12774,7.387367,-6.4786202,"urban",10,9,1,"CIV","yes","yes"
"1_679_8","1_679",12774,8.2894572,-7.3096575,"urban",1,1,0,"CIV","no","no"
"1_401_5","1_401",12774,9.5456084,-7.3192143,"urban",1,1,0,"CIV","no","yes"
"1_33_3","1_33",12774,NA,NA,"urban",6,3,3,"CIV","no","yes"
"2_326_6","2_326",12774,8.1724073,-2.7085735,"urban",2,2,0,"CIV","yes","yes"
"1_641_8","1_641",12774,6.38423874042928,-8.21398138068616,"rural",4,2,2,"CIV","yes","yes"
"1_693_6","1_693",12774,9.5193321,-6.323351,"rural",5,3,2,"CIV","yes","yes"
"1_679_1","1_679",12774,8.2894572,-7.3096575,"urban",5,2,3,"CIV","yes","yes"
"2_162_7","2_162",12774,9.27680955268443,-6.10198267735541,"urban",1,1,0,"CIV","no","yes"
"2_764_7","2_764",12774,9.27313040010631,-2.99601196311414,"urban",4,2,2,"CIV","yes","yes"
"1_923_2","1_923",12774,8.6606825,-5.2815366,"urban",2,2,0,"CIV","no","yes"
"2_886_3","2_886",12774,6.48235,-7.20330166666667,"rural",4,3,1,"CIV","yes","yes"
"2_830_6","2_830",12774,4.95721142739058,-6.07856690883636,"urban",3,1,2,"CIV","yes","yes"
"2_908_9","2_908",12774,8.71547605376691,-4.73899620585144,"rural",3,2,1,"CIV","no","no"
"1_629_9","1_629",12774,6.3850102,-5.4172573,"urban",2,2,0,"CIV","yes","yes"
"1_743_11","1_743",12774,8.70825076941401,-6.24924265779555,"rural",8,4,4,"CIV","no","yes"
"1_805_4","1_805",12774,10.2676765,-7.4964577,"rural",3,2,1,"CIV","no","no"
"1_245_12","1_245",12774,6.2895649,-3.3160839,"rural",6,3,3,"CIV","yes","yes"
"1_41_11","1_41",12774,NA,NA,"urban",2,2,0,"CIV","no","no"
"1_103_2","1_103",12774,6.9012097,-6.2291317,"urban",1,1,0,"CIV","no","yes"
"2_26_4","2_26",12774,5.34560610540211,-4.07466885633767,"urban",5,3,2,"CIV","no","yes"
"1_957_1","1_957",12774,6.1768523,-3.9068471,"rural",5,2,3,"CIV","yes","yes"
"1_999_3","1_999",12774,5.6518389,-6.8256716,"rural",2,1,1,"CIV","yes","yes"
"1_419_5","1_419",12774,6.8278076,-4.6000746,"rural",4,2,2,"CIV","yes","yes"
"1_513_4","1_513",12774,8.0417033,-6.4091166,"rural",6,4,2,"CIV","yes","yes"
"1_1013_11","1_1013",12774,6.2501711,-6.4608235,"rural",4,3,1,"CIV","no","yes"
"1_795_7","1_795",12774,10.2385126,-6.632924,"rural",5,2,3,"CIV","no","no"
"2_818_2","2_818",12774,5.31039976514876,-6.27187840640545,"rural",3,2,1,"CIV","yes","yes"
"1_977_8","1_977",12774,5.671858,-3.7682647,"urban",7,2,5,"CIV","yes","yes"
"1_729_1","1_729",12774,6.5352901,-5.1432762,"rural",4,2,2,"CIV","yes","yes"
"2_170_10","2_170",12774,9.51213236432523,-5.48016272485256,"rural",3,3,0,"CIV","no","yes"
"2_934_7","2_934",12774,7.0508887,-3.8343908,"rural",4,2,2,"CIV","yes","yes"
"2_308_3","2_308",12774,6.80137190502137,-5.27732494287193,"urban",8,7,1,"CIV","no","yes"
"1_919_6","1_919",12774,8.1260593,-5.1773079,"rural",4,2,2,"CIV","no","yes"
"2_702_12","2_702",12774,9.89982958417386,-6.68930137529969,"rural",13,5,8,"CIV","no","yes"
"2_582_8","2_582",12774,6.1291027860716,-4.89043565467,"rural",7,2,5,"CIV","yes","yes"
"2_388_3","2_388",12774,9.92761525791138,-6.90481259487569,"rural",4,2,2,"CIV","yes","yes"
"1_847_3","1_847",12774,5.51073638722301,-4.96107171289623,"urban",9,5,4,"CIV","no","yes"
"1_791_2","1_791",12774,9.8169016,-7.3873789,"rural",1,1,0,"CIV","no","no"
"1_403_6","1_403",12774,9.97118053492159,-7.65673192217946,"rural",2,2,0,"CIV","yes","yes"
"1_761_11","1_761",12774,8.1755737,-5.7098909,"rural",4,3,1,"CIV","yes","yes"
"1_441_2","1_441",12774,6.8563602,-5.7643729,"rural",3,1,2,"CIV","no","yes"
"2_452_6","2_452",12774,6.5891257,-6.121633,"rural",2,1,1,"CIV","yes","yes"
"1_79_8","1_79",12774,5.4895426,-4.053232,"urban",7,3,4,"CIV","yes","yes"
"2_14_5","2_14",12774,5.25515309069306,-3.96993345580995,"urban",2,1,1,"CIV","no","yes"
"1_839_5","1_839",12774,5.3322659,-4.3959238,"urban",7,4,3,"CIV","yes","yes"
"2_1044_7","2_1044",12774,10.1060997135937,-5.47140095382929,"urban",7,2,5,"CIV","no","yes"
"2_162_9","2_162",12774,9.27680955268443,-6.10198267735541,"urban",4,1,3,"CIV","no","yes"
"2_804_1","2_804",12774,10.2744806,-7.7426606,"rural",2,1,1,"CIV","yes","yes"
"2_998_11","2_998",12774,5.7562057,-6.7911858,"rural",7,3,4,"CIV","no","yes"
"2_302_9","2_302",12774,6.77964173723012,-5.27232756838202,"urban",3,2,1,"CIV","no","yes"
"1_955_8","1_955",12774,6.10970739740878,-3.87038234621286,"urban",5,4,1,"CIV","yes","yes"
"2_900_12","2_900",12774,7.26748132612556,-7.37121345475316,"rural",3,3,0,"CIV","no","no"
"1_105_2","1_105",12774,6.6496984,-6.513302,"rural",1,1,0,"CIV","yes","yes"
"1_881_6","1_881",12774,6.8253944,-7.4893869,"rural",7,3,4,"CIV","yes","yes"
"1_663_4","1_663",12774,6.53808459173888,-8.27682754956186,"rural",3,2,1,"CIV","no","no"
"2_514_2","2_514",12774,7.8204387,-6.5218039,"rural",6,2,4,"CIV","no","yes"
"2_296_2","2_296",12774,6.82059802114964,-5.25046521797776,"urban",4,3,1,"CIV","yes","yes"
"1_243_12","1_243",12774,6.0743867,-3.4135886,"urban",4,2,2,"CIV","yes","yes"
"1_27_10","1_27",12774,5.3594751,-4.0200953,"urban",4,2,2,"CIV","yes","yes"
"1_593_12","1_593",12774,5.8858388,-4.8099383,"rural",7,5,2,"CIV","yes","yes"
"2_280_7","2_280",12774,7.7482952,-7.8919544,"rural",4,2,2,"CIV","yes","yes"
"1_47_7","1_47",12774,NA,NA,"urban",3,1,2,"CIV","yes","yes"
"2_138_7","2_138",12774,9.30724273435771,-5.78469176776707,"rural",5,3,2,"CIV","no","no"
"1_343_7","1_343",12774,7.7091115,-3.0995533,"rural",7,3,4,"CIV","no","yes"
"1_485_7","1_485",12774,5.2852142,-3.3113905,"urban",2,2,0,"CIV","yes","yes"
"1_89_6","1_89",12774,NA,NA,"urban",4,3,1,"CIV","yes","yes"
"1_579_7","1_579",12774,NA,NA,"urban",2,1,1,"CIV","yes","yes"
"1_951_4","1_951",12774,7.7460572,-3.9872104,"rural",3,2,1,"CIV","yes","yes"
"2_604_7","2_604",12774,6.1322681,-5.951189,"urban",5,2,3,"CIV","yes","yes"
"1_1069_11","1_1069",12774,6.7458456,-4.2590812,"rural",1,1,0,"CIV","yes","yes"
"1_767_4","1_767",12774,9.2292536,-3.0641178,"rural",2,2,0,"CIV","yes","yes"
"2_542_1","2_542",12774,6.0753214,-5.1829704,"rural",6,2,4,"CIV","yes","yes"
"2_966_7","2_966",12774,6.28629289101809,-3.98016348481178,"rural",2,2,0,"CIV","yes","yes"
"1_655_8","1_655",12774,5.882987,-7.4770157,"rural",1,1,0,"CIV","no","no"
"1_219_11","1_219",12774,6.7148091,-3.4981464,"urban",1,1,0,"CIV","no","yes"
"2_468_3","2_468",12774,7.58046925999224,-6.09115610830486,"rural",3,2,1,"CIV","no","yes"
"1_439_4","1_439",12774,6.9619306,-5.8090026,"rural",3,2,1,"CIV","yes","yes"
"1_731_2","1_731",12774,6.3233907,-4.9724079,"rural",1,1,0,"CIV","yes","yes"
"1_1_2","1_1",12774,NA,NA,"urban",1,1,0,"CIV","no","yes"
"1_807_9","1_807",12774,5.2819241,-5.5299072,"urban",7,4,3,"CIV","yes","yes"
"1_195_10","1_195",12774,NA,NA,"urban",4,2,2,"CIV","yes","yes"
"1_745_9","1_745",12774,7.8819095,-5.9681691,"rural",3,2,1,"CIV","yes","yes"
"2_700_1","2_700",12774,10.1320125767961,-6.37619613669813,"rural",8,5,3,"CIV","no","yes"
"1_381_2","1_381",12774,NA,NA,"rural",5,2,3,"CIV","yes","yes"
"2_412_12","2_412",12774,6.90181593876332,-4.47021313011646,"rural",7,6,1,"CIV","yes","yes"
"1_933_4","1_933",12774,6.9763738,-3.8008332,"urban",1,1,0,"CIV","yes","yes"
"2_248_6","2_248",12774,7.6404118,-7.6074252,"rural",8,7,1,"CIV","no","yes"
"1_75_11","1_75",12774,NA,NA,"urban",2,1,1,"CIV","no","no"
"2_1036_10","2_1036",12774,9.9263339,-5.1676995,"rural",3,2,1,"CIV","no","yes"
"2_744_3","2_744",12774,7.84865604713559,-6.10449154861271,"rural",2,2,0,"CIV","no","yes"
"1_637_11","1_637",12774,6.5755419,-8.0281571,"rural",6,4,2,"CIV","yes","yes"
"1_451_10","1_451",12774,6.564961,-5.591127,"rural",6,4,2,"CIV","yes","yes"
"1_413_5","1_413",12774,7.0662663,-4.5897632,"rural",2,2,0,"CIV","yes","yes"
"1_95_2","1_95",12774,6.8582668,-6.4386837,"urban",6,3,3,"CIV","yes","yes"
"1_699_13","1_699",12774,9.9536555,-6.3775105,"rural",5,2,3,"CIV","yes","yes"
"1_1005_3","1_1005",12774,5.4438861,-6.6784382,"rural",2,2,0,"CIV","no","no"
"1_335_5","1_335",12774,7.5499336,-3.2315573,"rural",6,3,3,"CIV","yes","yes"
"2_816_8","2_816",12774,5.14228653162718,-6.08621656894684,"rural",14,7,7,"CIV","yes","yes"
"1_455_1","1_455",12774,6.6315308,-5.9139038,"urban",3,2,1,"CIV","no","yes"
"1_173_12","1_173",12774,7.5033813,-5.6036253,"rural",6,3,3,"CIV","yes","yes"
"2_564_1","2_564",12774,5.94770561903715,-4.22405356541276,"urban",1,1,0,"CIV","yes","yes"
"1_945_11","1_945",12774,7.477528,-4.0787517,"rural",8,8,0,"CIV","yes","yes"
"1_701_10","1_701",12774,10.0177165,-6.6699619,"rural",1,1,0,"CIV","no","no"
"2_576_12","2_576",12774,6.01890556979924,-4.36798006296158,"rural",6,2,4,"CIV","yes","yes"
"1_905_2","1_905",12774,8.2620933,-4.5789218,"rural",4,2,2,"CIV","yes","yes"
"1_347_11","1_347",12774,7.558016,-2.9729045,"rural",10,5,5,"CIV","no","yes"
"1_879_9","1_879",12774,NA,NA,"urban",4,2,2,"CIV","no","yes"
"1_253_4","1_253",12774,7.64737042598426,-7.95806737616658,"rural",9,3,6,"CIV","no","yes"
"2_634_1","2_634",12774,6.36197963263839,-5.71245753206313,"rural",5,3,2,"CIV","yes","yes"
"1_769_6","1_769",12774,8.8190839,-2.8938465,"rural",3,2,1,"CIV","no","yes"
"1_83_14","1_83",12774,5.327135,-3.8795334,"rural",5,3,2,"CIV","yes","yes"
"2_588_3","2_588",12774,6.24919320456684,-4.54398586414754,"rural",8,2,6,"CIV","yes","yes"
"1_65_7","1_65",12774,5.3134777,-4.0825863,"urban",6,4,2,"CIV","no","yes"
"1_781_9","1_781",12774,9.8445921,-3.5401829,"rural",6,2,4,"CIV","no","no"
"1_41_9","1_41",12774,NA,NA,"urban",3,2,1,"CIV","yes","yes"
"1_385_6","1_385",12774,NA,NA,"urban",5,2,3,"CIV","yes","yes"
"2_398_4","2_398",12774,9.5077879820019,-7.56874549202621,"urban",2,2,0,"CIV","no","yes"
"1_761_14","1_761",12774,8.1755737,-5.7098909,"rural",3,3,0,"CIV","no","no"
"2_400_11","2_400",12774,9.42096416372806,-7.58418437093496,"rural",5,3,2,"CIV","no","no"
"2_538_3","2_538",12774,5.91323265340179,-5.37958206608891,"rural",6,3,3,"CIV","yes","yes"
"2_636_2","2_636",12774,6.6493947,-7.8897576,"urban",9,5,4,"CIV","yes","yes"
"2_166_8","2_166",12774,10.1504348684102,-6.12918991595507,"urban",1,1,0,"CIV","no","yes"
"1_709_12","1_709",12774,10.2828554,-6.5751702,"rural",11,6,5,"CIV","no","no"
"1_119_9","1_119",12774,7.4784815,-6.9974178,"rural",1,1,0,"CIV","no","no"
"1_1063_3","1_1063",12774,6.972441,-3.9948705,"urban",5,1,4,"CIV","yes","yes"
"2_196_14","2_196",12774,7.71072734612972,-5.03163392655551,"urban",1,1,0,"CIV","no","no"
"1_963_8","1_963",12774,5.9099345,-4.0131192,"urban",2,2,0,"CIV","yes","yes"
"1_871_14","1_871",12774,6.9400643,-7.8425279,"urban",8,3,5,"CIV","no","yes"
"2_92_1","2_92",12774,6.87038543634117,-6.45850080996752,"urban",3,2,1,"CIV","yes","yes"
"2_542_10","2_542",12774,6.0753214,-5.1829704,"rural",4,3,1,"CIV","yes","yes"
"2_1072_6","2_1072",12774,6.75001648720354,-4.15971541777253,"rural",9,6,3,"CIV","yes","yes"
"2_38_10","2_38",12774,5.34612687304616,-4.04071636497974,"urban",8,5,3,"CIV","no","yes"
"2_788_8","2_788",12774,9.87959860358387,-7.21903103403747,"rural",4,2,2,"CIV","no","yes"
"2_1048_7","2_1048",12774,10.0703353481367,-5.43186619877815,"rural",9,3,6,"CIV","no","no"
"2_428_9","2_428",12774,7.36003321129829,-4.58654120564461,"rural",3,1,2,"CIV","no","no"
"1_607_4","1_607",12774,6.1493437,-5.954467,"urban",2,2,0,"CIV","yes","yes"
"2_1006_3","2_1006",12774,5.42639197781682,-6.41829935833812,"rural",4,2,2,"CIV","yes","yes"
"1_737_4","1_737",12774,8.9509708,-6.2521086,"urban",5,2,3,"CIV","yes","yes"
"1_481_10","1_481",12774,5.4775325,-2.8600209,"rural",5,2,3,"CIV","no","yes"
"1_393_9","1_393",12774,9.3208354,-7.6285974,"rural",4,2,2,"CIV","yes","yes"
"1_591_3","1_591",12774,6.0671388,-4.5555962,"rural",2,1,1,"CIV","yes","yes"
"1_91_13","1_91",12774,6.8716562,-6.4502828,"urban",1,1,0,"CIV","no","yes"
"2_392_8","2_392",12774,9.81579174287617,-7.10149579681456,"rural",7,2,5,"CIV","yes","yes"
"2_82_2","2_82",12774,5.35493306815624,-3.88977438211441,"urban",8,3,5,"CIV","yes","yes"
"2_284_10","2_284",12774,6.98591358494014,-8.1578716635704,"rural",5,3,2,"CIV","yes","yes"
"1_543_3","1_543",12774,5.6679772,-5.5163171,"urban",4,2,2,"CIV","no","no"
"2_670_8","2_670",12774,9.03513849712908,-7.8295339923352,"rural",4,2,2,"CIV","no","yes"
"2_362_10","2_362",12774,4.70887135248631,-7.25915688090026,"rural",1,1,0,"CIV","yes","yes"
"1_145_1","1_145",12774,9.4755068,-5.6473848,"urban",8,2,6,"CIV","yes","yes"
"2_308_12","2_308",12774,6.80137190502137,-5.27732494287193,"urban",7,3,4,"CIV","no","yes"
"2_412_2","2_412",12774,6.90181593876332,-4.47021313011646,"rural",9,4,5,"CIV","yes","yes"
"1_1033_4","1_1033",12774,9.5325203,-5.221414,"rural",5,2,3,"CIV","yes","yes"
"2_892_9","2_892",12774,7.47357434593141,-7.34811368398368,"rural",4,2,2,"CIV","no","yes"
"2_422_2","2_422",12774,6.65440566837788,-4.70463970676064,"urban",5,2,3,"CIV","yes","yes"
"1_333_6","1_333",12774,7.894738,-3.7186207,"rural",5,2,3,"CIV","yes","yes"
"2_672_12","2_672",12774,8.0452707,-7.8988665,"rural",4,2,2,"CIV","no","yes"
"2_6_1","2_6",12774,5.3189054,-4.0432966,"urban",3,2,1,"CIV","yes","yes"
"1_547_5","1_547",12774,5.6084151,-5.1202152,"rural",2,2,0,"CIV","yes","yes"
"2_1000_3","2_1000",12774,5.58354096952826,-6.83148846030235,"rural",5,2,3,"CIV","no","yes"
"2_224_3","2_224",12774,6.65975872892886,-3.67181070148945,"rural",4,1,3,"CIV","no","yes"
"1_101_8","1_101",12774,6.8007694,-6.5473751,"rural",4,4,0,"CIV","yes","yes"
"1_719_7","1_719",12774,6.3162214,-5.126601,"rural",20,14,6,"CIV","yes","yes"
"1_335_12","1_335",12774,7.5499336,-3.2315573,"rural",2,2,0,"CIV","yes","yes"
"1_777_3","1_777",12774,9.7192066,-3.468704,"rural",18,6,12,"CIV","yes","yes"
"1_1017_4","1_1017",12774,5.7645373,-6.4090855,"urban",4,2,2,"CIV","yes","yes"
"1_143_2","1_143",12774,9.6632897,-5.7532731,"rural",1,1,0,"CIV","no","no"
"2_1006_12","2_1006",12774,5.42639197781682,-6.41829935833812,"rural",4,2,2,"CIV","no","yes"
"2_1076_9","2_1076",12774,6.5799941,-4.2737942,"rural",10,4,6,"CIV","yes","yes"
"2_510_1","2_510",12774,8.0475585674867,-6.59056196920574,"rural",4,2,2,"CIV","yes","yes"
"2_816_5","2_816",12774,5.14228653162718,-6.08621656894684,"rural",3,3,0,"CIV","yes","yes"
"1_1019_3","1_1019",12774,5.6772465,-6.335459,"rural",2,2,0,"CIV","yes","yes"
"1_803_11","1_803",12774,10.2051368,-7.830549,"rural",3,3,0,"CIV","no","no"
"2_338_12","2_338",12774,7.9608558,-3.8964524,"rural",4,2,2,"CIV","yes","yes"
"2_922_10","2_922",12774,9.25218616146594,-5.32468956895173,"rural",4,2,2,"CIV","yes","yes"
"1_1065_5","1_1065",12774,6.7848802,-4.0847779,"urban",4,2,2,"CIV","yes","yes"
"2_1076_2","2_1076",12774,6.5799941,-4.2737942,"rural",5,3,2,"CIV","yes","yes"
"1_335_10","1_335",12774,7.5499336,-3.2315573,"rural",4,2,2,"CIV","no","yes"
"1_543_11","1_543",12774,5.6679772,-5.5163171,"urban",2,1,1,"CIV","yes","yes"
"2_714_3","2_714",12774,7.45307137258351,-4.98089365661144,"rural",3,1,2,"CIV","yes","yes"
"2_272_8","2_272",12774,7.40283091552556,-7.54251617006958,"urban",3,3,0,"CIV","no","yes"
"1_1069_9","1_1069",12774,6.7458456,-4.2590812,"rural",3,3,0,"CIV","no","yes"
"1_11_10","1_11",12774,5.3072385,-3.9749248,"urban",3,3,0,"CIV","yes","yes"
"2_774_9","2_774",12774,9.75371545180678,-3.40413386933506,"rural",7,2,5,"CIV","yes","yes"
"1_543_6","1_543",12774,5.6679772,-5.5163171,"urban",7,2,5,"CIV","yes","yes"
"1_23_5","1_23",12774,NA,NA,"urban",3,2,1,"CIV","yes","yes"
"1_423_13","1_423",12774,6.6572922,-4.7021667,"urban",5,3,2,"CIV","no","yes"
"1_985_16","1_985",12774,6.2766213,-6.9952825,"urban",4,3,1,"CIV","no","yes"
"1_815_10","1_815",12774,5.2475498,-6.0154412,"rural",5,2,3,"CIV","yes","yes"
"1_639_12","1_639",12774,6.5097429,-8.0693299,"rural",2,2,0,"CIV","yes","yes"
"1_411_11","1_411",12774,7.047686,-4.4114059,"rural",6,3,3,"CIV","yes","yes"
"2_608_12","2_608",12774,6.12086915876716,-5.93843355774879,"urban",1,1,0,"CIV","no","no"
"1_189_12","1_189",12774,NA,NA,"urban",1,1,0,"CIV","no","no"
"2_998_2","2_998",12774,5.7562057,-6.7911858,"rural",5,2,3,"CIV","no","yes"
"2_26_3","2_26",12774,5.34560610540211,-4.07466885633767,"urban",4,3,1,"CIV","no","yes"
"1_927_12","1_927",12774,9.1322774,-5.161851,"rural",2,1,1,"CIV","yes","yes"
"1_681_6","1_681",12774,8.0973861,-7.1777671,"rural",5,2,3,"CIV","no","yes"
"2_548_11","2_548",12774,5.27968151494861,-5.34785991534591,"rural",4,3,1,"CIV","yes","yes"
"2_916_7","2_916",12774,8.14572419039905,-5.09683138690889,"urban",1,1,0,"CIV","yes","yes"
"2_724_7","2_724",12774,7.21900132019073,-5.23747662082314,"rural",2,2,0,"CIV","yes","yes"
"2_838_2","2_838",12774,5.3182655,-4.3812232,"urban",5,3,2,"CIV","no","no"
"1_397_6","1_397",12774,9.495716,-7.5613702,"urban",3,3,0,"CIV","yes","yes"
"2_826_5","2_826",12774,5.12964586727321,-5.85390365682542,"rural",3,2,1,"CIV","yes","yes"
"2_826_2","2_826",12774,5.12964586727321,-5.85390365682542,"rural",7,3,4,"CIV","yes","yes"
"1_99_6","1_99",12774,6.6420859,-6.2702659,"rural",1,1,0,"CIV","yes","yes"
"1_873_12","1_873",12774,NA,NA,"rural",2,2,0,"CIV","no","yes"
"1_763_3","1_763",12774,9.4671168,-3.0172788,"rural",4,2,2,"CIV","no","yes"
"1_325_3","1_325",12774,8.3034579,-3.1162078,"rural",3,2,1,"CIV","yes","yes"
"1_45_3","1_45",12774,NA,NA,"urban",4,2,2,"CIV","no","yes"
"1_537_4","1_537",12774,6.1172197,-5.3009939,"rural",1,1,0,"CIV","no","yes"
"1_683_10","1_683",12774,NA,NA,"urban",6,2,4,"CIV","yes","yes"
"1_39_14","1_39",12774,NA,NA,"urban",3,2,1,"CIV","yes","yes"
"2_726_8","2_726",12774,7.0121401,-4.8991235,"rural",5,1,4,"CIV","yes","yes"
"2_256_7","2_256",12774,7.26228412706405,-8.16885103471577,"urban",4,2,2,"CIV","yes","yes"
"1_531_11","1_531",12774,NA,NA,"urban",3,2,1,"CIV","yes","yes"
"2_884_2","2_884",12774,6.60682223271579,-7.3840871360153,"rural",1,1,0,"CIV","no","no"
"2_970_4","2_970",12774,6.34411959908903,-3.85893953964114,"rural",5,2,3,"CIV","yes","yes"
"2_540_2","2_540",12774,5.88066937867552,-5.18943616189063,"rural",2,2,0,"CIV","yes","yes"
"2_206_12","2_206",12774,7.77278339490294,-5.01128149218857,"rural",11,6,5,"CIV","yes","yes"
"2_1076_7","2_1076",12774,6.5799941,-4.2737942,"rural",6,4,2,"CIV","yes","yes"
"1_203_5","1_203",12774,5.348937,-3.9887888,"urban",3,1,2,"CIV","no","yes"
"2_330_2","2_330",12774,8.4379489,-2.7198884,"rural",1,1,0,"CIV","no","yes"
"1_279_10","1_279",12774,7.758823,-8.0749985,"rural",6,2,4,"CIV","yes","yes"
"2_610_1","2_610",12774,6.13044678233564,-5.9661427885294,"urban",9,7,2,"CIV","yes","yes"
"1_5_9","1_5",12774,5.2866768,-3.9567723,"urban",4,1,3,"CIV","no","yes"
"2_726_4","2_726",12774,7.0121401,-4.8991235,"rural",7,3,4,"CIV","no","yes"
"1_795_5","1_795",12774,10.2385126,-6.632924,"rural",7,1,6,"CIV","no","yes"
"1_235_1","1_235",12774,NA,NA,"urban",4,3,1,"CIV","no","yes"
"1_391_9","1_391",12774,9.5956827,-7.0692177,"rural",7,4,3,"CIV","no","no"
"1_379_12","1_379",12774,4.6386033,-7.3455365,"rural",4,2,2,"CIV","yes","yes"
"1_979_10","1_979",12774,5.6436163,-3.9254706,"rural",4,3,1,"CIV","yes","yes"
"2_1026_2","2_1026",12774,5.7332767,-6.6273942,"rural",9,3,6,"CIV","yes","yes"
"1_357_10","1_357",12774,5.0986558,-6.6131186,"rural",2,1,1,"CIV","yes","yes"
"2_792_12","2_792",12774,9.9784358,-7.5698113,"rural",3,2,1,"CIV","yes","yes"
"2_210_2","2_210",12774,7.5082586,-5.068544,"rural",1,1,0,"CIV","no","no"
"2_366_5","2_366",12774,4.7443879,-6.6321823,"urban",1,1,0,"CIV","no","yes"
"2_1028_7","2_1028",12774,5.9402609,-6.5992763,"rural",3,2,1,"CIV","yes","yes"
"1_383_8","1_383",12774,5.05377602297813,-7.45833897963166,"rural",1,1,0,"CIV","yes","yes"
