"hh_id","hh_cluster","tot_hh","lat","lon","urban_rural","n_hh","n_adult","n_children","country","dried","any_fish"
"2_564_12","2_564",7101,13.092642,-12.12445564,"rural",17,7,10,"SEN","no","no"
"1_398_8","1_398",7101,14.4476307,-16.4871642,"rural",4,4,0,"SEN","yes","yes"
"2_322_10","2_322",7101,14.77319821,-17.06988871,"rural",15,5,10,"SEN","yes","yes"
"1_501_2","1_501",7101,14.2864487,-15.5344455,"rural",11,6,5,"SEN","yes","yes"
"2_102_12","2_102",7101,12.46723322,-16.7814248,"rural",1,1,0,"SEN","no","no"
"1_485_2","1_485",7101,15.0007002,-12.6352883,"rural",6,3,3,"SEN","no","yes"
"2_130_12","2_130",7101,NA,NA,"rural",9,6,3,"SEN","yes","yes"
"2_40_10","2_40",7101,14.76975964,-17.36874907,"urban",8,4,4,"SEN","yes","yes"
"1_171_3","1_171",7101,14.8132514,-15.8591002,"rural",8,3,5,"SEN","yes","yes"
"1_383_12","1_383",7101,NA,NA,"urban",3,3,0,"SEN","yes","yes"
"1_61_12","1_61",7101,14.7360544,-17.3194634,"urban",8,5,3,"SEN","yes","yes"
"2_458_11","2_458",7101,15.66048223,-13.25514598,"urban",5,5,0,"SEN","no","yes"
"2_458_12","2_458",7101,15.66048223,-13.25514598,"urban",11,6,5,"SEN","no","yes"
"1_295_10","1_295",7101,14.162858,-16.8421064,"urban",13,9,4,"SEN","yes","yes"
"2_44_11","2_44",7101,14.78625046,-17.32979131,"urban",10,8,2,"SEN","yes","yes"
"1_569_5","1_569",7101,NA,NA,"urban",7,3,4,"SEN","yes","yes"
"1_120_12","1_120",7101,12.5795006,-16.2654004,"urban",6,4,2,"SEN","yes","yes"
"1_287_12","1_287",7101,13.6698979,-15.9388521,"rural",33,16,17,"SEN","yes","yes"
"1_43_8","1_43",7101,14.7736887,-17.3266381,"urban",17,12,5,"SEN","yes","yes"
"2_583_10","2_583",7101,13.27263088,-15.78779322,"rural",8,3,5,"SEN","no","yes"
"2_536_12","2_536",7101,12.56250524,-12.18086848,"urban",2,2,0,"SEN","no","no"
"1_591_5","1_591",7101,12.4927853,-15.6308584,"urban",1,1,0,"SEN","no","no"
"2_596_11","2_596",7101,12.8812117,-14.9399328,"rural",7,3,4,"SEN","no","yes"
"1_148_6","1_148",7101,14.7876327,-15.9024853,"urban",8,4,4,"SEN","yes","yes"
"2_312_11","2_312",7101,14.34003067,-16.92365279,"rural",18,11,7,"SEN","yes","yes"
"1_255_8","1_255",7101,14.1659281,-16.0614263,"urban",8,4,4,"SEN","yes","yes"
"2_524_10","2_524",7101,14.48105344,-15.25259468,"rural",8,3,5,"SEN","yes","yes"
"1_505_3","1_505",7101,14.005099,-15.4394767,"rural",6,2,4,"SEN","yes","yes"
"2_488_12","2_488",7101,15.03758024,-13.61256913,"rural",4,3,1,"SEN","no","no"
"2_549_11","2_549",7101,12.88017518,-12.1786806,"rural",11,8,3,"SEN","no","no"
"2_553_10","2_553",7101,NA,NA,"rural",5,3,2,"SEN","yes","yes"
"2_276_12","2_276",7101,13.95881043,-15.89318799,"rural",22,9,13,"SEN","yes","yes"
"2_492_12","2_492",7101,14.11228508,-15.54186886,"urban",14,7,7,"SEN","yes","yes"
"2_292_12","2_292",7101,14.1389984,-16.0781366,"rural",8,5,3,"SEN","yes","yes"
"2_577_12","2_577",7101,13.0615589,-15.63560471,"urban",5,4,1,"SEN","yes","yes"
"1_390_6","1_390",7101,14.3804947,-16.328893,"rural",6,3,3,"SEN","yes","yes"
"1_408_8","1_408",7101,13.6029206,-16.4233015,"urban",4,3,1,"SEN","no","no"
"1_406_11","1_406",7101,13.9692263,-16.2814062,"urban",6,4,2,"SEN","yes","yes"
"2_58_10","2_58",7101,14.75693842,-17.36582264,"urban",1,1,0,"SEN","no","no"
"2_456_9","2_456",7101,13.44530267,-15.13293807,"rural",8,3,5,"SEN","yes","yes"
"2_34_12","2_34",7101,14.7850251,-17.3832189,"urban",8,7,1,"SEN","yes","yes"
"2_562_11","2_562",7101,13.02470314,-11.87440812,"rural",20,10,10,"SEN","no","yes"
"1_237_7","1_237",7101,13.3515496,-13.344654,"rural",6,4,2,"SEN","yes","yes"
"2_56_12","2_56",7101,14.74850211,-17.36794673,"urban",9,7,2,"SEN","yes","yes"
"1_323_2","1_323",7101,14.8050788,-16.9137616,"urban",17,12,5,"SEN","no","yes"
"1_461_4","1_461",7101,15.6109013,-13.3265497,"urban",1,1,0,"SEN","no","no"
"2_58_11","2_58",7101,14.75693842,-17.36582264,"urban",8,3,5,"SEN","yes","yes"
"1_531_5","1_531",7101,12.5550697,-12.1758723,"urban",5,3,2,"SEN","yes","yes"
"2_243_12","2_243",7101,14.31589028,-13.03501478,"rural",12,2,10,"SEN","yes","yes"
"1_415_12","1_415",7101,13.7932644,-16.4761465,"rural",14,9,5,"SEN","yes","yes"
"1_213_6","1_213",7101,15.8398469,-16.360051,"rural",11,4,7,"SEN","yes","yes"
"2_158_11","2_158",7101,14.85909621,-15.84484949,"rural",9,6,3,"SEN","yes","yes"
"1_127_11","1_127",7101,14.6923649,-16.451961,"urban",6,3,3,"SEN","yes","yes"
"2_109_12","2_109",7101,12.56193896,-16.28123105,"urban",3,2,1,"SEN","yes","yes"
"2_54_11","2_54",7101,14.7454446,-17.3889935,"urban",7,7,0,"SEN","yes","yes"
"1_206_6","1_206",7101,16.0069174,-16.4961055,"urban",10,4,6,"SEN","yes","yes"
"2_181_12","2_181",7101,16.51956134,-15.44695047,"rural",6,5,1,"SEN","yes","yes"
"2_219_11","2_219",7101,14.84091483,-12.39866098,"rural",19,7,12,"SEN","no","no"
"1_127_3","1_127",7101,14.6923649,-16.451961,"urban",19,7,12,"SEN","yes","yes"
"2_84_10","2_84",7101,14.7876436,-17.3769622,"urban",7,7,0,"SEN","yes","yes"
"2_314_11","2_314",7101,14.51150104,-16.89109763,"rural",17,7,10,"SEN","yes","yes"
"1_419_6","1_419",7101,14.2729153,-15.9459991,"rural",7,3,4,"SEN","no","yes"
"1_438_10","1_438",7101,13.1496925,-14.1045094,"urban",7,5,2,"SEN","no","yes"
"1_163_2","1_163",7101,14.9027479,-15.8964956,"rural",27,13,14,"SEN","yes","yes"
"2_44_12","2_44",7101,14.78625046,-17.32979131,"urban",7,5,2,"SEN","yes","yes"
"2_354_12","2_354",7101,15.35194104,-15.48240049,"urban",14,9,5,"SEN","yes","yes"
"1_307_11","1_307",7101,14.5430738,-16.6148574,"rural",12,6,6,"SEN","yes","yes"
"1_120_4","1_120",7101,12.5795006,-16.2654004,"urban",2,2,0,"SEN","no","yes"
"1_89_10","1_89",7101,13.0754675,-16.0527448,"rural",9,4,5,"SEN","no","yes"
"2_252_11","2_252",7101,14.1580545,-16.10096121,"urban",7,4,3,"SEN","yes","yes"
"1_584_10","1_584",7101,NA,NA,"rural",12,8,4,"SEN","yes","yes"
"1_189_12","1_189",7101,16.4557921,-14.327483,"rural",20,11,9,"SEN","yes","yes"
"1_552_3","1_552",7101,12.6768322,-12.5135045,"rural",10,3,7,"SEN","no","yes"
"1_23_2","1_23",7101,14.7175734,-17.4643456,"urban",8,5,3,"SEN","yes","yes"
"2_334_11","2_334",7101,15.14172487,-16.89037868,"urban",3,2,1,"SEN","yes","yes"
"1_497_10","1_497",7101,14.0997588,-15.5395855,"urban",4,1,3,"SEN","yes","yes"
"2_351_11","2_351",7101,15.38510208,-16.35319105,"rural",3,3,0,"SEN","yes","yes"
"1_251_12","1_251",7101,NA,NA,"urban",10,7,3,"SEN","yes","yes"
"2_555_12","2_555",7101,12.63845487,-12.81940262,"urban",6,5,1,"SEN","yes","yes"
"1_571_11","1_571",7101,12.8811606,-14.9399391,"urban",4,3,1,"SEN","yes","yes"
"1_463_11","1_463",7101,15.9623955,-13.5922212,"urban",6,4,2,"SEN","yes","yes"
"1_299_4","1_299",7101,14.4176499,-16.965685,"urban",4,3,1,"SEN","yes","yes"
"1_53_5","1_53",7101,14.7554463,-17.3806674,"urban",9,5,4,"SEN","yes","yes"
"2_382_12","2_382",7101,15.94175516,-16.16294251,"rural",8,4,4,"SEN","no","yes"
"1_362_1","1_362",7101,15.8913866,-14.9656617,"rural",4,1,3,"SEN","yes","yes"
"2_521_12","2_521",7101,14.28012555,-14.92901856,"rural",15,12,3,"SEN","no","yes"
"1_541_2","1_541",7101,12.5592113,-12.190939,"urban",3,1,2,"SEN","yes","yes"
"2_592_11","2_592",7101,12.6494745,-15.42628341,"urban",7,3,4,"SEN","yes","yes"
"1_565_4","1_565",7101,12.7071299,-15.558168,"urban",5,2,3,"SEN","yes","yes"
"2_245_12","2_245",7101,13.97844569,-14.56878925,"urban",8,6,2,"SEN","yes","yes"
"1_93_2","1_93",7101,12.6746074,-16.1933417,"rural",14,6,8,"SEN","no","yes"
"1_396_3","1_396",7101,14.4761847,-16.4096944,"rural",11,8,3,"SEN","no","yes"
"2_553_11","2_553",7101,NA,NA,"rural",9,3,6,"SEN","no","no"
"2_464_11","2_464",7101,15.96878811,-13.60942834,"urban",7,4,3,"SEN","yes","yes"
"1_339_2","1_339",7101,15.2076602,-16.2975458,"rural",10,3,7,"SEN","yes","yes"
"1_527_10","1_527",7101,NA,NA,"urban",6,5,1,"SEN","yes","yes"
"2_322_11","2_322",7101,14.77319821,-17.06988871,"rural",10,8,2,"SEN","yes","yes"
"1_224_7","1_224",7101,13.7617244,-13.6814581,"urban",6,2,4,"SEN","yes","yes"
"1_29_9","1_29",7101,14.7400875,-17.4653945,"urban",5,5,0,"SEN","yes","yes"
"2_207_12","2_207",7101,16.00415859,-16.49077096,"urban",19,11,8,"SEN","yes","yes"
"2_227_11","2_227",7101,13.77279827,-13.66767954,"urban",2,2,0,"SEN","no","yes"
"1_228_8","1_228",7101,13.7693724,-13.6634256,"urban",7,4,3,"SEN","yes","yes"
"1_457_10","1_457",7101,15.664956,-13.258295,"urban",7,3,4,"SEN","no","yes"
"1_89_1","1_89",7101,13.0754675,-16.0527448,"rural",14,7,7,"SEN","no","yes"
"1_447_4","1_447",7101,13.331947,-13.8225279,"rural",3,3,0,"SEN","no","no"
"1_571_10","1_571",7101,12.8811606,-14.9399391,"urban",6,3,3,"SEN","no","yes"
"1_481_2","1_481",7101,15.3681146,-13.1362477,"urban",7,4,3,"SEN","yes","yes"
"1_186_11","1_186",7101,16.4275847,-14.3538956,"urban",10,3,7,"SEN","yes","yes"
"1_329_11","1_329",7101,14.7709471,-16.9569379,"urban",4,3,1,"SEN","yes","yes"
"2_542_11","2_542",7101,12.56139165,-12.20030882,"urban",6,2,4,"SEN","no","no"
"1_507_9","1_507",7101,13.8606068,-15.3207968,"rural",11,5,6,"SEN","yes","yes"
"2_115_12","2_115",7101,12.55297183,-16.26922617,"urban",7,5,2,"SEN","no","yes"
"1_392_1","1_392",7101,14.1502506,-16.638012,"rural",4,3,1,"SEN","yes","yes"
"1_503_4","1_503",7101,14.1748756,-15.4965241,"rural",14,8,6,"SEN","yes","yes"
"1_70_2","1_70",7101,14.8067132,-17.1824951,"rural",2,1,1,"SEN","no","no"
"2_581_12","2_581",7101,13.19500605,-15.64007765,"rural",22,10,12,"SEN","yes","yes"
"2_306_11","2_306",7101,14.44958994,-17.01394436,"urban",4,2,2,"SEN","yes","yes"
"1_77_12","1_77",7101,14.7281549,-17.2778452,"urban",14,10,4,"SEN","yes","yes"
"2_441_12","2_441",7101,12.91617505,-14.15945091,"urban",7,3,4,"SEN","no","yes"
"1_357_2","1_357",7101,15.6496388,-15.3509948,"urban",12,8,4,"SEN","yes","yes"
"1_311_11","1_311",7101,14.4266768,-16.940706,"rural",13,5,8,"SEN","yes","yes"
"1_567_7","1_567",7101,12.710102,-15.553392,"urban",19,12,7,"SEN","no","yes"
"2_62_11","2_62",7101,14.74832343,-17.30992654,"urban",5,2,3,"SEN","yes","yes"
"1_148_9","1_148",7101,14.7876327,-15.9024853,"urban",5,4,1,"SEN","yes","yes"
"1_143_8","1_143",7101,14.637877,-16.2373792,"urban",8,5,3,"SEN","yes","yes"
"2_306_12","2_306",7101,14.44958994,-17.01394436,"urban",2,2,0,"SEN","yes","yes"
"1_239_6","1_239",7101,13.6333183,-13.5352024,"rural",12,4,8,"SEN","no","no"
"2_594_12","2_594",7101,12.55221704,-15.74046134,"rural",11,9,2,"SEN","no","yes"
"2_156_12","2_156",7101,14.78099006,-15.96926363,"rural",2,2,0,"SEN","no","no"
"2_153_11","2_153",7101,14.81231056,-15.90447468,"urban",14,11,3,"SEN","yes","yes"
"2_185_11","2_185",7101,16.51885515,-14.6452593,"urban",9,4,5,"SEN","yes","yes"
"1_584_5","1_584",7101,NA,NA,"rural",3,1,2,"SEN","yes","yes"
"2_523_11","2_523",7101,14.08799438,-15.29022636,"urban",7,3,4,"SEN","yes","yes"
"2_523_12","2_523",7101,14.08799438,-15.29022636,"urban",10,8,2,"SEN","yes","yes"
"2_211_11","2_211",7101,16.05334676,-16.45225072,"urban",4,2,2,"SEN","no","yes"
"2_316_12","2_316",7101,14.91591106,-17.1177346,"urban",15,7,8,"SEN","yes","yes"
"1_293_5","1_293",7101,14.2146334,-16.1007401,"rural",5,5,0,"SEN","yes","yes"
"1_432_8","1_432",7101,12.7858986,-14.7958222,"rural",8,5,3,"SEN","yes","yes"
"2_280_12","2_280",7101,13.749039,-15.53420993,"rural",24,8,16,"SEN","no","yes"
"2_409_12","2_409",7101,14.08132401,-16.48138886,"urban",6,3,3,"SEN","no","yes"
"2_248_11","2_248",7101,14.17444651,-14.15952309,"rural",10,4,6,"SEN","yes","yes"
"2_573_11","2_573",7101,12.87101448,-15.60548323,"rural",2,2,0,"SEN","no","yes"
"1_299_9","1_299",7101,14.4176499,-16.965685,"urban",29,15,14,"SEN","yes","yes"
"2_40_11","2_40",7101,14.76975964,-17.36874907,"urban",4,3,1,"SEN","yes","yes"
"2_254_12","2_254",7101,14.17206287,-16.08036769,"urban",5,4,1,"SEN","yes","yes"
"2_223_12","2_223",7101,13.76926609,-13.68231244,"urban",7,6,1,"SEN","yes","yes"
"2_519_11","2_519",7101,NA,NA,"rural",8,5,3,"SEN","no","yes"
"2_511_11","2_511",7101,14.0321987,-15.72573744,"rural",9,2,7,"SEN","yes","yes"
"1_191_9","1_191",7101,16.188689,-13.8985142,"rural",7,6,1,"SEN","no","yes"
"2_274_10","2_274",7101,14.02940644,-15.90763244,"rural",11,6,5,"SEN","yes","yes"
"1_275_9","1_275",7101,13.9504311,-15.7488766,"rural",9,5,4,"SEN","yes","yes"
"1_57_8","1_57",7101,14.7476174,-17.3611449,"urban",4,2,2,"SEN","no","yes"
"2_117_12","2_117",7101,12.56934101,-16.26419849,"urban",11,8,3,"SEN","no","yes"
"2_467_12","2_467",7101,16.10176936,-13.69893977,"rural",9,3,6,"SEN","yes","yes"
"2_73_10","2_73",7101,14.80015704,-17.27201119,"rural",7,3,4,"SEN","no","yes"
"1_145_2","1_145",7101,14.8643169,-16.1441715,"rural",10,7,3,"SEN","no","no"
"2_583_11","2_583",7101,13.27263088,-15.78779322,"rural",6,2,4,"SEN","yes","yes"
"2_92_12","2_92",7101,12.72587458,-16.46250611,"rural",8,3,5,"SEN","yes","yes"
"1_451_11","1_451",7101,13.0102098,-13.9996301,"rural",17,6,11,"SEN","no","yes"
"1_265_7","1_265",7101,14.1453553,-16.0930184,"urban",1,1,0,"SEN","no","no"
"2_596_12","2_596",7101,12.8812117,-14.9399328,"rural",15,5,10,"SEN","no","yes"
"2_456_10","2_456",7101,13.44530267,-15.13293807,"rural",10,5,5,"SEN","yes","yes"
"2_216_10","2_216",7101,15.0227376,-12.5431025,"urban",1,1,0,"SEN","no","no"
"2_502_10","2_502",7101,14.44749027,-15.64951505,"rural",14,5,9,"SEN","yes","yes"
"1_263_9","1_263",7101,14.1387157,-16.0778682,"urban",10,6,4,"SEN","yes","yes"
"1_350_12","1_350",7101,15.3418742,-16.11964,"rural",10,6,4,"SEN","yes","yes"
"2_446_11","2_446",7101,13.14170212,-13.75318044,"rural",7,3,4,"SEN","yes","yes"
"1_550_11","1_550",7101,NA,NA,"rural",5,5,0,"SEN","no","no"
"2_540_12","2_540",7101,12.55927282,-12.19092574,"urban",9,6,3,"SEN","yes","yes"
"1_237_5","1_237",7101,13.3515496,-13.344654,"rural",14,8,6,"SEN","yes","yes"
"2_178_10","2_178",7101,16.2727418,-16.14615137,"urban",7,3,4,"SEN","yes","yes"
"1_220_2","1_220",7101,14.7244254,-12.3394244,"rural",13,6,7,"SEN","no","yes"
"1_180_7","1_180",7101,16.1976129,-15.5388112,"rural",10,6,4,"SEN","yes","yes"
"1_15_4","1_15",7101,NA,NA,"urban",5,3,2,"SEN","yes","yes"
"1_323_11","1_323",7101,14.8050788,-16.9137616,"urban",10,8,2,"SEN","no","yes"
"2_128_10","2_128",7101,14.70144199,-16.44991381,"urban",13,7,6,"SEN","yes","yes"
"2_417_11","2_417",7101,14.48981933,-16.06426702,"urban",7,2,5,"SEN","yes","yes"
"1_173_7","1_173",7101,16.5170055,-15.5063506,"urban",7,5,2,"SEN","no","yes"
"2_73_11","2_73",7101,14.80015704,-17.27201119,"rural",16,9,7,"SEN","yes","yes"
"1_421_4","1_421",7101,12.8795805,-14.9392088,"urban",10,4,6,"SEN","no","yes"
"1_249_2","1_249",7101,14.3013558,-14.4350638,"rural",8,2,6,"SEN","no","no"
"1_593_1","1_593",7101,12.5699632,-15.8886255,"rural",16,10,6,"SEN","yes","yes"
"2_528_12","2_528",7101,12.55312012,-12.1777516,"urban",12,10,2,"SEN","yes","yes"
"1_87_11","1_87",7101,12.7810836,-16.5086971,"urban",9,7,2,"SEN","no","yes"
"1_186_9","1_186",7101,16.4275847,-14.3538956,"urban",8,2,6,"SEN","yes","yes"
"1_271_7","1_271",7101,13.9512665,-16.0688847,"rural",14,6,8,"SEN","yes","yes"
"2_566_11","2_566",7101,12.70713974,-15.55800589,"urban",1,1,0,"SEN","no","yes"
"1_578_3","1_578",7101,NA,NA,"urban",1,1,0,"SEN","no","no"
"1_180_8","1_180",7101,16.1976129,-15.5388112,"rural",13,5,8,"SEN","yes","yes"
"1_89_11","1_89",7101,13.0754675,-16.0527448,"rural",21,11,10,"SEN","no","yes"
"2_478_12","2_478",7101,15.26125563,-12.8626012,"urban",6,4,2,"SEN","no","yes"
"2_42_9","2_42",7101,14.79009343,-17.33617046,"urban",10,4,6,"SEN","yes","yes"
"2_511_12","2_511",7101,14.0321987,-15.72573744,"rural",16,8,8,"SEN","yes","yes"
"2_86_10","2_86",7101,14.76754919,-17.38551526,"urban",4,3,1,"SEN","yes","yes"
"2_538_12","2_538",7101,NA,NA,"urban",9,4,5,"SEN","yes","yes"
"1_593_4","1_593",7101,12.5699632,-15.8886255,"rural",3,2,1,"SEN","no","yes"
"1_416_6","1_416",7101,14.4939235,-16.071728,"urban",7,4,3,"SEN","yes","yes"
"2_232_12","2_232",7101,13.87408171,-14.08195627,"rural",8,3,5,"SEN","yes","yes"
"2_22_12","2_22",7101,14.7492458,-17.4693982,"urban",2,2,0,"SEN","yes","yes"
"2_351_12","2_351",7101,15.38510208,-16.35319105,"rural",16,8,8,"SEN","yes","yes"
"1_247_2","1_247",7101,13.8170328,-14.4385933,"rural",15,5,10,"SEN","no","yes"
"1_493_5","1_493",7101,14.1042917,-15.5458999,"urban",5,3,2,"SEN","yes","yes"
"1_503_9","1_503",7101,14.1748756,-15.4965241,"rural",10,6,4,"SEN","yes","yes"
"2_28_11","2_28",7101,14.74304522,-17.45582793,"urban",11,7,4,"SEN","yes","yes"
"1_315_8","1_315",7101,14.7677094,-16.6862678,"urban",18,8,10,"SEN","yes","yes"
"1_95_11","1_95",7101,12.7869046,-16.2357722,"rural",3,2,1,"SEN","no","yes"
"2_174_12","2_174",7101,16.47524379,-15.71801313,"urban",12,9,3,"SEN","yes","yes"
"2_268_10","2_268",7101,14.1547015,-16.05783083,"urban",8,2,6,"SEN","yes","yes"
"2_480_12","2_480",7101,15.34201745,-13.02873579,"urban",9,4,5,"SEN","yes","yes"
"2_20_12","2_20",7101,14.749019,-17.4693456,"urban",4,3,1,"SEN","yes","yes"
"2_262_12","2_262",7101,14.15441251,-16.06106782,"urban",11,6,5,"SEN","yes","yes"
"2_146_12","2_146",7101,14.61805891,-16.26053171,"rural",8,6,2,"SEN","yes","yes"
"2_71_12","2_71",7101,14.78999689,-17.29423081,"rural",4,2,2,"SEN","yes","yes"
"2_462_12","2_462",7101,15.60144527,-13.32282816,"urban",10,2,8,"SEN","no","yes"
"2_397_12","2_397",7101,14.51707561,-16.33284377,"rural",9,3,6,"SEN","yes","yes"
"1_350_2","1_350",7101,15.3418742,-16.11964,"rural",13,7,6,"SEN","yes","yes"
"1_106_2","1_106",7101,12.5684934,-16.2955327,"urban",11,10,1,"SEN","yes","yes"
"1_311_5","1_311",7101,14.4266768,-16.940706,"rural",11,7,4,"SEN","yes","yes"
"1_512_10","1_512",7101,13.9091767,-15.5134928,"rural",13,7,6,"SEN","yes","yes"
"1_163_10","1_163",7101,14.9027479,-15.8964956,"rural",4,3,1,"SEN","yes","yes"
"1_370_4","1_370",7101,15.6269994,-16.224078,"urban",9,7,2,"SEN","yes","yes"
"2_553_12","2_553",7101,NA,NA,"rural",8,3,5,"SEN","yes","yes"
"2_302_12","2_302",7101,14.43431943,-16.96641108,"urban",13,7,6,"SEN","yes","yes"
"2_494_11","2_494",7101,14.10475532,-15.55388741,"urban",10,6,4,"SEN","yes","yes"
"1_438_4","1_438",7101,13.1496925,-14.1045094,"urban",14,8,6,"SEN","yes","yes"
"1_550_9","1_550",7101,NA,NA,"rural",6,2,4,"SEN","yes","yes"
"1_43_5","1_43",7101,14.7736887,-17.3266381,"urban",8,3,5,"SEN","yes","yes"
"2_524_11","2_524",7101,14.48105344,-15.25259468,"rural",13,4,9,"SEN","yes","yes"
"2_42_10","2_42",7101,14.79009343,-17.33617046,"urban",5,3,2,"SEN","yes","yes"
"1_244_9","1_244",7101,13.9798113,-13.409813,"rural",11,7,4,"SEN","yes","yes"
"1_202_5","1_202",7101,16.0017797,-16.5087375,"urban",16,9,7,"SEN","yes","yes"
"2_380_11","2_380",7101,15.69910538,-16.12735828,"rural",5,2,3,"SEN","no","yes"
"1_539_12","1_539",7101,12.5592113,-12.190939,"urban",1,1,0,"SEN","no","yes"
"2_62_12","2_62",7101,14.74832343,-17.30992654,"urban",20,13,7,"SEN","yes","yes"
"2_476_12","2_476",7101,15.48604986,-13.17498535,"urban",9,4,5,"SEN","no","yes"
"1_51_4","1_51",7101,14.7802219,-17.3474645,"urban",7,6,1,"SEN","yes","yes"
"1_77_5","1_77",7101,14.7281549,-17.2778452,"urban",11,6,5,"SEN","yes","yes"
"2_172_11","2_172",7101,14.83351818,-15.57403397,"rural",11,6,5,"SEN","yes","yes"
"1_572_1","1_572",7101,12.8176471,-15.4767187,"rural",7,3,4,"SEN","no","yes"
"2_330_12","2_330",7101,14.77167775,-16.94468154,"urban",5,3,2,"SEN","yes","yes"
"1_129_9","1_129",7101,14.8754314,-16.6127192,"rural",16,8,8,"SEN","yes","yes"
"1_337_5","1_337",7101,15.1027811,-16.8676038,"rural",10,8,2,"SEN","yes","yes"
"2_328_10","2_328",7101,14.77174619,-16.91538344,"urban",7,3,4,"SEN","yes","yes"
"1_419_10","1_419",7101,14.2729153,-15.9459991,"rural",8,4,4,"SEN","no","yes"
"2_509_12","2_509",7101,NA,NA,"rural",20,12,8,"SEN","yes","yes"
"1_68_2","1_68",7101,14.7626519,-17.2587692,"rural",9,5,4,"SEN","yes","yes"
"1_416_10","1_416",7101,14.4939235,-16.071728,"urban",12,5,7,"SEN","yes","yes"
"1_70_10","1_70",7101,14.8067132,-17.1824951,"rural",7,3,4,"SEN","yes","yes"
"1_305_12","1_305",7101,14.5650578,-17.1275627,"urban",7,6,1,"SEN","yes","yes"
"2_314_12","2_314",7101,14.51150104,-16.89109763,"rural",14,7,7,"SEN","no","yes"
"2_386_12","2_386",7101,14.33126036,-16.41055835,"urban",7,6,1,"SEN","yes","yes"
"2_76_12","2_76",7101,14.73244717,-17.2700083,"urban",8,3,5,"SEN","yes","yes"
"1_277_2","1_277",7101,14.1399248,-16.0782198,"rural",19,6,13,"SEN","no","yes"
"2_288_10","2_288",7101,13.79507854,-16.16608365,"rural",14,6,8,"SEN","no","yes"
"1_173_12","1_173",7101,16.5170055,-15.5063506,"urban",2,2,0,"SEN","yes","yes"
"2_4_11","2_4",7101,14.68512118,-17.44927441,"urban",15,11,4,"SEN","yes","yes"
"1_137_11","1_137",7101,14.6630259,-16.2046259,"urban",8,3,5,"SEN","yes","yes"
"2_134_12","2_134",7101,14.66520898,-16.24526318,"urban",10,5,5,"SEN","yes","yes"
"2_308_12","2_308",7101,14.53901435,-16.79784694,"rural",12,6,6,"SEN","no","yes"
"1_7_4","1_7",7101,14.6964147,-17.4598233,"urban",1,1,0,"SEN","no","yes"
"1_53_12","1_53",7101,14.7554463,-17.3806674,"urban",7,3,4,"SEN","yes","yes"
"1_434_12","1_434",7101,12.8641536,-14.2890067,"rural",6,2,4,"SEN","no","yes"
"1_381_9","1_381",7101,15.7039376,-16.4756692,"rural",8,7,1,"SEN","yes","yes"
"1_147_9","1_147",7101,14.6233683,-16.2299053,"rural",18,8,10,"SEN","yes","yes"
"1_370_2","1_370",7101,15.6269994,-16.224078,"urban",3,2,1,"SEN","no","no"
"2_42_11","2_42",7101,14.79009343,-17.33617046,"urban",4,3,1,"SEN","yes","yes"
"2_504_12","2_504",7101,13.93427358,-15.20878768,"rural",18,10,8,"SEN","yes","yes"
"2_24_11","2_24",7101,14.7384433,-17.4461247,"urban",4,2,2,"SEN","no","no"
"2_10_12","2_10",7101,14.71614683,-17.44776352,"urban",6,5,1,"SEN","no","yes"
"2_42_12","2_42",7101,14.79009343,-17.33617046,"urban",13,7,6,"SEN","yes","yes"
"1_483_2","1_483",7101,14.9989449,-12.6373174,"rural",13,8,5,"SEN","no","yes"
"2_456_11","2_456",7101,13.44530267,-15.13293807,"rural",7,4,3,"SEN","no","yes"
"1_141_2","1_141",7101,14.6442603,-16.2289141,"urban",6,3,3,"SEN","yes","yes"
"1_533_5","1_533",7101,12.5607393,-12.1828481,"urban",18,15,3,"SEN","yes","yes"
"2_469_12","2_469",7101,15.81311907,-13.49556319,"rural",7,3,4,"SEN","yes","yes"
"2_178_11","2_178",7101,16.2727418,-16.14615137,"urban",5,2,3,"SEN","yes","yes"
"2_252_12","2_252",7101,14.1580545,-16.10096121,"urban",22,14,8,"SEN","no","yes"
"1_11_12","1_11",7101,14.7091987,-17.452053,"urban",10,7,4,"SEN","yes","yes"
"2_172_12","2_172",7101,14.83351818,-15.57403397,"rural",7,4,3,"SEN","yes","yes"
"1_489_7","1_489",7101,14.9418442,-14.6226557,"rural",7,6,1,"SEN","yes","yes"
"1_217_4","1_217",7101,14.456879,-12.2104616,"urban",3,2,1,"SEN","no","no"
"1_317_6","1_317",7101,14.6204319,-16.9335895,"rural",2,2,0,"SEN","no","no"
"1_597_6","1_597",7101,12.5854469,-15.4301442,"rural",21,10,11,"SEN","yes","yes"
"2_391_12","2_391",7101,14.53678767,-16.28578832,"rural",7,5,2,"SEN","yes","yes"
"1_591_9","1_591",7101,12.4927853,-15.6308584,"urban",14,10,4,"SEN","yes","yes"
"2_140_12","2_140",7101,14.64786275,-16.21847826,"urban",12,6,6,"SEN","yes","yes"
"1_563_2","1_563",7101,13.225472,-11.607298,"rural",6,2,4,"SEN","no","no"
"1_97_2","1_97",7101,12.9790665,-16.7136288,"rural",16,9,7,"SEN","yes","yes"
"1_173_1","1_173",7101,16.5170055,-15.5063506,"urban",8,5,3,"SEN","no","yes"
"1_66_7","1_66",7101,14.6242861,-17.1599857,"rural",7,7,0,"SEN","yes","yes"
