"hh_id","tot_hh","lat","lon","urban_rural","n_hh","n_adult","n_children","country"
"1_811_3",12774,5.1147214,-5.7878368,"rural",5,2,3,"CIV"
"1_307_9",12774, , ,"urban",1,1,0,"CIV"
"1_67_8",12774,5.3215066,-4.0983044,"urban",5,4,1,"CIV"
"1_839_3",12774,5.3322659,-4.3959238,"urban",4,2,2,"CIV"
"2_454_5",12774,6.6130478,-5.9788024,"urban",6,4,2,"CIV"
"1_541_5",12774,5.9201015,-5.0221394,"rural",4,2,2,"CIV"
"2_68_7",12774,5.40590363088995,-4.01326932013035,"urban",6,2,4,"CIV"
"2_770_11",12774,9.03196049854159,-3.11639662832022,"rural",1,1,0,"CIV"
"1_119_11",12774,7.4784815,-6.9974178,"rural",8,3,5,"CIV"
"2_40_12",12774,5.27615583501756,-3.94906570203602,"urban",2,1,1,"CIV"
"1_163_1",12774,9.2013581,-6.1476302,"rural",7,6,1,"CIV"
"1_37_7",12774, , ,"urban",6,3,3,"CIV"
"2_90_6",12774,6.85817681718618,-6.43351217731833,"urban",3,3,0,"CIV"
"2_458_4",12774, , ,"rural",7,3,4,"CIV"
"2_470_13",12774,5.47075504437089,-3.18295313045382,"urban",1,1,0,"CIV"
"2_502_1",12774,5.171428,-3.0664577,"rural",5,2,3,"CIV"
"2_30_5",12774,5.24707750417292,-3.94121102057397,"urban",4,4,0,"CIV"
"1_979_5",12774,5.6436163,-3.9254706,"rural",5,2,3,"CIV"
"1_849_1",12774,5.67747142631561,-4.87988510169089,"rural",5,2,3,"CIV"
"1_461_5",12774,7.24402079824358,-6.26348434947431,"rural",7,3,4,"CIV"
"2_1006_7",12774,5.42639197781682,-6.41829935833812,"rural",1,1,0,"CIV"
"2_164_11",12774,9.35785253997892,-5.63715426251292,"urban",6,3,3,"CIV"
"2_1078_3",12774,6.60805550403893,-4.42890669219196,"rural",4,3,1,"CIV"
"2_1008_9",12774,5.66683139652014,-6.6427653003484,"rural",9,3,6,"CIV"
"1_869_2",12774, , ,"rural",3,2,1,"CIV"
"2_850_11",12774,5.1106574,-5.3373276,"rural",9,5,4,"CIV"
"1_763_12",12774,9.4671168,-3.0172788,"rural",7,5,2,"CIV"
"1_935_10",12774,7.06738899461925,-4.00102553889155,"rural",2,1,1,"CIV"
"1_151_5",12774,9.4441033,-5.6065637,"urban",2,1,1,"CIV"
"2_1014_6",12774,5.98614959511906,-6.42946514301002,"rural",7,3,4,"CIV"
"1_1025_11",12774, , ,"urban",5,2,3,"CIV"
"1_831_5",12774,4.9467915,-6.0878512,"urban",2,2,0,"CIV"
"1_1071_4",12774,6.6541225,-4.2070589,"urban",3,2,1,"CIV"
"1_909_8",12774,8.4706643,-4.7484861,"rural",3,1,2,"CIV"
"1_129_7",12774,7.2320462,-6.4766176,"rural",4,2,2,"CIV"
"1_749_8",12774, , ,"urban",2,2,0,"CIV"
"2_496_14",12774,5.215915,-3.7446087,"urban",2,2,0,"CIV"
"2_56_9",12774,5.36531941965222,-3.93735274672508,"urban",4,3,1,"CIV"
"1_527_12",12774, , ,"urban",1,1,0,"CIV"
"2_128_3",12774,7.127929427661,-6.47481551393867,"rural",4,2,2,"CIV"
"1_261_7",12774,7.2338841,-7.9328349,"urban",5,2,3,"CIV"
"2_30_1",12774,5.24707750417292,-3.94121102057397,"urban",7,2,5,"CIV"
"2_730_5",12774,6.43183458130807,-4.81849579140544,"rural",3,2,1,"CIV"
"1_769_9",12774,8.8190839,-2.8938465,"rural",1,1,0,"CIV"
"2_742_2",12774,8.62824026495218,-6.12878364510834,"rural",8,3,5,"CIV"
"2_260_3",12774,7.45390876661986,-8.2069340441376,"rural",2,1,1,"CIV"
"1_273_9",12774, , ,"urban",4,1,3,"CIV"
"2_816_7",12774,5.14228653162718,-6.08621656894684,"rural",7,5,2,"CIV"
"1_1027_6",12774,5.8673095,-6.6377978,"rural",4,2,2,"CIV"
"2_180_13",12774,7.78795698657632,-5.17208285629749,"urban",1,1,0,"CIV"
"2_196_6",12774,7.71072734612972,-5.03163392655551,"urban",4,4,0,"CIV"
"2_930_9",12774,7.06470523495227,-3.96115651354194,"urban",7,3,4,"CIV"
"2_320_11",12774,8.0389506,-2.7972019,"urban",2,2,0,"CIV"
"1_405_11",12774,9.3056615,-7.1026621,"rural",3,2,1,"CIV"
"1_1015_6",12774,5.9123678,-6.4875393,"rural",3,2,1,"CIV"
"1_129_3",12774,7.2320462,-6.4766176,"rural",2,2,0,"CIV"
"2_1064_5",12774,6.96709985844791,-4.01066699065268,"rural",5,1,4,"CIV"
"1_511_6",12774, , ,"urban",1,1,0,"CIV"
"1_15_13",12774, , ,"urban",5,2,3,"CIV"
"1_903_8",12774,8.2512789,-4.8264846,"rural",3,2,1,"CIV"
"1_485_1",12774,5.2852142,-3.3113905,"urban",2,2,0,"CIV"
"1_541_1",12774,5.9201015,-5.0221394,"rural",7,3,4,"CIV"
"1_955_7",12774,6.10970739740878,-3.87038234621286,"urban",1,1,0,"CIV"
"1_655_2",12774,5.882987,-7.4770157,"rural",6,2,4,"CIV"
"2_1022_6",12774,5.7802319,-6.5958355,"urban",5,3,2,"CIV"
"2_456_11",12774,6.6130478,-5.9788024,"urban",7,2,5,"CIV"
"1_1063_1",12774,6.972441,-3.9948705,"urban",7,3,4,"CIV"
"2_220_11",12774,6.72609533183277,-3.48743950948119,"urban",1,1,0,"CIV"
"2_980_10",12774,6.25080994796008,-3.54665304534137,"urban",2,1,1,"CIV"
"2_596_7",12774,6.46414220798761,-5.99866256117821,"rural",11,3,8,"CIV"
"2_154_10",12774,9.45570518262684,-5.63805850222707,"urban",3,2,1,"CIV"
"1_349_7",12774,5.2027443,-6.8502783,"urban",16,11,5,"CIV"
"1_463_10",12774,7.7144689,-6.0008791,"rural",16,8,8,"CIV"
"2_828_14",12774,5.47848470974714,-5.83806135691702,"rural",6,3,3,"CIV"
"2_564_2",12774,5.94770561903715,-4.22405356541276,"urban",5,2,3,"CIV"
"2_236_9",12774,7.14341813698411,-3.20404350757599,"urban",9,4,5,"CIV"
"1_203_9",12774,5.348937,-3.9887888,"urban",3,2,1,"CIV"
"1_185_9",12774, , ,"urban",3,3,0,"CIV"
"2_1052_8",12774,9.96584457345307,-5.14958809129894,"urban",4,2,2,"CIV"
"2_40_9",12774,5.27615583501756,-3.94906570203602,"urban",5,3,2,"CIV"
"2_730_4",12774,6.43183458130807,-4.81849579140544,"rural",2,2,0,"CIV"
"1_683_8",12774, , ,"urban",5,2,3,"CIV"
"1_467_1",12774,7.30401,-6.0014513,"rural",5,2,3,"CIV"
"1_653_1",12774,6.3724836,-7.3988201,"urban",5,3,2,"CIV"
"2_904_7",12774,8.36494100745767,-4.42528956569731,"urban",10,4,6,"CIV"
"1_839_8",12774,5.3322659,-4.3959238,"urban",4,4,0,"CIV"
"1_81_6",12774,5.47354722395539,-4.15584549307823,"rural",5,2,3,"CIV"
"2_164_6",12774,9.35785253997892,-5.63715426251292,"urban",6,3,3,"CIV"
"2_804_13",12774,10.2744806,-7.7426606,"rural",2,2,0,"CIV"
"2_604_6",12774,6.1322681,-5.951189,"urban",4,2,2,"CIV"
"2_988_4",12774,6.3584107439965,-7.14845323003829,"rural",5,2,3,"CIV"
"1_875_7",12774,6.8311323,-7.1392008,"rural",6,2,4,"CIV"
"2_546_5",12774,5.52633431274444,-5.30529929324985,"rural",1,1,0,"CIV"
"2_758_7",12774,8.46423315815628,-6.19868008419871,"rural",4,2,2,"CIV"
"1_757_8",12774,8.3827561,-5.902183,"rural",13,7,6,"CIV"
"1_805_1",12774,10.2676765,-7.4964577,"rural",5,3,2,"CIV"
"1_455_2",12774,6.6315308,-5.9139038,"urban",6,2,4,"CIV"
"1_907_4",12774,8.8536021,-4.4244312,"rural",6,5,1,"CIV"
"2_906_9",12774,8.29624992795289,-4.32386015541852,"rural",5,2,3,"CIV"
"1_943_12",12774, , ,"urban",1,1,0,"CIV"
"2_996_2",12774,5.7956353481859,-6.67969864793122,"rural",2,2,0,"CIV"
"1_91_15",12774,6.8716562,-6.4502828,"urban",7,2,5,"CIV"
"1_913_11",12774,8.2576021,-4.2821656,"rural",7,2,5,"CIV"
"1_691_2",12774,9.8520375,-6.2509675,"rural",11,4,7,"CIV"
"2_706_10",12774,10.4895083,-6.4053997,"urban",4,2,2,"CIV"
"2_286_8",12774,6.91125915851444,-8.20100979879498,"urban",2,1,1,"CIV"
"2_448_4",12774,6.7276298,-5.5055952,"rural",11,3,8,"CIV"
"2_376_10",12774,4.90905035287142,-6.34902812540531,"rural",3,2,1,"CIV"
"1_481_8",12774,5.4775325,-2.8600209,"rural",5,2,3,"CIV"
"2_548_5",12774,5.27968151494861,-5.34785991534591,"rural",7,3,4,"CIV"
"1_577_1",12774, , ,"urban",5,2,3,"CIV"
"1_657_2",12774, , ,"urban",3,3,0,"CIV"
"1_563_10",12774, , ,"urban",6,4,2,"CIV"
"2_418_2",12774,6.69729238841683,-4.83300955966115,"rural",5,3,2,"CIV"
"2_128_7",12774,7.127929427661,-6.47481551393867,"rural",5,2,3,"CIV"
"2_458_7",12774, , ,"rural",4,1,3,"CIV"
"2_624_13",12774,6.32665548473597,-5.5280103161931,"rural",7,2,5,"CIV"
"1_541_13",12774,5.9201015,-5.0221394,"rural",2,2,0,"CIV"
"1_945_9",12774,7.477528,-4.0787517,"rural",1,1,0,"CIV"
"1_251_2",12774,7.7162043,-7.4171551,"rural",4,3,1,"CIV"
"1_115_4",12774,6.6455376,-6.3082036,"rural",3,2,1,"CIV"
"1_229_8",12774,6.6446363,-3.382128,"rural",7,2,5,"CIV"
"1_831_11",12774,4.9467915,-6.0878512,"urban",6,3,3,"CIV"
"2_248_12",12774,7.6404118,-7.6074252,"rural",4,3,1,"CIV"
"1_681_1",12774,8.0973861,-7.1777671,"rural",4,2,2,"CIV"
"2_552_7",12774,5.64848232083023,-5.60749347321689,"rural",8,2,6,"CIV"
"2_248_3",12774,7.6404118,-7.6074252,"rural",5,3,2,"CIV"
"2_980_11",12774,6.25080994796008,-3.54665304534137,"urban",5,2,3,"CIV"
"2_438_1",12774,6.9209877,-5.6086105,"urban",3,2,1,"CIV"
"1_741_5",12774,8.7621617,-6.2419833,"urban",5,2,3,"CIV"
"2_494_10",12774,5.2078393,-3.5582245,"rural",1,1,0,"CIV"
"1_1047_4",12774,9.9992583,-5.5788806,"rural",1,1,0,"CIV"
"2_76_4",12774,5.35327160730958,-4.09552671946585,"urban",2,2,0,"CIV"
"2_1062_6",12774,6.65229057893157,-4.10183217376471,"rural",3,2,1,"CIV"
"2_630_8",12774,6.38746983837336,-5.4940240457654,"rural",7,3,4,"CIV"
"1_247_11",12774,7.7358072,-7.6115394,"urban",3,2,1,"CIV"
"1_607_16",12774,6.1493437,-5.954467,"urban",1,1,0,"CIV"
"1_67_15",12774,5.3215066,-4.0983044,"urban",1,1,0,"CIV"
"2_380_6",12774,4.9259145,-7.4923644,"rural",5,2,3,"CIV"
"1_813_5",12774,5.5275426,-5.651935,"rural",6,2,4,"CIV"
"2_262_6",12774,7.2234391188249,-8.0212370865047,"rural",8,3,5,"CIV"
"2_998_9",12774,5.7562057,-6.7911858,"rural",5,2,3,"CIV"
"2_880_8",12774,6.74873694777489,-7.37184637226164,"rural",6,2,4,"CIV"
"1_615_7",12774,6.2391325,-6.1716436,"urban",1,1,0,"CIV"
"2_344_12",12774,7.9230338,-3.2042354,"rural",4,2,2,"CIV"
"2_90_8",12774,6.85817681718618,-6.43351217731833,"urban",7,5,2,"CIV"
"2_1056_12",12774,9.9661644,-5.3364797,"rural",5,4,1,"CIV"
"2_760_7",12774,8.39815559796989,-6.04577816091478,"rural",7,5,2,"CIV"
"2_10_11",12774,5.26113391388208,-3.98515457287431,"urban",6,4,2,"CIV"
"1_215_1",12774,6.7299774,-3.4973538,"urban",4,3,1,"CIV"
"1_145_6",12774,9.4755068,-5.6473848,"urban",10,3,7,"CIV"
"1_267_12",12774, , ,"urban",6,2,4,"CIV"
"1_129_2",12774,7.2320462,-6.4766176,"rural",1,1,0,"CIV"
"2_324_5",12774,8.4831486,-3.1283308,"rural",20,5,15,"CIV"
"2_84_5",12774,5.31589649152011,-4.25608878023922,"rural",1,1,0,"CIV"
"2_484_3",12774,5.79497313592583,-3.14195598475635,"urban",2,1,1,"CIV"
"1_1029_7",12774,9.6094201,-5.1905215,"urban",4,2,2,"CIV"
"2_422_3",12774,6.65440566837788,-4.70463970676064,"urban",4,3,1,"CIV"
"1_775_9",12774,9.5630159,-3.3331137,"rural",3,1,2,"CIV"
"1_345_5",12774,7.8118111,-2.9485089,"rural",4,2,2,"CIV"
"1_1037_12",12774, , ,"rural",9,4,5,"CIV"
"1_33_8",12774, , ,"urban",8,6,2,"CIV"
"1_331_4",12774,8.20683622732759,-2.94814861379564,"rural",4,2,2,"CIV"
"1_653_12",12774,6.3724836,-7.3988201,"urban",1,1,0,"CIV"
"2_1070_9",12774,6.650724,-4.2066003,"urban",19,12,7,"CIV"
"1_9_4",12774, , ,"urban",20,12,8,"CIV"
"2_602_3",12774,5.82988036796451,-5.98632163368165,"rural",1,1,0,"CIV"
"1_521_12",12774,8.0035367,-6.8014331,"rural",4,2,2,"CIV"
"2_436_1",12774,6.9209877,-5.6086105,"urban",2,2,0,"CIV"
"1_159_4",12774,9.2886089,-6.2377935,"rural",4,2,2,"CIV"
"2_870_1",12774,6.90288614016026,-7.5971769914031,"rural",4,2,2,"CIV"
"1_51_13",12774,5.3404712,-4.070187,"urban",4,4,0,"CIV"
"2_436_10",12774,6.9209877,-5.6086105,"urban",2,2,0,"CIV"
"2_760_11",12774,8.39815559796989,-6.04577816091478,"rural",8,4,4,"CIV"
"2_946_13",12774,7.5868137,-4.3850492,"rural",5,2,3,"CIV"
"1_541_3",12774,5.9201015,-5.0221394,"rural",6,2,4,"CIV"
"2_490_9",12774,5.3990373,-3.5186265,"rural",5,2,3,"CIV"
"2_150_2",12774,9.46095652878284,-5.60973236337304,"urban",7,5,2,"CIV"
"1_811_4",12774,5.1147214,-5.7878368,"rural",7,2,5,"CIV"
"2_326_3",12774,8.1724073,-2.7085735,"urban",1,1,0,"CIV"
"2_286_11",12774,6.91125915851444,-8.20100979879498,"urban",2,2,0,"CIV"
"2_388_9",12774,9.92761525791138,-6.90481259487569,"rural",4,2,2,"CIV"
"2_784_8",12774,9.56613218877465,-3.88686343096197,"rural",6,2,4,"CIV"
"1_605_8",12774,6.1433863,-5.9603671,"urban",6,3,3,"CIV"
"2_982_11",12774,6.18478439748287,-3.64768926054239,"urban",6,2,4,"CIV"
"1_747_2",12774,7.8382689,-5.7595171,"rural",3,2,1,"CIV"
"2_44_12",12774,5.387811,-3.986553,"urban",9,5,4,"CIV"
"1_1025_10",12774, , ,"urban",2,1,1,"CIV"
"1_213_1",12774,7.5257313,-5.2248053,"rural",1,1,0,"CIV"
"1_943_2",12774, , ,"urban",4,2,2,"CIV"
"2_938_2",12774,7.28903216309845,-4.1662719938904,"rural",4,2,2,"CIV"
"1_113_10",12774,6.5639193,-6.1619353,"urban",7,4,3,"CIV"
"1_675_2",12774,8.37144029326737,-8.12169008888304,"rural",2,2,0,"CIV"
"1_1067_1",12774,6.8613873,-4.0786804,"rural",5,2,3,"CIV"
"1_565_7",12774,5.9494827,-4.2780742,"rural",3,3,0,"CIV"
"2_152_7",12774,9.44280757103115,-5.62319596298039,"urban",1,1,0,"CIV"
"1_481_3",12774,5.4775325,-2.8600209,"rural",3,2,1,"CIV"
"2_546_9",12774,5.52633431274444,-5.30529929324985,"rural",2,2,0,"CIV"
"2_610_10",12774,6.13044678233564,-5.9661427885294,"urban",3,2,1,"CIV"
"2_902_9",12774,8.37337760254741,-4.71708063036203,"urban",2,0,2,"CIV"
"1_457_6",12774,6.5762311,-5.8448216,"rural",4,3,1,"CIV"
"1_319_8",12774, , ,"urban",7,5,2,"CIV"
"2_166_9",12774,10.1504348684102,-6.12918991595507,"urban",11,5,6,"CIV"
"1_247_5",12774,7.7358072,-7.6115394,"urban",3,1,2,"CIV"
"2_722_3",12774,7.1551655,-5.227307,"urban",4,3,1,"CIV"
"1_289_10",12774,6.8234257,-5.0902488,"rural",2,1,1,"CIV"
"1_829_12",12774,5.1831395,-5.7879432,"rural",6,3,3,"CIV"
"2_112_12",12774,6.4234504988417,-6.68909274972975,"rural",9,3,6,"CIV"
"1_985_8",12774,6.2766213,-6.9952825,"urban",4,3,1,"CIV"
"1_325_7",12774,8.3034579,-3.1162078,"rural",1,1,0,"CIV"
"2_916_5",12774,8.14572419039905,-5.09683138690889,"urban",2,2,0,"CIV"
"1_211_7",12774,7.3509468,-5.5901164,"rural",8,2,6,"CIV"
"2_698_2",12774,9.87784175667912,-6.42285358160734,"urban",9,6,3,"CIV"
"1_1047_6",12774,9.9992583,-5.5788806,"rural",7,2,5,"CIV"
"2_864_10",12774,7.159145437181,-7.1845680847764,"rural",3,2,1,"CIV"
"2_1056_1",12774,9.9661644,-5.3364797,"rural",4,2,2,"CIV"
"1_111_5",12774,6.4592399,-6.5710426,"rural",3,2,1,"CIV"
"1_773_10",12774,9.8098475,-3.3395373,"urban",2,1,1,"CIV"
"2_518_8",12774,7.99905760679394,-6.6601774469018,"rural",6,5,1,"CIV"
"1_1035_3",12774, , ,"rural",6,3,3,"CIV"
"2_820_10",12774,5.06218168884516,-6.26137311570346,"rural",1,1,0,"CIV"
"1_953_3",12774,6.0944369,-3.8656856,"urban",4,3,1,"CIV"
"2_134_2",12774,6.9529597973451,-6.79349195212126,"rural",3,3,0,"CIV"
"1_403_12",12774,9.97118053492159,-7.65673192217946,"rural",4,2,2,"CIV"
"2_208_12",12774,7.663090727292,-4.76124429143965,"rural",10,5,5,"CIV"
"1_643_1",12774,6.6562091,-7.7682718,"urban",9,4,5,"CIV"
"1_745_8",12774,7.8819095,-5.9681691,"rural",1,1,0,"CIV"
"2_282_8",12774,6.70317468233407,-8.35979799740016,"rural",5,2,3,"CIV"
"2_960_4",12774,5.91677618678659,-3.93767955712974,"rural",3,3,0,"CIV"
"1_767_9",12774,9.2292536,-3.0641178,"rural",5,2,3,"CIV"
"1_247_1",12774,7.7358072,-7.6115394,"urban",7,2,5,"CIV"
"2_1054_11",12774,9.96479402761906,-5.14378303661942,"urban",10,4,6,"CIV"
"1_333_12",12774,7.894738,-3.7186207,"rural",6,2,4,"CIV"
"1_363_14",12774,4.7471997,-7.1209962,"rural",5,2,3,"CIV"
"1_849_9",12774,5.67747142631561,-4.87988510169089,"rural",6,2,4,"CIV"
"2_188_4",12774,7.67065610736609,-5.06994601339102,"urban",3,2,1,"CIV"
"1_853_3",12774,5.2578502,-4.9920094,"urban",1,1,0,"CIV"
"1_525_1",12774,5.7403132,-5.1279552,"rural",4,2,2,"CIV"
"2_676_1",12774,8.27253865543753,-8.16923232749104,"rural",4,3,1,"CIV"
"1_751_5",12774, , ,"urban",11,7,4,"CIV"
"1_735_1",12774,6.517478,-5.0686288,"rural",1,1,0,"CIV"
"2_282_1",12774,6.70317468233407,-8.35979799740016,"rural",3,2,1,"CIV"
"2_436_4",12774,6.9209877,-5.6086105,"urban",9,3,6,"CIV"
"2_530_7",12774,5.82160160411149,-5.34868402406573,"urban",4,3,1,"CIV"
"2_1056_4",12774,9.9661644,-5.3364797,"rural",17,7,10,"CIV"
"2_640_14",12774,6.61836532875896,-8.15113705582917,"rural",1,1,0,"CIV"
"2_274_5",12774,7.4121585,-7.5915814,"rural",7,2,5,"CIV"
"2_168_10",12774,9.98083854094148,-5.88509925641119,"rural",6,2,4,"CIV"
"2_136_2",12774,9.06572988722473,-5.76830741018057,"urban",3,2,1,"CIV"
"2_216_7",12774,6.73806624021381,-3.49240662530065,"urban",8,6,2,"CIV"
"2_604_4",12774,6.1322681,-5.951189,"urban",2,2,0,"CIV"
"1_745_13",12774,7.8819095,-5.9681691,"rural",4,2,2,"CIV"
"2_864_4",12774,7.159145437181,-7.1845680847764,"rural",1,1,0,"CIV"
"1_729_7",12774,6.5352901,-5.1432762,"rural",6,4,2,"CIV"
"2_364_7",12774,4.75101074203849,-6.93436123430729,"rural",5,3,2,"CIV"
"1_673_12",12774,8.2384856,-7.8677199,"urban",6,4,2,"CIV"
"1_789_1",12774,9.9855379,-7.3867021,"rural",7,2,5,"CIV"
"1_919_7",12774,8.1260593,-5.1773079,"rural",7,4,3,"CIV"
"1_1043_1",12774, , ,"rural",3,2,1,"CIV"
"2_520_5",12774,8.00212027039379,-6.86297608539462,"rural",4,2,2,"CIV"
"2_716_7",12774,7.42591832298785,-4.76639488711953,"urban",5,4,1,"CIV"
"2_1018_7",12774,5.76596948783845,-6.51270339265466,"rural",6,4,2,"CIV"
"1_817_11",12774,5.4301132,-6.348446,"urban",1,1,0,"CIV"
"1_895_6",12774, , ,"urban",6,2,4,"CIV"
"1_249_11",12774,7.5758164,-7.7571776,"rural",1,1,0,"CIV"
"2_354_8",12774,4.74769222084433,-6.93357610143721,"urban",1,1,0,"CIV"
"2_430_4",12774,6.91876523662359,-6.05705601163208,"urban",4,2,2,"CIV"
"1_925_5",12774,8.4435918,-5.1513459,"rural",1,1,0,"CIV"
"2_310_3",12774,6.7282327,-5.3044239,"rural",10,7,3,"CIV"
"2_70_9",12774,5.33637205604464,-4.11858391016722,"urban",12,10,2,"CIV"
"2_432_14",12774,6.99908008798957,-6.09386103227735,"urban",5,3,2,"CIV"
"1_527_10",12774, , ,"urban",4,4,0,"CIV"
"2_878_1",12774,6.73760070931166,-7.3538008891046,"urban",4,3,1,"CIV"
"2_706_13",12774,10.4895083,-6.4053997,"urban",3,3,0,"CIV"
"1_707_8",12774,10.4819479,-6.4142438,"urban",4,3,1,"CIV"
"2_776_1",12774,9.68455360271037,-3.48332466557622,"rural",1,1,0,"CIV"
"2_476_1",12774,5.35600180272013,-3.34797176532447,"rural",1,1,0,"CIV"
"2_1060_5",12774,6.67270344682038,-3.96847492083907,"urban",6,4,2,"CIV"
"2_36_8",12774,5.36707450635731,-4.00816197507083,"urban",6,6,0,"CIV"
"2_954_10",12774,6.11302813980728,-3.85519458912313,"urban",4,2,2,"CIV"
"1_597_11",12774,6.4396829,-5.9623941,"rural",5,2,3,"CIV"
"2_328_12",12774,8.1053737,-3.0381198,"rural",5,2,3,"CIV"
"1_939_11",12774,7.2506023,-3.9754677,"rural",2,2,0,"CIV"
"1_855_7",12774,5.3545453,-4.8901789,"rural",8,4,4,"CIV"
"1_121_1",12774,7.1227173,-6.7645279,"rural",2,2,0,"CIV"
"1_965_7",12774,6.3304128,-3.9536247,"urban",9,5,4,"CIV"
"2_650_10",12774,6.4112821,-7.5475796,"rural",10,5,5,"CIV"
"1_457_9",12774,6.5762311,-5.8448216,"rural",1,1,0,"CIV"
"2_824_4",12774,5.20873486530036,-6.35078052990139,"rural",5,2,3,"CIV"
"2_240_11",12774,7.08984314929694,-3.44641797244549,"urban",4,1,3,"CIV"
"2_420_15",12774,6.657484928146,-4.71744557842612,"urban",5,3,2,"CIV"
"2_872_3",12774,7.04558908939362,-7.88605718873441,"rural",6,2,4,"CIV"
"1_311_4",12774,6.8464409,-5.3813961,"rural",12,6,6,"CIV"
"2_1000_6",12774,5.58354096952826,-6.83148846030235,"rural",2,2,0,"CIV"
"2_986_4",12774,6.30933868233114,-6.96011731401086,"rural",6,2,4,"CIV"
"2_30_8",12774,5.24707750417292,-3.94121102057397,"urban",5,3,2,"CIV"
"1_707_10",12774,10.4819479,-6.4142438,"urban",3,2,1,"CIV"
"1_835_15",12774, , ,"urban",6,6,0,"CIV"
"1_359_10",12774,5.16916645690799,-6.41474073752761,"rural",4,2,2,"CIV"
"2_584_4",12774,6.22897060588002,-5.22303812205791,"rural",3,2,1,"CIV"
"2_416_6",12774,7.07355346530676,-4.28007317706943,"urban",4,2,2,"CIV"
"1_1055_9",12774,9.9875016,-5.2147525,"rural",7,5,2,"CIV"
"1_609_2",12774,6.1287602,-5.9567214,"urban",6,3,3,"CIV"
"1_257_10",12774,7.2694336,-8.1454351,"urban",6,3,3,"CIV"
"1_731_6",12774,6.3233907,-4.9724079,"rural",3,1,2,"CIV"
"2_898_4",12774,7.40178833249956,-7.21713655628264,"rural",5,2,3,"CIV"
"1_309_4",12774, , ,"urban",11,6,5,"CIV"
"1_489_2",12774,5.2243047,-3.2034972,"rural",6,3,3,"CIV"
"1_311_11",12774,6.8464409,-5.3813961,"rural",5,2,3,"CIV"
"1_411_7",12774,7.047686,-4.4114059,"rural",3,2,1,"CIV"
"2_236_6",12774,7.14341813698411,-3.20404350757599,"urban",4,2,2,"CIV"
"2_886_7",12774,6.48235,-7.20330166666667,"rural",6,3,3,"CIV"
"1_51_1",12774,5.3404712,-4.070187,"urban",5,5,0,"CIV"
"1_305_6",12774, , ,"urban",3,3,0,"CIV"
"1_1071_3",12774,6.6541225,-4.2070589,"urban",9,6,3,"CIV"
"1_935_12",12774,7.06738899461925,-4.00102553889155,"rural",4,2,2,"CIV"
"1_725_6",12774,7.149282,-4.9526826,"rural",7,2,5,"CIV"
"2_84_2",12774,5.31589649152011,-4.25608878023922,"rural",4,3,1,"CIV"
"1_963_2",12774,5.9099345,-4.0131192,"urban",5,3,2,"CIV"
"2_778_3",12774,8.62117666751146,-3.91450585797429,"rural",3,3,0,"CIV"
"2_532_3",12774,5.81806121394038,-5.37268602289259,"urban",3,2,1,"CIV"
"2_88_7",12774,6.88883044291288,-6.4731921069324,"urban",1,1,0,"CIV"
"1_969_2",12774,6.3572194,-3.9122394,"rural",4,3,1,"CIV"
"2_834_3",12774,5.03660737071186,-5.99976134486496,"rural",2,2,0,"CIV"
"1_487_5",12774,5.2262407,-3.3902987,"rural",3,2,1,"CIV"
"2_80_4",12774,5.49721809569746,-4.0504028275609,"urban",6,2,4,"CIV"
"2_526_7",12774,6.07794069685042,-5.21781560964882,"rural",6,2,4,"CIV"
"1_135_5",12774,8.671193,-5.8145054,"rural",6,2,4,"CIV"
"2_876_6",12774,6.75053562037647,-7.362414970994,"urban",5,3,2,"CIV"
"1_559_15",12774,5.7257725,-5.7237207,"rural",1,1,0,"CIV"
"1_855_11",12774,5.3545453,-4.8901789,"rural",7,2,5,"CIV"
"2_356_10",12774,5.0240063527599,-6.54981452040374,"urban",6,2,4,"CIV"
"2_438_2",12774,6.9209877,-5.6086105,"urban",2,1,1,"CIV"
"2_240_7",12774,7.08984314929694,-3.44641797244549,"urban",1,1,0,"CIV"
"1_731_3",12774,6.3233907,-4.9724079,"rural",2,2,0,"CIV"
"2_378_9",12774,4.37138416338712,-7.45909536257386,"rural",8,4,4,"CIV"
"2_250_12",12774,7.5984917,-7.2768006,"rural",5,3,2,"CIV"
"1_773_6",12774,9.8098475,-3.3395373,"urban",9,3,6,"CIV"
"1_865_11",12774, , ,"rural",2,2,0,"CIV"
"1_419_1",12774,6.8278076,-4.6000746,"rural",3,3,0,"CIV"
"1_359_4",12774,5.16916645690799,-6.41474073752761,"rural",5,3,2,"CIV"
"2_816_6",12774,5.14228653162718,-6.08621656894684,"rural",1,1,0,"CIV"
"1_621_3",12774,5.7930715,-6.1075445,"rural",7,2,5,"CIV"
"1_1023_10",12774, , ,"urban",2,2,0,"CIV"
"2_152_11",12774,9.44280757103115,-5.62319596298039,"urban",1,1,0,"CIV"
"1_63_6",12774,5.3324747,-4.083992,"urban",4,2,2,"CIV"
"2_1032_5",12774,9.58486737683415,-5.21002320572734,"urban",3,1,2,"CIV"
"2_96_8",12774,6.87688040547073,-6.44331355579197,"urban",3,2,1,"CIV"
"1_727_1",12774,6.6965254,-5.0466212,"rural",10,4,6,"CIV"
"2_388_6",12774,9.92761525791138,-6.90481259487569,"rural",2,2,0,"CIV"
"2_806_8",12774,10.3175233304501,-7.40361822769046,"rural",2,2,0,"CIV"
