y4_hhid,hh_a06,hh_a13,y4_rural,domain,strataid,clusterid,wardtype,clustertype,y4_weights,occ,hh_a01_1,hh_a01_2,hh_a02_1,hh_a02_2,hh_a03_1,hh_a03_2,hh_a03_3a,hh_a03_3b,hh_a04_1,hh_a04_2,hh_a05,hh_a07_1,hh_a07_2,hh_a08,hh_a09,hh_a10,hh_a11,hh_a12_2,hh_a12_1,hh_a14,hh_a15,hh_a16,hh_a17_1,hh_a17_2,hh_a18,hh_a18_1,hh_a18_2,hh_a18_3,hh_a19,hh_a20,hh_a21,hh_a21_1,hh_a21_2,hh_a21_3,hh_a22,hh_a23,hh_a24,hh_a24_1,hh_a24_2,hh_a24_3,hh_a25,hh_a26,hh_a26_1,hh_a26_2,hh_a26_3,hh_a27
0752-004,752,4,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,11838.391,1,MWANZA,MWANZA,7,MISUNGWI,171,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3261-002,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,4,YES,**CONFIDENTIAL**,21,4,30,20162,15,MARCH,2015,**CONFIDENTIAL**,2,20162,15,MARCH,2015,**CONFIDENTIAL**,20,20170,23,MARCH,2015,,,,,,YES
0752-021,752,21,RURAL,MAINLAND RURAL,TANGA - URBAN,20324004,,,11838.391,1,MWANZA,MWANZA,7,MISUNGWI,,**CONFIDENTIAL**,,**CONFIDENTIAL**,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3261-002,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,21,YES,**CONFIDENTIAL**,71,6,11,20469,16,JANUARY,2016,**CONFIDENTIAL**,7,20469,16,JANUARY,2016,**CONFIDENTIAL**,10,20470,17,JANUARY,2016,,,,,,YES
0753-001,753,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,21408000,,,68948.25,1,MANYARA,MANYARA,4,SIMANJIRO,83,**CONFIDENTIAL**,0,**CONFIDENTIAL**,12,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3344-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,14,3,21,20227,19,MAY,2015,**CONFIDENTIAL**,1,20227,19,MAY,2015,**CONFIDENTIAL**,10,20228,20,MAY,2015,102,28082015,28,AUGUST,2015,YES
0754-001,754,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,21408000,,,64154.094,1,MANYARA,MANYARA,4,SIMANJIRO,83,**CONFIDENTIAL**,0,**CONFIDENTIAL**,12,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3345-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,15,3,22,20227,19,MAY,2015,**CONFIDENTIAL**,1,20227,19,MAY,2015,**CONFIDENTIAL**,10,20228,20,MAY,2015,102,28082015,28,AUGUST,2015,YES
0755-001,755,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,21408000,,,67035.352,1,MANYARA,MANYARA,4,SIMANJIRO,83,**CONFIDENTIAL**,0,**CONFIDENTIAL**,12,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3346-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,13,3,36,20227,19,MAY,2015,**CONFIDENTIAL**,1,20227,19,MAY,2015,**CONFIDENTIAL**,10,20228,20,MAY,2015,102,29082015,29,AUGUST,2015,YES
0756-001,756,1,RURAL,MAINLAND RURAL,MOROGORO - URBAN,21408000,,,35433.098,1,MANYARA,MANYARA,4,SIMANJIRO,83,**CONFIDENTIAL**,0,**CONFIDENTIAL**,12,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3347-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,11,3,27,20228,20,MAY,2015,**CONFIDENTIAL**,1,20228,20,MAY,2015,**CONFIDENTIAL**,10,20229,21,MAY,2015,102,31082015,31,AUGUST,2015,YES
0757-001,757,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - URBAN,21408000,,,12071.93,1,MANYARA,MANYARA,4,SIMANJIRO,83,**CONFIDENTIAL**,0,**CONFIDENTIAL**,834,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3348-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,12,4,20,20227,19,MAY,2015,**CONFIDENTIAL**,1,20227,19,MAY,2015,**CONFIDENTIAL**,10,20228,20,MAY,2015,102,28082015,28,AUGUST,2015,YES
0758-001,758,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - URBAN,21408000,,,3970.771,1,MANYARA,MANYARA,4,SIMANJIRO,83,**CONFIDENTIAL**,0,**CONFIDENTIAL**,834,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3349-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,11,4,22,20227,19,MAY,2015,**CONFIDENTIAL**,1,20227,19,MAY,2015,**CONFIDENTIAL**,10,20228,20,MAY,2015,102,29082015,29,AUGUST,2015,YES
0759-001,759,1,URBAN,MAINLAND OTHER URBAN,MOROGORO - URBAN,21408000,,,8929.8994,1,MANYARA,MANYARA,4,SIMANJIRO,83,**CONFIDENTIAL**,0,**CONFIDENTIAL**,809,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3350-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,15,4,28,20228,20,MAY,2015,**CONFIDENTIAL**,1,20228,20,MAY,2015,**CONFIDENTIAL**,10,20229,21,MAY,2015,102,31082015,31,AUGUST,2015,YES
0761-001,761,1,RURAL,ZANZIBAR,LINDI - RURAL,51107052,,,3448.1001,1,KASKAZINI UNGUJA,KASKAZINI UNGUJA,1,KASKAZINI A,71,**CONFIDENTIAL**,0,**CONFIDENTIAL**,52,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3397-004,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,82,6,12,20014,18,OCTOBER,2014,**CONFIDENTIAL**,8,20015,19,OCTOBER,2014,**CONFIDENTIAL**,80,20017,21,OCTOBER,2014,,,,,,YES
0762-001,762,1,RURAL,ZANZIBAR,LINDI - RURAL,51107052,,,6534.3203,1,KASKAZINI UNGUJA,KASKAZINI UNGUJA,1,KASKAZINI A,71,**CONFIDENTIAL**,0,**CONFIDENTIAL**,54,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3397-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,82,3,54,20013,17,OCTOBER,2014,**CONFIDENTIAL**,8,20014,18,OCTOBER,2014,**CONFIDENTIAL**,80,20014,18,OCTOBER,2014,,,,,,YES
0767-001,767,1,RURAL,ZANZIBAR,LINDI - RURAL,51107052,,,3514.0981,1,KASKAZINI UNGUJA,KASKAZINI UNGUJA,1,KASKAZINI A,231,**CONFIDENTIAL**,0,**CONFIDENTIAL**,12,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3400-005,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,84,4,2,20016,20,OCTOBER,2014,**CONFIDENTIAL**,8,20018,22,OCTOBER,2014,**CONFIDENTIAL**,80,20019,23,OCTOBER,2014,,,,,,YES
0768-001,768,1,RURAL,ZANZIBAR,LINDI - RURAL,51107052,,,1757.0491,1,KASKAZINI UNGUJA,KASKAZINI UNGUJA,1,KASKAZINI A,71,**CONFIDENTIAL**,0,**CONFIDENTIAL**,41,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3400-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,81,4,11,20013,17,OCTOBER,2014,**CONFIDENTIAL**,8,20015,19,OCTOBER,2014,**CONFIDENTIAL**,80,20018,22,OCTOBER,2014,,,,,,YES
0769-001,769,1,RURAL,ZANZIBAR,LINDI - RURAL,51107052,,,3329.6956,1,KASKAZINI UNGUJA,KASKAZINI UNGUJA,1,KASKAZINI A,203,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3400-002,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,83,4,43,20013,17,OCTOBER,2014,**CONFIDENTIAL**,8,20015,19,OCTOBER,2014,**CONFIDENTIAL**,80,20016,20,OCTOBER,2014,,,,,,YES
0770-001,770,1,RURAL,ZANZIBAR,LINDI - RURAL,51107052,,,3166.1936,1,KASKAZINI UNGUJA,KASKAZINI UNGUJA,1,KASKAZINI A,81,**CONFIDENTIAL**,0,**CONFIDENTIAL**,12,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3401-003,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,84,4,50,20015,19,OCTOBER,2014,**CONFIDENTIAL**,8,20017,21,OCTOBER,2014,**CONFIDENTIAL**,80,20023,27,OCTOBER,2014,,,,,,YES
0771-001,771,1,RURAL,ZANZIBAR,LINDI - RURAL,51107052,,,5408.5034,1,KASKAZINI UNGUJA,KASKAZINI UNGUJA,1,KASKAZINI A,71,**CONFIDENTIAL**,0,**CONFIDENTIAL**,41,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3401-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,83,4,21,20014,18,OCTOBER,2014,**CONFIDENTIAL**,8,20018,22,OCTOBER,2014,**CONFIDENTIAL**,80,20019,23,OCTOBER,2014,,,,,,YES
0772-001,772,1,URBAN,ZANZIBAR,LINDI - RURAL,51107052,,,95839.914,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MJINI,,**CONFIDENTIAL**,,,,,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3401-006,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,1,,**CONFIDENTIAL**,82,3,50,20249,10,JUNE,2015,**CONFIDENTIAL**,8,20250,11,JUNE,2015,**CONFIDENTIAL**,80,20251,12,JUNE,2015,,,,,,YES
0772-002,772,2,RURAL,ZANZIBAR,LINDI - RURAL,51107052,,,1583.0968,1,KASKAZINI UNGUJA,KASKAZINI UNGUJA,1,KASKAZINI A,,**CONFIDENTIAL**,,,,,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3401-006,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,4,YES,**CONFIDENTIAL**,82,4,30,20310,10,AUGUST,2015,**CONFIDENTIAL**,8,20314,14,AUGUST,2015,**CONFIDENTIAL**,80,20316,16,AUGUST,2015,,,,,,YES
0773-001,773,1,RURAL,ZANZIBAR,LINDI - RURAL,51107052,,,6470.0039,1,KASKAZINI UNGUJA,KASKAZINI UNGUJA,1,KASKAZINI A,71,**CONFIDENTIAL**,0,**CONFIDENTIAL**,23,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3402-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,84,4,6,20013,17,OCTOBER,2014,**CONFIDENTIAL**,8,20015,19,OCTOBER,2014,**CONFIDENTIAL**,80,20016,20,OCTOBER,2014,,,,,,YES
0775-001,775,1,RURAL,ZANZIBAR,LINDI - RURAL,52104012,,,5378.1938,1,KUSINI UNGUJA,KUSINI UNGUJA,1,KATI,4,**CONFIDENTIAL**,0,**CONFIDENTIAL**,13,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3455-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,82,4,9,20063,6,DECEMBER,2014,**CONFIDENTIAL**,8,20066,9,DECEMBER,2014,**CONFIDENTIAL**,80,20067,10,DECEMBER,2014,104,8062015,8,JUNE,2015,YES
0776-001,776,1,RURAL,ZANZIBAR,LINDI - RURAL,52104012,,,5060.1489,1,KUSINI UNGUJA,KUSINI UNGUJA,1,KATI,4,**CONFIDENTIAL**,0,**CONFIDENTIAL**,13,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3456-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,82,3,43,20062,5,DECEMBER,2014,**CONFIDENTIAL**,8,20065,8,DECEMBER,2014,**CONFIDENTIAL**,80,20067,10,DECEMBER,2014,104,5062015,5,JUNE,2015,YES
0777-001,777,1,RURAL,ZANZIBAR,LINDI - RURAL,52104012,,,1111.7695,1,KUSINI UNGUJA,KUSINI UNGUJA,1,KATI,4,**CONFIDENTIAL**,0,**CONFIDENTIAL**,13,**CONFIDENTIAL**,,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3457-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,84,3,40,20063,6,DECEMBER,2014,**CONFIDENTIAL**,8,20067,10,DECEMBER,2014,**CONFIDENTIAL**,80,20068,11,DECEMBER,2014,104,6062015,6,JUNE,2015,YES
0778-001,778,1,RURAL,ZANZIBAR,LINDI - RURAL,52104012,,,2742.0161,1,KUSINI UNGUJA,KUSINI UNGUJA,1,KATI,4,**CONFIDENTIAL**,0,**CONFIDENTIAL**,13,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3458-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,81,3,48,20062,5,DECEMBER,2014,**CONFIDENTIAL**,8,20065,8,DECEMBER,2014,**CONFIDENTIAL**,80,20066,9,DECEMBER,2014,104,6062015,6,JUNE,2015,YES
0780-001,780,1,RURAL,ZANZIBAR,LINDI - RURAL,52104012,,,2212.0432,1,KUSINI UNGUJA,KUSINI UNGUJA,1,KATI,4,**CONFIDENTIAL**,0,**CONFIDENTIAL**,13,**CONFIDENTIAL**,,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3460-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,80,4,0,20061,4,DECEMBER,2014,**CONFIDENTIAL**,8,20063,6,DECEMBER,2014,**CONFIDENTIAL**,80,20064,7,DECEMBER,2014,104,5062015,5,JUNE,2015,YES
0781-001,781,1,RURAL,ZANZIBAR,LINDI - RURAL,52104012,,,2742.0161,1,KUSINI UNGUJA,KUSINI UNGUJA,1,KATI,4,**CONFIDENTIAL**,0,**CONFIDENTIAL**,1,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3461-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,84,4,27,20062,5,DECEMBER,2014,**CONFIDENTIAL**,8,20065,8,DECEMBER,2014,**CONFIDENTIAL**,80,20066,9,DECEMBER,2014,104,8062015,8,JUNE,2015,YES
0782-001,782,1,RURAL,MAINLAND RURAL,LINDI - RURAL,52104012,,,5808.5005,1,TABORA,TABORA,1,NZEGA,131,**CONFIDENTIAL**,0,**CONFIDENTIAL**,42,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3462-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,21,8,30,20140,21,FEBRUARY,2015,**CONFIDENTIAL**,2,20144,25,FEBRUARY,2015,**CONFIDENTIAL**,20,20145,26,FEBRUARY,2015,,,,,,YES
0783-001,783,1,RURAL,ZANZIBAR,LINDI - RURAL,52104012,,,5118.0454,1,KUSINI UNGUJA,KUSINI UNGUJA,1,KATI,4,**CONFIDENTIAL**,0,**CONFIDENTIAL**,13,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3463-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,81,4,8,20063,6,DECEMBER,2014,**CONFIDENTIAL**,8,20066,9,DECEMBER,2014,**CONFIDENTIAL**,80,20067,10,DECEMBER,2014,104,8062015,8,JUNE,2015,YES
0785-001,785,1,RURAL,ZANZIBAR,LINDI - RURAL,53119012,,,1151.3605,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,19,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3557-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,82,3,30,20086,29,DECEMBER,2014,**CONFIDENTIAL**,8,20088,31,DECEMBER,2014,**CONFIDENTIAL**,80,20088,31,DECEMBER,2014,101,21112015,21,NOVEMBER,2015,YES
0785-008,785,8,RURAL,ZANZIBAR,LINDI - RURAL,53119012,,,575.68024,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,19,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3557-001,SPLIT-OFF HOUSEHOLD,LOCAL TRACKING,**CONFIDENTIAL**,8,YES,**CONFIDENTIAL**,82,3,34,20088,31,DECEMBER,2014,**CONFIDENTIAL**,8,20089,1,JANUARY,2015,**CONFIDENTIAL**,80,20090,2,JANUARY,2015,101,24112015,24,NOVEMBER,2015,YES
0786-002,786,2,RURAL,ZANZIBAR,LINDI - RURAL,53119012,,,1021.8554,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,19,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3558-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,83,4,16,20087,30,DECEMBER,2014,**CONFIDENTIAL**,8,20089,1,JANUARY,2015,**CONFIDENTIAL**,80,20090,2,JANUARY,2015,101,24112015,24,NOVEMBER,2015,YES
0787-001,787,1,RURAL,ZANZIBAR,LINDI - RURAL,53119012,,,1026.0532,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,19,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3559-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,84,3,57,20086,29,DECEMBER,2014,**CONFIDENTIAL**,8,20088,31,DECEMBER,2014,**CONFIDENTIAL**,80,20089,1,JANUARY,2015,101,23112015,23,NOVEMBER,2015,YES
0788-001,788,1,RURAL,ZANZIBAR,LINDI - RURAL,53119012,,,726.3382,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,19,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3560-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,84,4,10,20088,31,DECEMBER,2014,**CONFIDENTIAL**,8,20089,1,JANUARY,2015,**CONFIDENTIAL**,80,20090,2,JANUARY,2015,101,23112015,23,NOVEMBER,2015,YES
0789-001,789,1,RURAL,ZANZIBAR,LINDI - RURAL,53119012,,,1212.6254,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,19,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3561-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,81,3,45,20452,30,DECEMBER,2015,**CONFIDENTIAL**,8,20087,30,DECEMBER,2014,**CONFIDENTIAL**,80,20089,1,JANUARY,2015,101,24112015,24,NOVEMBER,2015,YES
0790-001,790,1,RURAL,ZANZIBAR,LINDI - RURAL,53119012,,,965.3653,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,19,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3562-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,84,3,40,20087,30,DECEMBER,2014,**CONFIDENTIAL**,8,20089,1,JANUARY,2015,**CONFIDENTIAL**,80,20090,2,JANUARY,2015,101,23112015,23,NOVEMBER,2015,YES
0791-001,791,1,RURAL,ZANZIBAR,LINDI - RURAL,53119012,,,994.02881,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,19,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3563-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,83,3,54,20451,29,DECEMBER,2015,**CONFIDENTIAL**,8,20087,30,DECEMBER,2014,**CONFIDENTIAL**,80,20087,30,DECEMBER,2014,101,24112015,24,NOVEMBER,2015,YES
0792-002,792,2,RURAL,ZANZIBAR,LINDI - RURAL,53119012,,,565.14838,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,19,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3565-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,81,3,51,20086,29,DECEMBER,2014,**CONFIDENTIAL**,8,20089,1,JANUARY,2015,**CONFIDENTIAL**,80,20089,1,JANUARY,2015,101,23112015,23,NOVEMBER,2015,YES
0793-001,793,1,RURAL,ZANZIBAR,LINDI - RURAL,53119012,,,1424.129,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,19,**CONFIDENTIAL**,0,**CONFIDENTIAL**,11,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3566-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,82,3,40,20087,30,DECEMBER,2014,**CONFIDENTIAL**,8,20089,1,JANUARY,2015,**CONFIDENTIAL**,80,20090,2,JANUARY,2015,101,20112015,20,NOVEMBER,2015,YES
0794-001,794,1,RURAL,ZANZIBAR,MTWARA - URBAN,53122036,,,332.81598,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,22,**CONFIDENTIAL**,0,**CONFIDENTIAL**,35,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3567-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,84,3,17,20231,23,MAY,2015,**CONFIDENTIAL**,8,20234,26,MAY,2015,**CONFIDENTIAL**,80,20235,27,MAY,2015,101,3122015,3,DECEMBER,2015,YES
0796-001,796,1,RURAL,ZANZIBAR,MTWARA - URBAN,53122036,,,257.46027,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,22,**CONFIDENTIAL**,0,**CONFIDENTIAL**,35,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3569-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,84,3,40,20230,22,MAY,2015,**CONFIDENTIAL**,8,20232,24,MAY,2015,**CONFIDENTIAL**,80,20233,25,MAY,2015,101,4122015,4,DECEMBER,2015,YES
0797-001,797,1,RURAL,ZANZIBAR,MTWARA - URBAN,53122036,,,318.3623,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,22,**CONFIDENTIAL**,0,**CONFIDENTIAL**,35,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3570-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,83,4,7,20229,21,MAY,2015,**CONFIDENTIAL**,8,20247,8,JUNE,2015,**CONFIDENTIAL**,80,20247,8,JUNE,2015,101,4122015,4,DECEMBER,2015,YES
0797-002,797,2,RURAL,ZANZIBAR,MTWARA - URBAN,53122036,,,3852.6528,1,KUSINI PEMBA,KUSINI PEMBA,2,MKOANI,,,,,,,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3570-001,SPLIT-OFF HOUSEHOLD,DISTANCE TRACKING,**CONFIDENTIAL**,6,YES,**CONFIDENTIAL**,81,3,10,20287,18,JULY,2015,**CONFIDENTIAL**,8,20290,21,JULY,2015,**CONFIDENTIAL**,80,20292,23,JULY,2015,,,,,,YES
0798-001,798,1,RURAL,ZANZIBAR,MTWARA - URBAN,53122036,,,564.67609,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,22,**CONFIDENTIAL**,0,**CONFIDENTIAL**,35,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3572-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,81,3,50,20230,22,MAY,2015,**CONFIDENTIAL**,8,20232,24,MAY,2015,**CONFIDENTIAL**,80,20234,26,MAY,2015,101,4122015,4,DECEMBER,2015,YES
0800-001,800,1,RURAL,ZANZIBAR,MTWARA - URBAN,53122036,,,665.63196,1,MJINI/MAGHARIBI UNGUJA,MJINI MAGHARIBI,1,MAGHARIBI,22,**CONFIDENTIAL**,0,**CONFIDENTIAL**,35,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,YES,**CONFIDENTIAL**,3575-001,ORIGINAL HOUSEHOLD,IN SAME DWELLING,,,YES,**CONFIDENTIAL**,82,3,48,20230,22,MAY,2015,**CONFIDENTIAL**,8,20235,27,MAY,2015,**CONFIDENTIAL**,80,20236,28,MAY,2015,101,4122015,4,DECEMBER,2015,YES
