"occ","y4_hhid","hh_a06","hh_a13","y4_rural","domain","strataid","clusterid","wardtype","clustertype","y4_weights","hh_a01_1","hh_a01_2","hh_a02_1","hh_a02_2","hh_a03_1","hh_a03_2","hh_a03_3a","hh_a03_3b","hh_a04_1","hh_a04_2","hh_a05","hh_a07_1","hh_a07_2","hh_a08","hh_a09","hh_a10","hh_a11","hh_a12_2","hh_a12_1","hh_a14","hh_a15","hh_a16","hh_a17_1","hh_a17_2","hh_a18","hh_a18_1","hh_a18_2","hh_a18_3","hh_a19","hh_a20","hh_a21","hh_a21_1","hh_a21_2","hh_a21_3","hh_a22","hh_a23","hh_a24","hh_a24_1","hh_a24_2","hh_a24_3","hh_a25","hh_a26","hh_a26_1","hh_a26_2","hh_a26_3","hh_a27"
1,"2545-001",2545,1,,2,30,160418203020,2,2,2639.22534179688,16,"KIGOMA",4,"KIGOMA MANISPAA",182,"**CONFIDENTIAL**",3,"KISANGANI",20,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",75,3,47,20024,28,10,2014,"**CONFIDENTIAL**",7,20024,28,10,2014,"**CONFIDENTIAL**",70,20025,29,10,2014,106,8042015,8,4,2015,1
1,"2546-001",2546,1,,2,30,160418203020,2,2,2639.22534179688,16,"KIGOMA",4,"KIGOMA MANISPAA",182,"**CONFIDENTIAL**",3,"KISANGANI",20,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",72,3,55,20024,28,10,2014,"**CONFIDENTIAL**",7,20024,28,10,2014,"**CONFIDENTIAL**",70,20025,29,10,2014,106,8042015,8,4,2015,1
1,"2558-001",2558,1,,3,31,160506101006,1,1,5145.34130859375,16,"KIGOMA",5,"UVINZA",61,"**CONFIDENTIAL**",1,"MWAKIZEGA",6,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",71,4,7,20034,7,11,2014,"**CONFIDENTIAL**",7,20034,7,11,2014,"**CONFIDENTIAL**",70,20035,8,11,2014,106,20042015,20,4,2015,1
1,"2559-001",2559,1,,3,31,160506101006,1,1,5145.34130859375,16,"KIGOMA",5,"UVINZA",61,"**CONFIDENTIAL**",1,"MWAKIZEGA",6,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",71,4,3,20033,6,11,2014,"**CONFIDENTIAL**",7,20033,6,11,2014,"**CONFIDENTIAL**",70,20034,7,11,2014,106,20042015,20,4,2015,1
1,"2560-001",2560,1,,3,31,160506101006,1,1,5145.34130859375,16,"KIGOMA",5,"UVINZA",61,"**CONFIDENTIAL**",1,"MWAKIZEGA",6,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",73,4,16,20033,6,11,2014,"**CONFIDENTIAL**",7,20033,6,11,2014,"**CONFIDENTIAL**",70,20034,7,11,2014,106,20042015,20,4,2015,1
1,"2561-001",2561,1,,3,31,160506101006,1,1,5145.34130859375,16,"KIGOMA",5,"UVINZA",61,"**CONFIDENTIAL**",1,"MWAKIZEGA",6,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",74,4,30,20034,7,11,2014,"**CONFIDENTIAL**",7,20034,7,11,2014,"**CONFIDENTIAL**",70,20035,8,11,2014,106,20042015,20,4,2015,1
1,"2562-001",2562,1,,3,31,160506101006,1,1,5145.34130859375,16,"KIGOMA",5,"UVINZA",61,"**CONFIDENTIAL**",1,"MWAKIZEGA",6,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",74,3,50,20033,6,11,2014,"**CONFIDENTIAL**",7,20033,6,11,2014,"**CONFIDENTIAL**",70,20034,7,11,2014,106,18042015,18,4,2015,1
1,"2563-001",2563,1,,3,31,160506101006,1,1,5145.34130859375,16,"KIGOMA",5,"UVINZA",61,"**CONFIDENTIAL**",1,"MWAKIZEGA",6,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",70,3,48,20033,6,11,2014,"**CONFIDENTIAL**",7,20033,6,11,2014,"**CONFIDENTIAL**",70,20034,7,11,2014,106,18042015,18,4,2015,1
1,"2564-001",2564,1,,3,31,160506101006,1,1,5145.34130859375,16,"KIGOMA",5,"UVINZA",61,"**CONFIDENTIAL**",1,"MWAKIZEGA",6,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",75,3,50,20033,6,11,2014,"**CONFIDENTIAL**",7,20033,6,11,2014,"**CONFIDENTIAL**",70,20034,7,11,2014,106,18042015,18,4,2015,1
1,"2566-001",2566,1,,3,31,160506101006,1,1,5145.34130859375,16,"KIGOMA",5,"UVINZA",61,"**CONFIDENTIAL**",1,"MWAKIZEGA",6,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",75,4,7,20034,7,11,2014,"**CONFIDENTIAL**",7,20034,7,11,2014,"**CONFIDENTIAL**",70,20035,8,11,2014,106,20042015,20,4,2015,1
1,"2577-001",2577,1,,3,31,160606102007,1,1,3350.017578125,16,"KIGOMA",6,"BUHIGWE",61,"**CONFIDENTIAL**",2,"MIGONGO",7,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",7,4,30,20099,11,1,2015,"**CONFIDENTIAL**",7,20099,11,1,2015,"**CONFIDENTIAL**",70,20100,12,1,2015,105,3082015,3,8,2015,1
1,"2578-001",2578,1,,3,31,160606102007,1,1,3350.017578125,16,"KIGOMA",6,"BUHIGWE",61,"**CONFIDENTIAL**",2,"MIGONGO",7,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",70,4,17,20099,11,1,2015,"**CONFIDENTIAL**",7,20099,11,1,2015,"**CONFIDENTIAL**",70,20100,12,1,2015,105,3082015,3,8,2015,1
1,"2579-001",2579,1,,3,31,160606102007,1,1,3350.017578125,16,"KIGOMA",6,"BUHIGWE",61,"**CONFIDENTIAL**",2,"MIGONGO",7,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",71,3,11,20099,11,1,2015,"**CONFIDENTIAL**",7,20099,11,1,2015,"**CONFIDENTIAL**",70,20100,12,1,2015,105,4082015,4,8,2015,1
1,"2580-001",2580,1,,3,31,160606102007,1,1,3350.017578125,16,"KIGOMA",6,"BUHIGWE",61,"**CONFIDENTIAL**",2,"MIGONGO",7,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",75,11,13,20099,11,1,2015,"**CONFIDENTIAL**",7,20099,11,1,2015,"**CONFIDENTIAL**",70,20100,12,1,2015,105,4082015,4,8,2015,1
1,"2581-001",2581,1,,3,31,160606102007,1,1,3350.017578125,16,"KIGOMA",6,"BUHIGWE",61,"**CONFIDENTIAL**",2,"MIGONGO",7,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",73,4,58,20099,11,1,2015,"**CONFIDENTIAL**",7,20099,11,1,2015,"**CONFIDENTIAL**",70,20100,12,1,2015,105,4082015,4,8,2015,1
1,"2582-001",2582,1,,3,31,160606102007,1,1,3350.017578125,16,"KIGOMA",6,"BUHIGWE",61,"**CONFIDENTIAL**",2,"MIGONGO",7,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",72,4,29,20100,12,1,2015,"**CONFIDENTIAL**",7,20100,12,1,2015,"**CONFIDENTIAL**",70,20101,13,1,2015,105,6082015,6,8,2015,1
1,"2583-001",2583,1,,3,31,160606102007,1,1,3350.017578125,16,"KIGOMA",6,"BUHIGWE",61,"**CONFIDENTIAL**",2,"MIGONGO",7,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",74,3,42,20101,13,1,2015,"**CONFIDENTIAL**",7,20101,13,1,2015,"**CONFIDENTIAL**",70,20101,13,1,2015,105,6082015,6,8,2015,1
1,"2584-001",2584,1,,3,31,160606102007,1,1,3350.017578125,16,"KIGOMA",6,"BUHIGWE",61,"**CONFIDENTIAL**",2,"MIGONGO",7,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",72,5,21,20099,11,1,2015,"**CONFIDENTIAL**",7,20099,11,1,2015,"**CONFIDENTIAL**",70,20100,12,1,2015,105,5082015,5,8,2015,1
1,"2596-001",2596,1,,3,31,160708102018,1,1,3804.95825195313,16,"KIGOMA",7,"KAKONKO",81,"**CONFIDENTIAL**",2,"KASANDA",18,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",74,3,34,20043,16,11,2014,"**CONFIDENTIAL**",7,20043,16,11,2014,"**CONFIDENTIAL**",70,20044,17,11,2014,106,27042015,27,4,2015,1
1,"2597-001",2597,1,,3,31,160708102018,1,1,3804.95825195313,16,"KIGOMA",7,"KAKONKO",81,"**CONFIDENTIAL**",2,"KASANDA",18,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",74,3,28,20044,17,11,2014,"**CONFIDENTIAL**",7,20044,17,11,2014,"**CONFIDENTIAL**",70,20044,17,11,2014,106,27042015,27,4,2015,1
1,"2598-001",2598,1,,3,31,160708102018,1,1,3804.95825195313,16,"KIGOMA",7,"KAKONKO",81,"**CONFIDENTIAL**",2,"KASANDA",18,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",72,3,47,20043,16,11,2014,"**CONFIDENTIAL**",7,20043,16,11,2014,"**CONFIDENTIAL**",70,20044,17,11,2014,106,27042015,27,4,2015,1
1,"2599-001",2599,1,,3,31,160708102018,1,1,3804.95825195313,16,"KIGOMA",7,"KAKONKO",81,"**CONFIDENTIAL**",2,"KASANDA",18,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",71,3,32,20043,16,11,2014,"**CONFIDENTIAL**",7,20043,16,11,2014,"**CONFIDENTIAL**",70,20044,17,11,2014,106,24042015,24,4,2015,1
1,"2600-001",2600,1,,3,31,160708102018,1,1,3804.95825195313,16,"KIGOMA",7,"KAKONKO",81,"**CONFIDENTIAL**",2,"KASANDA",18,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",73,3,50,20043,16,11,2014,"**CONFIDENTIAL**",7,20043,16,11,2014,"**CONFIDENTIAL**",70,20044,17,11,2014,106,25042014,25,4,2014,1
1,"2601-001",2601,1,,3,31,160708102018,1,1,3804.95825195313,16,"KIGOMA",7,"KAKONKO",81,"**CONFIDENTIAL**",2,"KASANDA",18,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",73,3,30,20044,17,11,2014,"**CONFIDENTIAL**",7,20044,17,11,2014,"**CONFIDENTIAL**",70,20044,17,11,2014,106,28042015,28,4,2015,1
1,"2602-001",2602,1,,3,31,160708102018,1,1,3804.95825195313,16,"KIGOMA",7,"KAKONKO",81,"**CONFIDENTIAL**",2,"KASANDA",18,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",71,7,28,20044,17,11,2014,"**CONFIDENTIAL**",7,20044,17,11,2014,"**CONFIDENTIAL**",70,20044,17,11,2014,106,24042015,24,4,2015,1
1,"2603-001",2603,1,,3,31,160708102018,1,1,3804.95825195313,16,"KIGOMA",7,"KAKONKO",81,"**CONFIDENTIAL**",2,"KASANDA",18,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",74,4,1,20043,16,11,2014,"**CONFIDENTIAL**",7,20043,16,11,2014,"**CONFIDENTIAL**",70,20044,17,11,2014,106,27042015,27,4,2015,1
1,"2615-001",2615,1,,3,6,30119301009,3,1,3610.01782226563,3,"KILIMANJARO",1,"ROMBO",193,"**CONFIDENTIAL**",1,"KIKELELWA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",11,3,25,20097,9,1,2015,"**CONFIDENTIAL**",1,20098,10,1,2015,"**CONFIDENTIAL**",10,20098,10,1,2015,102,6082015,6,8,2015,1
1,"2616-001",2616,1,,3,6,30119301009,3,1,3610.01782226563,3,"KILIMANJARO",1,"ROMBO",193,"**CONFIDENTIAL**",1,"KIKELELWA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",13,3,23,20097,9,1,2015,"**CONFIDENTIAL**",1,20098,10,1,2015,"**CONFIDENTIAL**",10,20098,10,1,2015,102,11082015,11,8,2015,1
1,"2617-001",2617,1,,3,6,30119301009,3,1,3610.01782226563,3,"KILIMANJARO",1,"ROMBO",193,"**CONFIDENTIAL**",1,"KIKELELWA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",11,3,12,20098,10,1,2015,"**CONFIDENTIAL**",1,20098,10,1,2015,"**CONFIDENTIAL**",10,20098,10,1,2015,102,11082015,11,8,2015,1
1,"2618-001",2618,1,,3,6,30119301009,3,1,3610.01782226563,3,"KILIMANJARO",1,"ROMBO",193,"**CONFIDENTIAL**",1,"KIKELELWA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",14,3,12,20098,10,1,2015,"**CONFIDENTIAL**",1,20098,10,1,2015,"**CONFIDENTIAL**",10,20098,10,1,2015,102,10082015,10,8,2015,1
1,"2619-001",2619,1,,3,6,30119301009,3,1,3610.01782226563,3,"KILIMANJARO",1,"ROMBO",193,"**CONFIDENTIAL**",1,"KIKELELWA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",12,3,55,20097,9,1,2015,"**CONFIDENTIAL**",1,20098,10,1,2015,"**CONFIDENTIAL**",10,20098,10,1,2015,102,10082015,10,8,2015,1
1,"2620-001",2620,1,,3,6,30119301009,3,1,3610.01782226563,3,"KILIMANJARO",1,"ROMBO",193,"**CONFIDENTIAL**",1,"KIKELELWA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",14,3,25,20097,9,1,2015,"**CONFIDENTIAL**",1,20098,10,1,2015,"**CONFIDENTIAL**",10,20098,10,1,2015,102,8082015,8,8,2015,1
1,"2621-001",2621,1,,3,6,30119301009,3,1,3610.01782226563,3,"KILIMANJARO",1,"ROMBO",193,"**CONFIDENTIAL**",1,"KIKELELWA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",15,2,51,20098,10,1,2015,"**CONFIDENTIAL**",1,20098,10,1,2015,"**CONFIDENTIAL**",10,20098,10,1,2015,102,10082015,10,8,2015,1
1,"2622-001",2622,1,,3,6,30119301009,3,1,3610.01782226563,3,"KILIMANJARO",1,"ROMBO",193,"**CONFIDENTIAL**",1,"KIKELELWA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",15,3,50,20097,9,1,2015,"**CONFIDENTIAL**",1,20098,10,1,2015,"**CONFIDENTIAL**",10,20098,10,1,2015,102,8082015,8,8,2015,1
1,"2634-001",2634,1,,3,6,30318103005,1,1,3732.28393554688,3,"KILIMANJARO",3,"SAME",181,"**CONFIDENTIAL**",3,"SAMBWENI",5,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",11,3,8,20102,14,1,2015,"**CONFIDENTIAL**",1,20102,14,1,2015,"**CONFIDENTIAL**",10,20103,15,1,2015,101,11082015,11,8,2015,1
1,"2635-001",2635,1,,3,6,30318103005,1,1,3732.28393554688,3,"KILIMANJARO",3,"SAME",181,"**CONFIDENTIAL**",3,"SAMBWENI",5,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",12,3,1,20102,14,1,2015,"**CONFIDENTIAL**",1,20103,15,1,2015,"**CONFIDENTIAL**",10,20103,15,1,2015,101,11082015,11,8,2015,1
1,"2636-001",2636,1,,3,6,30318103005,1,1,3732.28393554688,3,"KILIMANJARO",3,"SAME",181,"**CONFIDENTIAL**",3,"SAMBWENI",5,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",14,11,30,20101,13,1,2015,"**CONFIDENTIAL**",1,20103,15,1,2015,"**CONFIDENTIAL**",10,20104,16,1,2015,101,11082015,11,8,2015,1
1,"2637-001",2637,1,,3,6,30318103005,1,1,3732.28393554688,3,"KILIMANJARO",3,"SAME",181,"**CONFIDENTIAL**",3,"SAMBWENI",5,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",11,4,23,20101,13,1,2015,"**CONFIDENTIAL**",1,20102,14,1,2015,"**CONFIDENTIAL**",10,20102,14,1,2015,101,7082015,7,8,2015,1
1,"2638-001",2638,1,,3,6,30318103005,1,1,3732.28393554688,3,"KILIMANJARO",3,"SAME",181,"**CONFIDENTIAL**",3,"SAMBWENI",5,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",12,4,4,20101,13,1,2015,"**CONFIDENTIAL**",1,20102,14,1,2015,"**CONFIDENTIAL**",10,20102,14,1,2015,101,10082015,10,8,2015,1
1,"2639-001",2639,1,,3,6,30318103005,1,1,3732.28393554688,3,"KILIMANJARO",3,"SAME",181,"**CONFIDENTIAL**",3,"SAMBWENI",5,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",15,3,28,20101,13,1,2015,"**CONFIDENTIAL**",1,20102,14,1,2015,"**CONFIDENTIAL**",10,20102,14,1,2015,101,7082015,7,8,2015,1
1,"2640-001",2640,1,,3,6,30318103005,1,1,3732.28393554688,3,"KILIMANJARO",3,"SAME",181,"**CONFIDENTIAL**",3,"SAMBWENI",5,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",14,4,25,20101,13,1,2015,"**CONFIDENTIAL**",1,20102,14,1,2015,"**CONFIDENTIAL**",10,20102,14,1,2015,101,10082015,10,8,2015,1
1,"2641-001",2641,1,,3,6,30318103005,1,1,3732.28393554688,3,"KILIMANJARO",3,"SAME",181,"**CONFIDENTIAL**",3,"SAMBWENI",5,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",13,3,35,20101,13,1,2015,"**CONFIDENTIAL**",1,20102,14,1,2015,"**CONFIDENTIAL**",10,20103,15,1,2015,101,11082015,11,8,2015,1
1,"2653-001",2653,1,,2,5,30326201009,2,2,2471.09545898438,3,"KILIMANJARO",3,"SAME",262,"**CONFIDENTIAL**",1,"KISIMA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",11,8,31,20019,23,10,2014,"**CONFIDENTIAL**",1,20020,24,10,2014,"**CONFIDENTIAL**",10,20021,25,10,2014,106,16032015,16,3,2015,1
1,"2654-001",2654,1,,2,5,30326201009,2,2,2471.09545898438,3,"KILIMANJARO",3,"SAME",262,"**CONFIDENTIAL**",1,"KISIMA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",11,2,37,20020,24,10,2014,"**CONFIDENTIAL**",1,20021,25,10,2014,"**CONFIDENTIAL**",10,20022,26,10,2014,106,17032015,17,3,2015,1
1,"2655-001",2655,1,,2,5,30326201009,2,2,2471.09545898438,3,"KILIMANJARO",3,"SAME",262,"**CONFIDENTIAL**",1,"KISIMA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",11,7,10,20020,24,10,2014,"**CONFIDENTIAL**",1,20021,25,10,2014,"**CONFIDENTIAL**",10,20022,26,10,2014,106,16032015,16,3,2015,1
1,"2656-001",2656,1,,2,5,30326201009,2,2,2471.09545898438,3,"KILIMANJARO",3,"SAME",262,"**CONFIDENTIAL**",1,"KISIMA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",12,2,37,20020,24,10,2014,"**CONFIDENTIAL**",1,20021,25,10,2014,"**CONFIDENTIAL**",10,20022,26,10,2014,106,17032015,17,3,2015,1
1,"2657-001",2657,1,,2,5,30326201009,2,2,2471.09545898438,3,"KILIMANJARO",3,"SAME",262,"**CONFIDENTIAL**",1,"KISIMA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",13,2,40,20020,24,10,2014,"**CONFIDENTIAL**",1,20021,25,10,2014,"**CONFIDENTIAL**",10,20023,27,10,2014,106,16102014,16,10,2014,1
1,"2658-001",2658,1,,2,5,30326201009,2,2,2471.09545898438,3,"KILIMANJARO",3,"SAME",262,"**CONFIDENTIAL**",1,"KISIMA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",14,8,33,20020,24,10,2014,"**CONFIDENTIAL**",1,20021,25,10,2014,"**CONFIDENTIAL**",10,20022,26,10,2014,106,16032015,16,3,2015,1
1,"2659-001",2659,1,,2,5,30326201009,2,2,2471.09545898438,3,"KILIMANJARO",3,"SAME",262,"**CONFIDENTIAL**",1,"KISIMA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",14,2,41,20020,24,10,2014,"**CONFIDENTIAL**",1,20021,25,10,2014,"**CONFIDENTIAL**",10,20022,26,10,2014,106,16032014,16,3,2014,1
1,"2660-001",2660,1,,2,5,30326201009,2,2,2471.09545898438,3,"KILIMANJARO",3,"SAME",262,"**CONFIDENTIAL**",1,"KISIMA",9,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",15,2,12,20020,24,10,2014,"**CONFIDENTIAL**",1,20021,25,10,2014,"**CONFIDENTIAL**",10,20022,26,10,2014,106,13032015,13,3,2015,1
1,"2672-001",2672,1,,3,6,30411103004,1,1,3492.3232421875,3,"KILIMANJARO",4,"MOSHI",111,"**CONFIDENTIAL**",3,"MARUA",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",14,4,31,20130,11,2,2015,"**CONFIDENTIAL**",1,20130,11,2,2015,"**CONFIDENTIAL**",10,20131,12,2,2015,104,25062015,25,6,2015,1
1,"2673-001",2673,1,,3,6,30411103004,1,1,3492.3232421875,3,"KILIMANJARO",4,"MOSHI",111,"**CONFIDENTIAL**",3,"MARUA",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",12,4,15,20130,11,2,2015,"**CONFIDENTIAL**",1,20130,11,2,2015,"**CONFIDENTIAL**",10,20131,12,2,2015,104,15062015,15,6,2015,1
1,"2674-001",2674,1,,3,6,30411103004,1,1,3492.3232421875,3,"KILIMANJARO",4,"MOSHI",111,"**CONFIDENTIAL**",3,"MARUA",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",12,4,48,20129,10,2,2015,"**CONFIDENTIAL**",1,20129,10,2,2015,"**CONFIDENTIAL**",10,20130,11,2,2015,104,13062015,13,6,2015,1
1,"2675-001",2675,1,,3,6,30411103004,1,1,3492.3232421875,3,"KILIMANJARO",4,"MOSHI",111,"**CONFIDENTIAL**",3,"MARUA",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",11,7,32,20129,10,2,2015,"**CONFIDENTIAL**",1,20129,10,2,2015,"**CONFIDENTIAL**",10,20130,11,2,2015,104,12062015,12,6,2015,1
1,"2676-001",2676,1,,3,6,30411103004,1,1,3492.3232421875,3,"KILIMANJARO",4,"MOSHI",111,"**CONFIDENTIAL**",3,"MARUA",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",13,3,58,20130,11,2,2015,"**CONFIDENTIAL**",1,20130,11,2,2015,"**CONFIDENTIAL**",10,20131,12,2,2015,104,15062015,15,6,2015,1
1,"2677-001",2677,1,,3,6,30411103004,1,1,3492.3232421875,3,"KILIMANJARO",4,"MOSHI",111,"**CONFIDENTIAL**",3,"MARUA",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",13,4,22,20129,10,2,2015,"**CONFIDENTIAL**",1,20129,10,2,2015,"**CONFIDENTIAL**",10,20130,11,2,2015,104,13062015,13,6,2015,1
1,"2678-001",2678,1,,3,6,30411103004,1,1,3492.3232421875,3,"KILIMANJARO",4,"MOSHI",111,"**CONFIDENTIAL**",3,"MARUA",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",11,3,46,20129,10,2,2015,"**CONFIDENTIAL**",1,20129,10,2,2015,"**CONFIDENTIAL**",10,20130,11,2,2015,104,12062015,12,6,2015,1
1,"2679-001",2679,1,,3,6,30411103004,1,1,3492.3232421875,3,"KILIMANJARO",4,"MOSHI",111,"**CONFIDENTIAL**",3,"MARUA",4,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",14,4,37,20129,10,2,2015,"**CONFIDENTIAL**",1,20129,10,2,2015,"**CONFIDENTIAL**",10,20130,11,2,2015,104,12062015,12,6,2015,1
1,"2691-001",2691,1,,3,6,30426103001,1,1,3621.52612304688,3,"KILIMANJARO",4,"MOSHI",261,"**CONFIDENTIAL**",3,"KINDI MSASANI",1,"**CONFIDENTIAL**","**CONFIDENTIAL**","**CONFIDENTIAL**",2,,,,,,,1,"**CONFIDENTIAL**",14,3,11,20137,18,2,2015,"**CONFIDENTIAL**",1,20137,18,2,2015,"**CONFIDENTIAL**",10,20138,19,2,2015,101,28052015,28,5,2015,1
