"vague","grappe","menage","s09cq01","s09cq02","s09cq03"
2,67,1,318,1,800
2,67,1,303,1,2900
2,67,1,321,1,800
2,67,1,305,1,200
2,67,1,306,1,3000
2,214,1,308,1,25000
2,214,1,309,1,10000
2,214,1,306,1,6500
2,214,1,307,1,3100
2,214,1,320,1,2200
2,214,1,303,1,7600
2,214,1,316,1,3500
1,319,11,321,1,2000
1,319,11,317,1,1000
1,319,11,307,1,400
1,319,11,318,1,600
1,319,11,306,1,1500
2,14,1,306,1,1200
2,14,1,318,1,800
2,14,1,309,1,7000
2,14,1,317,1,1000
1,137,2,321,1,1000
1,137,2,317,1,500
1,137,2,306,1,1000
2,579,1,306,1,1000
2,579,1,303,1,3800
2,579,1,317,1,500
2,142,1,321,1,4000
2,142,1,317,1,1000
2,142,1,318,1,2000
2,142,1,320,1,1250
2,142,1,303,1,3000
2,142,1,306,1,1500
2,340,1,321,1,800
2,340,1,306,1,1750
2,340,1,305,1,3000
1,91,8,306,1,1250
1,91,8,305,1,200
1,580,4,308,1,50000
1,580,4,321,1,1500
1,580,4,320,1,5000
1,580,4,317,1,1500
1,580,4,306,1,4000
1,580,4,318,1,3000
1,580,4,305,1,100
1,47,4,318,1,1600
1,47,4,306,1,600
1,47,4,320,1,4000
1,47,4,321,1,3000
1,47,4,307,1,1000
1,47,4,303,1,2900
1,47,4,317,1,800
2,284,1,321,1,3500
2,284,1,317,1,3600
2,284,1,306,1,1900
2,284,1,303,1,3500
2,284,1,316,1,6000
1,514,3,318,1,700
1,514,3,321,1,500
1,514,3,317,1,500
1,514,3,306,1,2500
2,454,1,318,1,2000
2,454,1,321,1,5000
2,454,1,306,1,5000
2,454,1,317,1,3500
1,413,12,321,1,1600
1,413,12,305,1,2200
1,413,12,317,1,1500
1,413,12,306,1,1500
1,413,12,320,1,3000
1,413,12,318,1,1000
2,256,1,303,1,6400
2,256,1,317,1,4000
2,256,1,322,1,300
2,256,1,306,1,3200
2,113,1,317,1,1800
2,113,1,306,1,1500
2,113,1,321,1,3000
2,113,1,320,1,1000
2,113,1,318,1,2000
2,556,1,305,1,500
2,556,1,321,1,1000
2,556,1,306,1,1550
1,329,5,303,1,7600
1,329,5,317,1,1000
1,329,5,316,1,1000
1,329,5,306,1,4500
1,329,5,309,1,10000
1,329,5,308,1,25000
1,329,5,305,1,300
1,329,5,318,1,3000
1,329,5,321,1,1000
1,329,5,320,1,3000
1,329,5,307,1,2000
1,329,5,310,1,1500
1,346,1,318,1,4000
1,346,1,303,1,7000
1,346,1,310,1,1250
1,346,1,321,1,8000
1,346,1,317,1,4000
1,346,1,316,1,8000
1,346,1,306,1,4000
1,346,1,320,1,3000
2,105,1,321,1,3000
2,105,1,318,1,700
2,105,1,303,1,3500
2,105,1,306,1,1500
1,487,9,306,1,375
1,487,9,303,1,3500
2,558,1,305,1,1200
2,558,1,306,1,50
1,189,2,306,1,3500
1,189,2,305,1,1250
1,59,10,321,1,2000
1,59,10,316,1,2000
1,59,10,303,1,5800
1,59,10,320,1,500
1,59,10,306,1,2500
1,59,10,318,1,500
2,292,1,306,1,10000
2,292,1,318,1,600
2,292,1,322,1,600
2,292,1,317,1,250
1,321,6,320,1,500
1,321,6,303,1,3200
1,321,6,306,1,3400
1,321,6,317,1,1500
1,321,6,321,1,2000
1,321,6,322,1,1000
1,321,6,305,1,3000
1,321,6,318,1,700
2,431,2,306,1,5500
2,431,2,318,1,800
2,431,2,321,1,500
2,431,2,320,1,500
2,292,2,307,1,500
2,292,2,320,1,700
2,292,2,317,1,2000
2,292,2,306,1,1500
2,20,1,306,1,6000
2,20,1,310,1,2500
2,20,1,309,1,25000
2,20,1,303,1,8700
2,20,1,318,1,6600
2,20,1,307,1,1000
2,20,1,321,1,12000
2,20,1,320,1,22000
2,20,1,316,1,3000
2,20,1,308,1,35000
2,20,1,317,1,6000
2,492,1,321,1,1000
2,492,1,306,1,1000
2,577,1,317,1,550
2,577,1,306,1,1500
2,577,1,305,1,300
2,380,1,318,1,800
2,380,1,306,1,3500
2,380,1,321,1,1500
1,491,6,316,1,2000
1,491,6,320,1,2000
1,491,6,321,1,1200
1,491,6,322,1,100
1,491,6,306,1,4500
1,491,6,305,1,9000
1,491,6,317,1,1000
2,274,1,305,1,1000
2,274,1,318,1,1000
2,274,1,317,1,10000
2,274,1,306,1,8000
2,270,1,317,1,1000
2,270,1,318,1,400
2,270,1,321,1,2000
2,270,1,320,1,600
2,270,1,306,1,1500
1,597,3,303,1,3750
1,597,3,306,1,1500
1,597,3,317,1,2000
2,80,1,306,1,5000
2,80,1,308,1,40000
2,80,1,309,1,20000
2,80,1,320,1,2000
2,80,1,318,1,2000
2,80,1,303,1,5800
2,80,1,317,1,4500
2,80,1,321,1,9000
2,80,1,316,1,10000
2,80,1,307,1,1500
2,391,1,306,1,2500
2,391,1,318,1,500
2,391,1,305,1,1000
2,391,1,321,1,500
1,468,4,305,1,1000
1,468,4,321,1,3000
1,468,4,316,1,2500
1,468,4,306,1,4000
2,403,1,320,1,3000
2,403,1,321,1,500
2,403,1,317,1,800
2,403,1,306,1,1000
2,276,1,321,1,700
2,276,1,306,1,10500
1,377,7,307,1,2000
1,377,7,318,1,2000
1,377,7,306,1,7500
1,377,7,305,1,3000
1,377,7,320,1,3000
1,377,7,321,1,2000
2,464,1,306,1,1700
2,464,1,317,1,2000
1,275,10,318,1,2000
1,275,10,306,1,5000
1,275,10,321,1,2000
1,275,10,320,1,2500
2,155,1,320,1,9000
2,155,1,316,1,3000
2,155,1,318,1,3500
2,155,1,305,1,2500
2,155,1,317,1,5000
2,155,1,321,1,10000
2,155,1,306,1,5000
2,598,1,306,1,5000
2,598,1,318,1,1000
2,598,1,317,1,1500
2,598,1,320,1,4000
1,17,11,308,1,30000
1,17,11,320,1,800
1,17,11,318,1,2000
1,17,11,306,1,4400
1,17,11,303,1,8700
1,17,11,316,1,2000
1,17,11,307,1,1000
1,17,11,321,1,8000
1,17,11,317,1,1900
2,441,1,307,1,400
2,441,1,306,1,1500
2,526,1,321,1,500
2,526,1,306,1,2100
2,526,1,305,1,1000
2,176,1,316,1,5000
2,176,1,319,1,1500
2,176,1,303,1,6800
2,176,1,308,1,40000
2,176,1,317,1,1500
2,176,1,306,1,1000
2,176,1,309,1,10000
2,176,1,318,1,1000
2,176,1,321,1,8000
2,553,1,317,1,2000
2,553,1,306,1,1100
2,188,1,318,1,500
2,188,1,306,1,900
2,188,1,317,1,1000
1,339,12,317,1,1000
1,339,12,305,1,600
1,362,3,306,1,3600
1,362,3,305,1,2250
1,362,3,321,1,2000
1,362,3,322,1,200
2,598,2,306,1,4000
2,598,2,321,1,3000
2,460,1,318,1,2000
2,460,1,306,1,2400
2,460,1,317,1,1200
2,460,1,303,1,4000
2,460,1,319,1,1400
1,394,10,306,1,1200
1,394,10,303,1,3200
1,394,10,317,1,500
2,324,1,306,1,5000
2,324,1,307,1,1500
2,324,1,321,1,6000
2,324,1,303,1,3000
1,474,1,321,1,600
1,474,1,306,1,150
1,474,1,305,1,500
1,442,12,306,1,2000
1,442,12,305,1,500
1,442,12,318,1,1000
1,442,12,320,1,1000
1,442,12,321,1,1500
2,382,1,306,1,1075
2,412,1,306,1,4000
2,412,1,317,1,2400
2,412,1,321,1,3000
2,412,1,320,1,5000
2,412,1,318,1,3000
2,412,1,303,1,1500
2,294,1,317,1,3000
2,294,1,306,1,1700
2,294,1,322,1,500
2,294,1,305,1,150
2,172,1,306,1,1500
2,172,1,321,1,1400
2,172,1,317,1,500
2,172,1,305,1,300
1,518,5,321,1,2000
1,518,5,306,1,5000
2,207,1,317,1,5500
2,207,1,307,1,500
2,207,1,316,1,3000
2,207,1,306,1,10600
2,207,1,303,1,9300
2,136,1,321,1,4000
2,136,1,317,1,1000
2,136,1,306,1,900
2,382,2,306,1,2000
2,382,2,303,1,6400
2,254,1,306,1,7500
2,254,1,305,1,500
2,254,1,321,1,2500
2,254,1,320,1,6000
2,216,1,306,1,15000
2,216,1,317,1,1000
2,216,1,318,1,2500
1,161,5,310,1,1500
1,161,5,318,1,1000
1,161,5,306,1,2500
1,161,5,316,1,2000
1,161,5,320,1,1000
1,161,5,321,1,2500
1,112,11,306,1,2500
1,112,11,317,1,1000
1,112,11,320,1,1000
1,133,5,303,1,3000
1,133,5,310,1,2000
1,133,5,304,1,9000
1,133,5,306,1,5000
2,225,1,309,1,3000
2,225,1,318,1,500
2,225,1,317,1,1000
2,225,1,306,1,1000
1,389,6,317,1,1500
1,389,6,320,1,5000
1,389,6,307,1,1500
1,389,6,321,1,5600
1,389,6,318,1,2000
1,389,6,306,1,2500
2,238,1,318,1,500
2,238,1,302,1,2800
2,238,1,317,1,600
2,238,1,321,1,1000
2,238,1,306,1,500
2,82,1,320,1,1000
2,82,1,317,1,500
2,82,1,306,1,2500
2,82,1,316,1,500
2,82,1,318,1,750
1,554,1,303,1,4000
1,554,1,308,1,20000
1,554,1,307,1,3000
1,554,1,305,1,500
1,554,1,306,1,1500
1,554,1,316,1,1000
1,554,1,318,1,1500
2,575,1,306,1,4000
2,575,1,321,1,700
2,575,1,305,1,200
2,203,1,321,1,1800
2,203,1,306,1,3500
1,242,7,306,1,2000
1,242,7,321,1,750
1,239,5,306,1,2000
1,239,5,321,1,10000
1,239,5,305,1,1000
1,239,5,317,1,2500
2,486,1,306,1,400
2,486,1,305,1,900
2,369,1,306,1,2500
2,369,1,317,1,3500
2,369,1,308,1,20000
2,369,1,320,1,600
2,369,1,318,1,2100
2,369,1,321,1,3000
2,306,1,311,1,10000
2,306,1,306,1,7000
2,306,1,307,1,500
2,306,1,317,1,6000
2,306,1,318,1,1500
2,306,1,320,1,1500
2,306,1,305,1,1000
2,306,1,303,1,15000
2,306,1,321,1,12000
1,565,10,317,1,750
1,565,10,306,1,1000
2,136,2,306,1,4000
2,136,2,321,1,2200
2,417,1,322,1,1500
2,417,1,306,1,4000
2,417,1,318,1,2000
2,367,1,303,1,9000
2,367,1,318,1,2100
2,367,1,321,1,23000
2,424,1,318,1,1500
2,424,1,306,1,3500
2,424,1,317,1,1200
2,422,1,317,1,1200
2,422,1,318,1,600
2,422,1,306,1,6000
2,422,1,321,1,2900
2,280,1,305,1,1400
2,280,1,306,1,1100
1,499,10,320,1,1500
1,499,10,307,1,2000
1,499,10,322,1,500
1,499,10,317,1,2000
1,499,10,305,1,2500
1,499,10,316,1,9750
1,499,10,318,1,1800
1,499,10,306,1,15000
1,499,10,321,1,4800
1,152,12,306,1,2900
1,152,12,321,1,2300
1,83,1,306,1,5000
1,83,1,318,1,500
1,83,1,321,1,1000
1,83,1,317,1,7000
1,83,1,320,1,5000
1,402,3,316,1,2000
1,402,3,320,1,500
1,402,3,317,1,1200
1,402,3,322,1,1000
1,402,3,318,1,1000
1,402,3,306,1,3200
1,402,3,303,1,3500
1,402,3,321,1,2800
1,479,5,316,1,3000
1,479,5,306,1,1750
1,479,5,321,1,1000
1,479,5,305,1,750
1,483,7,305,1,300
1,333,4,317,1,1000
1,333,4,316,1,3000
1,333,4,303,1,3000
1,333,4,320,1,8000
1,333,4,307,1,1500
1,333,4,309,1,5000
1,333,4,318,1,2400
1,333,4,306,1,4000
1,333,4,310,1,1000
2,417,2,306,1,6000
2,417,2,318,1,600
2,140,1,321,1,3000
2,140,1,303,1,3100
2,140,1,306,1,550
2,140,1,318,1,600
1,545,7,321,1,1750
1,545,7,305,1,300
1,545,7,306,1,1600
2,62,1,306,1,1500
2,62,1,318,1,2600
2,62,1,321,1,12000
1,19,7,318,1,2000
1,19,7,317,1,1000
1,19,7,321,1,4000
1,19,7,306,1,500
1,19,7,303,1,1500
2,573,1,317,1,300
2,573,1,306,1,300
1,408,5,321,1,900
1,408,5,306,1,4000
1,408,5,303,1,1600
1,408,5,305,1,500
1,578,11,306,1,750
1,578,11,320,1,2000
1,578,11,317,1,250
1,578,11,318,1,500
1,411,4,306,1,3300
1,411,4,322,1,200
1,411,4,318,1,2000
1,411,4,317,1,4000
1,411,4,320,1,1500
1,411,4,307,1,2000
1,411,4,321,1,7000
1,411,4,303,1,10000
2,132,1,318,1,1750
2,132,1,320,1,6000
2,132,1,316,1,3000
2,132,1,321,1,1600
2,132,1,306,1,8000
2,132,1,305,1,4000
2,405,1,303,1,6400
2,405,1,321,1,600
2,405,1,306,1,6500
2,405,1,318,1,800
2,405,1,320,1,800
2,490,1,311,1,4000
2,490,1,321,1,2500
2,490,1,316,1,2000
2,490,1,306,1,3250
1,112,3,306,1,1400
1,112,3,317,1,1000
1,112,3,318,1,750
1,112,3,303,1,3500
1,112,3,310,1,1600
1,112,3,320,1,500
2,298,1,306,1,2000
2,298,1,303,1,6000
2,298,1,311,1,1000
2,298,1,321,1,4000
2,298,1,320,1,1500
2,298,1,317,1,1500
2,298,1,307,1,1500
2,105,2,306,1,2800
2,105,2,305,1,200
2,102,1,306,1,1000
2,102,1,317,1,500
2,111,1,306,1,1800
2,111,1,317,1,1200
1,321,7,318,1,2000
1,321,7,321,1,3500
1,321,7,306,1,5500
1,321,7,316,1,2500
1,321,7,303,1,10000
2,304,1,318,1,2400
2,304,1,310,1,1000
2,304,1,306,1,5750
2,304,1,309,1,12000
2,304,1,320,1,2000
2,304,1,303,1,6000
2,304,1,317,1,2500
2,304,1,321,1,9000
1,413,5,305,1,800
1,413,5,306,1,6000
1,413,5,321,1,1800
1,413,5,320,1,1000
1,335,4,317,1,2000
1,335,4,306,1,500
2,314,1,320,1,1500
2,314,1,321,1,3000
2,314,1,303,1,6000
2,314,1,318,1,500
2,314,1,306,1,3500
1,239,2,306,1,25000
1,239,2,321,1,5000
1,508,6,318,1,1800
1,508,6,321,1,6000
1,508,6,316,1,4500
1,508,6,310,1,600
1,508,6,317,1,1000
1,508,6,305,1,1500
1,508,6,306,1,3900
1,275,5,305,1,500
1,275,5,321,1,1000
1,275,5,320,1,3000
1,275,5,303,1,1500
1,275,5,306,1,5000
1,275,5,307,1,2000
2,542,1,305,1,2000
2,542,1,306,1,1500
2,192,1,321,1,2100
2,192,1,316,1,4500
2,192,1,320,1,1000
2,192,1,306,1,1500
1,398,2,305,1,300
1,398,2,306,1,3600
1,61,11,306,1,1550
1,61,11,303,1,11600
1,479,4,320,1,6000
1,479,4,316,1,6000
1,479,4,309,1,15000
1,479,4,306,1,7000
1,479,4,322,1,1000
1,479,4,305,1,1000
1,479,4,303,1,3750
1,479,4,321,1,3800
1,574,2,306,1,3000
1,574,2,317,1,2000
1,574,2,322,1,500
1,574,2,320,1,2000
1,574,2,318,1,2500
1,574,2,321,1,7500
2,42,1,303,1,2800
2,42,1,306,1,3000
2,42,1,317,1,750
1,366,2,306,1,3000
1,366,2,320,1,800
1,366,2,321,1,2000
1,366,2,317,1,2000
1,366,2,310,1,800
1,281,1,317,1,500
1,281,1,318,1,600
1,281,1,313,1,
1,281,1,316,1,2500
1,281,1,321,1,3200
1,281,1,307,1,1700
1,281,1,320,1,3000
1,281,1,306,1,1150
1,281,1,305,1,800
2,10,1,317,1,4000
2,10,1,306,1,10000
2,10,1,316,1,3000
2,10,1,320,1,2700
2,10,1,309,1,17000
2,10,1,321,1,10000
2,10,1,318,1,5000
2,236,1,320,1,1000
2,236,1,306,1,2000
2,236,1,321,1,3000
2,236,1,305,1,1000
2,282,1,318,1,1000
2,282,1,306,1,2000
2,282,1,321,1,1000
1,137,3,306,1,1250
1,127,12,317,1,500
1,127,12,306,1,5000
1,127,12,321,1,1000
1,127,12,303,1,4500
1,127,12,316,1,7500
1,127,12,318,1,500
1,127,12,309,1,3000
1,127,12,310,1,1000
1,127,12,320,1,2000
1,366,9,321,1,2000
1,366,9,306,1,1300
1,366,9,318,1,600
1,366,9,317,1,2000
1,366,9,310,1,1500
1,366,9,320,1,800
1,505,7,305,1,500
1,505,7,306,1,750
1,283,3,321,1,10000
1,283,3,303,1,3200
1,283,3,305,1,100
1,283,3,307,1,1000
1,283,3,306,1,4000
1,283,3,318,1,600
2,142,2,318,1,500
2,142,2,306,1,2000
2,196,1,305,1,1000
2,196,1,306,1,1500
1,177,7,317,1,1000
1,177,7,303,1,3500
1,177,7,320,1,2500
1,177,7,318,1,600
1,177,7,306,1,1500
1,177,7,321,1,1000
2,482,1,308,1,10000
2,482,1,306,1,4500
2,482,1,303,1,4000
1,477,7,322,1,200
1,477,7,321,1,2900
1,477,7,303,1,28000
1,477,7,306,1,2750
1,341,8,306,1,2000
1,341,8,303,1,1500
1,341,8,307,1,1000
1,271,6,306,1,2350
1,271,6,318,1,1200
1,127,6,307,1,4500
1,127,6,318,1,500
1,127,6,305,1,1200
1,127,6,306,1,4000
1,127,6,303,1,3000
1,127,6,321,1,1500
2,433,1,306,1,2100
2,433,1,321,1,1500
2,433,1,305,1,4000
1,273,9,318,1,1200
1,273,9,306,1,3000
2,399,1,321,1,1000
2,399,1,320,1,1500
2,399,1,322,1,100
2,399,1,318,1,1400
2,399,1,306,1,2800
1,434,9,321,1,1000
1,434,9,306,1,1500
1,434,9,322,1,600
2,292,3,316,1,2000
2,292,3,303,1,3100
2,292,3,320,1,4000
2,292,3,306,1,10500
2,292,3,321,1,5000
2,292,3,318,1,3000
2,292,3,317,1,2000
1,423,1,308,1,30000
1,423,1,303,1,3550
1,423,1,318,1,5600
1,423,1,309,1,10000
1,423,1,317,1,3000
1,423,1,306,1,5000
1,423,1,316,1,6000
1,199,10,306,1,650
1,199,10,321,1,800
1,199,10,317,1,900
1,463,2,306,1,3000
1,463,2,321,1,1500
1,249,11,306,1,1000
1,249,11,305,1,500
1,249,11,321,1,500
2,123,1,316,1,1000
2,123,1,320,1,400
2,123,1,317,1,1500
2,123,1,306,1,1000
1,157,6,318,1,3700
1,157,6,310,1,1500
1,157,6,321,1,5500
1,157,6,306,1,14500
1,157,6,320,1,1600
1,157,6,317,1,4500
1,157,6,303,1,3200
1,85,12,320,1,1800
1,85,12,318,1,1250
1,85,12,317,1,1200
2,272,1,317,1,1500
2,272,1,321,1,4000
2,272,1,320,1,2000
2,272,1,318,1,2000
2,272,1,306,1,6000
1,400,4,321,1,3000
1,400,4,305,1,1200
1,400,4,320,1,2500
1,400,4,306,1,5500
2,308,1,306,1,1000
2,496,1,321,1,3000
2,496,1,306,1,1300
1,557,11,305,1,1500
1,557,11,306,1,2500
1,557,11,321,1,1500
2,435,1,321,1,6500
2,435,1,305,1,2500
2,435,1,306,1,4500
2,351,1,306,1,3700
2,351,1,321,1,1000
2,351,1,317,1,500
1,161,4,321,1,3500
1,161,4,306,1,3000
1,161,4,310,1,2000
1,161,4,317,1,2000
1,161,4,316,1,4500
1,161,4,318,1,1000
1,161,4,303,1,3000
1,161,4,307,1,1000
2,46,1,307,1,1000
2,46,1,303,1,6000
2,46,1,317,1,1200
2,46,1,306,1,3800
2,46,1,321,1,4000
2,46,1,318,1,1500
1,576,3,306,1,1000
1,576,3,317,1,1000
2,111,2,317,1,800
2,111,2,306,1,2500
2,111,2,302,1,7800
2,111,2,305,1,350
2,111,2,301,1,8000
2,190,1,305,1,600
2,190,1,317,1,1500
2,190,1,306,1,1000
2,117,1,306,1,800
2,117,1,317,1,500
2,117,1,321,1,800
2,26,1,307,1,2500
2,26,1,306,1,4500
2,26,1,318,1,1500
2,26,1,303,1,5800
1,415,1,318,1,500
1,415,1,306,1,1500
1,415,1,305,1,600
1,415,1,303,1,1750
1,415,1,321,1,1000
1,237,12,306,1,2400
1,237,12,305,1,1250
1,237,12,317,1,1200
2,534,1,318,1,500
2,534,1,317,1,500
2,534,1,306,1,1000
2,534,1,321,1,1500
1,459,4,303,1,7000
1,459,4,317,1,1400
1,459,4,306,1,3000
1,459,4,318,1,1500
2,250,1,305,1,2000
2,250,1,321,1,3000
2,250,1,306,1,5000
1,597,12,317,1,400
1,597,12,305,1,1000
1,597,12,306,1,1250
2,168,1,303,1,1500
2,168,1,320,1,500
2,168,1,305,1,500
2,168,1,321,1,700
2,168,1,306,1,1300
2,146,1,305,1,500
2,146,1,321,1,2800
2,146,1,316,1,1500
2,146,1,306,1,2000
1,429,6,306,1,14700
1,200,3,306,1,700
1,200,3,321,1,500
1,200,3,303,1,4700
2,304,2,321,1,10000
2,304,2,303,1,6000
2,304,2,306,1,3000
2,304,2,309,1,3500
2,304,2,320,1,10000
2,304,2,317,1,2000
2,304,2,310,1,1500
1,461,3,303,1,6000
1,461,3,305,1,1500
1,461,3,317,1,3500
1,461,3,306,1,6000
2,88,1,316,1,500
2,88,1,305,1,700
2,88,1,322,1,500
2,88,1,306,1,1500
2,407,1,321,1,7000
2,407,1,318,1,4000
2,407,1,306,1,7000
2,407,1,317,1,1500
2,407,1,303,1,6500
2,276,2,306,1,8000
2,452,1,321,1,1200
2,452,1,305,1,400
2,452,1,316,1,500
2,452,1,318,1,1000
2,452,1,306,1,1500
2,28,1,318,1,3500
2,28,1,322,1,3600
2,28,1,317,1,2500
2,28,1,307,1,2000
2,28,1,308,1,50000
2,28,1,311,1,10000
2,28,1,306,1,5000
2,28,1,303,1,2900
2,4,1,309,1,1200
2,4,1,321,1,1000
2,342,1,305,1,300
2,342,1,307,1,1000
2,342,1,320,1,2000
2,342,1,306,1,2500
1,339,9,306,1,600
1,339,9,305,1,500
1,154,7,317,1,1000
1,154,7,321,1,1750
1,154,7,303,1,3100
1,154,7,318,1,500
1,154,7,320,1,1000
1,154,7,316,1,1500
1,154,7,306,1,1500
2,181,1,306,1,5000
2,181,1,305,1,1250
2,111,3,317,1,1000
2,111,3,306,1,5000
2,111,3,303,1,2700
2,111,3,305,1,100
2,111,3,318,1,2800
1,578,6,318,1,600
1,578,6,313,1,
1,578,6,307,1,150
1,578,6,306,1,4000
1,578,6,320,1,3000
1,578,6,317,1,1000
1,578,6,305,1,200
1,489,2,321,1,2000
1,489,2,305,1,1800
1,489,2,306,1,2000
1,489,2,318,1,500
2,296,1,321,1,4500
2,296,1,318,1,2000
2,296,1,306,1,5800
2,296,1,303,1,9300
2,296,1,317,1,1000
2,588,1,306,1,2250
2,588,1,320,1,500
2,588,1,321,1,2000
2,588,1,305,1,900
2,588,1,318,1,2000
2,94,1,306,1,5000
2,94,1,321,1,2000
2,94,1,318,1,1000
2,365,1,320,1,450
2,365,1,322,1,500
2,365,1,306,1,1500
2,365,1,321,1,1000
2,365,1,317,1,1200
2,365,1,310,1,400
2,365,1,318,1,1400
2,365,1,303,1,3100
1,411,6,303,1,3200
1,411,6,306,1,4000
1,411,6,317,1,2600
1,411,6,321,1,4000
2,201,1,309,1,15000
2,201,1,306,1,6000
2,201,1,322,1,1000
2,201,1,317,1,3000
2,201,1,303,1,24500
2,201,1,310,1,1500
2,201,1,307,1,3000
2,201,1,308,1,20000
2,109,1,318,1,3000
2,109,1,317,1,15000
2,109,1,320,1,3000
2,109,1,306,1,15000
2,109,1,303,1,9000
2,109,1,321,1,10000
2,109,1,308,1,30000
1,206,9,303,1,6400
1,206,9,317,1,2250
1,206,9,307,1,250
1,206,9,306,1,7500
1,179,2,317,1,1000
1,179,2,306,1,4000
1,179,2,321,1,3000
1,103,10,306,1,1000
1,103,10,317,1,1500
1,133,4,309,1,2500
1,133,4,316,1,2000
1,133,4,305,1,1500
1,133,4,320,1,2500
1,133,4,321,1,4000
1,133,4,306,1,8000
1,133,4,317,1,3000
2,88,2,305,1,1500
2,88,2,306,1,3500
2,88,2,318,1,1000
2,88,2,317,1,1000
2,88,2,321,1,1500
1,173,10,303,1,1100
1,173,10,317,1,600
1,173,10,318,1,500
1,173,10,316,1,1500
1,199,5,316,1,500
1,199,5,317,1,500
1,199,5,322,1,100
1,199,5,307,1,1000
1,199,5,318,1,700
1,199,5,306,1,100
2,170,1,318,1,1500
2,170,1,321,1,1600
2,170,1,320,1,4000
2,170,1,305,1,1500
2,170,1,306,1,7000
2,170,1,310,1,1000
2,170,1,303,1,3000
2,170,1,317,1,500
1,567,3,305,1,500
1,567,3,320,1,7050
1,567,3,306,1,2500
1,567,3,318,1,1500
1,567,3,317,1,3000
2,388,1,321,1,4200
2,388,1,306,1,16500
2,388,1,320,1,3000
2,388,1,322,1,100
2,388,1,318,1,2000
2,388,1,303,1,6000
1,118,7,318,1,2400
1,118,7,306,1,3000
1,118,7,317,1,4000
1,118,7,320,1,1000
1,118,7,321,1,10000
1,17,9,319,1,5000
1,17,9,311,1,24000
1,17,9,309,1,15000
