"vague","grappe","menage","s09cq01","s09cq02","s09cq03"
1,5,2,303,1,11200
1,545,12,321,1,500
1,545,12,306,1,1500
1,514,2,318,1,6000
1,514,2,306,1,6000
1,514,2,321,1,5000
1,514,2,303,1,3500
2,338,6,305,1,1000
2,338,6,321,1,2000
2,338,6,306,1,3000
1,531,6,317,1,800
1,531,6,306,1,9000
1,89,3,306,1,2000
1,438,5,321,1,1500
1,438,5,306,1,1000
1,438,5,317,1,3000
1,438,5,307,1,1500
1,438,5,318,1,5000
2,168,4,321,1,2000
2,168,4,306,1,4000
2,168,4,305,1,1000
2,168,4,318,1,500
2,168,4,310,1,600
2,168,4,303,1,9000
2,168,4,320,1,6000
2,168,4,317,1,1000
1,202,3,317,1,2100
1,202,3,306,1,2000
1,202,3,303,1,4700
2,168,5,318,1,1000
2,168,5,320,1,4500
2,168,5,317,1,3000
2,168,5,306,1,3900
2,168,5,321,1,4500
1,313,12,321,1,800
1,313,12,303,1,3000
1,313,12,306,1,2000
1,313,12,318,1,500
1,220,10,317,1,1000
1,220,10,306,1,3000
1,220,10,318,1,1000
1,220,10,321,1,3000
1,220,10,320,1,6000
1,91,3,317,1,1500
1,91,3,306,1,1500
1,199,11,321,1,2000
1,199,11,306,1,2000
1,309,10,321,1,4500
1,309,10,316,1,5000
1,309,10,306,1,4500
1,191,8,318,1,800
1,191,8,317,1,300
1,191,8,306,1,3050
1,191,8,321,1,1000
1,191,8,303,1,3800
1,578,2,303,1,1800
1,578,2,317,1,1500
1,578,2,311,1,1500
1,578,2,306,1,3000
2,441,5,306,1,1000
2,441,5,321,1,1200
1,224,1,307,1,1000
1,224,1,316,1,3000
1,224,1,306,1,1000
1,224,1,320,1,3000
1,224,1,321,1,5000
1,224,1,305,1,450
2,60,4,317,1,1000
2,60,4,303,1,6000
2,60,4,318,1,800
2,60,4,321,1,5000
2,60,4,320,1,500
2,60,4,306,1,550
1,103,4,306,1,500
1,103,4,305,1,1000
2,223,5,317,1,2000
2,223,5,306,1,1500
1,237,9,316,1,2000
1,237,9,306,1,1000
1,237,9,317,1,750
1,112,8,318,1,600
1,112,8,317,1,1500
1,112,8,320,1,2000
1,112,8,306,1,1700
1,593,12,321,1,2100
1,593,12,320,1,3500
1,593,12,316,1,500
1,593,12,306,1,2500
1,593,12,318,1,1000
2,471,2,321,1,2000
2,471,2,306,1,2000
1,423,10,306,1,6500
1,423,10,318,1,1500
1,423,10,320,1,2000
1,423,10,317,1,2400
1,423,10,321,1,3000
1,43,4,303,1,2900
1,43,4,317,1,1000
1,43,4,306,1,3600
1,323,5,316,1,2000
1,323,5,310,1,1500
1,323,5,318,1,500
1,323,5,322,1,100
1,323,5,320,1,3000
1,323,5,306,1,7000
1,323,5,305,1,100
1,323,5,303,1,4500
2,354,3,308,1,15000
2,354,3,318,1,750
2,354,3,317,1,1000
2,354,3,321,1,3000
2,354,3,303,1,4800
2,354,3,316,1,2500
2,354,3,310,1,2000
2,354,3,320,1,1000
2,354,3,306,1,980
2,60,5,306,1,2000
2,60,5,318,1,800
2,60,5,305,1,800
2,60,5,321,1,1000
2,60,5,317,1,1000
1,472,1,303,1,3750
1,472,1,306,1,5600
1,472,1,308,1,15000
1,472,1,320,1,6000
1,408,4,303,1,6600
1,408,4,318,1,600
1,408,4,317,1,1000
1,408,4,305,1,1200
1,408,4,321,1,1500
1,408,4,306,1,4000
1,489,6,306,1,900
1,489,6,313,1,1100
1,135,8,309,1,6000
1,135,8,321,1,8000
1,135,8,320,1,6900
1,135,8,318,1,1500
1,135,8,306,1,3500
2,115,4,321,1,1500
2,115,4,306,1,1800
2,115,4,318,1,600
2,115,4,320,1,500
2,115,4,317,1,1000
1,224,6,321,1,20000
1,224,6,318,1,9000
1,224,6,306,1,1000
1,224,6,320,1,2500
1,224,6,317,1,4000
1,224,6,307,1,1000
1,103,9,321,1,1000
1,103,9,318,1,800
1,103,9,306,1,800
2,291,8,318,1,1000
2,291,8,317,1,2000
2,291,8,306,1,1500
2,291,8,322,1,500
2,291,8,316,1,3000
2,291,8,303,1,3200
2,121,7,306,1,1000
2,121,7,301,1,5000
2,121,7,320,1,800
2,121,7,317,1,1000
1,440,7,305,1,1000
1,440,7,306,1,2000
1,440,7,321,1,1000
1,167,11,321,1,22000
1,167,11,318,1,6350
1,167,11,317,1,6000
1,167,11,307,1,1200
1,167,11,320,1,7800
1,167,11,306,1,7550
1,167,11,303,1,3200
2,12,5,321,1,25000
2,12,5,316,1,4500
2,12,5,318,1,4500
2,12,5,306,1,12000
2,12,5,317,1,7000
2,12,5,309,1,24000
2,12,5,320,1,8000
2,12,5,303,1,17200
2,238,5,306,1,9000
2,170,4,303,1,3000
2,170,4,306,1,3000
2,170,4,310,1,1000
2,170,4,318,1,1000
2,170,4,320,1,4000
1,325,4,309,1,5000
1,325,4,306,1,2250
1,325,4,310,1,2000
1,325,4,308,1,25000
1,325,4,303,1,12000
1,325,4,317,1,2000
1,141,5,318,1,6500
1,141,5,310,1,3000
1,141,5,303,1,4500
1,141,5,306,1,1000
1,141,5,317,1,500
1,141,5,308,1,28000
2,76,4,318,1,2000
2,76,4,311,1,8000
2,76,4,320,1,1000
2,76,4,306,1,3000
2,76,4,321,1,5500
2,76,4,317,1,2500
2,76,4,303,1,4400
1,85,2,318,1,5000
1,85,2,316,1,12000
1,85,2,313,1,
1,85,2,320,1,6000
1,85,2,307,1,3000
1,85,2,317,1,5000
1,85,2,303,1,5800
1,85,2,306,1,12900
1,85,2,321,1,6000
2,149,2,321,1,1500
2,149,2,317,1,1000
2,149,2,318,1,800
2,149,2,306,1,1250
2,149,2,310,1,800
2,352,9,322,1,2500
2,352,9,306,1,10000
2,352,9,318,1,3000
2,352,9,321,1,6000
1,182,9,305,1,750
1,182,9,306,1,7500
2,587,4,306,1,500
2,587,4,305,1,300
1,535,9,318,1,700
1,535,9,307,1,1000
1,535,9,317,1,2000
1,535,9,309,1,9000
1,535,9,306,1,2000
1,379,11,303,1,7000
1,379,11,318,1,3000
1,379,11,317,1,5000
1,379,11,321,1,3000
1,379,11,306,1,3000
1,379,11,320,1,5000
1,593,5,321,1,2000
1,593,5,305,1,1500
1,593,5,318,1,1250
1,593,5,317,1,3500
1,593,5,306,1,7500
1,593,5,320,1,3000
2,310,4,317,1,950
1,470,1,318,1,1000
1,470,1,303,1,1700
1,470,1,321,1,500
1,470,1,306,1,1000
1,565,11,317,1,1000
1,565,11,305,1,500
1,565,11,318,1,1200
1,565,11,306,1,2200
1,37,2,318,1,1200
1,37,2,310,1,1000
1,37,2,321,1,700
1,37,2,317,1,2100
1,37,2,303,1,5800
2,231,3,317,1,900
2,231,3,321,1,1000
2,231,3,307,1,1000
2,231,3,318,1,1200
2,231,3,306,1,2500
1,445,4,305,1,1200
1,445,4,317,1,1650
1,445,4,320,1,1500
1,445,4,318,1,2500
1,445,4,321,1,4000
1,445,4,306,1,10500
2,67,2,305,1,400
2,67,2,308,1,40000
2,67,2,309,1,20000
2,67,2,321,1,10000
2,67,2,303,1,9000
2,67,2,306,1,10000
2,478,3,306,1,2500
2,478,3,305,1,1500
2,478,3,317,1,4000
1,161,1,316,1,7500
1,161,1,306,1,3700
1,161,1,310,1,2000
1,161,1,303,1,6000
1,161,1,321,1,4750
1,161,1,317,1,3000
1,161,1,320,1,3500
1,161,1,318,1,1000
1,572,6,317,1,1000
1,572,6,306,1,1000
1,572,6,318,1,600
1,572,6,321,1,1200
1,572,6,316,1,500
1,572,6,320,1,500
2,312,2,306,1,1500
2,312,2,318,1,1000
2,312,2,321,1,1000
1,574,12,317,1,3000
1,574,12,318,1,1000
1,574,12,305,1,200
1,574,12,306,1,1500
1,331,10,320,1,1500
1,331,10,303,1,8700
1,331,10,311,1,6000
1,331,10,306,1,2300
1,331,10,317,1,3000
1,331,10,308,1,35000
2,245,3,305,1,3500
2,245,3,317,1,1800
2,245,3,318,1,5000
2,245,3,306,1,15000
2,530,5,317,1,3000
2,530,5,322,1,600
2,530,5,318,1,2400
2,530,5,316,1,5000
2,530,5,309,1,13500
2,530,5,321,1,4200
2,530,5,306,1,1300
1,47,2,320,1,1000
1,47,2,306,1,1000
1,47,2,316,1,5000
1,47,2,318,1,800
1,47,2,303,1,2900
1,122,3,320,1,3500
1,122,3,321,1,2000
1,122,3,306,1,2500
1,122,3,317,1,1500
1,122,3,318,1,750
1,261,12,317,1,3000
1,261,12,321,1,9000
1,261,12,303,1,3100
1,261,12,318,1,2000
1,261,12,320,1,3000
1,261,12,306,1,8000
2,568,3,306,1,2000
2,568,3,317,1,500
1,311,2,316,1,300
1,311,2,321,1,500
1,311,2,306,1,2000
1,145,1,306,1,3000
1,145,1,320,1,1000
1,145,1,321,1,2200
2,395,5,306,1,4000
1,93,7,320,1,3500
1,93,7,321,1,1000
1,93,7,306,1,4000
2,551,6,306,1,4000
2,560,2,306,1,2000
2,560,2,317,1,1800
2,560,2,321,1,1500
1,275,7,306,1,500
2,246,5,313,1,200
2,246,5,321,1,600
2,246,5,306,1,250
1,390,2,318,1,600
1,390,2,320,1,800
1,390,2,306,1,3300
1,157,3,317,1,2100
1,157,3,318,1,3000
1,157,3,320,1,4100
1,157,3,303,1,3150
1,157,3,321,1,2800
1,157,3,306,1,12000
2,318,3,306,1,3500
2,318,3,320,1,3000
2,519,2,305,1,375
2,519,2,306,1,1000
2,272,6,317,1,250
2,272,6,306,1,500
2,272,6,321,1,2000
1,186,6,306,1,4000
2,56,4,320,1,1600
2,56,4,303,1,5800
2,56,4,306,1,8500
2,56,4,319,1,1000
2,56,4,317,1,5000
1,224,10,307,1,600
1,224,10,305,1,750
1,224,10,306,1,2000
2,164,3,306,1,350
2,164,3,321,1,500
2,367,5,306,1,2000
2,367,5,305,1,500
1,545,1,306,1,7500
1,545,1,318,1,1000
1,545,1,316,1,1500
1,545,1,321,1,1000
1,341,10,306,1,3000
1,341,10,317,1,1000
1,341,10,305,1,600
2,219,6,317,1,2000
2,219,6,306,1,1500
2,219,6,305,1,500
1,413,8,305,1,800
1,413,8,306,1,3500
1,413,8,321,1,1200
1,413,8,303,1,3000
2,332,3,318,1,1500
2,332,3,306,1,3000
2,332,3,303,1,3000
1,396,4,305,1,600
1,396,4,303,1,3000
1,396,4,306,1,2600
2,418,6,305,1,750
2,418,6,306,1,3000
2,480,6,318,1,750
2,480,6,306,1,2500
2,480,6,321,1,1000
1,265,4,322,1,200
1,265,4,306,1,3000
1,265,4,321,1,3500
1,265,4,310,1,1000
1,265,4,318,1,1000
1,265,4,320,1,2500
1,265,4,303,1,3500
2,388,2,320,1,600
2,388,2,306,1,4000
2,388,2,317,1,500
2,188,4,306,1,600
2,188,4,317,1,1000
2,349,5,306,1,7000
2,349,5,305,1,1000
2,349,5,318,1,2000
2,349,5,320,1,3000
2,349,5,316,1,2000
2,349,5,321,1,3000
1,442,1,305,1,1000
1,442,1,306,1,2000
1,442,1,321,1,1000
1,442,1,320,1,1000
1,104,6,317,1,500
1,104,6,303,1,3500
1,104,6,306,1,2000
1,104,6,321,1,1000
1,104,6,318,1,650
2,361,3,317,1,1200
2,361,3,305,1,2400
2,361,3,316,1,1500
2,361,3,306,1,2000
1,512,7,321,1,3000
1,512,7,306,1,2000
1,512,7,317,1,1500
2,314,5,303,1,16500
2,314,5,305,1,3500
2,314,5,321,1,10000
2,314,5,317,1,4500
2,314,5,306,1,15600
2,300,5,317,1,7000
2,300,5,303,1,1400
2,300,5,318,1,2000
1,39,1,320,1,3600
1,39,1,317,1,1500
1,39,1,310,1,1000
1,39,1,318,1,1500
1,39,1,316,1,5000
1,39,1,313,1,
1,39,1,321,1,2500
1,39,1,303,1,8700
1,39,1,306,1,5000
1,116,9,317,1,500
2,207,4,321,1,1500
2,207,4,306,1,4000
2,207,4,303,1,9300
1,110,6,316,1,500
1,110,6,306,1,1000
1,110,6,317,1,500
2,238,6,318,1,3500
2,238,6,306,1,1500
2,238,6,316,1,900
2,238,6,317,1,1200
2,238,6,321,1,2000
1,61,6,306,1,15000
1,61,6,307,1,11500
1,61,6,303,1,13800
1,61,6,310,1,2000
1,61,6,317,1,0
1,61,6,320,1,2000
1,61,6,316,1,9000
1,61,6,322,1,0
1,61,6,308,1,70000
1,61,6,309,1,16800
1,61,6,321,1,45000
1,47,8,307,1,1000
1,47,8,317,1,2500
1,47,8,308,1,25000
1,47,8,306,1,10000
1,47,8,316,1,10000
1,47,8,318,1,2000
1,47,8,321,1,6000
1,47,8,303,1,11600
1,47,8,305,1,1200
2,336,3,320,1,1500
2,336,3,321,1,500
2,336,3,306,1,2000
1,501,1,321,1,600
1,501,1,306,1,1000
1,501,1,305,1,500
1,527,8,320,1,5000
1,527,8,322,1,200
1,527,8,306,1,2000
1,527,8,305,1,1050
1,527,8,318,1,1500
2,426,2,321,1,750
2,426,2,306,1,1250
2,426,2,318,1,500
1,95,8,305,1,1800
1,95,8,321,1,1500
1,95,8,307,1,1600
1,95,8,306,1,4500
1,95,8,318,1,500
2,86,4,320,1,1000
2,86,4,303,1,5800
2,86,4,318,1,1400
2,86,4,309,1,6000
2,86,4,307,1,1000
2,86,4,306,1,5000
2,86,4,317,1,2300
2,588,5,318,1,750
2,588,5,314,1,3000
2,588,5,303,1,2000
2,588,5,317,1,250
2,588,5,306,1,750
1,548,10,309,1,8000
1,548,10,317,1,2000
1,548,10,321,1,1000
1,548,10,310,1,800
1,548,10,318,1,800
1,548,10,306,1,18000
1,548,10,316,1,500
2,338,7,321,1,3500
2,338,7,306,1,3000
2,338,7,305,1,600
1,81,10,309,1,15000
1,81,10,303,1,8700
1,81,10,321,1,5500
1,81,10,311,1,3000
1,81,10,306,1,6000
1,81,10,317,1,3500
1,81,10,316,1,3000
1,81,10,320,1,1600
1,81,10,308,1,35000
1,81,10,318,1,2800
2,38,2,320,1,5600
2,38,2,306,1,4000
2,38,2,317,1,1500
2,38,2,303,1,11600
2,38,2,318,1,800
1,247,10,306,1,4000
1,247,10,321,1,3000
1,83,10,307,1,1000
1,83,10,320,1,3000
1,83,10,318,1,600
1,83,10,316,1,1000
1,83,10,306,1,2700
1,83,10,317,1,200
1,83,10,321,1,1000
1,83,10,303,1,8700
2,52,1,306,1,3750
2,52,1,307,1,4500
2,52,1,303,1,6000
2,52,1,321,1,2000
2,52,1,316,1,2000
2,52,1,318,1,1000
2,52,1,317,1,2200
1,358,8,306,1,1250
1,358,8,303,1,7500
1,358,8,305,1,300
1,358,8,317,1,1500
1,257,7,307,1,1000
1,257,7,317,1,1500
1,257,7,321,1,5000
1,257,7,320,1,1500
1,257,7,318,1,2000
1,257,7,303,1,3100
1,257,7,310,1,1000
1,257,7,306,1,5500
1,319,1,321,1,2250
1,319,1,306,1,3000
1,319,1,305,1,1500
1,466,4,303,1,3700
1,466,4,322,1,5
1,466,4,318,1,1800
1,466,4,306,1,7500
1,466,4,316,1,1250
1,466,4,317,1,3000
1,466,4,320,1,9000
1,466,4,321,1,4000
2,452,5,317,1,500
2,452,5,318,1,300
2,452,5,305,1,400
2,452,5,306,1,1000
1,159,6,321,1,1200
1,159,6,305,1,250
1,159,6,322,1,100
1,159,6,306,1,2300
2,123,6,306,1,900
2,123,6,321,1,1200
2,123,6,318,1,600
2,549,3,317,1,1000
2,549,3,306,1,5600
2,437,6,303,1,3500
2,437,6,318,1,2500
2,437,6,316,1,2500
2,437,6,306,1,9500
2,437,6,321,1,3000
1,143,12,303,1,3000
1,143,12,317,1,3500
1,143,12,320,1,10600
1,143,12,308,1,15000
1,143,12,306,1,2000
1,143,12,309,1,8000
1,143,12,318,1,1000
2,128,5,309,1,10000
2,128,5,317,1,7500
2,128,5,321,1,2000
2,128,5,303,1,12000
2,128,5,308,1,35000
2,128,5,310,1,1000
2,128,5,307,1,1500
2,128,5,306,1,7500
2,128,5,316,1,15000
2,128,5,318,1,2000
2,128,5,319,1,2000
1,362,10,321,1,5000
1,362,10,305,1,900
1,362,10,306,1,3500
1,242,11,318,1,500
1,242,11,320,1,3000
1,242,11,321,1,3000
1,242,11,317,1,3000
1,242,11,306,1,12000
2,196,7,306,1,3500
2,196,7,305,1,500
2,196,7,317,1,500
1,265,5,317,1,6000
1,265,5,306,1,12000
1,265,5,308,1,20000
1,265,5,321,1,5000
1,265,5,311,1,1500
1,265,5,307,1,3000
1,265,5,318,1,3000
1,265,5,303,1,6200
1,265,5,316,1,10000
1,265,5,309,1,5000
1,265,5,310,1,2000
1,265,5,320,1,2000
2,422,3,318,1,500
2,422,3,306,1,1500
2,422,3,305,1,1500
2,422,3,321,1,1000
2,105,10,306,1,2000
2,105,10,321,1,1500
2,105,10,318,1,700
2,562,3,305,1,400
2,562,3,303,1,1750
2,562,3,318,1,500
2,562,3,306,1,300
2,562,3,317,1,1000
1,110,7,321,1,1000
1,110,7,306,1,1400
1,110,7,318,1,1300
1,110,7,317,1,1000
1,110,7,320,1,2000
1,110,7,307,1,1500
2,452,6,306,1,2500
2,452,6,305,1,500
1,133,6,318,1,500
1,133,6,306,1,1700
1,133,6,321,1,2000
1,133,6,317,1,1000
2,198,5,317,1,3500
2,198,5,306,1,1500
2,342,3,321,1,3500
2,342,3,318,1,500
2,342,3,305,1,2000
2,342,3,306,1,4500
2,373,6,303,1,3200
2,373,6,317,1,500
2,373,6,306,1,1500
2,373,6,320,1,500
2,373,6,321,1,1000
2,221,4,306,1,2200
2,221,4,322,1,800
2,221,4,320,1,3000
2,221,4,321,1,1000
2,320,5,322,1,100
2,320,5,305,1,2400
2,320,5,306,1,3000
2,320,5,316,1,500
2,450,2,305,1,1000
2,450,2,306,1,950
2,450,2,317,1,4000
2,506,4,306,1,1800
2,50,3,317,1,200
2,50,3,321,1,800
2,50,3,316,1,500
1,271,1,321,1,2000
1,271,1,316,1,1000
1,271,1,318,1,600
1,271,1,307,1,300
1,271,1,306,1,2700
1,271,1,317,1,500
1,271,1,305,1,900
1,271,1,320,1,3000
1,525,9,306,1,200
1,159,7,321,1,1500
1,159,7,318,1,600
1,159,7,320,1,1000
1,159,7,306,1,2500
1,457,1,321,1,1000
1,457,1,305,1,100
1,457,1,306,1,4300
2,124,4,306,1,200
2,124,4,317,1,500
2,124,4,316,1,2000
1,341,6,318,1,1000
1,341,6,320,1,500
1,341,6,306,1,3000
1,341,6,316,1,800
1,341,6,321,1,1500
2,98,5,318,1,1000
2,98,5,306,1,800
2,98,5,321,1,1000
2,585,2,305,1,1000
2,585,2,306,1,4000
2,585,2,317,1,4500
2,585,2,321,1,5000
2,395,6,306,1,3000
2,395,6,317,1,1500
2,395,6,318,1,500
2,395,6,320,1,3000
2,395,6,321,1,1000
2,60,6,318,1,4800
2,60,6,306,1,15000
2,60,6,320,1,20400
2,60,6,321,1,5800
2,60,6,317,1,7500
2,60,6,303,1,14500
1,53,11,321,1,3400
1,53,11,303,1,3800
1,53,11,317,1,5000
1,53,11,318,1,2500
1,53,11,306,1,10000
1,404,5,321,1,42550
1,404,5,309,1,16500
1,404,5,303,1,6600
1,404,5,317,1,1600
1,404,5,320,1,13000
1,404,5,306,1,5900
1,404,5,307,1,1200
1,404,5,318,1,2750
2,553,5,306,1,250
1,348,5,306,1,10000
1,348,5,305,1,1200
1,348,5,307,1,1500
1,348,5,320,1,3000
1,348,5,318,1,1000
1,348,5,316,1,7000
1,348,5,321,1,2100
1,348,5,317,1,2000
1,108,4,301,1,5000
1,108,4,306,1,3500
1,108,4,303,1,3500
1,108,4,317,1,5000
2,511,3,306,1,5000
1,565,7,306,1,500
1,565,7,318,1,2250
1,565,7,317,1,1000
1,565,7,316,1,2000
1,95,6,317,1,1000
1,95,6,306,1,3500
1,95,6,305,1,1000
1,481,7,303,1,3500
1,481,7,317,1,600
1,481,7,306,1,1350
2,190,8,306,1,7000
2,190,8,321,1,1600
2,190,8,305,1,1800
2,320,6,306,1,5500
2,320,6,321,1,4000
2,320,6,318,1,1200
2,320,6,305,1,1000
1,25,7,320,1,9000
1,25,7,317,1,1000
1,25,7,318,1,800
1,25,7,321,1,1000
1,25,7,303,1,2900
1,25,7,306,1,6000
1,520,5,305,1,750
1,520,5,317,1,750
1,520,5,321,1,1200
1,520,5,322,1,500
1,520,5,306,1,100
1,125,1,306,1,4500
1,125,1,320,1,1000
1,125,1,321,1,3000
1,125,1,318,1,2000
1,106,1,317,1,1000
1,106,1,303,1,5300
1,106,1,306,1,4500
1,106,1,318,1,1000
1,106,1,321,1,1000
1,522,5,306,1,4000
1,522,5,305,1,1200
2,304,5,306,1,6000
2,304,5,303,1,3000
2,304,5,320,1,3000
2,304,5,321,1,4000
2,227,2,321,1,2500
2,227,2,306,1,11500
2,227,2,318,1,700
2,227,2,320,1,1000
1,449,11,320,1,1200
1,449,11,322,1,450
1,449,11,318,1,1900
1,449,11,306,1,3500
1,449,11,307,1,2000
1,449,11,305,1,2500
2,24,5,321,1,2100
2,24,5,303,1,5800
2,24,5,316,1,1000
2,24,5,306,1,1500
2,24,5,318,1,1000
2,24,5,320,1,800
2,24,5,317,1,300
2,592,4,318,1,1000
2,592,4,321,1,1500
2,592,4,306,1,2000
2,592,4,317,1,500
1,539,1,317,1,4500
1,539,1,306,1,1000
1,539,1,318,1,4000
2,509,5,307,1,200
2,509,5,306,1,2000
2,245,4,322,1,500
2,245,4,306,1,2500
2,245,4,305,1,1250
2,245,4,320,1,1500
2,22,3,303,1,5800
2,22,3,320,1,10600
2,22,3,306,1,5500
2,22,3,317,1,1000
2,22,3,321,1,3000
2,146,4,305,1,4000
2,146,4,306,1,4000
2,146,4,318,1,1000
2,146,4,316,1,1200
2,146,4,321,1,2500
1,287,9,317,1,9000
1,287,9,318,1,3000
1,287,9,316,1,1500
1,287,9,306,1,10000
1,287,9,321,1,6000
1,287,9,305,1,2000
1,152,7,320,1,1050
1,152,7,321,1,1500
1,152,7,306,1,2000
1,222,3,317,1,500
1,222,3,306,1,500
1,222,3,321,1,1000
1,222,3,322,1,200
1,220,12,306,1,4000
1,220,12,317,1,2000
2,183,5,306,1,2500
1,65,3,306,1,4000
1,65,3,316,1,7000
1,65,3,318,1,600
1,65,3,303,1,3500
1,65,3,320,1,4000
1,65,3,307,1,3000
1,65,3,321,1,3000
2,284,3,306,1,1500
2,284,3,318,1,600
2,284,3,321,1,3400
2,284,3,317,1,4800
2,149,3,318,1,1000
2,149,3,317,1,2500
2,149,3,316,1,3500
2,149,3,306,1,7800
2,149,3,305,1,1200
2,149,3,321,1,4000
2,149,3,303,1,3200
2,149,3,320,1,3000
2,166,5,318,1,700
2,166,5,306,1,6000
2,166,5,321,1,1600
2,166,5,315,1,500
2,166,5,317,1,1000
2,166,5,305,1,500
2,166,5,303,1,3200
2,166,5,310,1,1000
1,390,12,320,1,5000
1,390,12,317,1,1500
1,390,12,318,1,1500
1,390,12,301,1,2200
1,390,12,306,1,11000
1,390,12,321,1,3500
2,426,3,306,1,4100
2,426,3,316,1,2000
2,426,3,302,1,700
2,426,3,318,1,700
2,426,3,321,1,2000
2,359,3,317,1,500
2,359,3,321,1,10000
2,359,3,305,1,4800
2,359,3,306,1,8000
2,513,4,318,1,3000
2,513,4,306,1,2000
1,432,10,305,1,1500
1,432,10,321,1,5000
1,432,10,320,1,3000
1,432,10,318,1,1500
1,432,10,306,1,17500
2,573,2,317,1,500
2,573,2,306,1,7000
1,125,5,317,1,500
1,125,5,318,1,1000
1,125,5,306,1,750
1,125,5,302,1,2000
1,197,11,306,1,2000
1,259,4,317,1,1500
1,259,4,310,1,1000
1,259,4,306,1,1000
1,259,4,307,1,1000
1,259,4,318,1,3000
2,260,4,318,1,2000
2,260,4,306,1,750
2,260,4,317,1,3200
2,260,4,307,1,500
1,503,12,317,1,2000
1,503,12,320,1,500
1,503,12,307,1,2500
1,503,12,306,1,2500
1,584,12,306,1,2000
1,584,12,317,1,4000
1,584,12,318,1,1600
1,584,12,320,1,1800
1,584,12,321,1,2000
1,43,11,309,1,3000
1,43,11,306,1,8600
1,43,11,318,1,2000
1,43,11,317,1,1000
1,43,11,307,1,4000
1,43,11,310,1,800
1,43,11,316,1,1100
1,43,11,303,1,5800
1,43,11,320,1,1000
1,461,9,318,1,1000
1,461,9,303,1,3400
1,461,9,306,1,3500
1,461,9,305,1,500
1,461,9,321,1,1000
1,275,12,317,1,1500
1,275,12,321,1,1000
1,275,12,306,1,2250
1,275,12,307,1,1000
1,275,12,305,1,1000
1,127,7,306,1,1300
1,127,7,320,1,1000
1,127,7,305,1,300
1,127,7,321,1,2500
2,564,3,306,1,2500
2,564,3,316,1,5000
2,564,3,317,1,500
1,263,5,305,1,1500
1,263,5,322,1,500
1,263,5,306,1,5000
1,263,5,303,1,3200
1,263,5,320,1,500
1,263,5,317,1,1500
1,263,5,310,1,1000
1,263,5,318,1,1400
1,263,5,321,1,2000
1,263,5,307,1,1400
2,262,3,320,1,1000
2,262,3,317,1,2000
2,262,3,316,1,2000
2,262,3,306,1,4000
2,262,3,318,1,1000
2,262,3,321,1,3500
2,75,3,306,1,4000
2,75,3,320,1,800
2,75,3,303,1,12000
2,75,3,321,1,3000
2,75,3,318,1,1000
2,75,3,317,1,1500
1,97,6,305,1,1200
1,97,6,306,1,3700
2,506,5,306,1,7000
2,92,5,305,1,1000
2,92,5,318,1,700
2,92,5,303,1,4500
2,92,5,317,1,500
2,92,5,306,1,5000
2,92,5,321,1,1000
2,50,4,321,1,1000
2,50,4,320,1,1800
2,50,4,306,1,6000
2,50,4,303,1,5800
2,50,4,317,1,2400
2,56,5,306,1,6900
2,56,5,317,1,1900
2,56,5,322,1,200
2,56,5,309,1,20000
2,56,5,316,1,8700
2,56,5,308,1,25000
2,56,5,320,1,1500
2,56,5,321,1,5200
2,56,5,318,1,1200
2,56,5,303,1,8800
1,224,4,318,1,600
1,224,4,321,1,600
1,224,4,317,1,3000
1,224,4,305,1,1000
1,224,4,306,1,2000
2,276,5,321,1,1000
2,276,5,306,1,700
1,91,1,306,1,1200
1,91,1,318,1,600
2,330,2,322,1,1500
2,330,2,317,1,1000
2,330,2,321,1,10000
2,330,2,305,1,300
2,330,2,316,1,7000
2,330,2,310,1,1500
2,330,2,318,1,4000
2,330,2,309,1,6000
2,330,2,320,1,500
2,330,2,306,1,1800
2,330,2,308,1,15000
2,136,4,317,1,8200
2,136,4,303,1,4000
2,136,4,310,1,1500
2,136,4,321,1,15500
2,136,4,306,1,11800
2,136,4,320,1,14000
2,30,4,320,1,33100
2,30,4,318,1,2800
2,30,4,303,1,8700
2,30,4,306,1,7000
2,30,4,316,1,1500
2,30,4,319,1,2000
2,30,4,309,1,16000
2,30,4,317,1,4500
2,30,4,321,1,6000
2,30,4,308,1,35000
2,506,6,306,1,2000
2,452,7,318,1,2250
2,452,7,317,1,1000
2,452,7,306,1,1500
2,556,7,307,1,500
2,556,7,306,1,1000
2,556,7,305,1,250
2,556,7,321,1,1000
2,407,5,320,1,500
2,407,5,321,1,1000
2,407,5,306,1,2400
2,524,3,321,1,1500
2,524,3,306,1,4500
2,524,3,305,1,300
1,95,7,317,1,1000
1,95,7,318,1,1000
1,95,7,316,1,1000
1,95,7,321,1,1000
1,95,7,305,1,600
1,95,7,306,1,1000
2,428,3,306,1,3000
2,428,3,320,1,3000
2,428,3,318,1,1400
2,428,3,321,1,1500
1,116,1,318,1,1200
1,116,1,305,1,200
1,116,1,306,1,750
1,116,1,320,1,1000
1,116,1,321,1,1500
2,138,5,305,1,2000
2,138,5,321,1,4000
2,138,5,310,1,1000
2,138,5,303,1,3000
2,138,5,316,1,2000
2,138,5,317,1,2500
2,138,5,306,1,4500
2,138,5,320,1,1500
2,138,5,318,1,1000
1,497,4,306,1,3750
1,497,4,318,1,500
1,497,4,322,1,100
1,497,4,305,1,700
1,497,4,309,1,1500
1,497,4,320,1,1000
1,497,4,307,1,3000
1,497,4,321,1,9000
