"vague","grappe","menage","s09bq01","s09bq02","s09bq03"
1,527,9,209,1,5000
1,527,9,210,1,7000
1,527,9,204,1,1000
1,527,9,206,1,300
1,527,9,207,1,100
1,29,3,211,1,1500
1,537,3,203,1,2000
1,537,3,210,1,1000
1,537,3,217,1,500
1,537,3,207,1,100
1,537,3,204,1,2000
1,345,8,205,1,1500
1,345,8,207,1,25
1,360,7,205,1,2000
1,360,7,207,1,125
2,279,2,216,1,400
2,279,2,204,1,2000
2,279,2,209,1,3500
2,96,2,201,1,1400
2,96,2,205,1,12000
2,279,3,204,1,1000
2,279,3,203,1,1500
2,540,2,209,1,1500
2,540,2,207,1,25
2,128,4,215,1,800
2,128,4,203,1,3500
1,303,4,210,1,1500
1,303,4,211,1,1200
1,303,4,207,1,50
1,303,4,204,1,500
1,303,4,203,1,2100
1,565,6,204,1,3000
1,565,6,207,1,50
1,434,6,205,1,3500
1,434,6,201,1,500
2,78,2,201,1,1000
2,78,2,211,1,6000
2,78,2,210,1,30000
2,78,2,207,1,75
2,78,2,203,1,450
2,511,2,207,1,25
2,270,3,207,1,50
2,270,3,205,1,3500
2,270,3,217,1,735
2,270,3,212,1,1000
2,270,3,204,1,3000
1,574,3,205,1,2000
1,574,3,207,1,100
1,574,3,201,1,3500
1,341,12,212,1,2000
1,341,12,203,1,1600
1,341,12,217,1,800
1,341,12,207,1,50
1,505,4,201,1,700
1,505,4,207,1,175
1,108,9,207,1,25
1,108,9,204,1,500
1,108,9,203,1,2800
2,444,3,205,1,2100
2,444,3,212,1,2000
2,69,2,210,1,600
2,69,2,203,1,600
2,69,2,204,1,1000
2,69,2,207,1,100
1,529,7,207,1,50
1,529,7,203,1,1400
1,529,7,210,1,1000
2,214,2,210,1,400
1,70,5,203,1,300
1,70,5,206,1,100
1,70,5,207,1,50
1,481,10,207,1,25
2,246,2,205,1,1500
1,491,7,207,1,25
1,11,1,207,1,25
1,522,11,217,1,1400
1,522,11,207,1,50
1,522,11,204,1,1400
1,451,4,201,1,350
1,451,4,207,1,25
1,451,4,205,1,1500
2,86,3,203,1,400
2,86,3,202,1,50
2,86,3,207,1,175
2,86,3,206,1,200
2,86,3,211,1,600
2,509,2,207,1,75
2,509,2,205,1,1500
1,19,3,203,1,700
1,19,3,211,1,4000
2,82,4,211,1,600
2,82,4,203,1,4100
2,82,4,210,1,10500
2,82,4,207,1,100
2,294,2,205,1,5250
2,294,2,207,1,50
2,361,1,205,1,6000
2,361,1,207,1,100
2,361,1,217,1,1250
1,29,7,216,1,2900
1,29,7,207,1,250
1,29,7,203,1,3500
1,430,6,203,1,800
1,430,6,201,1,4200
1,430,6,205,1,3500
1,430,6,209,1,7000
2,185,2,207,1,50
2,185,2,205,1,2000
1,387,11,207,1,125
1,387,11,203,1,450
1,387,11,212,1,800
1,387,11,216,1,500
1,387,11,217,1,500
2,538,1,203,1,700
2,538,1,207,1,25
2,538,1,217,1,300
1,278,7,203,1,3500
1,278,7,207,1,75
1,13,4,207,1,100
2,401,2,203,1,1400
2,62,2,211,1,4900
2,62,2,213,1,1400
2,62,2,210,1,1500
2,530,3,203,1,2500
2,530,3,207,1,50
1,491,2,207,1,50
1,491,2,212,1,2000
1,491,2,203,1,1500
1,491,2,215,1,100
1,139,8,203,1,3500
1,139,8,207,1,75
1,348,4,205,1,2500
1,572,8,205,1,3000
1,13,2,208,1,20000
1,13,2,203,1,6000
1,13,2,207,1,50
2,142,3,208,1,40000
2,142,3,203,1,3500
2,142,3,207,1,50
1,374,2,207,1,50
1,374,2,210,1,3000
1,374,2,203,1,2100
1,29,4,216,1,1200
1,29,4,210,1,4500
1,29,4,203,1,500
1,29,4,201,1,700
2,454,2,209,1,3500
2,454,2,207,1,50
2,454,2,205,1,2500
2,340,3,204,1,2500
2,340,3,211,1,8000
2,340,3,205,1,12500
2,340,3,215,1,1500
2,340,3,207,1,150
2,340,3,217,1,300
2,6,1,203,1,2100
2,6,1,207,1,100
2,6,1,211,1,900
2,435,3,205,1,1400
2,435,3,207,1,100
2,504,5,207,1,50
2,504,5,205,1,3500
2,504,5,206,1,300
2,121,4,211,1,600
2,121,4,207,1,50
1,512,5,207,1,150
1,487,5,205,1,10000
1,487,5,211,1,3000
1,487,5,207,1,25
1,161,12,203,1,1400
1,161,12,207,1,100
1,161,12,215,1,350
2,119,4,203,1,7000
1,358,4,207,1,25
1,358,4,204,1,2000
2,94,4,207,1,50
2,521,2,204,1,700
2,521,2,207,1,50
1,19,6,203,1,600
1,19,6,206,1,700
1,19,6,211,1,2500
2,205,3,203,1,2100
2,205,3,211,1,2800
2,205,3,207,1,50
2,473,2,207,1,25
2,473,2,203,1,250
1,366,4,212,1,1500
1,366,4,207,1,25
1,366,4,210,1,3000
1,366,4,203,1,2100
1,305,6,207,1,100
1,305,6,208,1,10000
2,40,3,211,1,1500
2,2,1,216,1,700
2,2,1,201,1,1400
2,2,1,207,1,200
2,2,1,210,1,2000
2,2,1,203,1,1400
2,2,1,211,1,4000
2,266,1,212,1,500
2,229,2,204,1,3500
2,229,2,207,1,100
2,124,2,211,1,400
1,353,4,203,1,400
1,353,4,209,1,1500
1,353,4,207,1,25
2,417,3,207,1,25
1,554,4,205,1,500
1,554,4,207,1,25
1,402,12,207,1,100
1,429,5,205,1,5000
1,429,5,210,1,2000
2,504,6,217,1,700
2,504,6,207,1,25
2,504,6,205,1,2500
1,561,5,205,1,500
1,481,11,207,1,75
1,481,11,203,1,500
1,481,11,204,1,1250
1,383,4,203,1,1750
1,383,4,212,1,1250
1,383,3,206,1,300
1,383,3,207,1,25
1,383,3,204,1,200
1,383,3,210,1,20000
1,383,3,203,1,1750
1,383,3,212,1,4000
2,469,4,204,1,200
2,469,4,207,1,25
2,469,4,217,1,150
2,540,3,207,1,25
2,540,3,203,1,500
1,493,10,212,1,150
1,493,10,201,1,700
1,493,10,215,1,250
1,493,10,203,1,500
1,493,10,206,1,50
1,493,10,207,1,50
1,493,10,204,1,2100
1,493,10,209,1,1000
1,499,5,207,1,100
1,499,5,217,1,200
1,499,5,212,1,400
1,499,5,204,1,3000
1,350,6,217,1,50
1,350,6,207,1,50
2,178,2,207,1,100
2,178,2,206,1,200
2,178,2,205,1,25000
1,483,9,209,1,2000
1,483,9,217,1,2100
1,483,9,207,1,50
1,522,8,204,1,2000
1,331,1,211,1,600
1,331,1,210,1,1000
1,331,1,203,1,1200
1,331,1,212,1,600
1,331,1,207,1,100
2,288,2,204,1,6000
2,288,2,217,1,125
2,288,2,207,1,50
2,288,2,212,1,600
2,308,6,215,1,500
2,308,6,207,1,25
1,445,5,217,1,350
1,445,5,207,1,25
1,445,5,204,1,1000
1,339,4,207,1,250
1,339,4,205,1,3000
2,42,2,211,1,11000
2,42,2,208,1,11000
2,42,2,201,1,1400
2,209,1,203,1,2100
2,209,1,211,1,1000
2,209,1,207,1,50
2,250,2,203,1,2000
2,250,2,205,1,200
2,250,2,201,1,600
1,453,4,207,1,50
1,453,4,205,1,1500
2,238,3,205,1,2000
2,100,2,201,1,700
2,100,2,207,1,50
1,508,7,207,1,25
1,350,1,207,1,50
1,350,1,217,1,150
1,83,6,203,1,200
1,83,6,211,1,2100
2,73,2,203,1,100
2,73,2,207,1,25
2,73,2,211,1,500
2,240,4,210,1,2500
2,240,4,207,1,100
2,240,4,209,1,10000
1,199,9,207,1,50
1,199,9,205,1,2000
1,116,5,206,1,500
1,116,5,212,1,600
2,30,3,216,1,2800
2,30,3,210,1,4000
1,191,5,215,1,1400
1,191,5,207,1,75
1,191,5,204,1,4000
1,255,9,207,1,25
1,255,9,206,1,50
1,255,9,210,1,1500
1,415,4,207,1,75
1,415,4,205,1,1000
2,105,4,207,1,1000
2,105,4,203,1,3500
1,381,4,205,1,10000
1,381,4,207,1,50
2,433,4,205,1,2000
2,433,4,207,1,25
2,592,2,206,1,100
2,592,2,205,1,2000
2,592,2,207,1,25
1,554,3,205,1,750
1,465,12,205,1,200
1,465,12,207,1,100
1,465,12,204,1,2100
1,5,1,210,1,8000
1,5,1,211,1,400
1,5,1,216,1,1800
1,5,1,208,1,15000
1,5,1,207,1,25
2,38,1,203,1,2100
2,84,3,207,1,100
2,84,3,210,1,14000
2,84,3,203,1,200
1,7,11,216,1,600
1,7,11,207,1,100
1,7,11,208,1,25000
1,108,2,203,1,7000
1,108,2,208,1,
1,108,2,207,1,25
1,350,9,207,1,50
1,303,7,207,1,50
1,303,7,203,1,1400
2,240,5,212,1,1000
2,240,5,207,1,25
2,240,5,205,1,3000
1,59,7,217,1,150
1,59,7,210,1,2100
1,59,7,203,1,400
1,81,2,203,1,100
1,81,2,216,1,500
1,81,2,211,1,1000
1,97,8,205,1,1000
1,97,8,207,1,50
1,97,8,201,1,700
1,51,3,211,1,8400
1,51,3,201,1,2100
1,51,3,216,1,600
1,249,8,205,1,500
2,570,5,201,1,2100
2,570,5,207,1,50
2,570,5,212,1,2000
2,570,5,217,1,700
2,570,5,205,1,1500
1,366,8,211,1,1800
1,366,8,217,1,200
1,366,8,204,1,2100
1,366,8,207,1,50
2,488,3,205,1,500
2,488,3,207,1,25
1,165,5,212,1,1200
1,165,5,203,1,2500
1,165,5,207,1,100
2,142,4,204,1,1200
2,142,4,205,1,400
2,142,4,211,1,1200
2,142,4,217,1,300
1,466,5,203,1,1800
1,466,5,204,1,7500
1,466,5,207,1,200
2,352,5,203,1,1000
2,352,5,207,1,50
2,352,5,204,1,500
2,431,4,207,1,25
2,431,4,205,1,1750
2,225,4,207,1,50
2,225,4,203,1,700
2,69,3,210,1,11500
2,69,3,207,1,100
2,69,3,211,1,2500
1,493,2,203,1,1000
1,493,2,207,1,50
1,493,2,212,1,3000
1,539,11,203,1,700
1,539,11,210,1,2000
1,539,11,207,1,50
2,352,6,207,1,50
2,352,6,205,1,1000
1,287,7,205,1,10000
1,287,7,207,1,50
1,287,7,212,1,10000
1,355,2,203,1,2800
1,355,2,207,1,50
1,295,6,207,1,50
1,295,6,210,1,1000
1,295,6,203,1,1050
1,295,6,216,1,700
1,295,6,217,1,300
1,432,5,217,1,75
1,432,5,207,1,25
1,432,5,205,1,250
1,470,8,204,1,1400
1,470,8,205,1,700
1,470,8,207,1,50
2,60,3,210,1,14000
2,60,3,203,1,500
2,60,3,211,1,7000
2,60,3,207,1,100
2,144,3,203,1,2000
2,144,3,207,1,175
2,144,3,204,1,400
2,418,3,207,1,75
2,418,3,205,1,15000
1,584,3,217,1,300
1,584,3,210,1,1000
1,584,3,207,1,200
1,584,3,203,1,500
1,584,3,206,1,300
2,123,2,207,1,25
2,123,2,211,1,1400
2,367,3,207,1,100
2,367,3,203,1,2500
1,265,1,217,1,1000
1,265,1,210,1,3500
1,265,1,207,1,100
1,265,1,203,1,1000
1,265,1,211,1,300
1,265,1,212,1,2500
1,265,1,216,1,1000
1,1,2,208,1,10000
1,1,2,216,1,600
2,417,4,209,1,5000
2,418,4,207,1,100
2,418,4,204,1,5000
2,196,5,207,1,50
2,196,5,205,1,1500
1,51,5,203,1,2100
1,51,5,211,1,2500
1,51,5,210,1,10000
2,212,3,216,1,300
2,212,3,201,1,700
2,212,3,207,1,25
2,212,3,210,1,1000
2,212,3,211,1,200
2,212,3,203,1,50
1,29,1,216,1,500
1,29,1,208,1,5000
1,29,1,203,1,300
1,29,1,211,1,3000
1,29,1,207,1,25
1,29,1,201,1,400
2,564,1,201,1,4200
2,564,1,209,1,3000
2,564,1,212,1,4000
2,564,1,207,1,100
2,564,1,206,1,1050
2,564,1,217,1,650
1,505,5,207,1,25
1,505,5,204,1,1400
2,279,4,207,1,25
2,279,4,216,1,300
2,279,4,203,1,750
2,437,2,208,1,10000
2,437,2,203,1,2500
2,437,2,207,1,100
2,373,3,203,1,3500
2,478,2,212,1,2000
2,478,2,217,1,1000
2,478,2,214,1,600
1,175,12,207,1,50
1,175,12,203,1,1500
2,528,3,207,1,100
2,528,3,209,1,7000
2,528,3,203,1,2100
2,528,3,204,1,1500
2,528,3,217,1,1500
2,528,3,201,1,2100
1,416,9,208,1,12000
1,416,9,207,1,250
2,488,4,205,1,500
2,488,4,207,1,25
2,214,3,207,1,50
2,214,3,203,1,2100
1,23,12,203,1,200
1,23,12,210,1,3000
1,23,12,211,1,3000
1,37,7,211,1,1000
2,160,2,217,1,150
2,160,2,207,1,100
2,160,2,203,1,3000
2,579,4,207,1,100
2,115,3,211,1,6000
2,371,2,207,1,50
2,371,2,208,1,20000
2,371,2,210,1,6000
1,563,12,207,1,500
1,563,12,209,1,28000
1,563,12,204,1,1000
1,563,12,201,1,15000
1,563,12,203,1,1000
1,392,11,203,1,2100
1,392,11,217,1,200
1,392,11,207,1,25
2,393,4,212,1,1000
2,393,4,205,1,5000
2,393,4,207,1,50
2,393,4,210,1,4000
2,393,4,203,1,700
2,393,4,217,1,400
2,140,4,204,1,2100
2,140,4,207,1,100
2,140,4,211,1,3200
2,140,4,215,1,1050
2,140,4,217,1,100
1,550,4,207,1,50
2,138,3,211,1,3000
2,138,3,207,1,100
2,138,3,204,1,2100
2,105,5,206,1,50
2,105,5,207,1,50
2,10,4,201,1,700
2,10,4,211,1,100
2,10,4,207,1,75
2,10,4,210,1,3000
1,15,6,211,1,3600
1,15,6,203,1,200
1,186,8,207,1,25
1,297,10,204,1,600
1,297,10,217,1,100
1,297,10,207,1,100
1,297,10,210,1,6250
1,297,10,203,1,1750
1,297,10,211,1,600
1,525,3,205,1,700
1,525,3,207,1,50
1,591,8,201,1,350
1,591,8,206,1,300
1,265,10,209,1,14000
2,443,1,207,1,25
2,443,1,203,1,2500
2,443,1,212,1,500
1,37,3,207,1,25
1,37,3,211,1,6000
2,176,3,207,1,50
2,322,1,207,1,75
2,322,1,203,1,700
2,322,1,205,1,500
1,233,12,207,1,25
1,567,8,212,1,1000
1,567,8,217,1,300
2,190,5,205,1,1000
2,190,5,207,1,50
1,147,12,215,1,800
1,147,12,205,1,3500
1,147,12,207,1,25
1,147,12,217,1,400
1,497,9,207,1,50
1,497,9,203,1,1400
1,497,9,217,1,200
1,497,9,210,1,2000
1,379,5,205,1,5000
1,379,5,207,1,50
2,170,3,207,1,25
2,170,3,203,1,7000
2,170,3,217,1,75
2,393,5,203,1,200
2,393,5,207,1,25
2,393,5,205,1,1500
1,305,4,206,1,150
1,305,4,207,1,100
1,305,4,203,1,3100
2,555,2,209,1,5000
2,555,2,207,1,25
1,576,4,211,1,9600
1,576,4,212,1,4000
1,576,4,207,1,25
1,576,4,201,1,700
1,576,4,205,1,7000
1,63,1,203,1,700
1,63,1,210,1,600
1,63,1,207,1,150
1,63,1,211,1,400
1,63,1,216,1,500
1,419,5,207,1,50
1,419,5,204,1,200
1,419,5,217,1,500
1,419,5,208,1,20000
1,53,1,211,1,800
1,394,12,207,1,75
1,394,12,212,1,700
1,394,12,217,1,300
1,394,12,205,1,3500
2,351,2,215,1,1000
2,351,2,207,1,100
2,351,2,205,1,4500
1,110,8,203,1,400
2,155,5,210,1,7000
2,155,5,207,1,75
2,155,5,211,1,800
2,155,5,214,1,300
2,155,5,203,1,2100
2,183,3,207,1,50
2,183,3,204,1,1250
2,544,1,217,1,300
2,544,1,207,1,50
2,544,1,205,1,500
2,439,3,203,1,3500
2,439,3,212,1,3500
2,439,3,207,1,125
1,191,11,203,1,500
1,191,11,217,1,200
1,191,11,204,1,500
1,191,11,207,1,50
2,294,3,205,1,2000
2,294,3,207,1,100
2,294,3,204,1,2500
2,452,3,205,1,3500
2,452,3,212,1,2500
2,452,3,209,1,10000
2,2,2,203,1,2100
2,2,2,207,1,25
2,2,2,209,1,7000
2,42,3,211,1,18750
1,548,6,210,1,1200
1,548,6,207,1,100
2,361,2,205,1,1500
2,361,2,207,1,50
2,361,2,204,1,500
1,451,8,207,1,50
1,451,8,201,1,1500
1,451,8,205,1,1750
1,451,8,212,1,4000
1,277,1,217,1,300
1,277,1,205,1,3500
1,277,1,215,1,400
1,277,1,207,1,50
1,503,6,212,1,2000
1,503,6,207,1,25
1,374,12,210,1,2000
1,374,12,203,1,500
1,374,12,217,1,100
2,336,1,205,1,1500
2,336,1,207,1,50
2,240,6,209,1,2000
2,240,6,207,1,25
2,556,4,205,1,500
2,556,4,207,1,50
2,382,3,207,1,150
2,382,3,210,1,8000
1,481,12,209,1,3000
1,481,12,204,1,1750
1,481,12,217,1,50
1,491,11,205,1,5000
1,491,11,207,1,25
1,491,11,206,1,700
1,491,11,201,1,50
2,270,4,215,1,500
2,270,4,203,1,1750
2,270,4,207,1,25
1,143,7,211,1,300
1,143,7,201,1,21000
1,143,7,212,1,3200
1,143,7,203,1,800
1,143,7,215,1,375
1,143,7,210,1,1500
1,177,12,207,1,25
2,146,3,205,1,2100
2,146,3,207,1,25
2,146,3,215,1,600
2,156,3,211,1,300
2,156,3,203,1,1750
2,156,3,217,1,50
2,156,3,210,1,1750
2,156,3,207,1,75
1,125,10,207,1,25
1,103,11,207,1,25
1,29,5,211,1,15000
1,29,5,208,1,5000
1,29,5,203,1,1000
1,29,5,207,1,50
2,156,4,211,1,2100
2,156,4,217,1,700
2,156,4,207,1,25
2,156,4,203,1,1400
2,134,4,215,1,1400
2,134,4,205,1,2800
2,134,4,207,1,50
2,12,4,210,1,10000
2,12,4,211,1,3000
2,71,1,203,1,500
2,71,1,211,1,12000
1,255,11,211,1,400
1,255,11,210,1,5000
1,255,11,212,1,3000
2,344,5,207,1,50
2,344,5,204,1,500
2,344,5,217,1,250
2,395,2,210,1,18000
1,13,11,207,1,100
1,13,11,208,1,40000
1,13,11,210,1,8000
1,13,11,216,1,1400
1,182,3,203,1,1000
1,182,3,206,1,500
1,182,3,205,1,5000
1,182,3,207,1,50
1,182,3,210,1,5000
1,182,3,215,1,1000
2,547,6,217,1,900
2,547,6,201,1,400
2,547,6,207,1,100
2,547,6,205,1,2000
1,457,12,204,1,1500
1,457,12,207,1,100
1,457,12,211,1,3000
1,457,12,201,1,1400
1,457,12,206,1,200
1,358,1,204,1,250
1,358,1,211,1,6000
1,358,1,207,1,25
1,477,4,217,1,1400
1,477,4,211,1,800
1,477,4,207,1,150
1,477,4,204,1,1400
1,17,12,210,1,5000
1,17,12,216,1,100
1,17,12,201,1,7000
1,17,12,203,1,2100
2,490,5,205,1,2000
1,525,4,205,1,2000
1,525,4,207,1,25
2,314,3,207,1,25
1,63,8,203,1,2100
1,63,8,211,1,13900
1,63,8,207,1,25
2,558,4,205,1,750
1,39,3,201,1,400
1,39,3,211,1,10990
1,39,3,210,1,2500
2,119,5,203,1,400
2,119,5,207,1,50
2,119,5,212,1,300
2,119,5,211,1,1200
1,165,7,204,1,750
1,165,7,203,1,600
1,165,7,207,1,100
1,165,7,217,1,400
2,320,3,215,1,400
2,320,3,205,1,1500
2,320,3,207,1,50
2,111,4,207,1,150
2,111,4,206,1,200
1,413,10,207,1,50
1,413,10,205,1,1250
1,413,10,209,1,5600
1,182,12,207,1,25
1,182,12,205,1,3500
1,182,12,203,1,600
1,545,5,203,1,3000
1,545,5,209,1,2000
1,545,5,207,1,100
1,545,5,212,1,750
1,210,4,211,1,1000
1,210,4,205,1,1000
1,210,4,203,1,2500
1,210,4,207,1,50
1,210,4,212,1,6000
2,192,4,205,1,500
1,91,4,212,1,2000
1,91,4,211,1,600
1,91,4,207,1,25
1,91,4,205,1,3000
1,499,9,203,1,125
1,499,9,205,1,700
1,499,9,207,1,50
1,499,9,217,1,225
1,434,11,205,1,3500
1,434,11,217,1,3500
1,434,11,206,1,2000
1,434,11,207,1,100
2,435,4,209,1,15000
2,435,4,204,1,3000
2,435,4,206,1,1000
2,435,4,207,1,150
1,355,7,203,1,1400
1,355,7,208,1,10000
1,355,7,207,1,50
1,135,12,211,1,200
1,135,12,207,1,50
1,135,12,210,1,300
2,225,5,212,1,1400
2,225,5,207,1,25
2,225,5,206,1,100
2,577,3,203,1,125
1,309,8,207,1,50
2,598,3,207,1,75
2,598,3,205,1,1500
1,197,7,207,1,100
2,24,3,207,1,50
2,24,3,203,1,1400
2,24,3,211,1,350
2,298,3,203,1,700
2,298,3,212,1,1500
2,298,3,207,1,100
2,298,3,217,1,150
1,55,7,207,1,75
1,55,7,203,1,700
1,55,7,211,1,2000
2,332,2,207,1,50
2,332,2,203,1,2100
1,93,11,207,1,50
1,93,11,212,1,2000
1,93,11,206,1,100
2,280,3,207,1,50
1,35,1,211,1,3000
1,35,1,207,1,25
1,35,1,203,1,500
1,327,5,210,1,1500
1,327,5,207,1,75
1,327,5,203,1,200
1,327,5,211,1,900
1,584,4,205,1,10000
1,584,4,209,1,5000
1,584,4,207,1,25
1,584,4,211,1,25000
2,409,2,207,1,50
2,409,2,217,1,750
2,409,2,205,1,8000
2,542,4,203,1,500
2,542,4,205,1,500
2,542,4,207,1,100
2,344,6,210,1,1500
2,344,6,203,1,2000
2,344,6,207,1,50
2,344,6,216,1,1500
1,535,7,203,1,3000
1,535,7,207,1,50
1,535,7,217,1,1000
1,535,7,210,1,3500
2,450,1,207,1,100
2,450,1,205,1,3500
2,328,2,207,1,50
2,328,2,212,1,950
2,328,2,211,1,700
1,355,1,203,1,2800
1,355,1,217,1,250
1,355,1,204,1,300
1,355,1,207,1,50
1,477,8,207,1,50
1,477,8,217,1,2800
2,243,2,207,1,50
2,243,2,212,1,1000
2,243,2,205,1,1500
2,243,2,210,1,2000
1,481,6,204,1,100
1,481,6,207,1,500
1,217,6,212,1,3000
1,217,6,203,1,1400
2,328,3,207,1,50
2,328,3,211,1,4000
2,328,3,205,1,2100
2,328,3,203,1,400
2,328,3,206,1,200
2,412,4,203,1,600
2,98,3,207,1,100
2,98,3,210,1,1000
2,98,3,203,1,2500
2,98,3,209,1,5000
2,431,5,207,1,25
2,431,5,205,1,3000
2,431,5,212,1,2000
2,373,4,210,1,1000
2,373,4,207,1,75
2,373,4,204,1,500
2,553,4,205,1,6000
1,335,6,212,1,1000
1,335,6,205,1,1500
1,335,6,215,1,1200
1,335,6,207,1,50
1,335,6,203,1,1750
1,131,11,207,1,100
1,131,11,203,1,3500
1,131,11,217,1,225
2,590,4,207,1,50
2,590,4,209,1,3000
2,590,4,203,1,2000
1,167,5,207,1,25
2,2,3,203,1,1000
2,276,4,207,1,25
2,276,4,217,1,300
1,539,8,203,1,1400
2,190,6,207,1,50
2,190,6,205,1,2000
2,532,1,209,1,2000
2,532,1,203,1,4000
2,532,1,207,1,25
2,532,1,205,1,1000
2,418,5,210,1,4000
2,418,5,205,1,1200
1,290,9,203,1,500
1,290,9,217,1,100
1,290,9,207,1,100
1,249,3,206,1,500
1,249,3,205,1,7000
1,249,3,207,1,50
1,249,3,215,1,2000
2,126,3,206,1,200
1,520,4,205,1,700
1,520,4,207,1,25
1,591,11,204,1,500
1,591,11,207,1,25
2,94,5,206,1,300
2,94,5,207,1,25
1,416,7,207,1,100
1,416,7,203,1,600
1,416,7,213,1,7000
2,100,3,207,1,50
2,100,3,206,1,100
2,369,3,215,1,1200
2,369,3,212,1,5800
2,369,3,203,1,2625
2,369,3,217,1,250
2,369,3,210,1,1000
1,101,4,207,1,25
2,367,4,207,1,50
2,367,4,204,1,2100
2,367,4,212,1,6500
1,355,12,217,1,250
1,355,12,203,1,1400
1,355,12,207,1,50
1,355,12,204,1,2100
1,381,8,207,1,75
1,381,8,205,1,4000
1,381,8,203,1,250
2,96,3,205,1,500
2,96,3,207,1,25
2,6,2,211,1,1000
2,6,2,203,1,600
2,6,2,207,1,25
1,208,12,211,1,2000
1,208,12,207,1,25
1,208,12,206,1,100
1,208,12,203,1,2800
1,261,9,203,1,1750
1,261,9,207,1,50
2,454,3,204,1,1750
2,454,3,207,1,50
1,569,10,207,1,50
1,569,10,203,1,625
2,498,2,207,1,50
2,498,2,203,1,100
2,181,4,205,1,1000
2,181,4,207,1,25
2,221,2,207,1,25
2,221,2,209,1,6000
2,221,2,205,1,2100
1,150,7,206,1,200
1,150,7,207,1,50
1,150,7,209,1,2000
1,150,7,204,1,875
1,150,7,203,1,600
1,150,7,201,1,1000
2,24,4,210,1,4000
2,24,4,207,1,100
2,24,4,203,1,300
2,24,4,211,1,2800
1,125,8,207,1,150
1,125,8,211,1,400
2,298,4,207,1,100
2,298,4,210,1,200
1,290,4,217,1,1400
1,290,4,203,1,1750
1,290,4,207,1,50
2,221,3,207,1,25
2,221,3,203,1,1300
2,344,7,207,1,50
2,344,7,215,1,1750
2,344,7,203,1,250
2,484,3,204,1,500
2,484,3,207,1,100
2,46,2,211,1,2000
2,46,2,208,1,8000
2,111,5,201,1,2800
2,111,5,207,1,50
2,111,5,209,1,1000
2,111,5,203,1,3500
2,575,4,204,1,2500
2,575,4,201,1,2000
2,575,4,209,1,5000
2,575,4,207,1,50
2,509,3,206,1,200
2,509,3,210,1,4000
2,509,3,205,1,3500
2,509,3,207,1,100
1,208,10,206,1,350
1,208,10,211,1,600
1,208,10,203,1,2100
1,208,10,207,1,75
1,537,6,207,1,25
1,537,6,204,1,2000
2,76,2,210,1,3000
2,76,2,211,1,1500
2,76,2,203,1,200
1,137,6,207,1,50
1,137,6,203,1,2100
2,528,4,210,1,1500
2,528,4,203,1,2000
2,376,4,207,1,100
1,72,9,207,1,25
1,72,9,203,1,500
1,72,9,206,1,300
1,72,9,201,1,200
1,72,9,215,1,2500
1,569,9,203,1,2500
1,569,9,207,1,50
1,569,9,209,1,800
1,569,9,201,1,700
1,463,7,207,1,50
1,463,7,217,1,100
1,463,7,203,1,600
1,463,7,204,1,1400
2,498,3,201,1,1000
2,498,3,204,1,3500
2,498,3,207,1,150
2,274,2,212,1,1000
2,274,2,206,1,500
2,274,2,207,1,200
2,274,2,205,1,3500
2,274,2,217,1,1000
2,155,6,211,1,2800
2,155,6,203,1,3500
2,155,6,210,1,4500
2,155,6,207,1,75
2,155,6,215,1,2100
1,571,4,203,1,600
1,571,4,207,1,25
1,27,7,210,1,9100
1,27,7,203,1,200
1,27,7,216,1,500
1,27,7,211,1,5000
2,340,4,217,1,300
2,340,4,205,1,1000
2,340,4,215,1,800
2,340,4,203,1,2500
2,340,4,207,1,100
1,59,2,203,1,300
1,59,2,211,1,3500
2,107,2,209,1,3000
2,107,2,203,1,2000
2,107,2,207,1,50
1,303,5,211,1,1200
1,303,5,207,1,100
1,303,5,203,1,2100
1,303,5,210,1,3000
1,81,9,210,1,2000
1,81,9,203,1,875
1,406,2,204,1,1500
1,406,2,203,1,900
2,428,2,211,1,2800
2,428,2,203,1,875
2,428,2,207,1,25
2,428,2,217,1,350
2,428,2,209,1,4000
2,592,3,212,1,1500
2,592,3,207,1,25
1,242,9,205,1,4000
1,242,9,209,1,3000
1,242,9,217,1,500
1,427,8,204,1,1400
1,427,8,203,1,900
2,28,2,210,1,2000
2,28,2,203,1,300
2,207,3,203,1,3500
2,207,3,211,1,2800
2,462,1,207,1,50
1,141,6,204,1,1000
1,141,6,217,1,1000
1,141,6,211,1,500
1,141,6,216,1,750
1,141,6,210,1,1000
1,141,6,203,1,1000
1,141,6,207,1,125
1,295,11,210,1,3500
1,295,11,207,1,50
1,295,11,203,1,1750
1,269,6,203,1,3500
1,269,6,207,1,100
2,437,3,201,1,1200
2,437,3,209,1,7000
2,437,3,217,1,400
2,437,3,207,1,100
1,173,4,215,1,800
1,173,4,204,1,5000
1,173,4,207,1,25
1,173,4,203,1,500
2,588,4,212,1,1000
2,588,4,205,1,3500
2,588,4,207,1,50
2,291,4,207,1,50
2,291,4,205,1,2500
2,291,4,203,1,1200
1,348,10,205,1,17500
1,348,10,207,1,100
2,236,3,201,1,500
2,236,3,207,1,50
2,236,3,205,1,2500
1,41,7,211,1,3500
1,508,1,207,1,100
1,293,9,205,1,2500
1,293,9,217,1,500
1,293,9,207,1,50
1,19,9,201,1,2100
1,19,9,210,1,5000
1,19,9,211,1,775
2,452,4,205,1,2000
