"vague","grappe","menage","s09bq01","s09bq02","s09bq03"
2,67,8,207,1,50
1,535,6,210,1,1500
1,535,6,207,1,100
1,535,6,217,1,300
1,535,6,204,1,1000
1,535,6,203,1,700
1,404,11,209,1,2000
1,404,11,203,1,500
1,404,11,201,1,1400
1,404,11,205,1,1400
1,404,11,207,1,125
1,21,2,203,1,400
1,21,2,207,1,25
1,21,2,211,1,1200
1,21,2,208,1,7000
1,493,7,204,1,1400
1,493,7,212,1,350
1,493,7,215,1,450
1,493,7,207,1,50
1,447,12,207,1,25
1,447,12,217,1,700
1,436,12,205,1,3500
1,436,12,209,1,1600
1,59,3,203,1,700
1,576,1,205,1,1500
1,385,8,217,1,225
1,385,8,207,1,75
1,385,8,206,1,100
1,385,8,204,1,2000
1,385,8,203,1,500
2,376,8,207,1,25
1,390,5,201,1,300
1,390,5,205,1,800
1,390,5,212,1,1000
2,188,11,207,1,25
2,188,11,205,1,1500
2,188,11,217,1,1200
1,453,2,217,1,375
1,453,2,201,1,350
1,453,2,209,1,5000
1,139,10,215,1,950
1,139,10,203,1,1400
1,87,1,205,1,3000
1,87,1,202,1,3500
1,87,1,207,1,50
2,407,11,206,1,100
2,407,11,207,1,50
2,407,11,216,1,100
2,407,11,203,1,2100
1,489,5,205,1,7000
1,489,5,207,1,50
2,509,10,217,1,100
2,509,10,207,1,25
1,459,8,204,1,1400
1,459,8,207,1,100
1,459,8,212,1,3000
2,172,7,205,1,2000
2,172,7,217,1,75
2,172,7,207,1,100
1,161,2,203,1,1400
1,161,2,212,1,850
1,161,2,215,1,2800
1,161,2,207,1,50
2,439,10,207,1,100
1,309,9,205,1,2000
1,309,9,213,1,3000
1,309,9,207,1,250
2,596,8,205,1,2500
2,596,8,207,1,50
2,439,11,203,1,1400
2,439,11,207,1,125
2,446,8,204,1,2000
2,446,8,207,1,25
1,93,8,212,1,400
1,93,8,207,1,25
1,93,8,206,1,100
1,319,2,215,1,500
1,319,2,207,1,75
1,319,2,210,1,6000
1,35,6,207,1,25
1,35,6,211,1,1400
2,492,9,207,1,25
2,492,9,212,1,1200
2,492,9,204,1,1500
1,277,12,217,1,500
1,277,12,212,1,2000
1,277,12,207,1,25
1,277,12,201,1,500
2,126,9,207,1,100
2,126,9,211,1,500
2,126,9,205,1,500
1,41,11,203,1,500
1,41,11,211,1,3300
1,483,11,209,1,3000
1,483,11,204,1,2100
1,483,11,207,1,25
1,483,11,217,1,700
1,483,11,211,1,600
2,488,8,205,1,250
2,209,9,210,1,1500
2,209,9,211,1,2800
2,209,9,204,1,900
2,209,9,207,1,100
1,396,9,207,1,50
1,396,9,203,1,400
1,396,9,201,1,250
1,396,9,217,1,200
1,396,9,215,1,300
2,291,12,217,1,75
2,291,12,207,1,50
2,291,12,210,1,3800
2,291,12,205,1,3500
1,387,6,211,1,1400
1,387,6,209,1,3000
1,387,6,212,1,1750
2,69,10,203,1,700
2,69,10,207,1,100
2,69,10,210,1,5200
1,348,2,217,1,100
1,348,2,207,1,50
1,436,3,205,1,1000
1,436,3,217,1,700
1,436,3,207,1,25
1,93,1,207,1,50
1,93,1,206,1,100
1,93,1,211,1,600
1,329,1,211,1,1200
1,329,1,203,1,2500
1,329,1,210,1,1000
1,329,1,207,1,100
1,497,12,208,1,21000
1,497,12,203,1,2100
1,497,12,207,1,50
1,228,7,207,1,75
1,228,7,206,1,250
1,228,7,203,1,2450
2,513,10,204,1,1400
2,513,10,207,1,50
1,438,12,203,1,1200
1,438,12,207,1,100
1,51,11,203,1,4600
2,14,7,207,1,50
2,14,7,211,1,8500
2,14,7,203,1,2100
2,272,9,203,1,1800
2,272,9,201,1,700
2,272,9,207,1,100
2,272,9,205,1,3200
2,24,10,211,1,500
2,24,10,210,1,2500
2,24,10,207,1,50
2,24,10,203,1,1200
2,458,8,207,1,75
2,458,8,204,1,1500
2,486,9,214,1,2800
2,486,9,205,1,6000
2,486,9,201,1,7000
2,486,9,207,1,125
2,405,10,209,1,700
2,405,10,217,1,375
2,405,10,203,1,6000
1,468,1,217,1,150
1,468,1,214,1,800
1,468,1,201,1,300
1,468,1,203,1,450
1,468,1,205,1,1400
1,468,1,207,1,50
2,540,5,201,1,3000
2,302,9,210,1,15000
2,302,9,207,1,100
1,133,2,207,1,25
1,133,2,203,1,1000
1,133,2,215,1,800
1,133,2,210,1,2000
1,133,2,216,1,300
1,323,9,204,1,3500
1,323,9,211,1,1200
1,323,9,207,1,50
2,32,8,203,1,1400
2,500,9,209,1,1500
2,500,9,207,1,50
2,437,11,207,1,125
2,437,11,203,1,800
2,437,11,212,1,1250
2,437,11,204,1,2100
1,335,7,210,1,2500
1,335,7,203,1,1500
2,530,12,209,1,8400
2,530,12,217,1,1300
2,530,12,207,1,150
2,530,12,206,1,500
2,530,12,203,1,5000
2,530,12,204,1,1200
2,58,6,203,1,1750
2,58,6,211,1,1300
2,585,9,205,1,3000
2,585,9,206,1,200
2,585,9,207,1,75
2,488,9,205,1,500
2,488,9,207,1,100
2,488,9,201,1,700
2,262,8,207,1,50
2,262,8,203,1,3500
2,123,12,207,1,100
2,123,12,203,1,2450
2,105,11,203,1,500
2,105,11,211,1,1500
2,105,11,207,1,100
2,105,11,204,1,500
1,479,11,217,1,1400
1,479,11,204,1,1000
1,479,11,207,1,25
2,544,12,203,1,350
2,544,12,201,1,625
1,477,11,207,1,25
1,477,11,204,1,2100
2,568,11,203,1,2000
2,568,11,208,1,20000
2,568,11,209,1,3600
2,568,11,210,1,1800
2,238,10,207,1,100
2,238,10,210,1,6000
2,238,10,201,1,2100
2,238,10,205,1,2500
2,238,10,209,1,6000
2,46,9,211,1,550
1,343,3,215,1,2000
1,343,3,207,1,50
1,343,3,217,1,300
2,288,7,204,1,3000
2,288,7,217,1,200
2,71,9,211,1,5000
2,71,9,203,1,300
2,168,12,203,1,1400
2,168,12,207,1,25
1,200,4,211,1,600
1,200,4,207,1,100
1,200,4,210,1,1400
1,200,4,203,1,1750
2,176,10,210,1,1000
2,176,10,207,1,150
2,176,10,203,1,400
1,327,1,212,1,2800
1,327,1,203,1,400
1,327,1,207,1,75
2,361,8,207,1,100
2,361,8,205,1,2100
1,481,9,207,1,500
1,159,11,207,1,100
2,596,9,206,1,150
2,596,9,205,1,1000
2,596,9,207,1,75
1,311,7,207,1,50
1,311,7,204,1,400
1,311,7,203,1,1800
2,351,8,204,1,3500
2,553,7,207,1,100
2,553,7,205,1,1500
2,553,7,210,1,2500
2,553,7,203,1,2500
1,510,2,207,1,400
1,510,2,208,1,35000
2,375,11,203,1,500
2,375,11,212,1,600
2,375,11,207,1,125
1,533,2,209,1,10000
2,58,7,207,1,50
2,58,7,217,1,50
2,58,7,211,1,3500
2,58,7,210,1,4000
1,520,7,201,1,500
1,520,7,205,1,1400
1,479,8,207,1,50
1,479,8,204,1,1750
2,194,11,205,1,1500
2,570,11,205,1,7000
2,570,11,212,1,1200
1,381,3,205,1,7000
1,381,3,207,1,100
1,381,3,203,1,500
1,381,3,215,1,2000
1,586,10,207,1,50
1,586,10,205,1,6000
1,586,10,206,1,1000
1,586,10,202,1,500
1,381,2,207,1,50
1,381,2,205,1,1400
1,381,2,212,1,1500
1,85,3,211,1,3000
1,85,3,203,1,700
1,597,2,205,1,2000
1,597,2,201,1,700
1,597,2,209,1,5000
1,357,10,204,1,1400
1,357,10,217,1,150
1,357,10,207,1,50
2,102,11,207,1,25
1,79,8,210,1,1400
1,79,8,207,1,100
1,79,8,203,1,1000
1,423,5,207,1,25
1,423,5,211,1,200
1,423,5,210,1,1000
2,42,8,211,1,500
2,42,8,207,1,100
2,42,8,203,1,1050
2,44,9,211,1,1400
2,44,9,203,1,2700
2,418,9,204,1,700
2,418,9,208,1,49000
2,418,9,207,1,25
1,269,1,217,1,1050
1,269,1,207,1,75
1,269,1,210,1,1600
2,155,10,207,1,50
2,155,10,215,1,700
2,155,10,203,1,2800
2,363,8,205,1,2000
2,363,8,207,1,50
2,363,8,203,1,4500
2,363,8,217,1,250
1,593,7,211,1,3400
1,593,7,205,1,10000
1,593,7,201,1,500
1,593,7,203,1,700
1,593,7,207,1,50
1,593,7,212,1,1800
1,413,11,207,1,50
1,413,11,205,1,10000
2,524,8,207,1,100
2,524,8,212,1,2200
2,524,8,205,1,2500
1,449,6,205,1,3000
1,449,6,212,1,1500
1,449,6,201,1,1500
1,449,6,210,1,2000
1,368,12,210,1,3000
1,368,12,203,1,250
1,368,12,212,1,1000
2,475,10,207,1,25
2,475,10,205,1,500
2,332,10,212,1,2800
1,586,2,209,1,15000
1,586,2,217,1,200
1,586,2,205,1,4000
1,25,8,211,1,9000
1,25,8,203,1,500
1,25,8,207,1,100
1,546,9,207,1,25
1,546,9,212,1,2000
1,546,9,205,1,700
2,509,11,205,1,1500
2,509,11,207,1,50
2,316,10,210,1,7000
2,316,10,207,1,100
2,316,10,203,1,2100
1,345,9,203,1,1000
1,394,5,207,1,25
1,394,5,210,1,200
2,521,10,207,1,50
2,521,10,205,1,1000
2,521,10,204,1,1500
2,521,10,212,1,2000
1,200,2,210,1,1500
1,200,2,207,1,200
1,200,2,203,1,3500
2,502,6,205,1,2000
2,502,6,207,1,25
2,351,9,207,1,100
2,351,9,205,1,3000
2,351,9,201,1,200
2,351,9,215,1,600
1,432,9,205,1,6500
1,432,9,217,1,800
1,432,9,207,1,100
1,432,9,212,1,3500
2,32,9,203,1,900
2,540,6,209,1,3000
2,540,6,203,1,2000
2,592,8,205,1,3500
2,592,8,203,1,2750
2,592,8,207,1,100
2,592,8,201,1,400
2,592,8,209,1,7200
1,529,12,208,1,35000
1,251,6,210,1,1000
1,251,6,217,1,1000
1,251,6,211,1,1500
1,251,6,212,1,2000
1,251,6,201,1,1000
1,251,6,203,1,3500
1,251,6,207,1,100
1,251,6,209,1,3000
1,512,2,207,1,25
1,145,4,207,1,50
1,145,4,205,1,1400
1,145,4,211,1,1000
1,362,4,207,1,200
1,362,4,215,1,1000
1,487,2,207,1,50
1,487,2,211,1,9000
1,468,9,207,1,100
1,468,9,206,1,500
1,468,9,204,1,1300
2,363,9,205,1,3500
2,363,9,217,1,1250
2,363,9,207,1,100
2,540,7,209,1,10000
2,540,7,203,1,2100
2,540,7,207,1,75
2,540,7,210,1,3500
1,15,1,208,1,7500
1,15,1,207,1,200
1,15,1,211,1,7000
1,217,11,204,1,1800
1,217,11,208,1,
1,217,11,207,1,25
1,217,11,209,1,
1,323,3,204,1,300
1,323,3,207,1,25
1,323,3,203,1,3000
2,524,9,207,1,75
2,524,9,205,1,5000
1,99,3,205,1,1000
1,99,3,209,1,4000
1,99,3,207,1,50
1,99,3,203,1,2250
1,505,11,207,1,50
2,519,8,201,1,350
2,519,8,207,1,25
2,519,8,212,1,7500
2,384,9,207,1,50
2,384,9,217,1,200
2,326,11,207,1,100
2,326,11,212,1,2500
2,60,9,203,1,100
1,239,9,205,1,3000
1,239,9,209,1,2000
2,488,10,207,1,25
2,488,10,205,1,500
1,265,11,207,1,100
1,265,11,217,1,200
1,265,11,210,1,2000
2,464,8,207,1,50
2,464,8,205,1,1200
2,342,10,207,1,25
1,357,9,201,1,4900
1,357,9,204,1,3000
1,357,9,211,1,15000
1,357,9,207,1,25
1,110,10,203,1,1400
1,110,10,207,1,25
1,110,10,211,1,200
1,222,5,203,1,1050
1,222,5,207,1,25
1,368,6,210,1,1000
1,368,6,212,1,2000
2,338,11,215,1,500
2,338,11,207,1,100
2,276,10,217,1,300
2,225,11,211,1,1500
2,225,11,207,1,50
2,225,11,204,1,3000
2,225,11,203,1,1300
2,225,11,217,1,300
2,20,10,210,1,1500
2,20,10,211,1,1200
2,462,7,204,1,1875
2,462,7,207,1,50
2,462,7,210,1,5000
2,462,7,217,1,350
1,265,6,203,1,2100
1,265,6,206,1,300
1,265,6,207,1,275
1,265,6,217,1,250
1,265,6,210,1,700
1,265,6,209,1,2000
2,67,9,211,1,4000
2,67,9,203,1,700
2,67,9,207,1,100
2,209,10,211,1,400
2,209,10,203,1,3500
2,75,11,203,1,2100
2,75,11,210,1,4300
2,250,11,207,1,50
2,250,11,205,1,1000
2,250,11,212,1,1600
2,111,12,206,1,1000
2,111,12,207,1,100
2,111,12,203,1,1500
2,111,12,210,1,500
2,598,9,205,1,2000
2,598,9,207,1,100
1,550,6,207,1,50
1,550,6,201,1,700
1,91,2,207,1,75
1,91,2,205,1,2500
1,91,2,209,1,3000
1,91,2,206,1,350
1,65,6,211,1,1000
1,65,6,203,1,1400
1,65,6,217,1,100
1,419,9,217,1,500
1,419,9,215,1,850
1,419,9,207,1,100
1,419,9,205,1,1000
1,299,3,204,1,1400
1,299,3,208,1,30000
1,299,3,207,1,150
2,88,9,205,1,250
2,88,9,207,1,25
2,88,9,203,1,2000
2,88,9,209,1,1400
1,293,3,217,1,300
1,293,3,207,1,25
1,293,3,205,1,2500
1,171,10,203,1,2450
1,171,10,207,1,75
1,171,10,210,1,1300
1,171,10,211,1,700
2,334,10,204,1,2400
2,334,10,211,1,1500
2,334,10,207,1,50
1,595,12,217,1,600
1,595,12,205,1,2500
1,595,12,206,1,1500
1,595,12,207,1,75
1,595,12,201,1,1400
1,261,6,207,1,25
2,164,10,203,1,400
1,390,3,205,1,2500
1,390,3,207,1,200
1,390,3,217,1,875
1,394,1,207,1,50
1,394,1,203,1,7000
1,543,3,210,1,800
1,543,3,204,1,500
2,96,10,207,1,25
2,96,10,205,1,500
2,214,9,210,1,1600
2,214,9,207,1,25
2,174,10,204,1,2800
2,174,10,207,1,50
1,89,5,205,1,5000
1,89,5,207,1,50
1,53,3,207,1,25
1,53,3,203,1,300
1,79,9,211,1,1000
1,79,9,207,1,50
1,79,9,203,1,500
1,79,9,210,1,5000
1,53,7,207,1,25
1,53,7,211,1,3500
1,53,7,203,1,1400
1,290,6,203,1,875
1,290,6,212,1,800
1,290,6,207,1,100
1,525,10,207,1,75
1,525,10,205,1,500
1,157,5,203,1,600
1,157,5,215,1,1000
1,157,5,217,1,400
1,157,5,207,1,100
1,157,5,204,1,1400
1,157,5,209,1,1500
1,33,2,212,1,3000
1,33,2,211,1,1000
1,33,2,210,1,3000
1,33,2,207,1,100
1,33,2,216,1,1200
1,33,2,203,1,500
1,565,1,203,1,4000
1,565,1,207,1,50
2,382,8,215,1,600
2,382,8,207,1,100
2,94,11,205,1,12500
2,555,10,205,1,7000
2,555,10,207,1,500
2,46,10,203,1,1750
2,46,10,207,1,50
2,28,8,201,1,1400
2,28,8,210,1,7000
2,28,8,211,1,1225
1,487,12,207,1,50
1,143,2,203,1,300
1,143,2,208,1,2000
1,143,2,207,1,25
1,143,2,210,1,1000
1,143,2,211,1,200
2,382,9,207,1,250
2,80,9,217,1,50
2,80,9,203,1,1400
2,149,9,207,1,50
2,149,9,204,1,875
2,149,9,215,1,700
1,218,9,212,1,4000
1,218,9,207,1,100
1,218,9,205,1,4500
1,309,3,205,1,2100
1,309,3,207,1,75
1,497,3,203,1,2100
1,497,3,206,1,200
1,497,3,207,1,75
2,583,8,217,1,200
2,583,8,205,1,1500
2,583,8,207,1,25
2,583,8,201,1,700
1,108,10,207,1,25
1,108,10,203,1,1400
1,520,8,201,1,1000
1,520,8,205,1,2000
1,520,8,207,1,200
2,431,10,206,1,700
2,431,10,207,1,50
2,431,10,212,1,1500
2,431,10,201,1,1500
1,321,2,205,1,3000
1,321,2,207,1,50
1,559,5,207,1,200
1,559,5,209,1,1000
1,559,5,212,1,9000
1,559,5,205,1,2000
1,559,5,201,1,700
1,459,6,207,1,25
1,459,6,204,1,1500
1,459,6,206,1,400
1,459,6,205,1,500
1,459,6,201,1,1000
2,16,11,211,1,1800
2,16,11,203,1,2800
2,363,10,205,1,5000
2,363,10,207,1,25
2,363,10,211,1,5000
1,45,10,205,1,3500
1,45,10,206,1,700
1,45,10,207,1,100
1,215,12,203,1,300
1,215,12,212,1,1000
1,215,12,207,1,25
1,269,4,217,1,300
1,269,4,205,1,3000
1,269,4,203,1,600
1,269,4,207,1,50
2,86,8,203,1,2100
2,86,8,207,1,50
2,86,8,217,1,100
1,567,6,207,1,50
1,567,6,205,1,1500
2,422,8,212,1,5000
2,422,8,207,1,50
2,422,8,203,1,3000
2,203,10,210,1,1000
2,203,10,211,1,1200
2,203,10,203,1,450
2,581,9,201,1,800
2,581,9,206,1,3000
2,581,9,212,1,3500
2,581,9,217,1,750
2,581,9,207,1,100
2,581,9,205,1,2000
1,459,9,212,1,400
1,459,9,203,1,100
1,459,9,215,1,700
1,459,9,207,1,50
2,498,10,207,1,25
2,498,10,205,1,1400
1,169,12,203,1,2100
1,169,12,207,1,25
2,268,8,210,1,8000
2,268,8,203,1,1500
2,268,8,207,1,75
1,374,10,210,1,5000
1,374,10,216,1,300
1,374,10,201,1,600
1,374,10,212,1,1600
1,574,1,217,1,200
1,574,1,201,1,3500
1,574,1,209,1,6300
2,238,11,211,1,2000
2,238,11,205,1,1000
2,238,11,207,1,25
2,324,11,211,1,600
2,324,11,203,1,600
2,540,8,209,1,3000
1,55,2,210,1,2500
1,55,2,207,1,25
1,55,2,211,1,300
1,21,7,210,1,5000
1,21,7,208,1,15000
1,516,3,204,1,700
1,516,3,209,1,4000
1,516,3,203,1,1000
1,516,3,217,1,250
1,516,3,201,1,3000
1,516,3,207,1,100
2,454,11,207,1,100
1,120,7,211,1,3000
1,120,7,210,1,2000
2,162,10,211,1,1400
2,162,10,207,1,100
2,162,10,215,1,700
2,162,10,210,1,3500
2,162,10,203,1,3500
1,137,8,207,1,25
1,137,8,204,1,2100
1,465,2,205,1,1400
1,465,2,207,1,100
2,352,12,210,1,3500
2,352,12,203,1,2000
2,352,12,207,1,150
2,352,12,204,1,3500
2,410,10,212,1,2500
2,410,10,207,1,50
2,410,10,204,1,1600
2,26,11,207,1,100
2,26,11,217,1,100
2,26,11,203,1,2000
2,418,10,207,1,50
1,112,7,211,1,200
2,409,11,203,1,225
2,409,11,206,1,500
2,409,11,207,1,25
1,53,2,209,1,1500
1,53,2,203,1,350
1,53,2,211,1,5600
1,53,2,207,1,50
1,584,2,207,1,25
1,584,2,203,1,200
2,238,12,205,1,1750
2,238,12,207,1,50
2,238,12,210,1,4000
2,238,12,209,1,4000
1,429,1,212,1,1000
1,429,1,205,1,1500
1,235,8,212,1,1500
1,235,8,207,1,200
1,415,6,212,1,200
1,415,6,205,1,5000
2,594,11,205,1,1400
2,594,11,211,1,1600
2,594,11,203,1,500
2,594,11,207,1,50
2,594,11,201,1,3500
1,255,10,210,1,9000
1,255,10,203,1,1750
1,255,10,205,1,2100
1,255,10,211,1,800
1,255,10,217,1,1400
1,255,10,215,1,700
1,255,10,207,1,100
1,167,2,211,1,5000
1,167,2,215,1,1500
1,167,2,203,1,2800
1,167,2,207,1,200
2,54,6,211,1,3500
1,315,1,208,1,35000
1,315,1,207,1,250
1,421,2,212,1,3000
1,421,2,207,1,75
1,421,2,204,1,750
1,421,2,206,1,700
1,591,10,203,1,800
1,591,10,207,1,25
1,591,10,217,1,350
1,591,10,212,1,1200
1,317,9,217,1,370
1,317,9,203,1,200
1,317,9,201,1,700
1,317,9,205,1,600
1,317,9,207,1,25
2,579,11,201,1,7000
2,579,11,209,1,6000
2,579,11,207,1,100
2,579,11,203,1,2000
2,48,10,203,1,200
2,48,10,217,1,100
2,48,10,211,1,400
2,592,9,204,1,3000
2,592,9,209,1,35000
2,592,9,207,1,25
2,549,9,205,1,1000
1,400,7,207,1,50
1,400,7,203,1,500
1,400,7,204,1,200
1,402,9,207,1,25
1,402,9,209,1,5000
1,402,9,203,1,3150
1,301,1,217,1,1000
1,301,1,201,1,700
1,301,1,207,1,50
1,237,10,204,1,2500
1,237,10,201,1,750
1,237,10,207,1,50
1,237,10,209,1,4000
1,237,10,203,1,2100
2,555,11,205,1,1000
2,555,11,207,1,25
2,236,10,212,1,5000
2,236,10,205,1,1500
2,236,10,207,1,100
1,470,6,204,1,1400
1,470,6,207,1,75
1,508,8,207,1,100
1,508,8,205,1,3000
1,493,3,212,1,6000
1,493,3,207,1,100
1,493,3,206,1,100
1,358,5,207,1,25
1,287,2,205,1,3000
1,287,2,206,1,1400
1,287,2,207,1,50
1,287,2,212,1,5000
1,287,2,211,1,5000
2,598,10,205,1,3000
2,598,10,217,1,525
2,598,10,207,1,25
1,427,6,206,1,300
1,427,6,203,1,300
1,427,6,207,1,25
2,476,10,207,1,25
2,476,10,217,1,400
2,476,10,205,1,3000
1,438,7,212,1,450
1,438,7,207,1,50
1,438,7,203,1,2100
1,438,7,217,1,500
1,529,11,201,1,500
1,529,11,204,1,1000
1,529,11,207,1,50
1,529,11,203,1,1000
1,539,7,207,1,150
1,539,7,217,1,300
2,444,11,207,1,25
2,444,11,209,1,3000
2,460,11,207,1,50
2,460,11,205,1,1000
2,475,11,205,1,500
2,471,12,201,1,600
2,471,12,207,1,50
2,471,12,204,1,500
1,200,8,207,1,250
1,200,8,211,1,3000
1,200,8,217,1,375
1,200,8,203,1,15000
2,214,10,210,1,1800
2,214,10,203,1,600
2,214,10,217,1,100
2,214,10,207,1,100
1,411,3,205,1,4200
1,411,3,207,1,75
1,411,3,206,1,700
2,403,9,207,1,25
2,403,9,209,1,1000
2,496,11,205,1,1400
2,496,11,212,1,700
2,496,11,207,1,50
1,389,1,207,1,25
1,206,11,207,1,100
1,206,11,211,1,1000
1,206,11,210,1,1000
1,210,9,207,1,75
1,210,9,201,1,2100
1,210,9,211,1,500
1,210,9,209,1,9725
1,210,9,203,1,5600
2,207,10,207,1,50
2,207,10,203,1,3500
2,207,10,211,1,2800
1,329,2,210,1,7000
1,329,2,203,1,2100
1,392,2,212,1,1000
1,392,2,217,1,225
1,392,2,207,1,100
1,543,11,209,1,15000
1,543,11,207,1,50
1,432,3,201,1,2100
1,432,3,205,1,3000
1,278,9,207,1,25
1,278,9,205,1,700
1,481,8,204,1,500
1,481,8,217,1,1400
2,126,10,201,1,2800
2,573,10,201,1,700
2,573,10,207,1,100
1,167,8,203,1,250
2,424,8,204,1,1400
2,424,8,203,1,3500
2,424,8,212,1,2000
2,424,8,209,1,5000
2,424,8,205,1,1000
2,424,8,210,1,1000
2,424,8,207,1,25
2,232,11,201,1,2000
2,232,11,207,1,50
1,311,4,207,1,50
1,311,4,210,1,4000
2,517,11,207,1,25
2,517,11,203,1,300
2,517,11,212,1,1500
2,517,11,215,1,500
2,517,11,205,1,1500
2,517,11,209,1,3000
2,517,11,217,1,1200
2,517,11,204,1,600
2,294,12,205,1,4500
2,294,12,207,1,50
2,294,12,203,1,1000
1,230,7,207,1,25
1,230,7,201,1,5600
1,230,7,203,1,6000
1,522,4,210,1,500
1,522,4,204,1,1400
1,522,4,207,1,25
2,568,12,201,1,700
2,568,12,203,1,2100
2,568,12,207,1,25
1,169,9,203,1,1400
1,169,9,215,1,4800
1,281,9,206,1,200
1,281,9,217,1,400
1,281,9,207,1,25
1,281,9,205,1,600
1,281,9,203,1,1600
1,281,9,215,1,300
1,281,9,212,1,150
1,281,9,204,1,3500
1,455,5,212,1,1000
1,455,5,205,1,5000
1,455,5,207,1,50
1,218,5,209,1,5000
1,218,5,205,1,1000
2,412,11,204,1,1000
2,412,11,214,1,3000
1,589,11,205,1,2000
1,589,11,207,1,25
1,589,11,211,1,3000
1,589,11,206,1,200
1,402,2,203,1,200
1,402,2,207,1,25
2,441,10,207,1,50
2,441,10,217,1,400
2,441,10,203,1,800
2,441,10,201,1,600
2,441,10,205,1,2500
1,319,10,205,1,1400
1,319,10,210,1,2000
1,319,10,207,1,50
1,193,12,217,1,750
1,193,12,207,1,50
1,193,12,204,1,7500
2,312,10,207,1,50
2,312,10,210,1,3000
2,312,10,211,1,1050
2,478,10,212,1,800
2,201,9,207,1,25
2,201,9,211,1,1500
2,519,9,207,1,100
2,519,9,201,1,700
2,519,9,205,1,3000
1,171,7,207,1,50
1,171,7,204,1,400
1,171,7,203,1,1750
1,355,5,207,1,50
1,355,5,217,1,2500
1,355,5,204,1,7000
2,203,11,201,1,2100
2,203,11,204,1,1400
2,203,11,203,1,2800
2,203,11,207,1,75
2,203,11,209,1,3000
2,203,11,211,1,600
2,296,11,210,1,700
2,296,11,215,1,2100
2,296,11,209,1,2000
2,50,12,203,1,250
2,50,12,211,1,3000
2,50,12,209,1,2000
2,412,12,201,1,600
2,412,12,203,1,1600
2,412,12,212,1,2000
2,412,12,207,1,50
2,585,10,201,1,2100
2,585,10,212,1,3000
2,585,10,203,1,300
2,585,10,207,1,50
2,585,10,217,1,450
2,585,10,205,1,1250
2,585,10,209,1,
2,288,8,208,1,15000
2,288,8,212,1,2000
2,288,8,207,1,50
2,288,8,203,1,7000
2,515,8,205,1,500
2,515,8,207,1,25
2,515,8,204,1,1400
2,515,8,212,1,150
2,588,11,205,1,1500
2,588,11,207,1,50
2,588,11,203,1,1250
2,588,11,211,1,2000
2,342,11,201,1,150
2,342,11,205,1,2500
2,342,11,211,1,3000
2,342,11,207,1,25
1,368,1,203,1,750
1,368,1,207,1,100
1,368,1,210,1,3000
1,204,4,211,1,200
1,204,4,203,1,500
1,204,4,207,1,1500
2,506,11,207,1,25
2,506,11,205,1,3500
2,456,6,207,1,75
2,456,6,205,1,1000
1,53,9,211,1,1800
1,53,9,207,1,50
1,53,9,216,1,700
2,286,10,211,1,1000
2,286,10,207,1,25
1,529,3,207,1,50
1,529,3,204,1,3000
1,529,3,208,1,10000
2,478,11,217,1,1000
2,478,11,207,1,50
2,478,11,204,1,3000
2,384,10,212,1,800
2,384,10,217,1,100
2,384,10,207,1,25
2,188,12,205,1,700
2,188,12,207,1,25
1,287,8,207,1,75
1,287,8,201,1,500
2,32,10,203,1,3300
2,32,10,201,1,2800
2,32,10,207,1,100
2,32,10,211,1,15000
2,515,9,207,1,50
2,515,9,203,1,2800
2,515,9,206,1,350
2,515,9,212,1,2000
2,515,9,215,1,500
1,191,1,205,1,1000
1,323,4,211,1,700
1,323,4,203,1,2450
1,323,4,207,1,100
1,323,4,212,1,500
1,561,2,205,1,2000
1,177,9,217,1,400
1,177,9,207,1,50
1,177,9,203,1,3500
1,307,1,217,1,400
1,307,1,203,1,400
1,307,1,207,1,50
2,536,10,204,1,500
2,536,10,203,1,1400
2,536,10,207,1,100
2,536,10,206,1,150
1,66,1,203,1,200
1,66,1,207,1,100
1,220,11,205,1,3000
1,220,11,207,1,25
1,220,11,209,1,2000
1,597,4,207,1,50
1,597,4,205,1,2000
1,265,12,217,1,1000
1,265,12,210,1,1500
1,265,12,203,1,2400
1,265,12,204,1,3500
1,265,12,211,1,1000
1,265,12,207,1,200
1,265,12,212,1,2500
2,410,11,212,1,1500
2,410,11,204,1,4000
2,410,11,207,1,50
1,303,10,210,1,1500
1,303,10,211,1,600
1,303,10,203,1,1050
1,303,10,207,1,50
1,317,11,210,1,800
1,317,11,207,1,50
1,317,11,205,1,500
2,48,11,203,1,250
1,114,1,203,1,4500
1,114,1,210,1,1500
1,114,1,211,1,2000
1,247,7,201,1,700
1,247,7,204,1,700
1,127,5,207,1,50
2,486,10,205,1,3500
2,486,10,207,1,25
2,486,10,217,1,500
2,443,8,207,1,100
2,443,8,203,1,2100
1,595,2,207,1,50
1,595,2,206,1,1400
1,595,2,205,1,1000
2,424,9,203,1,9000
2,424,9,210,1,1000
2,424,9,207,1,25
2,424,9,209,1,5000
1,518,8,204,1,2000
1,518,8,209,1,800
1,518,8,207,1,25
2,462,8,207,1,50
1,554,2,209,1,1500
1,554,2,201,1,1000
1,554,2,204,1,1000
1,554,2,205,1,2500
2,221,10,205,1,7000
2,221,10,217,1,500
2,221,10,207,1,50
2,28,9,217,1,100
2,28,9,216,1,200
2,28,9,211,1,6000
1,208,5,211,1,2500
1,208,5,207,1,100
1,208,5,203,1,3000
2,268,9,211,1,1050
2,268,9,209,1,5000
