"HHID","lat_mod","lon_mod","source","nogps","dist_y0","loc_type","urban","hh_status","y2_qa_type","dist_road","dist_popcenter","dist_market","dist_borderpost","dist_admctr","af_bio_1","af_bio_8","af_bio_12","af_bio_13","af_bio_16","fsrad3_agpct","fsrad3_lcmaj","ssa_aez09","afmnslp_pct","srtm_uga","twi_uga","srtm_uga_5_15","sq1","sq2","sq3","sq4","sq5","sq6","sq7","rf_regime","anntot_avg","wetQ_avg","wetQ_avgstart","anntot_2010","wetQ_2010","wetQstart_2010","wetQ2_avg","wetQ2_avgstart","wetQ2_2010","wetQ2start_2010","eviarea_avg","evimax_avg","grn_avg","sen_avg","eviarea_2010","evimax_2010","grn_2010","sen_2010","eviarea2_avg","evimax2_avg","grn2_avg","sen2_avg","eviarea2_2010","evimax2_2010","grn2_2010","sen2_2010"
"2153000703",1.3747730255127,34.3019981384277,2,,,"EA-based offset",0,1,61,0.2981,30.8453,14.9296,50.4189,18.4131,231,229,1197,174,442,2,60,314,1.19,1074,1077,3,1,1,1,2,1,1,3,"bimodal",1106,453,7,1210,522,6,345,22,323,21,67.343,0.54122,79.6,144.6,75.66,0.5326,78,136,46.955,0.52261,234.2,308.2,25.55,0.5299,235,291
"2153000704",1.3747730255127,34.3019981384277,2,,,"EA-based offset",0,1,1,1.4644,29.7724,15.9974,51.5812,18.2327,231,229,1196,174,443,3,60,314,0.94,1067,1068,3,1,1,1,2,1,1,3,"bimodal",1108,454,7,1210,520,6,346,22,323,21,67.343,0.54122,79.6,144.6,75.66,0.5326,78,136,46.955,0.52261,234.2,308.2,25.55,0.5299,235,291
"2153000705",1.3747730255127,34.3019981384277,2,,,"EA-based offset",0,1,61,1.2542,30.1511,15.6259,51.3908,18.6649,231,229,1196,174,443,3,60,314,0.94,1066,1068,3,1,1,1,2,1,1,3,"bimodal",1107,453,7,1209,521,6,346,22,323,21,67.343,0.54122,79.6,144.6,75.66,0.5326,78,136,46.955,0.52261,234.2,308.2,25.55,0.5299,235,291
"2153000706",1.3747730255127,34.3019981384277,2,,,"EA-based offset",0,1,61,1.7948,29.4244,16.3461,51.9063,18.0954,232,230,1194,174,443,6,60,314,0.94,1068,1070,3,1,1,1,2,1,1,3,"bimodal",1109,454,7,1210,519,6,346,22,323,21,67.343,0.54122,79.6,144.6,75.66,0.5326,78,136,46.955,0.52261,234.2,308.2,25.55,0.5299,235,291
"2153000707",1.3747730255127,34.3019981384277,2,,,"EA-based offset",0,1,1,1.2364,30.0912,15.681,51.3649,18.5023,231,229,1196,174,443,3,60,314,0.94,1069,1070,3,1,1,1,2,1,1,3,"bimodal",1107,453,7,1209,521,6,346,22,323,21,67.343,0.54122,79.6,144.6,75.66,0.5326,78,136,46.955,0.52261,234.2,308.2,25.55,0.5299,235,291
"2153000708",1.3747730255127,34.3019981384277,2,,,"EA-based offset",0,1,61,1.7529,29.5842,16.1921,51.8759,18.3642,231,229,1196,174,443,6,60,314,0.94,1068,1066,3,1,1,1,2,1,1,3,"bimodal",1108,454,7,1209,520,6,346,22,323,21,67.343,0.54122,79.6,144.6,75.66,0.5326,78,136,46.955,0.52261,234.2,308.2,25.55,0.5299,235,291
"2153000709",1.3747730255127,34.3019981384277,2,,,"EA-based offset",0,1,61,1.3994,30.0226,15.7572,51.5359,18.6548,231,229,1196,174,443,4,60,314,0.94,1067,1069,3,1,1,1,2,1,1,3,"bimodal",1107,453,7,1208,521,6,346,22,323,21,67.343,0.54122,79.6,144.6,75.66,0.5326,78,136,46.955,0.52261,234.2,308.2,25.55,0.5299,235,291
"2153000710",1.3747730255127,34.3019981384277,2,,,"EA-based offset",0,1,1,1.3312,29.9612,15.8099,51.4549,18.3956,231,229,1196,174,443,4,60,314,0.94,1068,1069,3,1,1,1,2,1,1,3,"bimodal",1107,453,7,1209,520,6,346,22,323,21,67.343,0.54122,79.6,144.6,75.66,0.5326,78,136,46.955,0.52261,234.2,308.2,25.55,0.5299,235,291
"2163000302",2.02890801429749,33.590747833252,2,,,"EA-based offset",0,1,1,17.1826,32.3952,32.3952,151.8841,3.6479,237,224,1295,182,458,10,130,314,1.83,1133,1133,3,1,1,1,2,1,1,1,"unimodal",1246,506,14,1478,660,7,,,,,93.103,0.40991,90.2,276,104.34,0.4068,56,279,,,,,,,,
"2163000307",2.02890801429749,33.590747833252,2,,,"EA-based offset",0,1,1,15.5341,33.0424,33.0424,157.5129,8.9032,235,223,1314,187,469,20,20,314,2.3,1160,1164,3,1,1,1,2,1,1,1,"unimodal",1249,504,14,1468,653,6,,,,,93.103,0.40991,90.2,276,104.34,0.4068,56,279,,,,,,,,
"2163000308",2.02890801429749,33.590747833252,2,,,"EA-based offset",0,1,1,16.0372,32.7161,32.7161,156.6769,8.1565,236,222,1311,185,465,19,20,314,2.6,1147,1143,3,2,2,1,1,1,1,1,"unimodal",1249,505,14,1470,653,7,,,,,93.103,0.40991,90.2,276,104.34,0.4068,56,279,,,,,,,,
"2163000310",2.0371253490448,33.4809303283691,1,,3743,"household-based offset",0,1,1,17.9709,39.8216,39.8216,164.8077,13.472,235,223,1305,190,475,15,130,314,2.72,1163,1163,3,1,1,1,2,1,1,1,"unimodal",1248,507,14,1462,666,6,,,,,93.103,0.40991,90.2,276,104.34,0.4068,56,279,,,,,,,,
"2173000902",1.12054681777954,34.0546684265137,2,,,"EA-based offset",0,1,1,4.9344,12.9389,12.9389,56.0017,17.8554,231,229,1171,165,433,35,20,314,3.37,1121,1119,8,2,2,1,2,1,1,1,"bimodal",1207,480,7,1370,580,6,349,24,326,23,61.801,0.47733,66.4,152.3,75.89,0.4814,48,160,44.74,0.46138,241.8,317.2,60.86,0.4551,228,300
"2173000903",1.12054681777954,34.0546684265137,2,,,"EA-based offset",0,1,1,5.054,13.5622,13.5622,56.134,17.2142,230,228,1174,165,434,35,20,314,2.39,1127,1127,3,2,2,1,2,1,1,1,"bimodal",1209,480,7,1371,579,6,349,24,326,23,61.801,0.47733,66.4,152.3,75.89,0.4814,48,160,44.74,0.46138,241.8,317.2,60.86,0.4551,228,300
"2173000904",1.12054681777954,34.0546684265137,2,,,"EA-based offset",0,1,61,5.3876,13.3606,13.3606,56.4121,17.6952,230,228,1174,165,434,35,20,314,2.39,1133,1133,3,2,2,1,2,1,1,1,"bimodal",1207,479,7,1368,578,6,349,24,326,23,61.801,0.47733,66.4,152.3,75.89,0.4814,48,160,44.74,0.46138,241.8,317.2,60.86,0.4551,228,300
"2173000905",1.12054681777954,34.0546684265137,2,,,"EA-based offset",0,1,1,4.8071,13.3966,13.3966,55.8689,17.1991,231,229,1170,165,432,35,20,314,2.32,1123,1122,3,2,2,1,2,1,1,1,"bimodal",1210,480,7,1371,580,6,349,24,326,23,61.801,0.47733,66.4,152.3,75.89,0.4814,48,160,44.74,0.46138,241.8,317.2,60.86,0.4551,228,300
"2173000907",1.12054681777954,34.0546684265137,2,,,"EA-based offset",0,1,1,4.7138,12.994,12.994,55.7058,17.5508,231,229,1167,165,431,35,20,314,3.14,1118,1117,3,2,2,1,2,1,1,1,"bimodal",1209,480,7,1371,581,6,349,24,326,23,61.801,0.47733,66.4,152.3,75.89,0.4814,48,160,44.74,0.46138,241.8,317.2,60.86,0.4551,228,300
"2173000908",1.12054681777954,34.0546684265137,2,,,"EA-based offset",0,1,1,5.0618,13.1712,13.1712,56.074,17.6353,231,229,1171,165,433,35,20,314,3.37,1124,1122,8,2,2,1,2,1,1,1,"bimodal",1208,480,7,1370,579,6,349,24,326,23,61.801,0.47733,66.4,152.3,75.89,0.4814,48,160,44.74,0.46138,241.8,317.2,60.86,0.4551,228,300
"217300090803",2.54137110710144,34.6665420532227,1,,173.199996948242,"household-based offset",0,1,1,0.0246,80.6993,1.1247,146.9919,1.1247,220,210,795,121,311,2,110,323,3.28,1363,1365,3,1,1,1,1,1,1,2,"unimodal",533,276,12,693,372,6,,,,,62.431,0.39236,146,272.9,77.76,0.3881,117,259,,,,,,,,
"2173000909",1.12054681777954,34.0546684265137,2,,,"EA-based offset",0,1,1,5.3641,13.3902,13.3902,56.3712,17.6231,230,228,1174,165,434,35,20,314,2.39,1132,1132,3,2,2,1,2,1,1,1,"bimodal",1208,479,7,1369,578,6,349,24,326,23,61.801,0.47733,66.4,152.3,75.89,0.4814,48,160,44.74,0.46138,241.8,317.2,60.86,0.4551,228,300
"2173000912",1.12054681777954,34.0546684265137,2,,,"EA-based offset",0,1,1,4.696,12.9342,12.9342,55.7057,17.622,231,229,1167,165,431,35,20,314,3.14,1117,1113,3,2,2,1,2,1,1,1,"bimodal",1209,480,7,1371,581,6,349,24,326,23,61.801,0.47733,66.4,152.3,75.89,0.4814,48,160,44.74,0.46138,241.8,317.2,60.86,0.4551,228,300
"2183003702",1.05403518676758,34.3706207275391,2,,,"EA-based offset",0,1,1,21.3559,23.019,23.019,43.5063,7.6578,202,201,1542,214,547,60,30,324,25.56,1612,1618,13,1,1,3,1,1,1,3,"bimodal",1154,469,8,1387,613,6,343,23,335,24,49.17,0.58691,94.9,113.2,50.84,0.5915,123,105,34.912,0.58271,233.8,294.4,22.63,0.5596,242,287
"2183003703",1.05403518676758,34.3706207275391,2,,,"EA-based offset",0,1,61,21.5502,23.1949,23.1949,43.2134,8.0061,189,189,1813,245,633,60,30,324,48.75,1693,1653,13,1,1,3,1,1,1,3,"bimodal",1151,468,8,1385,612,6,342,23,333,24,49.17,0.58691,94.9,113.2,50.84,0.5915,123,105,34.912,0.58271,233.8,294.4,22.63,0.5596,242,287
"2183003704",1.05403518676758,34.3706207275391,2,,,"EA-based offset",0,1,61,21.393,23.0612,23.0612,43.5038,7.6173,202,201,1542,214,547,60,30,324,25.56,1589,1585,13,1,1,3,1,1,1,3,"bimodal",1155,469,8,1387,613,6,343,23,335,24,49.17,0.58691,94.9,113.2,50.84,0.5915,123,105,34.912,0.58271,233.8,294.4,22.63,0.5596,242,287
"2183003705",1.05403518676758,34.3706207275391,2,,,"EA-based offset",0,1,1,21.019,22.7321,22.7321,44.0833,6.929,202,201,1542,214,547,60,30,324,25.56,1494,1501,13,1,1,3,1,1,1,3,"bimodal",1161,470,8,1391,615,6,346,23,338,24,49.17,0.58691,94.9,113.2,50.84,0.5915,123,105,34.912,0.58271,233.8,294.4,22.63,0.5596,242,287
"2183003706",1.05403518676758,34.3706207275391,2,,,"EA-based offset",0,1,61,21.0086,22.6852,22.6852,43.898,7.3055,202,201,1542,214,547,60,30,324,25.56,1557,1542,13,1,1,3,1,1,1,3,"bimodal",1157,469,8,1388,613,6,344,23,335,24,49.17,0.58691,94.9,113.2,50.84,0.5915,123,105,34.912,0.58271,233.8,294.4,22.63,0.5596,242,287
"2183003708",1.05403518676758,34.3706207275391,2,,,"EA-based offset",0,1,61,21.4295,23.0902,23.0902,43.4245,7.7305,202,201,1542,214,547,60,30,324,25.56,1618,1616,13,1,1,3,1,1,1,3,"bimodal",1154,469,8,1386,613,6,343,23,335,24,49.17,0.58691,94.9,113.2,50.84,0.5915,123,105,34.912,0.58271,233.8,294.4,22.63,0.5596,242,287
"2183003709",1.05403518676758,34.3706207275391,2,,,"EA-based offset",0,1,1,21.0113,22.725,22.725,44.0933,6.9188,202,201,1542,214,547,60,30,324,25.56,1494,1501,13,1,1,3,1,1,1,3,"bimodal",1161,470,8,1391,615,6,346,23,338,24,49.17,0.58691,94.9,113.2,50.84,0.5915,123,105,34.912,0.58271,233.8,294.4,22.63,0.5596,242,287
"2183003710",1.05403518676758,34.3706207275391,2,,,"EA-based offset",0,1,1,21.3467,23.0482,23.0482,43.7278,7.2383,202,201,1542,214,547,60,30,324,25.56,1503,1511,13,1,1,3,1,1,1,3,"bimodal",1159,470,8,1390,615,6,345,23,337,24,49.17,0.58691,94.9,113.2,50.84,0.5915,123,105,34.912,0.58271,233.8,294.4,22.63,0.5596,242,287
"2193000301",1.19971585273743,34.1584243774414,2,,,"EA-based offset",0,1,1,2.1579,13.3736,13.3736,63.0073,21.4122,227,225,1207,173,448,33,20,314,2.81,1181,1183,3,2,2,1,1,1,1,1,"bimodal",1174,470,7,1323,542,6,344,24,321,23,67.005,0.44303,64.7,154.3,61.44,0.4292,49,161,37.924,0.41046,241.5,313.7,41.76,0.4273,229,298
"2193000302",1.19971585273743,34.1584243774414,2,,,"EA-based offset",0,1,1,2.504,13.3988,13.3988,62.9848,21.6287,227,225,1212,173,448,33,20,314,3.96,1192,1198,8,2,2,1,1,1,1,1,"bimodal",1174,470,7,1323,542,6,344,24,320,23,67.005,0.44303,64.7,154.3,61.44,0.4292,49,161,37.924,0.41046,241.5,313.7,41.76,0.4273,229,298
"2193000303",1.19971585273743,34.1584243774414,2,,,"EA-based offset",0,1,1,2.6577,13.5564,13.5564,63.1314,21.5484,227,225,1212,173,448,33,20,314,3.96,1192,1194,8,2,2,1,1,1,1,1,"bimodal",1174,470,7,1323,541,6,344,24,320,23,67.005,0.44303,64.7,154.3,61.44,0.4292,49,161,37.924,0.41046,241.5,313.7,41.76,0.4273,229,298
"2193000304",1.19971585273743,34.1584243774414,2,,,"EA-based offset",0,1,1,2.673,13.8271,13.8271,63.4234,21.2208,227,225,1212,173,448,33,20,314,3.96,1184,1183,3,2,2,1,1,1,1,1,"bimodal",1174,470,7,1321,540,6,345,24,321,23,67.005,0.44303,64.7,154.3,61.44,0.4292,49,161,37.924,0.41046,241.5,313.7,41.76,0.4273,229,298
"2193000306",1.19971585273743,34.1584243774414,2,,,"EA-based offset",0,1,1,2.0974,13.515,13.515,63.1657,21.1957,227,225,1207,173,448,33,20,314,2.81,1178,1179,3,2,2,1,1,1,1,1,"bimodal",1174,470,7,1323,542,6,345,24,321,23,67.005,0.44303,64.7,154.3,61.44,0.4292,49,161,37.924,0.41046,241.5,313.7,41.76,0.4273,229,298
"2193000307",1.19971585273743,34.1584243774414,2,,,"EA-based offset",0,1,1,2.2762,13.2439,13.2439,62.852,21.6537,227,225,1207,173,446,33,20,314,8.56,1190,1195,8,2,2,1,1,1,1,1,"bimodal",1174,470,7,1324,543,6,344,24,320,23,67.005,0.44303,64.7,154.3,61.44,0.4292,49,161,37.924,0.41046,241.5,313.7,41.76,0.4273,229,298
"2193000308",1.19971585273743,34.1584243774414,2,,,"EA-based offset",0,1,1,2.2613,13.6646,13.6646,63.3058,21.1217,227,225,1207,173,448,33,20,314,2.81,1185,1182,3,2,2,1,1,1,1,1,"bimodal",1174,470,7,1322,541,6,345,24,321,23,67.005,0.44303,64.7,154.3,61.44,0.4292,49,161,37.924,0.41046,241.5,313.7,41.76,0.4273,229,298
"2193000309",1.19971585273743,34.1584243774414,2,,,"EA-based offset",0,1,1,2.689,13.5294,13.5294,63.0966,21.6062,227,225,1212,173,448,33,20,314,3.96,1194,1195,8,2,2,1,1,1,1,1,"bimodal",1174,470,7,1323,542,6,344,24,320,23,67.005,0.44303,64.7,154.3,61.44,0.4292,49,161,37.924,0.41046,241.5,313.7,41.76,0.4273,229,298
"2193000310",1.19971585273743,34.1584243774414,2,,,"EA-based offset",0,1,1,2.0728,12.8645,12.8645,62.4745,21.9672,227,225,1207,173,446,33,20,314,8.56,1183,1190,8,2,2,1,1,1,1,1,"bimodal",1175,471,7,1326,544,6,344,24,320,23,67.005,0.44303,64.7,154.3,61.44,0.4292,49,161,37.924,0.41046,241.5,313.7,41.76,0.4273,229,298
"2203000102",1.33163118362427,34.6608619689941,2,,,"EA-based offset",0,1,61,0.7212,66.3464,29.8957,13.8123,6.235,168,163,1357,189,490,31,20,324,28.86,2215,2203,14,1,1,1,1,1,1,2,"bimodal",982,392,8,1065,489,6,322,22,302,21,50.728,0.50225,98,126,53.24,0.5343,101,94,52.275,0.56042,239,278.6,52.87,0.6093,239,287
"2203000103",1.33163118362427,34.6608619689941,2,,,"EA-based offset",0,1,61,0.2685,65.4402,28.7064,14.4042,7.2288,170,165,1352,189,490,15,60,324,30.27,2143,2162,9,1,1,1,1,1,1,2,"bimodal",988,395,8,1069,492,6,324,22,303,21,50.728,0.50225,98,126,53.24,0.5343,101,94,52.275,0.56042,239,278.6,52.87,0.6093,239,287
"2203000104",1.33163118362427,34.6608619689941,2,,,"EA-based offset",0,1,61,0.5037,65.6469,28.9366,14.3259,7.0576,170,165,1352,189,490,21,20,324,30.27,2135,2107,9,1,1,1,1,1,1,2,"bimodal",987,394,8,1068,492,6,324,22,303,21,50.728,0.50225,98,126,53.24,0.5343,101,94,52.275,0.56042,239,278.6,52.87,0.6093,239,287
"2203000107",1.33163118362427,34.6608619689941,2,,,"EA-based offset",0,1,61,1.0151,65.7695,29.491,13.6499,6.3478,170,165,1352,189,490,35,20,324,30.27,2231,2250,14,1,1,1,1,1,1,2,"bimodal",984,393,8,1064,490,6,322,22,302,21,50.728,0.50225,98,126,53.24,0.5343,101,94,52.275,0.56042,239,278.6,52.87,0.6093,239,287
"2203000108",1.33163118362427,34.6608619689941,2,,,"EA-based offset",0,1,1,0.5521,65.5695,28.1092,15.4848,8.2213,181,176,1249,186,467,9,110,324,20.18,1964,1966,13,1,1,1,1,1,1,2,"bimodal",992,396,8,1074,495,6,326,22,303,21,50.728,0.50225,98,126,53.24,0.5343,101,94,52.275,0.56042,239,278.6,52.87,0.6093,239,287
"2203000109",1.33163118362427,34.6608619689941,2,,,"EA-based offset",0,1,1,0.2687,66.1662,29.3082,14.4587,6.9566,177,172,1258,185,468,24,20,324,19.75,2115,2115,14,1,1,1,1,1,1,2,"bimodal",987,394,8,1067,491,6,324,22,303,21,50.728,0.50225,98,126,53.24,0.5343,101,94,52.275,0.56042,239,278.6,52.87,0.6093,239,287
"2203000110",1.33163118362427,34.6608619689941,2,,,"EA-based offset",0,1,1,0.0755,66.0439,29.0677,14.6585,7.2072,179,174,1249,185,467,13,60,324,22.19,2005,2037,14,1,1,1,1,1,1,2,"bimodal",988,394,8,1069,492,6,325,22,303,21,50.728,0.50225,98,126,53.24,0.5343,101,94,52.275,0.56042,239,278.6,52.87,0.6093,239,287
"2205300131001",,,,1,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2205300300802",,,,1,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2212300091005",0.657477378845215,34.1587715148926,2,,,"EA-based offset",0,3,4,0.1704,8.255,25.1561,11.3758,8.255,219,223,1603,248,597,36,20,324,25.81,1310,1335,13,2,2,1,1,1,1,1,"bimodal",1586,594,7,1526,658,7,523,23,425,24,70.384,0.48712,63.2,152.1,67.5,0.4904,47,155,42.59,0.46418,246.9,320.4,61.08,0.4666,234,311
"2213000601",1.01852333545685,34.0729484558105,2,,,"EA-based offset",0,1,1,6.8238,13.3325,18.6044,45.3893,11.5717,232,230,1139,158,411,35,20,314,1.59,1094,1093,3,2,1,1,2,1,1,1,"bimodal",1308,512,7,1407,639,6,383,24,329,24,68.021,0.50432,65.2,145.9,67.9,0.4967,51,147,49.294,0.48218,239.6,318.9,49.86,0.4736,231,315
"2213000602",1.01852333545685,34.0729484558105,2,,,"EA-based offset",0,1,1,8.1894,16.416,16.416,43.3924,14.1658,231,229,1142,158,409,35,20,314,1.87,1115,1115,3,2,1,1,2,1,1,1,"bimodal",1303,511,7,1409,644,6,379,24,329,24,68.021,0.50432,65.2,145.9,67.9,0.4967,51,147,49.294,0.48218,239.6,318.9,49.86,0.4736,231,315
"2213000603",1.01852333545685,34.0729484558105,2,,,"EA-based offset",0,1,1,7.0606,15.5704,15.5704,44.4491,14.7449,232,230,1140,159,411,31,20,314,2.46,1092,1092,3,2,1,1,2,1,1,1,"bimodal",1295,508,7,1405,638,6,375,24,328,24,68.021,0.50432,65.2,145.9,67.9,0.4967,51,147,49.294,0.48218,239.6,318.9,49.86,0.4736,231,315
"2213000604",1.01852333545685,34.0729484558105,2,,,"EA-based offset",0,1,61,8.2447,16.4362,16.4362,43.3376,14.1636,231,229,1142,158,409,35,20,314,1.87,1115,1114,3,2,1,1,2,1,1,1,"bimodal",1304,511,7,1410,644,6,379,24,329,24,68.021,0.50432,65.2,145.9,67.9,0.4967,51,147,49.294,0.48218,239.6,318.9,49.86,0.4736,231,315
"2213000605",1.01852333545685,34.0729484558105,2,,,"EA-based offset",0,1,1,7.7278,16.079,16.3842,43.8736,14.0527,232,230,1139,158,409,35,20,314,1.87,1108,1110,3,2,1,1,2,1,1,1,"bimodal",1302,510,7,1408,642,6,378,24,328,24,68.021,0.50432,65.2,145.9,67.9,0.4967,51,147,49.294,0.48218,239.6,318.9,49.86,0.4736,231,315
"2213000607",1.01852333545685,34.0729484558105,2,,,"EA-based offset",0,1,61,7.6054,15.8817,15.8817,43.9224,14.5515,232,230,1140,159,411,33,20,314,2.46,1102,1104,3,2,1,1,2,1,1,1,"bimodal",1299,509,7,1407,641,6,377,24,328,24,68.021,0.50432,65.2,145.9,67.9,0.4967,51,147,49.294,0.48218,239.6,318.9,49.86,0.4736,231,315
"2213000608",1.01852333545685,34.0729484558105,2,,,"EA-based offset",0,1,1,7.8693,16.1364,16.462,43.7394,14.011,231,229,1142,158,409,35,20,314,1.87,1111,1113,3,2,1,1,2,1,1,1,"bimodal",1302,511,7,1409,642,6,379,24,329,24,68.021,0.50432,65.2,145.9,67.9,0.4967,51,147,49.294,0.48218,239.6,318.9,49.86,0.4736,231,315
"2213000609",1.01852333545685,34.0729484558105,2,,,"EA-based offset",0,1,1,8.2982,16.4921,16.505,43.2937,14.1086,231,229,1142,158,409,35,20,314,1.87,1116,1114,3,2,1,1,2,1,1,1,"bimodal",1304,511,7,1410,644,6,379,24,329,24,68.021,0.50432,65.2,145.9,67.9,0.4967,51,147,49.294,0.48218,239.6,318.9,49.86,0.4736,231,315
"2213000610",1.01852333545685,34.0729484558105,2,,,"EA-based offset",0,1,1,7.6691,15.7758,15.7758,43.8458,14.6808,232,230,1140,159,411,35,20,314,2.46,1102,1101,8,2,1,1,2,1,1,1,"bimodal",1298,509,7,1407,641,6,377,24,328,24,68.021,0.50432,65.2,145.9,67.9,0.4967,51,147,49.294,0.48218,239.6,318.9,49.86,0.4736,231,315
"2215300020903",,,,1,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2223002201",1.03577780723572,33.3878631591797,2,,,"EA-based offset",0,1,1,20.5546,34.8784,35.0559,101.208,19.8,234,236,1269,205,490,25,20,314,2.39,1048,1046,3,2,2,1,1,1,1,1,"bimodal",1222,479,6,1116,506,6,377,23,291,24,58.124,0.48314,68.3,152.6,49.56,0.4408,61,149,40.494,0.45683,239.9,320,32.97,0.4405,233,306
"2223002203",1.03577780723572,33.3878631591797,2,,,"EA-based offset",0,1,1,22.9462,37.4993,32.4458,104.0737,22.1246,233,235,1271,206,489,44,30,314,1.75,1080,1080,3,2,2,1,1,1,1,1,"bimodal",1215,478,6,1112,505,6,374,24,286,24,58.124,0.48314,68.3,152.6,49.56,0.4408,61,149,40.494,0.45683,239.9,320,32.97,0.4405,233,306
"2223002205",1.03577780723572,33.3878631591797,2,,,"EA-based offset",0,1,1,20.9476,35.9348,33.9924,101.872,20.1591,234,236,1270,206,490,32,20,314,1.94,1061,1060,3,2,2,1,1,1,1,1,"bimodal",1221,479,6,1114,505,6,377,23,290,24,58.124,0.48314,68.3,152.6,49.56,0.4408,61,149,40.494,0.45683,239.9,320,32.97,0.4405,233,306
"2223002206",1.03577780723572,33.3878631591797,2,,,"EA-based offset",0,1,1,22.529,37.265,32.6625,103.6416,21.7108,233,235,1271,206,489,40,20,314,2.25,1073,1073,3,2,2,1,1,1,1,1,"bimodal",1216,478,6,1113,505,6,374,23,287,24,58.124,0.48314,68.3,152.6,49.56,0.4408,61,149,40.494,0.45683,239.9,320,32.97,0.4405,233,306
"2223002207",1.03577780723572,33.3878631591797,2,,,"EA-based offset",0,1,61,22.6199,37.2395,32.6921,103.7172,21.8031,233,235,1271,206,489,46,30,314,2.25,1078,1077,3,2,2,1,1,1,1,1,"bimodal",1216,478,6,1113,505,6,374,23,287,24,58.124,0.48314,68.3,152.6,49.56,0.4408,61,149,40.494,0.45683,239.9,320,32.97,0.4405,233,306
"2223002208",1.03577780723572,33.3878631591797,2,,,"EA-based offset",0,1,1,22.8197,37.508,32.4297,103.9618,21.9968,233,235,1271,206,489,44,30,314,1.75,1077,1076,3,2,2,1,1,1,1,1,"bimodal",1215,478,6,1113,505,6,374,24,286,24,58.124,0.48314,68.3,152.6,49.56,0.4408,61,149,40.494,0.45683,239.9,320,32.97,0.4405,233,306
"2223002209",1.03577780723572,33.3878631591797,2,,,"EA-based offset",0,1,1,21.42,35.5392,34.3766,102.1845,20.6478,233,236,1272,206,490,35,20,314,1.5,1063,1060,3,2,2,1,1,1,1,1,"bimodal",1218,479,6,1112,504,6,376,23,290,24,58.124,0.48314,68.3,152.6,49.56,0.4408,61,149,40.494,0.45683,239.9,320,32.97,0.4405,233,306
"2223002210",1.03577780723572,33.3878631591797,2,,,"EA-based offset",0,1,1,20.7426,35.9933,33.9436,101.7028,19.9508,234,236,1270,206,490,32,20,314,1.94,1056,1058,3,2,2,1,1,1,1,1,"bimodal",1222,480,6,1114,505,6,377,23,290,24,58.124,0.48314,68.3,152.6,49.56,0.4408,61,149,40.494,0.45683,239.9,320,32.97,0.4405,233,306
"222300221011",0.75813615322113,33.419563293457,1,,30.2000007629395,"household-based offset",0,1,1,8.5528,18.6129,18.6129,82.8125,18.6129,227,230,1278,192,469,46,20,314,3.26,1089,1092,3,2,2,1,1,1,1,1,"bimodal",1304,505,6,1219,569,6,401,23,323,24,66.536,0.53012,64.7,150.5,71.14,0.5155,50,153,49.14,0.51646,238,320.7,49.97,0.4955,235,313
"222300221014",0.931526362895966,31.4458980560303,1,,213.600006103516,"household-based offset",0,1,1,18.6983,41.5699,31.7902,174.327,31.7902,226,223,1164,159,400,60,30,314,2.92,1124,1122,3,3,2,1,1,1,1,1,"bimodal",1149,404,5,1257,476,4,384,23,354,24,71.427,0.58672,62.3,147.7,75.56,0.5918,49,145,55.879,0.56882,231.5,317.9,48.91,0.5782,232,321
"222300221017",0.604715883731842,33.4813499450684,1,,49.4000015258789,"household-based offset",0,1,1,0.5332,2.376,2.376,69.9371,2.376,224,227,1310,193,474,40,20,314,5.17,1126,1122,8,2,2,1,1,1,1,1,"bimodal",1353,527,6,1368,658,6,419,25,367,24,66.536,0.53012,64.7,150.5,71.14,0.5155,50,153,49.14,0.51646,238,320.7,49.97,0.4955,235,313
"222300221018",1.21972632408142,33.3827209472656,1,,17.8999996185303,"household-based offset",0,1,1,33.8819,35.6425,41.6983,115.3192,41.6983,237,238,1265,203,482,39,20,314,1.38,1059,1060,3,2,2,1,1,1,1,1,"bimodal",1165,460,6,1107,494,6,363,24,282,24,63.447,0.52713,65.6,150.2,65.53,0.5184,53,150,37.688,0.51031,239,320.7,42.95,0.5051,234,308
"222300221024",0.844220042228699,33.4109115600586,1,,26.8999996185303,"household-based offset",0,1,61,9.911,22.1845,22.1845,86.0127,22.1845,227,230,1269,192,468,54,30,314,2.95,1105,1102,3,2,2,1,1,1,1,1,"bimodal",1293,500,6,1189,548,6,400,23,316,24,66.536,0.53012,64.7,150.5,71.14,0.5155,50,153,49.14,0.51646,238,320.7,49.97,0.4955,235,313
"2223002601",1.08883786201477,33.4021606445313,2,,,"EA-based offset",0,1,1,24.6997,37.2611,32.9,105.577,23.9003,234,236,1269,206,489,35,20,314,2.51,1067,1068,3,2,2,1,1,1,1,1,"bimodal",1207,476,6,1109,503,6,371,24,284,24,58.124,0.48314,68.3,152.6,49.56,0.4408,61,149,40.494,0.45683,239.9,320,32.97,0.4405,233,306
