"case_id","ea_id","dist_road","dist_agmrkt","dist_auction","dist_admarc","dist_border","dist_popcenter","dist_boma","ssa_aez09","twi_mwi","sq1","sq2","sq3","sq4","sq5","sq6","sq7","af_bio_1_x","af_bio_8_x","af_bio_12_x","af_bio_13_x","af_bio_16_x","afmnslp_pct","srtm_1k","popdensity","cropshare","h2018_tot","h2018_wetQstart","h2018_wetQ","h2019_tot","h2019_wetQstart","h2019_wetQ","anntot_avg","wetQ_avgstart","wetQ_avg","h2018_ndvi_avg","h2018_ndvi_max","h2019_ndvi_avg","h2019_ndvi_max","ndvi_avg","ndvi_max","ea_lat_mod","ea_lon_mod"
"101011000258","10101100",3.59999990463257,4.09999990463257,213.199996948242,12.8000001907349,3.40000009536743,4.09999990463257,4.05473804473877,323,16,2,2,1,1,1,1,1,211,218,1096,219,652,3,1292,610,43,1191,17,834,1158,17,809,1007,17,743,0.187999993562698,0.437999993562698,0.135000005364418,0.238000005483627,0.24099999666214,0.439999997615814,-9.70057010650635,33.2391700744629
"101011000260","10101100",3.59999990463257,4.09999990463257,213.199996948242,12.8000001907349,3.40000009536743,4.09999990463257,4.05473804473877,323,16,2,2,1,1,1,1,1,211,218,1096,219,652,3,1292,610,43,1191,17,834,1158,17,809,1007,17,743,0.187999993562698,0.437999993562698,0.135000005364418,0.238000005483627,0.24099999666214,0.439999997615814,-9.70057010650635,33.2391700744629
"101011010006","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010016","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010026","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010037","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010046","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010055","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010064","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010074","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010083","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010092","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010101","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010111","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010120","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010129","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010139","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011010149","10101101",7,7.69999980926514,215.399993896484,8.80000019073486,10.6999998092651,7.69999980926514,7.67772388458252,323,13,2,2,1,1,1,1,1,209,215,1223,236,680,9,1293,100,40,1243,17,871,1171,17,820,1024,17,754,0.203999996185303,0.467000007629395,0.140000000596046,0.298000007867813,0.237000003457069,0.418999999761581,-9.64535999298096,33.3201599121094
"101011020002","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020021","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020051","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020088","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020106","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020140","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020183","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020186","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020199","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020257","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020260","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020269","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020281","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020318","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020324","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011020369","10101102",1,2.40000009536743,209.5,6.90000009536743,8.5,2.40000009536743,2.36705136299133,323,14,2,2,1,1,1,1,1,212,219,1106,219,653,3,1257,460,46,1234,17,862,1142,17,802,1007,17,744,0.194000005722046,0.430000007152557,0.136999994516373,0.247999995946884,0.245000004768372,0.437999993562698,-9.71450996398926,33.2912483215332
"101011030005","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030012","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030019","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030026","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030034","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030049","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030057","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030072","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030079","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030087","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030100","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030107","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030114","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030122","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030148","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011030155","10101103",1.39999997615814,13,205.199996948242,4.30000019073486,19,13,13.0019159317017,323,13,2,2,1,1,1,1,1,203,209,1289,248,702,12,1388,120,35,1324,17,892,1205,17,852,1041,17,763,0.225999996066093,0.428000003099442,0.150000005960464,0.333000004291534,0.245000004768372,0.43299999833107,-9.71765041351318,33.3931312561035
"101011040025","10101104",10.8999996185303,16.7999992370605,213.399993896484,11.3999996185303,20.8999996185303,16.7999992370605,16.786262512207,323,10,2,1,1,1,1,1,2,196,202,1481,278,759,27,1510,80,22,1283,17,880,1235,17,870,1053,17,767,0.225999996066093,0.441000014543533,0.152999997138977,0.382999986410141,0.247999995946884,0.437999993562698,-9.63212966918945,33.4132690429688
"101011040031","10101104",10.8999996185303,16.7999992370605,213.399993896484,11.3999996185303,20.8999996185303,16.7999992370605,16.786262512207,323,10,2,1,1,1,1,1,2,196,202,1481,278,759,27,1510,80,22,1283,17,880,1235,17,870,1053,17,767,0.225999996066093,0.441000014543533,0.152999997138977,0.382999986410141,0.247999995946884,0.437999993562698,-9.63212966918945,33.4132690429688
"101011040036","10101104",10.8999996185303,16.7999992370605,213.399993896484,11.3999996185303,20.8999996185303,16.7999992370605,16.786262512207,323,10,2,1,1,1,1,1,2,196,202,1481,278,759,27,1510,80,22,1283,17,880,1235,17,870,1053,17,767,0.225999996066093,0.441000014543533,0.152999997138977,0.382999986410141,0.247999995946884,0.437999993562698,-9.63212966918945,33.4132690429688
"101011040037","10101104",10.8999996185303,16.7999992370605,213.399993896484,11.3999996185303,20.8999996185303,16.7999992370605,16.786262512207,323,10,2,1,1,1,1,1,2,196,202,1481,278,759,27,1510,80,22,1283,17,880,1235,17,870,1053,17,767,0.225999996066093,0.441000014543533,0.152999997138977,0.382999986410141,0.247999995946884,0.437999993562698,-9.63212966918945,33.4132690429688
"101011040041","10101104",10.8999996185303,16.7999992370605,213.399993896484,11.3999996185303,20.8999996185303,16.7999992370605,16.786262512207,323,10,2,1,1,1,1,1,2,196,202,1481,278,759,27,1510,80,22,1283,17,880,1235,17,870,1053,17,767,0.225999996066093,0.441000014543533,0.152999997138977,0.382999986410141,0.247999995946884,0.437999993562698,-9.63212966918945,33.4132690429688
"101011040052","10101104",10.8999996185303,16.7999992370605,213.399993896484,11.3999996185303,20.8999996185303,16.7999992370605,16.786262512207,323,10,2,1,1,1,1,1,2,196,202,1481,278,759,27,1510,80,22,1283,17,880,1235,17,870,1053,17,767,0.225999996066093,0.441000014543533,0.152999997138977,0.382999986410141,0.247999995946884,0.437999993562698,-9.63212966918945,33.4132690429688
"101011040055","10101104",10.8999996185303,16.7999992370605,213.399993896484,11.3999996185303,20.8999996185303,16.7999992370605,16.786262512207,323,10,2,1,1,1,1,1,2,196,202,1481,278,759,27,1510,80,22,1283,17,880,1235,17,870,1053,17,767,0.225999996066093,0.441000014543533,0.152999997138977,0.382999986410141,0.247999995946884,0.437999993562698,-9.63212966918945,33.4132690429688
"101011040079","10101104",10.8999996185303,16.7999992370605,213.399993896484,11.3999996185303,20.8999996185303,16.7999992370605,16.786262512207,323,10,2,1,1,1,1,1,2,196,202,1481,278,759,27,1510,80,22,1283,17,880,1235,17,870,1053,17,767,0.225999996066093,0.441000014543533,0.152999997138977,0.382999986410141,0.247999995946884,0.437999993562698,-9.63212966918945,33.4132690429688
"101011040107","10101104",10.8999996185303,16.7999992370605,213.399993896484,11.3999996185303,20.8999996185303,16.7999992370605,16.786262512207,323,10,2,1,1,1,1,1,2,196,202,1481,278,759,27,1510,80,22,1283,17,880,1235,17,870,1053,17,767,0.225999996066093,0.441000014543533,0.152999997138977,0.382999986410141,0.247999995946884,0.437999993562698,-9.63212966918945,33.4132690429688
