"occ","y4_hhid","indidy4","ag01_01","ag01_02","ag01_03","ag01_04"
4,"3949-001",4,"**CONFIDENTIAL**",14,2,
5,"3949-001",5,"**CONFIDENTIAL**",12,1,
6,"3949-001",6,"**CONFIDENTIAL**",8,1,
1,"3950-001",1,"**CONFIDENTIAL**",79,1,"X"
2,"3950-001",2,"**CONFIDENTIAL**",50,2,
1,"3951-001",1,"**CONFIDENTIAL**",76,1,"X"
2,"3951-001",2,"**CONFIDENTIAL**",48,2,"X"
3,"3951-001",3,"**CONFIDENTIAL**",18,1,"X"
4,"3951-001",4,"**CONFIDENTIAL**",10,2,
5,"3951-001",5,"**CONFIDENTIAL**",7,2,
6,"3951-001",6,"**CONFIDENTIAL**",3,2,
7,"3951-001",7,"**CONFIDENTIAL**",12,1,
8,"3951-001",8,"**CONFIDENTIAL**",26,1,
9,"3951-001",9,"**CONFIDENTIAL**",23,1,
10,"3951-001",10,"**CONFIDENTIAL**",21,1,
11,"3951-001",11,"**CONFIDENTIAL**",33,2,
1,"3967-001",1,"**CONFIDENTIAL**",45,1,"X"
2,"3967-001",2,"**CONFIDENTIAL**",37,2,"X"
3,"3967-001",3,"**CONFIDENTIAL**",12,2,
4,"3967-001",4,"**CONFIDENTIAL**",10,1,
5,"3967-001",5,"**CONFIDENTIAL**",7,1,
6,"3967-001",6,"**CONFIDENTIAL**",4,1,
7,"3967-001",7,"**CONFIDENTIAL**",1,1,
1,"3970-001",1,"**CONFIDENTIAL**",74,1,"X"
2,"3970-001",2,"**CONFIDENTIAL**",58,2,
3,"3970-001",3,"**CONFIDENTIAL**",92,2,
1,"3972-001",1,"**CONFIDENTIAL**",27,1,"X"
2,"3972-001",2,"**CONFIDENTIAL**",22,2,
3,"3972-001",3,"**CONFIDENTIAL**",6,1,
4,"3972-001",4,"**CONFIDENTIAL**",4,1,
5,"3972-001",5,"**CONFIDENTIAL**",3,1,
1,"3983-001",1,"**CONFIDENTIAL**",46,1,"X"
2,"3983-001",2,"**CONFIDENTIAL**",41,2,
3,"3983-001",3,"**CONFIDENTIAL**",21,1,
4,"3983-001",4,"**CONFIDENTIAL**",18,1,
5,"3983-001",5,"**CONFIDENTIAL**",13,1,
1,"3990-001",1,"**CONFIDENTIAL**",36,1,
2,"3990-001",2,"**CONFIDENTIAL**",21,2,"X"
3,"3990-001",3,"**CONFIDENTIAL**",8,2,
4,"3990-001",4,"**CONFIDENTIAL**",1,2,
1,"4002-001",1,"**CONFIDENTIAL**",57,2,"X"
2,"4002-001",2,"**CONFIDENTIAL**",26,1,"X"
3,"4002-001",3,"**CONFIDENTIAL**",28,2,"X"
4,"4002-001",4,"**CONFIDENTIAL**",20,1,
5,"4002-001",5,"**CONFIDENTIAL**",16,1,
6,"4002-001",6,"**CONFIDENTIAL**",16,2,
7,"4002-001",7,"**CONFIDENTIAL**",8,2,
8,"4002-001",8,"**CONFIDENTIAL**",6,2,
1,"4003-001",1,"**CONFIDENTIAL**",61,1,"X"
2,"4003-001",2,"**CONFIDENTIAL**",51,2,
3,"4003-001",3,"**CONFIDENTIAL**",19,1,
4,"4003-001",4,"**CONFIDENTIAL**",17,1,
5,"4003-001",5,"**CONFIDENTIAL**",14,1,
6,"4003-001",6,"**CONFIDENTIAL**",11,2,
7,"4003-001",7,"**CONFIDENTIAL**",4,2,
1,"4004-001",1,"**CONFIDENTIAL**",40,1,
2,"4004-001",2,"**CONFIDENTIAL**",29,2,"X"
3,"4004-001",3,"**CONFIDENTIAL**",10,1,
4,"4004-001",4,"**CONFIDENTIAL**",7,2,
5,"4004-001",5,"**CONFIDENTIAL**",5,1,
6,"4004-001",6,"**CONFIDENTIAL**",3,2,
7,"4004-001",7,"**CONFIDENTIAL**",0,2,
1,"4005-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"4005-001",2,"**CONFIDENTIAL**",35,2,"X"
3,"4005-001",3,"**CONFIDENTIAL**",18,1,
4,"4005-001",4,"**CONFIDENTIAL**",15,2,
5,"4005-001",5,"**CONFIDENTIAL**",12,2,
6,"4005-001",6,"**CONFIDENTIAL**",8,1,
7,"4005-001",7,"**CONFIDENTIAL**",5,1,
8,"4005-001",8,"**CONFIDENTIAL**",1,1,
9,"4005-001",9,"**CONFIDENTIAL**",0,1,
10,"4005-001",10,"**CONFIDENTIAL**",11,2,
1,"4006-001",1,"**CONFIDENTIAL**",39,1,
2,"4006-001",2,"**CONFIDENTIAL**",31,2,"X"
3,"4006-001",3,"**CONFIDENTIAL**",13,1,
4,"4006-001",4,"**CONFIDENTIAL**",10,1,
5,"4006-001",5,"**CONFIDENTIAL**",7,2,
6,"4006-001",6,"**CONFIDENTIAL**",5,1,
7,"4006-001",7,"**CONFIDENTIAL**",3,2,
8,"4006-001",8,"**CONFIDENTIAL**",0,1,
1,"4007-001",1,"**CONFIDENTIAL**",39,1,"X"
2,"4007-001",2,"**CONFIDENTIAL**",33,2,
3,"4007-001",3,"**CONFIDENTIAL**",18,2,
4,"4007-001",4,"**CONFIDENTIAL**",16,1,
5,"4007-001",5,"**CONFIDENTIAL**",12,1,
6,"4007-001",6,"**CONFIDENTIAL**",7,1,
7,"4007-001",7,"**CONFIDENTIAL**",6,2,
8,"4007-001",8,"**CONFIDENTIAL**",4,1,
1,"4008-001",1,"**CONFIDENTIAL**",40,1,
2,"4008-001",2,"**CONFIDENTIAL**",37,2,"X"
3,"4008-001",3,"**CONFIDENTIAL**",15,2,
4,"4008-001",4,"**CONFIDENTIAL**",13,2,
5,"4008-001",5,"**CONFIDENTIAL**",11,2,
6,"4008-001",6,"**CONFIDENTIAL**",26,1,
7,"4008-001",7,"**CONFIDENTIAL**",18,2,
8,"4008-001",8,"**CONFIDENTIAL**",18,1,
1,"4012-001",1,"**CONFIDENTIAL**",75,2,"X"
2,"4012-001",2,"**CONFIDENTIAL**",34,2,
3,"4012-001",3,"**CONFIDENTIAL**",19,1,
4,"4012-001",4,"**CONFIDENTIAL**",17,2,
5,"4012-001",5,"**CONFIDENTIAL**",12,2,
6,"4012-001",6,"**CONFIDENTIAL**",10,2,
1,"4022-001",1,"**CONFIDENTIAL**",39,1,"X"
2,"4022-001",2,"**CONFIDENTIAL**",30,2,"X"
3,"4022-001",3,"**CONFIDENTIAL**",15,1,
4,"4022-001",4,"**CONFIDENTIAL**",9,2,
5,"4022-001",5,"**CONFIDENTIAL**",5,2,
6,"4022-001",6,"**CONFIDENTIAL**",3,1,
7,"4022-001",7,"**CONFIDENTIAL**",0,1,
1,"4023-001",1,"**CONFIDENTIAL**",49,1,"X"
2,"4023-001",2,"**CONFIDENTIAL**",39,2,
3,"4023-001",3,"**CONFIDENTIAL**",16,1,
4,"4023-001",4,"**CONFIDENTIAL**",13,1,
5,"4023-001",5,"**CONFIDENTIAL**",10,1,
6,"4023-001",6,"**CONFIDENTIAL**",7,2,
7,"4023-001",7,"**CONFIDENTIAL**",0,2,
1,"4024-001",1,"**CONFIDENTIAL**",56,1,"X"
2,"4024-001",2,"**CONFIDENTIAL**",38,2,
3,"4024-001",3,"**CONFIDENTIAL**",12,2,
4,"4024-001",4,"**CONFIDENTIAL**",9,1,
5,"4024-001",5,"**CONFIDENTIAL**",7,1,
1,"4025-001",1,"**CONFIDENTIAL**",71,1,"X"
2,"4025-001",2,"**CONFIDENTIAL**",67,2,"X"
3,"4025-001",3,"**CONFIDENTIAL**",42,2,
4,"4025-001",4,"**CONFIDENTIAL**",29,1,
5,"4025-001",5,"**CONFIDENTIAL**",13,1,
6,"4025-001",6,"**CONFIDENTIAL**",15,1,
7,"4025-001",7,"**CONFIDENTIAL**",5,2,
8,"4025-001",8,"**CONFIDENTIAL**",3,1,
1,"4026-001",1,"**CONFIDENTIAL**",48,1,"X"
2,"4026-001",2,"**CONFIDENTIAL**",41,2,
3,"4026-001",3,"**CONFIDENTIAL**",21,1,
4,"4026-001",4,"**CONFIDENTIAL**",13,2,
5,"4026-001",5,"**CONFIDENTIAL**",11,1,
6,"4026-001",6,"**CONFIDENTIAL**",8,2,
7,"4026-001",7,"**CONFIDENTIAL**",6,1,
8,"4026-001",8,"**CONFIDENTIAL**",3,1,
9,"4026-001",9,"**CONFIDENTIAL**",2,2,
10,"4026-001",10,"**CONFIDENTIAL**",60,1,
1,"4027-001",1,"**CONFIDENTIAL**",69,2,
2,"4027-001",2,"**CONFIDENTIAL**",16,1,
3,"4027-001",3,"**CONFIDENTIAL**",16,1,
4,"4027-001",4,"**CONFIDENTIAL**",11,2,
5,"4027-001",5,"**CONFIDENTIAL**",8,1,
6,"4027-001",6,"**CONFIDENTIAL**",20,2,"X"
1,"4028-001",1,"**CONFIDENTIAL**",30,1,"X"
2,"4028-001",2,"**CONFIDENTIAL**",19,2,
3,"4028-001",3,"**CONFIDENTIAL**",0,1,
1,"4032-001",1,"**CONFIDENTIAL**",47,2,"X"
2,"4032-001",2,"**CONFIDENTIAL**",18,1,
3,"4032-001",3,"**CONFIDENTIAL**",15,1,
4,"4032-001",4,"**CONFIDENTIAL**",6,1,
5,"4032-001",5,"**CONFIDENTIAL**",2,1,
6,"4032-001",6,"**CONFIDENTIAL**",10,2,
7,"4032-001",7,"**CONFIDENTIAL**",12,2,
1,"4040-001",1,"**CONFIDENTIAL**",34,1,"X"
2,"4040-001",2,"**CONFIDENTIAL**",30,2,
3,"4040-001",3,"**CONFIDENTIAL**",6,2,
4,"4040-001",4,"**CONFIDENTIAL**",4,2,
5,"4040-001",5,"**CONFIDENTIAL**",2,1,
6,"4040-001",6,"**CONFIDENTIAL**",14,2,
1,"4041-001",1,"**CONFIDENTIAL**",54,1,"X"
2,"4041-001",2,"**CONFIDENTIAL**",49,2,"X"
3,"4041-001",3,"**CONFIDENTIAL**",29,1,
4,"4041-001",4,"**CONFIDENTIAL**",28,2,
5,"4041-001",5,"**CONFIDENTIAL**",23,1,
6,"4041-001",6,"**CONFIDENTIAL**",18,2,
7,"4041-001",7,"**CONFIDENTIAL**",16,2,
8,"4041-001",8,"**CONFIDENTIAL**",10,1,
9,"4041-001",9,"**CONFIDENTIAL**",8,1,
10,"4041-001",10,"**CONFIDENTIAL**",82,2,
11,"4041-001",11,"**CONFIDENTIAL**",4,2,
12,"4041-001",12,"**CONFIDENTIAL**",10,1,
1,"4042-001",1,"**CONFIDENTIAL**",35,1,
2,"4042-001",2,"**CONFIDENTIAL**",27,2,"X"
3,"4042-001",3,"**CONFIDENTIAL**",14,1,
4,"4042-001",4,"**CONFIDENTIAL**",12,2,
5,"4042-001",5,"**CONFIDENTIAL**",7,2,
6,"4042-001",6,"**CONFIDENTIAL**",6,1,
7,"4042-001",7,"**CONFIDENTIAL**",4,2,
1,"4043-001",1,"**CONFIDENTIAL**",48,1,"X"
2,"4043-001",2,"**CONFIDENTIAL**",46,2,"X"
3,"4043-001",3,"**CONFIDENTIAL**",25,2,
4,"4043-001",4,"**CONFIDENTIAL**",23,2,
5,"4043-001",5,"**CONFIDENTIAL**",14,1,
6,"4043-001",6,"**CONFIDENTIAL**",12,1,
7,"4043-001",7,"**CONFIDENTIAL**",5,2,
8,"4043-001",8,"**CONFIDENTIAL**",18,1,
9,"4043-001",9,"**CONFIDENTIAL**",3,1,
10,"4043-001",10,"**CONFIDENTIAL**",1,2,
11,"4043-001",11,"**CONFIDENTIAL**",7,1,
1,"4044-001",1,"**CONFIDENTIAL**",83,2,"X"
2,"4044-001",2,"**CONFIDENTIAL**",16,2,"X"
3,"4044-001",3,"**CONFIDENTIAL**",7,2,
1,"4045-001",1,"**CONFIDENTIAL**",77,2,
2,"4045-001",2,"**CONFIDENTIAL**",22,1,
3,"4045-001",3,"**CONFIDENTIAL**",17,1,"X"
4,"4045-001",4,"**CONFIDENTIAL**",11,2,
5,"4045-001",5,"**CONFIDENTIAL**",7,2,
6,"4045-001",6,"**CONFIDENTIAL**",3,2,
1,"4046-001",1,"**CONFIDENTIAL**",47,1,
2,"4046-001",2,"**CONFIDENTIAL**",44,2,"X"
3,"4046-001",3,"**CONFIDENTIAL**",26,2,
4,"4046-001",4,"**CONFIDENTIAL**",24,1,
5,"4046-001",5,"**CONFIDENTIAL**",22,2,
6,"4046-001",6,"**CONFIDENTIAL**",20,1,
7,"4046-001",7,"**CONFIDENTIAL**",17,2,
8,"4046-001",8,"**CONFIDENTIAL**",14,1,
9,"4046-001",9,"**CONFIDENTIAL**",14,1,
10,"4046-001",10,"**CONFIDENTIAL**",10,2,
11,"4046-001",11,"**CONFIDENTIAL**",7,2,
12,"4046-001",12,"**CONFIDENTIAL**",5,2,
13,"4046-001",13,"**CONFIDENTIAL**",5,1,
14,"4046-001",14,"**CONFIDENTIAL**",3,2,
15,"4046-001",15,"**CONFIDENTIAL**",1,2,
1,"4047-001",1,"**CONFIDENTIAL**",72,1,"X"
2,"4047-001",2,"**CONFIDENTIAL**",63,2,
1,"4059-001",1,"**CONFIDENTIAL**",56,2,"X"
2,"4059-001",2,"**CONFIDENTIAL**",26,1,
3,"4059-001",3,"**CONFIDENTIAL**",22,2,
4,"4059-001",4,"**CONFIDENTIAL**",20,1,
5,"4059-001",5,"**CONFIDENTIAL**",18,2,
6,"4059-001",6,"**CONFIDENTIAL**",16,1,
7,"4059-001",7,"**CONFIDENTIAL**",12,2,
8,"4059-001",8,"**CONFIDENTIAL**",23,2,
9,"4059-001",9,"**CONFIDENTIAL**",0,2,
10,"4059-001",10,"**CONFIDENTIAL**",11,1,
1,"4062-001",1,"**CONFIDENTIAL**",65,2,"X"
2,"4062-001",2,"**CONFIDENTIAL**",42,2,
3,"4062-001",3,"**CONFIDENTIAL**",20,1,
4,"4062-001",4,"**CONFIDENTIAL**",16,1,
5,"4062-001",5,"**CONFIDENTIAL**",24,2,
6,"4062-001",6,"**CONFIDENTIAL**",1,1,
1,"4064-001",1,"**CONFIDENTIAL**",45,2,
2,"4064-001",2,"**CONFIDENTIAL**",23,1,"X"
3,"4064-001",3,"**CONFIDENTIAL**",23,1,"X"
4,"4064-001",4,"**CONFIDENTIAL**",17,2,
1,"4078-001",1,"**CONFIDENTIAL**",37,2,"X"
2,"4078-001",2,"**CONFIDENTIAL**",19,2,
3,"4078-001",3,"**CONFIDENTIAL**",16,1,
4,"4078-001",4,"**CONFIDENTIAL**",13,1,
5,"4078-001",5,"**CONFIDENTIAL**",10,2,
6,"4078-001",6,"**CONFIDENTIAL**",8,2,
7,"4078-001",7,"**CONFIDENTIAL**",8,1,
8,"4078-001",8,"**CONFIDENTIAL**",2,1,
1,"4079-001",1,"**CONFIDENTIAL**",34,2,"X"
2,"4079-001",2,"**CONFIDENTIAL**",13,1,
3,"4079-001",3,"**CONFIDENTIAL**",11,1,
4,"4079-001",4,"**CONFIDENTIAL**",9,1,
5,"4079-001",5,"**CONFIDENTIAL**",7,2,
6,"4079-001",6,"**CONFIDENTIAL**",4,1,
7,"4079-001",7,"**CONFIDENTIAL**",2,1,
1,"4080-001",1,"**CONFIDENTIAL**",40,1,"X"
2,"4080-001",2,"**CONFIDENTIAL**",42,2,
3,"4080-001",3,"**CONFIDENTIAL**",15,2,
4,"4080-001",4,"**CONFIDENTIAL**",11,1,
5,"4080-001",5,"**CONFIDENTIAL**",9,2,
1,"4081-001",1,"**CONFIDENTIAL**",57,2,
2,"4081-001",2,"**CONFIDENTIAL**",28,2,"X"
3,"4081-001",3,"**CONFIDENTIAL**",17,1,
4,"4081-001",4,"**CONFIDENTIAL**",9,2,
5,"4081-001",5,"**CONFIDENTIAL**",7,1,
6,"4081-001",6,"**CONFIDENTIAL**",5,1,
7,"4081-001",7,"**CONFIDENTIAL**",3,2,
1,"4082-001",1,"**CONFIDENTIAL**",71,2,"X"
1,"4083-001",1,"**CONFIDENTIAL**",78,2,"X"
2,"4083-001",2,"**CONFIDENTIAL**",17,1,"X"
3,"4083-001",3,"**CONFIDENTIAL**",12,2,
1,"4084-001",1,"**CONFIDENTIAL**",52,2,"X"
2,"4084-001",2,"**CONFIDENTIAL**",22,1,"X"
3,"4084-001",3,"**CONFIDENTIAL**",18,1,
4,"4084-001",4,"**CONFIDENTIAL**",13,2,
5,"4084-001",5,"**CONFIDENTIAL**",10,2,
6,"4084-001",6,"**CONFIDENTIAL**",26,1,
1,"4085-001",1,"**CONFIDENTIAL**",44,1,"X"
2,"4085-001",2,"**CONFIDENTIAL**",43,2,"X"
1,"4097-001",1,"**CONFIDENTIAL**",36,2,"X"
2,"4097-001",2,"**CONFIDENTIAL**",13,1,
3,"4097-001",3,"**CONFIDENTIAL**",7,2,
4,"4097-001",4,"**CONFIDENTIAL**",4,1,
1,"4099-001",1,"**CONFIDENTIAL**",38,2,"X"
1,"4100-001",1,"**CONFIDENTIAL**",37,1,
2,"4100-001",2,"**CONFIDENTIAL**",48,2,"X"
1,"4103-001",1,"**CONFIDENTIAL**",40,1,"X"
2,"4103-001",2,"**CONFIDENTIAL**",33,2,"X"
3,"4103-001",3,"**CONFIDENTIAL**",3,1,
1,"4104-001",1,"**CONFIDENTIAL**",52,2,"X"
2,"4104-001",2,"**CONFIDENTIAL**",23,2,
3,"4104-001",3,"**CONFIDENTIAL**",21,2,"X"
4,"4104-001",4,"**CONFIDENTIAL**",19,1,
5,"4104-001",5,"**CONFIDENTIAL**",0,2,
1,"4116-001",1,"**CONFIDENTIAL**",41,2,
2,"4116-001",2,"**CONFIDENTIAL**",20,2,"X"
3,"4116-001",3,"**CONFIDENTIAL**",17,2,"X"
4,"4116-001",4,"**CONFIDENTIAL**",14,1,
5,"4116-001",5,"**CONFIDENTIAL**",11,1,
6,"4116-001",6,"**CONFIDENTIAL**",1,1,
7,"4116-001",7,"**CONFIDENTIAL**",0,2,
1,"4117-001",1,"**CONFIDENTIAL**",52,2,"X"
2,"4117-001",2,"**CONFIDENTIAL**",9,1,
1,"4118-001",1,"**CONFIDENTIAL**",41,1,"X"
2,"4118-001",2,"**CONFIDENTIAL**",27,2,
3,"4118-001",3,"**CONFIDENTIAL**",6,2,
4,"4118-001",4,"**CONFIDENTIAL**",4,2,
5,"4118-001",5,"**CONFIDENTIAL**",0,2,
1,"4119-001",1,"**CONFIDENTIAL**",29,2,"X"
2,"4119-001",2,"**CONFIDENTIAL**",20,2,
3,"4119-001",3,"**CONFIDENTIAL**",12,2,
4,"4119-001",4,"**CONFIDENTIAL**",12,1,
1,"4120-001",1,"**CONFIDENTIAL**",69,1,"X"
2,"4120-001",2,"**CONFIDENTIAL**",67,2,
3,"4120-001",3,"**CONFIDENTIAL**",12,1,
4,"4120-001",4,"**CONFIDENTIAL**",14,1,
1,"4121-001",1,"**CONFIDENTIAL**",50,1,"X"
2,"4121-001",2,"**CONFIDENTIAL**",49,2,
3,"4121-001",3,"**CONFIDENTIAL**",19,1,
4,"4121-001",4,"**CONFIDENTIAL**",1,2,
1,"4122-001",1,"**CONFIDENTIAL**",69,2,"X"
1,"4123-001",1,"**CONFIDENTIAL**",51,1,"X"
2,"4123-001",2,"**CONFIDENTIAL**",46,2,"X"
3,"4123-001",3,"**CONFIDENTIAL**",25,2,"X"
4,"4123-001",4,"**CONFIDENTIAL**",19,1,
5,"4123-001",5,"**CONFIDENTIAL**",17,1,
6,"4123-001",6,"**CONFIDENTIAL**",14,2,
1,"4135-001",1,"**CONFIDENTIAL**",33,1,
2,"4135-001",2,"**CONFIDENTIAL**",33,2,"X"
3,"4135-001",3,"**CONFIDENTIAL**",9,2,
4,"4135-001",4,"**CONFIDENTIAL**",6,1,
5,"4135-001",5,"**CONFIDENTIAL**",4,1,
1,"4136-001",1,"**CONFIDENTIAL**",24,1,
2,"4136-001",2,"**CONFIDENTIAL**",25,2,"X"
3,"4136-001",3,"**CONFIDENTIAL**",4,1,
4,"4136-001",4,"**CONFIDENTIAL**",0,1,
1,"4137-001",1,"**CONFIDENTIAL**",51,2,"X"
2,"4137-001",2,"**CONFIDENTIAL**",24,1,"X"
3,"4137-001",3,"**CONFIDENTIAL**",21,1,"X"
4,"4137-001",4,"**CONFIDENTIAL**",20,2,
5,"4137-001",5,"**CONFIDENTIAL**",11,2,
6,"4137-001",6,"**CONFIDENTIAL**",14,2,
7,"4137-001",7,"**CONFIDENTIAL**",9,2,
1,"4138-001",1,"**CONFIDENTIAL**",26,2,"X"
2,"4138-001",2,"**CONFIDENTIAL**",9,2,
3,"4138-001",3,"**CONFIDENTIAL**",9,2,
4,"4138-001",4,"**CONFIDENTIAL**",5,1,
5,"4138-001",5,"**CONFIDENTIAL**",4,2,
1,"4139-001",1,"**CONFIDENTIAL**",53,2,"X"
2,"4139-001",2,"**CONFIDENTIAL**",17,1,
3,"4139-001",3,"**CONFIDENTIAL**",53,1,
4,"4139-001",4,"**CONFIDENTIAL**",15,2,
5,"4139-001",5,"**CONFIDENTIAL**",12,2,
1,"4140-001",1,"**CONFIDENTIAL**",36,1,"X"
2,"4140-001",2,"**CONFIDENTIAL**",31,2,"X"
3,"4140-001",3,"**CONFIDENTIAL**",15,2,
4,"4140-001",4,"**CONFIDENTIAL**",12,2,
5,"4140-001",5,"**CONFIDENTIAL**",9,1,
6,"4140-001",6,"**CONFIDENTIAL**",6,2,
7,"4140-001",7,"**CONFIDENTIAL**",4,1,
1,"4141-001",1,"**CONFIDENTIAL**",59,1,"X"
2,"4141-001",2,"**CONFIDENTIAL**",48,2,
3,"4141-001",3,"**CONFIDENTIAL**",13,1,
4,"4141-001",4,"**CONFIDENTIAL**",9,2,
1,"4142-001",1,"**CONFIDENTIAL**",36,1,"X"
2,"4142-001",2,"**CONFIDENTIAL**",26,2,
3,"4142-001",3,"**CONFIDENTIAL**",10,1,
4,"4142-001",4,"**CONFIDENTIAL**",8,1,
5,"4142-001",5,"**CONFIDENTIAL**",6,2,
1,"4154-001",1,"**CONFIDENTIAL**",36,1,"X"
2,"4154-001",2,"**CONFIDENTIAL**",29,2,"X"
3,"4154-001",3,"**CONFIDENTIAL**",12,2,
4,"4154-001",4,"**CONFIDENTIAL**",9,1,
5,"4154-001",5,"**CONFIDENTIAL**",5,2,
1,"4155-001",1,"**CONFIDENTIAL**",62,2,"X"
2,"4155-001",2,"**CONFIDENTIAL**",20,2,
3,"4155-001",3,"**CONFIDENTIAL**",8,2,
4,"4155-001",4,"**CONFIDENTIAL**",3,2,
5,"4155-001",5,"**CONFIDENTIAL**",1,1,
1,"4156-001",1,"**CONFIDENTIAL**",38,1,
2,"4156-001",2,"**CONFIDENTIAL**",30,2,"X"
3,"4156-001",3,"**CONFIDENTIAL**",14,2,
1,"4157-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"4157-001",2,"**CONFIDENTIAL**",22,2,"X"
3,"4157-001",3,"**CONFIDENTIAL**",2,1,
1,"4158-001",1,"**CONFIDENTIAL**",54,1,"X"
2,"4158-001",2,"**CONFIDENTIAL**",52,2,"X"
1,"4159-001",1,"**CONFIDENTIAL**",51,1,"X"
2,"4159-001",2,"**CONFIDENTIAL**",43,2,"X"
3,"4159-001",3,"**CONFIDENTIAL**",17,1,
4,"4159-001",4,"**CONFIDENTIAL**",14,1,
5,"4159-001",5,"**CONFIDENTIAL**",10,2,
6,"4159-001",6,"**CONFIDENTIAL**",22,2,
1,"4160-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"4160-001",2,"**CONFIDENTIAL**",25,2,
1,"4161-001",1,"**CONFIDENTIAL**",23,1,"X"
2,"4161-001",2,"**CONFIDENTIAL**",21,2,
3,"4161-001",3,"**CONFIDENTIAL**",4,2,
4,"4161-001",4,"**CONFIDENTIAL**",2,2,
5,"4161-001",5,"**CONFIDENTIAL**",0,1,
1,"4175-001",1,"**CONFIDENTIAL**",66,1,"X"
2,"4175-001",2,"**CONFIDENTIAL**",55,2,
3,"4175-001",3,"**CONFIDENTIAL**",33,1,
4,"4175-001",4,"**CONFIDENTIAL**",25,1,
5,"4175-001",5,"**CONFIDENTIAL**",20,2,
6,"4175-001",6,"**CONFIDENTIAL**",15,2,
7,"4175-001",7,"**CONFIDENTIAL**",12,1,
8,"4175-001",8,"**CONFIDENTIAL**",11,2,
1,"4176-001",1,"**CONFIDENTIAL**",64,1,"X"
2,"4176-001",2,"**CONFIDENTIAL**",49,2,
3,"4176-001",3,"**CONFIDENTIAL**",29,2,
1,"4178-001",1,"**CONFIDENTIAL**",53,1,"X"
2,"4178-001",2,"**CONFIDENTIAL**",51,2,"X"
3,"4178-001",3,"**CONFIDENTIAL**",23,2,
4,"4178-001",4,"**CONFIDENTIAL**",35,1,
5,"4178-001",5,"**CONFIDENTIAL**",1,1,
1,"4179-001",1,"**CONFIDENTIAL**",45,1,"X"
2,"4179-001",2,"**CONFIDENTIAL**",46,2,
1,"4192-001",1,"**CONFIDENTIAL**",42,2,"X"
2,"4192-001",2,"**CONFIDENTIAL**",2,2,
1,"4193-001",1,"**CONFIDENTIAL**",40,1,"X"
2,"4193-001",2,"**CONFIDENTIAL**",33,2,"X"
3,"4193-001",3,"**CONFIDENTIAL**",1,1,
1,"4195-001",1,"**CONFIDENTIAL**",67,1,"X"
2,"4195-001",2,"**CONFIDENTIAL**",55,2,"X"
3,"4195-001",3,"**CONFIDENTIAL**",26,2,
1,"4196-001",1,"**CONFIDENTIAL**",45,1,"X"
2,"4196-001",2,"**CONFIDENTIAL**",42,2,
3,"4196-001",3,"**CONFIDENTIAL**",14,1,
4,"4196-001",4,"**CONFIDENTIAL**",10,2,
5,"4196-001",5,"**CONFIDENTIAL**",6,2,
6,"4196-001",6,"**CONFIDENTIAL**",9,2,
1,"4197-001",1,"**CONFIDENTIAL**",75,1,"X"
2,"4197-001",2,"**CONFIDENTIAL**",72,2,
3,"4197-001",3,"**CONFIDENTIAL**",15,1,
4,"4197-001",4,"**CONFIDENTIAL**",12,2,
5,"4197-001",5,"**CONFIDENTIAL**",9,1,
6,"4197-001",6,"**CONFIDENTIAL**",6,1,
7,"4197-001",7,"**CONFIDENTIAL**",40,2,
1,"4198-001",1,"**CONFIDENTIAL**",51,1,"X"
2,"4198-001",2,"**CONFIDENTIAL**",40,2,"X"
3,"4198-001",3,"**CONFIDENTIAL**",16,2,
4,"4198-001",4,"**CONFIDENTIAL**",13,2,
5,"4198-001",5,"**CONFIDENTIAL**",12,2,
6,"4198-001",6,"**CONFIDENTIAL**",11,2,
7,"4198-001",7,"**CONFIDENTIAL**",7,2,
8,"4198-001",8,"**CONFIDENTIAL**",4,2,
1,"4199-001",1,"**CONFIDENTIAL**",55,1,"X"
2,"4199-001",2,"**CONFIDENTIAL**",46,2,
3,"4199-001",3,"**CONFIDENTIAL**",12,1,
4,"4199-001",4,"**CONFIDENTIAL**",4,2,
1,"4200-001",1,"**CONFIDENTIAL**",85,1,"X"
2,"4200-001",2,"**CONFIDENTIAL**",58,2,"X"
3,"4200-001",3,"**CONFIDENTIAL**",25,1,
4,"4200-001",4,"**CONFIDENTIAL**",20,1,
5,"4200-001",5,"**CONFIDENTIAL**",12,1,
6,"4200-001",6,"**CONFIDENTIAL**",7,1,
7,"4200-001",7,"**CONFIDENTIAL**",9,2,
8,"4200-001",8,"**CONFIDENTIAL**",7,1,
9,"4200-001",9,"**CONFIDENTIAL**",7,2,
10,"4200-001",10,"**CONFIDENTIAL**",6,2,
1,"4211-001",1,"**CONFIDENTIAL**",53,1,"X"
2,"4211-001",2,"**CONFIDENTIAL**",36,2,
3,"4211-001",3,"**CONFIDENTIAL**",14,1,
1,"4212-001",1,"**CONFIDENTIAL**",80,1,"X"
2,"4212-001",2,"**CONFIDENTIAL**",32,2,"X"
3,"4212-001",3,"**CONFIDENTIAL**",5,1,
4,"4212-001",4,"**CONFIDENTIAL**",1,1,
1,"4213-001",1,"**CONFIDENTIAL**",35,1,"X"
2,"4213-001",2,"**CONFIDENTIAL**",21,2,"X"
3,"4213-001",3,"**CONFIDENTIAL**",11,1,
