"grappe","hhweight"
465,86.5606307983398
481,94.723030090332
482,100.970886230469
476,105.613227844238
478,90.3910064697266
458,98.7994689941406
462,89.4395217895508
480,120.56884765625
464,94.7392196655273
460,164.665786743164
483,203.884918212891
466,181.12873840332
474,169.836135864258
487,207.962615966797
470,247.720184326172
485,249.555145263672
472,194.325729370117
489,222.002304077148
468,206.019058227539
473,306.066955566406
467,230.80192565918
486,209.8154296875
469,219.804061889648
484,205.757949829102
488,208.533264160156
471,179.493408203125
475,441.271301269531
490,227.365707397461
497,58.8181648254395
499,59.7093505859375
514,87.2946090698242
495,74.7444839477539
493,67.1952972412109
491,71.9949569702148
516,73.6831207275391
508,100.30899810791
515,78.4055557250977
498,70.9442901611328
523,65.259521484375
500,68.8325576782227
492,80.3821563720703
496,69.0016784667969
513,63.8656311035156
494,95.1344299316406
507,216.450347900391
520,189.650451660156
518,255.992004394531
501,216.421203613281
505,224.561233520508
510,221.558090209961
512,204.97575378418
503,215.438186645508
525,193.135894775391
522,231.267501831055
526,209.692337036133
502,231.273422241211
511,200.600784301758
517,175.399139404297
524,189.223693847656
504,235.573944091797
519,245.823944091797
506,199.255157470703
521,193.078262329102
509,217.2568359375
529,25.5036067962646
543,54.6964149475098
539,23.8379135131836
537,26.6528244018555
533,25.4791393280029
545,27.3697242736816
527,20.416633605957
541,15.2914695739746
531,22.2871627807617
535,27.2221775054932
534,26.2264709472656
532,19.1370525360107
542,21.0045928955078
530,26.1334857940674
540,26.5197124481201
536,24.0991439819336
528,19.0810966491699
544,20.7945690155029
555,19.4504089355469
538,47.7264175415039
546,69.32568359375
559,67.9349822998047
552,62.8613624572754
563,85.9177780151367
561,37.5890235900879
557,40.0078010559082
550,66.4656066894531
548,176.957565307617
554,68.4079513549805
558,59.3823890686035
547,67.8463973999023
560,64.0836029052734
562,50.7328567504883
549,65.4023818969727
556,86.108528137207
564,59.6999397277832
551,69.8616333007813
553,70.5602493286133
571,77.1212005615234
591,61.2916946411133
567,59.2423515319824
589,64.3938598632813
569,48.6225662231445
580,60.0429267883301
578,75.808967590332
565,58.9160499572754
579,59.5391540527344
590,67.8582229614258
568,73.0420227050781
577,86.9562454223633
570,72.2414703369141
592,74.9241027832031
588,80.2758178710938
566,76.7303085327148
593,154.380020141602
582,180.779968261719
597,163.444259643555
586,199.721115112305
574,156.989547729492
595,167.845199584961
576,161.384552001953
584,146.63069152832
572,131.780456542969
587,161.858535766602
598,182.050262451172
581,199.860107421875
596,149.954284667969
575,157.904235839844
585,153.474945068359
594,146.051620483398
573,174.556671142578
583,164.056716918945
