"HHID","region","urban","regurb","stratum","comm","h1aq1","h1aq2b","h1aq3b","h1aq4b","day","month","year","interview_result","reason","hh_status","spitoff09_10","spitoff10_11","wgt10"
"107300121003",1,0,10,3,"1070012","MUBENDE","BUWEKULA","MUBENDE TOWN COUNCIL","KISEKENDE WARD",28,9,2011,1,,1,1,0,5716.1318359375
"107300121004",1,0,10,3,"1070012","MUBENDE","BUWEKULA","MUBENDE TOWN COUNCIL","KISEKENDE WARD",27,9,2011,1,,1,1,0,5716.1318359375
"1073001601",1,0,10,3,"1070016","MUBENDE","KASSANDA","KITUMBI","KIJJUNA",16,1,2011,1,,1,0,0,2471.87231445313
"1073001602",1,0,10,3,"1070016","MUBENDE","KASSANDA","KITUMBI","KIJJUNA",16,1,2011,1,,1,0,0,1294.92053222656
"1073001603",1,0,10,3,"1070016","MUBENDE","KASSANDA","KITUMBI","KIJJUNA",17,1,2011,1,,1,0,0,1625.33666992188
"1073001604",1,0,10,3,"1070016","MUBENDE","KASSANDA","KITUMBI","KIJJUNA",17,1,2011,1,,1,0,0,858.861755371094
"1073001605",1,0,10,3,"1070016","MUBENDE","KASSANDA","KITUMBI","KIJJUNA",18,7,2011,1,,1,0,0,654.216186523438
"1073001606",1,0,10,3,"1070016","MUBENDE","KASSANDA","KITUMBI","KIJJUNA",18,1,2011,1,,1,0,0,654.216186523438
"1073001608",1,0,10,3,"1070016","MUBENDE","KASSANDA","KITUMBI","KIJJUNA",15,7,2011,1,,1,0,0,679.485778808594
"1073001609",1,0,10,3,"1070016","MUBENDE","KASSANDA","KITUMBI","KIJJUNA",17,7,2011,1,,1,0,0,654.216186523438
"1073001610",1,0,10,3,"1070016","MUBENDE","KASSANDA","KITUMBI","KIJJUNA",16,7,2011,1,,1,0,0,992.21923828125
"107300161002",0,1,11,1,"1070016","KAMPALA","KCCA","RUBAGA DIVISION","LUBYA",28,7,2011,1,,1,1,0,1227.77941894531
"1073001611",1,0,10,3,"1070016","MUBENDE","KASSANDA","KITUMBI","KIJJUNA",17,1,2011,1,,1,0,0,702.468017578125
"1073002002",1,0,10,3,"1070020","MUBENDE","KASSANDA","MYANZI","KYAKATEBE",23,10,2010,1,,1,0,0,2584.82299804688
"1073002003",1,0,10,3,"1070020","MUBENDE","KASSANDA","MYANZI","GAMBWA",23,4,2011,1,,1,0,0,2138.34423828125
"107300200304",1,0,10,3,"1070020","MUBENDE","KASSANDA","MYANZI","KYANAMUGERA",23,4,2011,1,,1,1,0,1481.51257324219
"1073002004",1,0,10,3,"1070020","MUBENDE","KASSANDA","MYANZI","KYAKATEBE",22,10,2010,1,,1,0,0,1331.92578125
"1073002005",1,0,10,3,"1070020","MUBENDE","KASSANDA","MYANZI","KYAKATEBE",23,10,2010,1,,1,0,0,1398.02136230469
"1073002006",1,0,10,3,"1070020","MUBENDE","KASSANDA","MYANZI","KYAKATEBE",22,10,2010,1,,1,0,0,2858.54321289063
"1073002007",1,0,10,3,"1070020","MUBENDE","KASSANDA","MYANZI","KYAKATEBE",23,10,2010,1,,1,0,0,2059.48852539063
"1073002008",1,0,10,3,"1070020","MUBENDE","KASSANDA","MYANZI","KYAKATEBE",22,10,2010,1,,1,0,0,993.190673828125
"1073002009",1,0,10,3,"1070020","MITYANA","MITYANA","BUSIMBI","TTAMU",24,4,2011,1,,1,0,0,976.830078125
"1073002010",1,0,10,3,"1070020","MUBENDE","KASSANDA","MYANZI","KYAKATEBE",22,10,2010,1,,1,0,0,1282.39245605469
"1073002011",1,0,10,3,"1070020","MUBENDE","KASSANDA","MYANZI","KYAKATEBE",23,10,2010,1,,1,0,0,1316.42358398438
"1073002301",1,0,10,3,"1070023","MUBENDE","KASSANDA","KALWANA","KASAAZI",26,3,2011,1,,1,0,0,3709.8232421875
"1073002302",1,0,10,3,"1070023","MUBENDE","KASSANDA","KALWANA","KASAAZI",25,3,2011,1,,1,0,0,1726.201171875
"1073002303",1,0,10,3,"1070023","MUBENDE","KASSANDA","KALWANA","KASAAZI",25,3,2011,1,,1,0,0,1157.86999511719
"1073002304",1,0,10,3,"1070023","MUBENDE","KASSANDA","KALWANA","KASAAZI",26,3,2011,1,,1,0,0,514.161193847656
"1073002305",1,0,10,3,"1070023","MUBENDE","KASSANDA","KALWANA","KASAAZI",25,3,2011,1,,1,0,0,1092.61767578125
"1073002306",1,0,10,3,"1070023","MUBENDE","KASSANDA","KALWANA","KASAAZI",25,3,2011,1,,1,0,0,533.344848632813
"1073002307",1,0,10,3,"1070023","MUBENDE","KASSANDA","KALWANA","KASAAZI",25,9,2011,1,,1,0,0,1388.85083007813
"1073002308",1,0,10,3,"1070023","MUBENDE","KASSANDA","KALWANA","KASAAZI",24,9,2011,1,,1,0,0,1074.61926269531
"1073002309",1,0,10,3,"1070023","MUBENDE","KASSANDA","KALWANA","KASAAZI",26,9,2011,1,,1,0,0,1206.35412597656
"1073002702",1,0,10,3,"1070027","MITYANA","MITYANA","BUSIMBI","KABULE",,,,2,3,1,0,0,878.567993164063
"1081000201",1,1,11,2,"1080002","BUIKWE","BUIKWE","LUGAZI TOWN COUNCIL","NAMENGO WARD",28,11,2010,1,,1,0,0,1931.02392578125
"1081000202",1,1,11,2,"1080002","BUIKWE","BUIKWE","LUGAZI TOWN COUNCIL","NAMENGO WARD",28,5,2011,1,,1,0,0,3422.35522460938
"108100020203",0,1,11,1,"1080002","KAMPALA","KCCA","NAKAWA","LUZIRA PRISONS",30,5,2011,1,,1,1,0,1046.41271972656
"1081000203",1,1,11,2,"1080002","BUIKWE","BUIKWE","LUGAZI TOWN COUNCIL","NAMENGO WARD",28,5,2011,1,,1,0,0,624.28076171875
"1081000206",1,1,11,2,"1080002","BUIKWE","BUIKWE","LUGAZI TOWN COUNCIL","NAMENGO WARD",26,5,2011,1,,1,0,0,1931.02392578125
"1081000208",1,1,11,2,"1080002","BUIKWE","BUIKWE","LUGAZI TOWN COUNCIL","NAMENGO WARD",27,11,2010,1,,1,0,0,1900.27856445313
"108100020802",1,1,11,2,"1080002","BUIKWE","BUIKWE","LUGAZI TOWN COUNCIL","NAMENGO WARD",27,5,2011,1,,1,1,0,3108.58325195313
"1081000209",1,1,11,2,"1080002","BUIKWE","BUIKWE","LUGAZI TOWN COUNCIL","NAMENGO WARD",27,11,2010,1,,1,0,0,1021.75482177734
"1081000211",1,1,11,2,"1080002","BUIKWE","BUIKWE","LUGAZI TOWN COUNCIL","NAMENGO WARD",28,11,2010,1,,1,0,0,646.939025878906
"1081000214",1,1,11,2,"1080002","BUIKWE","BUIKWE","KAWOLO","KITEZA",27,11,2010,1,,1,0,0,798.364929199219
"1081000301",1,1,11,2,"1080003","BUIKWE","BUIKWE","NJERU TOWN COUNCIL","NJERU WEST WARD",28,3,2011,1,,1,0,0,751.964294433594
"1081000302",1,1,11,2,"1080003","BUIKWE","BUIKWE","NJERU TOWN COUNCIL","NJERU WEST WARD",28,3,2011,1,,1,0,0,644.954772949219
"1081000303",1,1,11,2,"1080003","BUIKWE","BUIKWE","NJERU TOWN COUNCIL","NJERU WEST WARD",28,3,2011,1,,1,0,0,444.235656738281
"1081000307",1,1,11,2,"1080003","BUIKWE","BUIKWE","NJERU TOWN COUNCIL","NJERU WEST WARD",28,3,2011,2,,1,0,0,442.937316894531
"1081000308",1,1,11,2,"1080003","BUIKWE","BUIKWE","NJERU TOWN COUNCIL","NJERU WEST WARD",29,3,2011,1,,1,0,0,384.168365478516
"1081000309",1,1,11,2,"1080003","BUIKWE","BUIKWE","NJERU TOWN COUNCIL","NJERU WEST WARD",29,3,2011,2,,1,0,0,536.412841796875
"1081000310",1,1,11,2,"1080003","BUIKWE","BUIKWE","NJERU TOWN COUNCIL","NJERU WEST WARD",28,3,2011,1,,1,0,0,503.997039794922
"1083000601",1,0,10,3,"1080006","BUIKWE","BUIKWE","NAJJA","KIYINDI",13,12,2010,1,,1,0,0,2290.03173828125
"1083000603",1,0,10,3,"1080006","BUIKWE","BUIKWE","NAJJA","KIYINDI",13,12,2010,1,,1,0,0,1558.08044433594
"1083000604",1,0,10,3,"1080006","BUIKWE","BUIKWE","NAJJA","KIYINDI",13,12,2010,1,,1,0,0,1008.95233154297
"1083000605",1,0,10,3,"1080006","BUIKWE","BUIKWE","NAJJA","KIYINDI",13,6,2011,1,,1,0,0,982.072448730469
"1083000608",1,0,10,3,"1080006","BUIKWE","BUIKWE","NAJJA","KIYINDI",,,,2,4,1,0,0,5716.1318359375
"108300060802",1,0,10,3,"1080006","MUKONO","MUKONO MUNICIPALITY","MUKONO TOWN COUNCIL","NTAWO WARD",28,6,2011,1,,1,1,0,2559.63232421875
"108300060803",1,1,11,2,"1080006","BUIKWE","BUIKWE","NJERU TOWN COUNCIL","NJERU SOUTH WARD",24,7,2011,1,,1,1,0,1869.11572265625
"1083000609",1,0,10,3,"1080006","BUIKWE","BUIKWE","NAJJA","KIYINDI",14,12,2010,1,,1,0,0,1606.68005371094
"1083000610",1,0,10,3,"1080006","BUIKWE","BUIKWE","NAJJA","KIYINDI",13,6,2011,1,,1,0,0,964.158996582031
"1083000901",1,1,11,2,"1080009","BUIKWE","BUIKWE","NJERU TOWN COUNCIL","NJERU SOUTH WARD",16,4,2011,1,,1,0,0,1820.91528320313
"1083000902",1,0,10,3,"1080009","BUIKWE","BUIKWE","NYENGA","TONGOLO",16,4,2011,1,,1,0,0,3079.96044921875
"108300090202",1,0,10,3,"1080009","BUIKWE","BUIKWE","NYENGA","TONGOLO",15,4,2011,1,,1,1,0,2118.93505859375
"1083000903",1,0,10,3,"1080009","BUIKWE","BUIKWE","NYENGA","TONGOLO",15,10,2010,1,,1,0,0,1026.65356445313
"1083000904",1,0,10,3,"1080009","BUIKWE","BUIKWE","NYENGA","TONGOLO",17,4,2011,1,,1,0,0,938.032043457031
"1083000905",1,0,10,3,"1080009","BUIKWE","BUIKWE","NYENGA","TONGOLO",16,4,2011,1,,1,0,0,3065.81372070313
"1083000906",1,0,10,3,"1080009","BUIKWE","BUIKWE","NYENGA","TONGOLO",15,10,2010,1,,1,0,0,1407.04821777344
"1083000907",1,0,10,3,"1080009","BUIKWE","BUIKWE","NYENGA","TONGOLO",15,10,2010,1,,1,0,0,947.245361328125
"1083000908",1,0,10,3,"1080009","BUIKWE","BUIKWE","NYENGA","TONGOLO",17,4,2011,1,,1,0,0,975.526184082031
"1083000909",1,0,10,3,"1080009","BUIKWE","BUIKWE","NYENGA","TONGOLO",16,10,2010,1,,1,0,0,893.862915039063
"1083000910",1,0,10,3,"1080009","BUIKWE","BUIKWE","NYENGA","TONGOLO",17,10,2010,1,,1,0,0,1146.00842285156
"1083001302",1,0,10,3,"1080013","BUIKWE","BUIKWE","NYENGA","NAMABU",26,1,2011,1,,1,0,0,930.574951171875
"1083001303",1,0,10,3,"1080013","BUIKWE","BUIKWE","NYENGA","NAMABU",27,1,2011,1,,1,0,0,980.983703613281
"1083001304",1,0,10,3,"1080013","BUIKWE","BUIKWE","NYENGA","NAMABU",27,1,2011,1,,1,0,0,1442.08142089844
"108300130403",1,0,10,3,"1080013","BUIKWE","BUIKWE","NYENGA","NAMABU",26,7,2011,1,,1,1,0,4948.55908203125
"1083001305",1,0,10,3,"1080013","BUIKWE","BUIKWE","NYENGA","NAMABU",26,1,2011,1,,1,0,0,1841.93005371094
"1083001306",1,0,10,3,"1080013","BUIKWE","BUIKWE","NYENGA","NAMABU",27,1,2011,1,,1,0,0,1231.21301269531
"1083001307",1,0,10,3,"1080013","BUIKWE","BUIKWE","NYENGA","NAMABU",27,7,2011,1,,1,0,0,1361.59240722656
"1083001309",1,0,10,3,"1080013","BUIKWE","BUIKWE","NYENGA","NAMABU",26,7,2011,1,,1,0,0,1089.67565917969
"1083001310",1,0,10,3,"1080013","BUIKWE","BUIKWE","NYENGA","NAMABU",26,7,2011,1,,1,0,0,1361.59240722656
"1083001311",1,0,10,3,"1080013","BUIKWE","BUIKWE","NYENGA","NAMABU",26,7,2011,1,,1,0,0,2462.42602539063
"1083001603",1,0,10,3,"1080016","BUVUMA","BUVUMA ISLANDS","NAIRAMBI","NAMITI",28,5,2011,1,,1,0,0,1529.77026367188
"1083001604",1,0,10,3,"1080016","BUVUMA","BUVUMA ISLANDS","NAIRAMBI","NAMITI",29,5,2011,1,,1,0,0,1295.95690917969
"1083001606",1,0,10,3,"1080016","BUVUMA","BUVUMA ISLANDS","NAIRAMBI","NAMITI",29,11,2010,1,,1,0,0,3011.89892578125
"1083001608",2,0,20,4,"1080016","BUVUMA","BUVUMA ISLANDS","NAIRAMBI","NAMITI",29,5,2011,1,,1,0,0,1911.47375488281
"1083001610",1,0,10,3,"1080016","BUVUMA","BUVUMA ISLANDS","NAIRAMBI","NAMITI",29,11,2010,1,,1,0,0,1816.72436523438
"1083001611",1,0,10,3,"1080016","BUVUMA","BUVUMA ISLANDS","NAIRAMBI","NAMITI",29,11,2010,1,,1,0,0,1224.26770019531
"1083001612",1,0,10,3,"1080016","BUVUMA","BUVUMA ISLANDS","NAIRAMBI","NAMITI",29,11,2010,1,,1,0,0,2845.10205078125
"1083001613",1,0,10,3,"1080016","BUVUMA","BUVUMA ISLANDS","NAIRAMBI","NAMITI",29,11,2010,1,,1,0,0,1529.77026367188
"1083002001",1,0,10,3,"1080020","MUKONO","MUKONO","NAMA","KATOOGO",11,2,2011,1,,1,0,0,2332.64868164063
"1083002002",1,0,10,3,"1080020","MUKONO","MUKONO MUNICIPALITY","MUKONO TOWN COUNCIL","NTAWO WARD",12,9,2011,1,,1,0,0,1807.03405761719
"1083002003",1,0,10,3,"1080020","MUKONO","MUKONO","NAMA","KATOOGO",11,8,2011,1,,1,0,0,1020.28051757813
"1083002004",1,0,10,3,"1080020","MUKONO","MUKONO","NAMA","KATOOGO",11,2,2011,1,,1,0,0,1108.04870605469
"1083002006",1,0,10,3,"1080020","MUKONO","MUKONO","NAMA","KATOOGO",12,2,2011,1,,1,0,0,972.051147460938
"1083002007",1,0,10,3,"1080020","MUKONO","MUKONO","NAMA","KATOOGO",11,2,2011,1,,1,0,0,1225.38562011719
"1083002008",1,0,10,3,"1080020","MUKONO","MUKONO","NAMA","KATOOGO",11,2,2011,1,,1,0,0,1748.86511230469
"1083002009",1,0,10,3,"1080020","MUKONO","MUKONO","NAMA","KATOOGO",11,8,2011,1,,1,0,0,1589.73779296875
"108300200901",1,0,10,3,"1080020","MUKONO","MUKONO","NAMA","KATOOGO",12,8,2011,1,,1,1,0,3359.73486328125
"108300200902",1,0,10,3,"1080020","MUKONO","MUKONO","NAMA","BULIIKA",12,2,2011,1,,1,1,0,4128.6767578125
"1083002010",1,0,10,3,"1080020","MUKONO","MUKONO","NAMA","KATOOGO",10,8,2011,1,,1,0,0,1428.69897460938
"1083002301",1,1,11,2,"1080023","MUKONO","MUKONO MUNICIPALITY","GOMA","MISINDYE",15,12,2010,1,,1,0,0,1753.24584960938
"1083002302",1,1,11,2,"1080023","MUKONO","MUKONO MUNICIPALITY","GOMA","MISINDYE",15,12,2010,1,,1,0,0,2738.26977539063
"1083002303",1,0,10,3,"1080023","WAKISO","KYADONDO","NANSANA T/C","NANSANA WEST WARD",30,7,2011,1,,1,0,0,3472.61279296875
"1083002304",1,1,11,2,"1080023","MUKONO","MUKONO MUNICIPALITY","GOMA","MISINDYE",15,6,2011,1,,1,0,0,6903.826171875
"1083002305",1,1,11,2,"1080023","MUKONO","MUKONO MUNICIPALITY","GOMA","MISINDYE",15,12,2010,1,,1,0,0,3308.88208007813
"1083002307",1,1,11,2,"1080023","MUKONO","MUKONO MUNICIPALITY","GOMA","MISINDYE",15,12,2010,1,,1,0,0,1540.63317871094
"1083002309",1,1,11,2,"1080023","MUKONO","MUKONO MUNICIPALITY","GOMA","MISINDYE",15,12,2010,1,,1,0,0,3639.83959960938
"1083002701",1,0,10,3,"1080027","MUKONO","NAKIFUMA","KASAWO","NAMALIRI",25,3,2011,1,,1,0,0,918.423767089844
"1083002704",1,0,10,3,"1080027","MUKONO","NAKIFUMA","KASAWO","NAMALIRI",25,3,2011,1,,1,0,0,953.477294921875
"1083002705",1,0,10,3,"1080027","MUKONO","NAKIFUMA","KASAWO","NAMALIRI",26,3,2011,1,,1,0,0,1624.01489257813
"1083002707",1,0,10,3,"1080027","MUKONO","NAKIFUMA","KASAWO","NAMALIRI",25,3,2011,1,,1,0,0,2314.896484375
"1083002708",1,0,10,3,"1080027","MUKONO","NAKIFUMA","KASAWO","NAMALIRI",26,3,2011,1,,1,0,0,348.107818603516
"1083002709",1,0,10,3,"1080027","MUKONO","NAKIFUMA","KASAWO","NAMALIRI",25,3,2011,1,,1,0,0,2563.34692382813
"108300270903",1,0,10,3,"1080027","WAKISO","KYADONDO","KIRA TOWN COUNCIL","KIREKA WARD",2,4,2011,1,,1,1,0,4540.4541015625
"1083002710",1,0,10,3,"1080027","MUKONO","NAKIFUMA","KASAWO","NAMALIRI",25,3,2011,1,,1,0,0,973.992858886719
"1083003002",1,0,10,3,"1080030","MUKONO","NAKIFUMA","NAMUGANGA","KITALE",24,1,2011,1,,1,0,0,822.934509277344
"1083003006",1,0,10,3,"1080030","MUKONO","NAKIFUMA","NAMUGANGA","KITALE",24,1,2011,1,,1,0,0,856.773071289063
"1083003007",1,0,10,3,"1080030","MUKONO","NAKIFUMA","NAMUGANGA","KITALE",24,1,2011,1,,1,0,0,2059.4072265625
"1083003008",1,0,10,3,"1080030","MUKONO","NAKIFUMA","NAMUGANGA","KITALE",24,7,2011,1,,1,0,0,809.378479003906
"1083003009",1,0,10,3,"1080030","MUKONO","NAKIFUMA","NAMUGANGA","KITALE",25,1,2011,1,,1,0,0,863.466857910156
"1083003010",1,0,10,3,"1080030","MUKONO","NAKIFUMA","NAMUGANGA","KITALE",24,1,2011,1,,1,0,0,381.749938964844
"1083003302",1,0,10,3,"1080033","MUKONO","NAKIFUMA","NTUNDA","KYABAZAALA",21,4,2011,1,,1,0,0,1066.61694335938
"1083003303",1,0,10,3,"1080033","MUKONO","NAKIFUMA","NTUNDA","KYABAZAALA",21,10,2010,1,,1,0,0,2325.56811523438
"1083003306",1,0,10,3,"1080033","MUKONO","NAKIFUMA","NTUNDA","KYABAZAALA",22,10,2010,1,,1,0,0,4969.751953125
"1083003307",1,0,10,3,"1080033","MUKONO","NAKIFUMA","NTUNDA","KYABAZAALA",22,10,2010,1,,1,0,0,3327.71166992188
"1083003308",1,0,10,3,"1080033","MUKONO","NAKIFUMA","NTUNDA","KYABAZAALA",21,10,2010,1,,1,0,0,3480.8564453125
"108300330801",1,0,10,3,"1080033","MUKONO","NAKIFUMA","NTUNDA","KYABAZAALA",23,4,2011,1,,1,1,0,5716.1318359375
"1083003309",1,0,10,3,"1080033","MUKONO","NAKIFUMA","NTUNDA","KYABAZAALA",23,4,2011,1,,1,0,0,3288.98071289063
"1083003310",1,0,10,3,"1080033","MUKONO","NAKIFUMA","NTUNDA","KYABAZAALA",21,10,2010,1,,1,0,0,2184.79541015625
"1083003312",1,0,10,3,"1080033","MUKONO","NAKIFUMA","NTUNDA","KYABAZAALA",22,10,2010,1,,1,0,0,3203.95654296875
"1093000401",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NABISWERA","MULONZI",8,2,2011,1,,1,0,0,777.641235351563
"1093000402",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NABISWERA","MULONZI",8,8,2011,1,,1,0,0,866.202819824219
"1093000403",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NABISWERA","MULONZI",8,2,2011,1,,1,0,0,743.196533203125
"1093000404",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NABISWERA","MULONZI",8,2,2011,1,,1,0,0,1922.57922363281
"1093000405",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NAKITOMA","KIGWERI",10,8,2011,1,,1,0,0,1589.12829589844
"1093000406",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NABISWERA","MULONZI",8,2,2011,1,,1,0,0,697.726196289063
"1093000407",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NABISWERA","MULONZI",9,8,2011,1,,1,0,0,1433.62927246094
"1093000408",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NAKITOMA","NJERU",8,2,2011,1,,1,0,0,1555.28247070313
"1093000409",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NABISWERA","MULONZI",8,8,2011,1,,1,0,0,1374.27038574219
"109300040903",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NABISWERA","KATUBA",9,8,2011,1,,1,1,0,3142.71240234375
"109300040907",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NABISWERA","MIGYERA T.B.",10,8,2011,1,,1,1,0,2508.63232421875
"109300040908",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","RWABYATA","KANSIRA",9,8,2011,1,,1,1,0,3856.97607421875
"1093000410",1,0,10,3,"1090004","NAKASONGOLA","NAKASONGOLA","NABISWERA","MULONZI",9,8,2011,1,,1,0,0,792.089233398438
"1101000101",1,1,11,2,"1100001","RAKAI","KYOTERA","KYOTERA T/C","CENTRAL WARD",20,1,2011,1,,1,0,0,4696.0947265625
"1101000102",1,1,11,2,"1100001","RAKAI","KYOTERA","KYOTERA T/C","CENTRAL WARD",20,1,2011,1,,1,0,0,4811.45068359375
"110100010202",0,1,11,1,"1100001","KAMPALA","KCCA","KAWEMPE DIVISION","KANYANYA",28,1,2011,1,,1,1,0,2174.81005859375
"110100010203",1,1,11,2,"1100001","RAKAI","KYOTERA","KYOTERA T/C","CENTRAL WARD",20,7,2011,1,,1,1,0,4188.9345703125
"110100010204",1,1,11,2,"1100001","RAKAI","KAKUUTO","KAKUUTO","MUTUKULA TOWN BOARD",21,7,2011,1,,1,1,0,2064.1513671875
"110100010205",1,1,11,2,"1100001",,,,,21,1,2011,1,,1,1,0,2064.1513671875
"110100010206",1,1,11,2,"1100001","RAKAI","KYOTERA","KYOTERA T/C","INDUSTRIAL AREA WARD",20,7,2011,1,,1,1,0,2573.82763671875
"110100010207",1,1,11,2,"1100001","RAKAI","KYOTERA","KYOTERA T/C","INDUSTRIAL AREA WARD",21,7,2011,1,,1,1,0,6760.58544921875
"1101000103",1,1,11,2,"1100001","RAKAI","KYOTERA","KYOTERA T/C","CENTRAL WARD",20,1,2011,1,,1,0,0,1508.55529785156
"1101000107",1,1,11,2,"1100001","RAKAI","KYOTERA","KYOTERA T/C","CENTRAL WARD",20,1,2011,1,,1,0,0,2129.03588867188
"1101000110",1,1,11,2,"1100001","RAKAI","KYOTERA","KYOTERA T/C","CENTRAL WARD",22,7,2011,1,,1,0,0,1950.80334472656
"1101000114",1,1,11,2,"1100001","RAKAI","KYOTERA","KYOTERA T/C","CENTRAL WARD",20,1,2011,1,,1,0,0,2042.12939453125
"1103000501",1,0,10,3,"1100005","RAKAI","KAKUUTO","KYEBE","GWANDA",2,4,2011,1,,1,0,0,765.225158691406
"1103000502",1,0,10,3,"1100005","RAKAI","KAKUUTO","KYEBE","GWANDA",1,4,2011,1,,1,0,0,427.021911621094
"1103000503",1,0,10,3,"1100005","RAKAI","KAKUUTO","KYEBE","GWANDA",1,4,2011,1,,1,0,0,818.707824707031
"1103000504",1,0,10,3,"1100005","RAKAI","KAKUUTO","KYEBE","GWANDA",1,4,2011,1,,1,0,0,1462.66076660156
"1103000505",1,0,10,3,"1100005","RAKAI","KAKUUTO","KYEBE","GWANDA",2,4,2011,1,,1,0,0,2496.3115234375
"1103000506",1,0,10,3,"1100005","RAKAI","KAKUUTO","KYEBE","NANGOMA",2,9,2011,1,,1,0,0,759.578552246094
"1103000507",1,0,10,3,"1100005","RAKAI","KAKUUTO","KYEBE","GWANDA",1,9,2011,1,,1,0,0,765.225158691406
"1103000508",1,0,10,3,"1100005","RAKAI","KAKUUTO","KYEBE","GWANDA",1,9,2011,1,,1,0,0,991.845764160156
"110300050803",0,1,,1,"1100005","KAMPALA","KCCA","KAMPALA CENTRAL","KISENYI II",,,,2,1,1,1,0,
"1103000509",1,0,10,3,"1100005","RAKAI","KAKUUTO","KYEBE","GWANDA",31,9,2011,1,,1,0,0,1248.15576171875
"1103000510",1,0,10,3,"1100005","RAKAI","KAKUUTO","KYEBE","GWANDA",1,9,2011,1,,1,0,0,1474.08825683594
"1103000702",1,0,10,3,"1100007","RAKAI","KOOKI","KACHEERA","LYAKISANA",10,6,2011,1,,1,0,0,733.186584472656
"1103000703",1,0,10,3,"1100007","RAKAI","KOOKI","KACHEERA","LYAKISANA",8,6,2011,1,,1,0,0,788.834167480469
"1103000704",1,0,10,3,"1100007","RAKAI","KOOKI","KACHEERA","LYAKISANA",8,6,2011,1,,1,0,0,760.506225585938
"1103000705",1,0,10,3,"1100007","RAKAI","KOOKI","KACHEERA","LYAKISANA",9,12,2010,1,,1,0,0,733.186584472656
"1103000706",1,0,10,3,"1100007","RAKAI","KOOKI","KACHEERA","LYAKISANA",9,12,2010,1,,1,0,0,1359.29443359375
"110300070603",1,0,10,3,"1100007","LYANTONDE","KABULA","LYANTONDE TOWN COUNCIL","KOOKI WARD",9,6,2011,1,,1,1,0,1498.20031738281
"1103000708",1,0,10,3,"1100007","RAKAI","KOOKI","KACHEERA","LYAKISANA",8,12,2010,1,,1,0,0,1634.5009765625
"1103000709",1,0,10,3,"1100007","RAKAI","KOOKI","KACHEERA","LYAKISANA",8,12,2010,1,,1,0,0,4441.4716796875
"110300070907",1,0,10,3,"1100007","RAKAI","KOOKI","KACHEERA","KATATENGA",9,6,2011,1,,1,1,0,1359.29443359375
"1103000710",1,0,10,3,"1100007","RAKAI","KOOKI","KACHEERA","LYAKISANA",8,12,2010,1,,1,0,0,733.186584472656
"1103000901",1,0,10,3,"1100009","RAKAI","KOOKI","LWAMAGGWA","KIBUUKA",18,10,2010,1,,1,0,0,1029.42297363281
"1103000902",1,0,10,3,"1100009","LWENGO","LWENGO","KYAZANGA","KAKOMA",18,10,2010,1,,1,0,0,813.759704589844
"1103000903",1,0,10,3,"1100009","RAKAI","KOOKI","LWAMAGGWA","KIBUUKA",17,10,2010,1,,1,0,0,3038.17529296875
"110300090302",1,0,10,3,"1100009","LWENGO","LWENGO","KYAZANGA","KAKOMA",16,6,2011,1,,1,1,0,3038.17529296875
"110300090303",1,0,10,3,"1100009","WAKISO","BUSIRO","NSANGI(MUKONO)","KIKAJJO",29,5,2011,1,,1,1,0,1866.76086425781
"1103000904",1,0,10,3,"1100009","RAKAI","KOOKI","LWAMAGGWA","KIBUUKA",17,10,2010,1,,1,0,0,2216.20825195313
"1103000905",1,0,10,3,"1100009","RAKAI","KOOKI","LWAMAGGWA","KIBUUKA",18,10,2010,1,,1,0,0,1526.49279785156
"1103000906",1,0,10,3,"1100009","RAKAI","KOOKI","LWAMAGGWA","KIBUUKA",18,10,2010,1,,1,0,0,1418.80773925781
"1103000907",1,0,10,3,"1100009","RAKAI","KOOKI","LWAMAGGWA","KIBUUKA",19,10,2010,1,,1,0,0,1615.50988769531
"1103000908",1,0,10,3,"1100009","RAKAI","KOOKI","LWAMAGGWA","KIBUUKA",17,10,2010,1,,1,0,0,829.814392089844
"1103000909",1,0,10,3,"1100009","RAKAI","KOOKI","LWAMAGGWA","KIBUUKA",16,4,2011,1,,1,0,0,790.740844726563
"1103000910",1,0,10,3,"1100009","RAKAI","KOOKI","LWAMAGGWA","KIBUUKA",18,10,2010,1,,1,0,0,778.701171875
"110300091001",0,1,11,1,"1100009","KAMPALA","KCCA","KAWEMPE DIVISION","MULAGO  I",29,5,2011,1,,1,1,0,536.368835449219
"1103001202",1,0,10,3,"1100012","RAKAI","KYOTERA","KIRUMBA","BUYIISA",21,1,2011,1,,1,0,0,1069.50170898438
