"HHID","region","urban","regurb","stratum","comm","h1aq1","h1aq2b","h1aq3b","h1aq4b","day","month","year","interview_result","reason","hh_status","spitoff09_10","spitoff10_11","wgt10"
"4023003009",4,0,40,6,"4020030","SHEEMA","SHEEMA","KAGANGO","KIZIBA",26,7,2011,1,,1,0,0,1550.62194824219
"4023003010",4,0,40,6,"4020030","SHEEMA","SHEEMA","KAGANGO","KIZIBA",27,7,2011,1,,1,0,0,1669.30236816406
"4031000207",4,1,41,2,"4030002","HOIMA","HOIMA MUNICIPALITY","HOIMA TOWN COUNCIL","NORTHERN WARD",23,9,2011,1,,1,0,0,668.82470703125
"4031000208",4,1,41,2,"4030002","HOIMA","HOIMA MUNICIPALITY","HOIMA TOWN COUNCIL","NORTHERN WARD",23,3,2011,1,,1,0,0,1073.08984375
"4031000209",4,1,41,2,"4030002","HOIMA","HOIMA MUNICIPALITY","HOIMA TOWN COUNCIL","NORTHERN WARD",23,9,2011,1,,1,0,0,6117.93310546875
"4031000210",4,1,41,2,"4030002","HOIMA","HOIMA MUNICIPALITY","HOIMA TOWN COUNCIL","NORTHERN WARD",23,9,2011,1,,1,0,0,1073.08984375
"4033000402",4,0,40,6,"4030004","HOIMA","BUGAHYA","BUHANIKA","KITONYA",18,11,2010,1,,1,0,0,1994.9248046875
"4033000406",4,0,40,6,"4030004","HOIMA","BUGAHYA","BUHANIKA","KITONYA",19,6,2011,1,,1,0,0,3607.80126953125
"4033000407",4,0,40,6,"4030004","HOIMA","BUGAHYA","BUHANIKA","KITONYA",19,11,2010,1,,1,0,0,3516.55590820313
"4033000408",4,0,40,6,"4030004","HOIMA","BUGAHYA","BUHANIKA","KITONYA",19,11,2010,1,,1,0,0,2698.02368164063
"4033000410",4,0,40,6,"4030004","HOIMA","BUGAHYA","BUHANIKA","KITONYA",19,11,2010,1,,1,0,0,1545.05517578125
"4033000411",4,0,40,6,"4030004","HOIMA","BUGAHYA","BUHANIKA","KITONYA",19,11,2010,1,,1,0,0,2690.798828125
"4033000603",4,0,40,6,"4030006","HOIMA","HOIMA MUNICIPALITY","KITOBA","KIRAGURA",5,8,2011,1,,1,0,0,1947.28503417969
"4033000604",4,0,40,6,"4030006","HOIMA","HOIMA MUNICIPALITY","KITOBA","KIRAGURA",4,8,2011,1,,1,0,0,3204.52856445313
"4033000605",4,0,40,6,"4030006","HOIMA","HOIMA MUNICIPALITY","KITOBA","KIRAGURA",4,2,2011,1,,1,0,0,3882.51538085938
"4033000607",4,0,40,6,"4030006","HOIMA","HOIMA MUNICIPALITY","KITOBA","KIRAGURA",5,8,2011,1,,1,0,0,3204.52856445313
"4033000608",4,0,40,6,"4030006","HOIMA","HOIMA MUNICIPALITY","KITOBA","KIRAGURA",5,2,2011,1,,1,0,0,3731.96142578125
"4033000609",4,0,40,6,"4030006","HOIMA","HOIMA MUNICIPALITY","KITOBA","KIRAGURA",4,2,2011,1,,1,0,0,3597.41918945313
"4033000610",4,0,40,6,"4030006","HOIMA","HOIMA MUNICIPALITY","KITOBA","KIRAGURA",5,2,2011,1,,1,0,0,1826.43347167969
"4033000702",4,0,40,6,"4030007","HOIMA","BUHAGUZI","BUGAMBE","KATANGA",11,12,2010,1,,1,0,0,4382.04931640625
"4033000704",4,0,40,6,"4030007","HOIMA","BUHAGUZI","BUGAMBE","KATANGA",11,12,2010,1,,1,0,0,1922.66088867188
"4033000705",4,0,40,6,"4030007","HOIMA","BUHAGUZI","BUGAMBE","KATANGA",11,6,2011,1,,1,0,0,1871.43835449219
"4033000707",4,0,40,6,"4030007","HOIMA","BUHAGUZI","BUGAMBE","KATANGA",11,12,2010,1,,1,0,0,1775.88928222656
"4033000708",4,0,40,6,"4030007","HOIMA","BUHAGUZI","BUGAMBE","KATANGA",10,12,2010,1,,1,0,0,2165.02197265625
"4033000709",4,0,40,6,"4030007","HOIMA","BUHAGUZI","BUGAMBE","KATANGA",11,6,2011,1,,1,0,0,2070.41870117188
"4033000711",4,0,40,6,"4030007","HOIMA","BUHAGUZI","BUGAMBE","KATANGA",10,6,2011,1,,1,0,0,1816.30395507813
"4033000902",4,0,40,6,"4030009","HOIMA","BUHAGUZI","KYANGWALI","KYANGWALI",24,9,2011,1,,1,0,0,1439.38037109375
"4033000903",4,0,40,6,"4030009","HOIMA","BUHAGUZI","KYANGWALI","KYANGWALI",24,9,2011,1,,1,0,0,1503.73693847656
"4033000905",4,0,40,6,"4030009","HOIMA","BUHAGUZI","KYANGWALI","KYANGWALI",24,3,2011,1,,1,0,0,1537.9580078125
"4033000906",4,0,40,6,"4030009","HOIMA","BUHAGUZI","KYANGWALI","KYANGWALI",23,3,2011,1,,1,0,0,2693.29858398438
"4033000907",4,0,40,6,"4030009","HOIMA","BUHAGUZI","KYANGWALI","KYANGWALI",,,,2,99,1,0,0,3075.916015625
"4033000910",4,0,40,6,"4030009","HOIMA","BUHAGUZI","KYANGWALI","KYANGWALI",24,9,2011,1,,1,0,0,3506.26049804688
"4033000911",4,0,40,6,"4030009","HOIMA","BUHAGUZI","KYANGWALI","KYANGWALI",25,3,2011,1,,1,0,0,3145.80932617188
"403300091103",4,0,40,6,"4030009","HOIMA","BUHAGUZI","KYANGWALI","KYANGWALI",24,9,2011,1,,1,1,0,6927.3017578125
"403300091108",4,0,40,6,"4030009","KIBAALE","BUYAGA","MUHORRO","NYAMITI",27,9,2011,1,,1,1,0,3695.79345703125
"4033000916",4,0,40,6,"4030009","HOIMA","BUHAGUZI","KYANGWALI","KYANGWALI",24,3,2011,1,,1,0,0,3582.18041992188
"4041000301",4,1,41,2,"4040003","KABALE","KABALE MUNICIPALITY","KABALE NORTHERN","RUTOOMA",23,1,2011,1,,1,0,0,2901.79833984375
"4041000302",4,1,41,2,"4040003","KABALE","KABALE MUNICIPALITY","KABALE NORTHERN","RUTOOMA",24,1,2011,1,,1,0,0,1162.69372558594
"4041000303",4,1,41,2,"4040003","KABALE","KABALE MUNICIPALITY","KABALE NORTHERN","RUTOOMA",23,1,2011,1,,1,0,0,662.00048828125
"4041000304",4,1,41,2,"4040003","KABALE","KABALE MUNICIPALITY","KABALE NORTHERN","RUTOOMA",23,1,2011,1,,1,0,0,2219.1708984375
"4041000305",4,1,41,2,"4040003","KABALE","KABALE MUNICIPALITY","KABALE NORTHERN","RUTOOMA",23,1,2011,1,,1,0,0,889.178283691406
"4041000307",4,1,41,2,"4040003","KABALE","KABALE MUNICIPALITY","KABALE NORTHERN","RUTOOMA",23,7,2011,1,,1,0,0,687.601135253906
"4041000308",4,1,41,2,"4040003","KABALE","KABALE MUNICIPALITY","KABALE NORTHERN","RUTOOMA",24,7,2011,1,,1,0,0,864.476684570313
"4041000309",4,1,41,2,"4040003","KABALE","KABALE MUNICIPALITY","KABALE NORTHERN","RUTOOMA",20,7,2011,1,,1,0,0,662.00048828125
"4041000311",4,1,41,2,"4040003","KABALE","KABALE MUNICIPALITY","KABALE NORTHERN","RUTOOMA",23,7,2011,1,,1,0,0,784.32666015625
"4043000602",4,0,40,6,"4040006","KABALE","NDORWA","KYANAMIRA","KYANAMIRA",22,1,2011,1,,1,0,0,1653.01428222656
"4043000603",4,0,40,6,"4040006","KABALE","NDORWA","KYANAMIRA","KYANAMIRA",22,1,2011,1,,1,0,0,5200.86669921875
"404300060302",4,0,40,6,"4040006","KABALE","NDORWA","KYANAMIRA","KYANAMIRA",23,7,2011,1,,1,1,0,7635.05078125
"4043000604",4,0,40,6,"4040006","KABALE","NDORWA","KYANAMIRA","KYANAMIRA",22,1,2011,1,,1,0,0,4718.7255859375
"4043000605",4,0,40,6,"4040006","KABALE","NDORWA","KYANAMIRA","KYANAMIRA",23,1,2011,1,,1,0,0,1814.8369140625
"4043000607",4,0,40,6,"4040006","KABALE","NDORWA","KYANAMIRA","KYANAMIRA",22,7,2011,1,,1,0,0,1735.0302734375
"4043000608",4,0,40,6,"4040006","KABALE","NDORWA","KYANAMIRA","KYANAMIRA",22,7,2011,1,,1,0,0,3498.81909179688
"4043000609",4,0,40,6,"4040006","KABALE","NDORWA","KYANAMIRA","KYANAMIRA",22,7,2011,1,,1,0,0,5729.88134765625
"4043000610",4,0,40,6,"4040006","KABALE","NDORWA","KYANAMIRA","KYANAMIRA",22,7,2011,1,,1,0,0,2115.2099609375
"4043000801",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",19,10,2010,1,,1,0,0,3034.69384765625
"4043000802",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",18,4,2011,1,,1,0,0,3211.47021484375
"4043000803",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",19,4,2011,1,,1,0,0,4492.7880859375
"4043000804",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",18,10,2010,1,,1,0,0,5286.892578125
"4043000805",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",19,10,2010,1,,1,0,0,3579.68286132813
"4043000806",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",18,10,2010,1,,1,0,0,1665.64599609375
"4043000807",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",19,4,2011,1,,1,0,0,1769.7060546875
"4043000808",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",18,10,2010,1,,1,0,0,2988.62939453125
"4043000809",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",19,5,2011,1,,1,0,0,1616.94396972656
"4043000810",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",19,4,2011,1,,1,0,0,3823.61254882813
"404300081003",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BUTANDA",19,4,2011,1,,1,1,0,7990.6064453125
"404300081005",4,0,40,6,"4040008","KABALE","NDORWA","BUTANDA","BIGAAGA",20,8,2011,1,,1,1,0,6938.21142578125
"404300081006",4,0,40,6,"4040008","KISORO","BUFUMBIRA","KANABA","MUHINDURA",22,9,2011,1,,1,1,0,7990.6064453125
"404300081007",4,0,40,6,"4040008","KABALE","NDORWA","RUBAYA","MUGANDU",6,8,2011,1,,1,1,0,7990.6064453125
"4043001001",4,0,40,6,"4040010","KABALE","RUBANDA","MUKO","KAARA",5,2,2011,1,,1,0,0,2293.884765625
"4043001002",4,0,40,6,"4040010","KABALE","RUBANDA","MUKO","KAARA",5,2,2011,1,,1,0,0,3927.83935546875
"4043001003",4,0,40,6,"4040010","KABALE","RUBANDA","MUKO","KAARA",5,2,2011,1,,1,0,0,7990.6064453125
"404300100304",4,0,40,6,"4040010","KABALE","NDORWA","BUHARA","RWENE",6,8,2011,1,,1,1,0,7200.5966796875
"4043001004",4,0,40,6,"4040010","KABALE","RUBANDA","MUKO","KAARA",5,2,2011,1,,1,0,0,3979.37377929688
"4043001005",4,0,40,6,"4040010","KABALE","RUBANDA","MUKO","KAARA",5,2,2011,1,,1,0,0,4577.935546875
"4043001008",4,0,40,6,"4040010","KABALE","RUBANDA","MUKO","KAARA",6,8,2011,1,,1,0,0,2242.91967773438
"4043001009",4,0,40,6,"4040010","KABALE","RUBANDA","MUKO","KAARA",5,8,2011,1,,1,0,0,2155.76293945313
"4043001010",4,0,40,6,"4040010","KABALE","RUBANDA","MUKO","KAARA",5,8,2011,1,,1,0,0,2006.1767578125
"4043001201",4,0,40,6,"4040012","KABALE","RUKIGA","RWAMUCUCU","NYARURAMBI",24,5,2011,1,,1,0,0,3267.57690429688
"4043001202",4,0,40,6,"4040012","KABALE","RUKIGA","RWAMUCUCU","NYARURAMBI",24,11,2010,2,,1,0,0,2857.74462890625
"4043001204",4,0,40,6,"4040012","KABALE","RUKIGA","RWAMUCUCU","NYARURAMBI",25,5,2011,1,,1,0,0,2927.20776367188
"4043001205",4,0,40,6,"4040012","KABALE","RUKIGA","RWAMUCUCU","NYARURAMBI",24,5,2011,1,,1,0,0,1691.033203125
"4043001206",4,0,40,6,"4040012","KABALE","RUKIGA","RWAMUCUCU","NYARURAMBI",24,11,2010,2,,1,0,0,2630.47265625
"4043001207",4,0,40,6,"4040012","KABALE","RUKIGA","RWAMUCUCU","NYARURAMBI",,,,2,99,1,0,0,2774.18676757813
"4043001208",4,0,40,6,"4040012","KABALE","RUKIGA","RWAMUCUCU","NYARURAMBI",,,,2,99,1,0,0,1860.41955566406
"4043001209",4,0,40,6,"4040012","KABALE","RUKIGA","RWAMUCUCU","NYARURAMBI",24,5,2011,1,,1,0,0,5039.681640625
"4043001210",4,0,40,6,"4040012","KABALE","RUKIGA","RWAMUCUCU","NYARURAMBI",24,5,2011,1,,1,0,0,664.919250488281
"4051000204",4,1,41,2,"4050002","KABAROLE","FORT PORTAL MUNICIPALITY","EASTERN DIVISION","NYAKAGONGO",19,10,2010,1,,1,0,0,671.578979492188
"4051000205",4,1,41,2,"4050002","KABAROLE","FORT PORTAL MUNICIPALITY","EASTERN DIVISION","NYAKAGONGO",17,10,2010,1,,1,0,0,780.348449707031
"4051000206",4,1,41,2,"4050002","KABAROLE","FORT PORTAL MUNICIPALITY","EASTERN DIVISION","NYAKAGONGO",21,4,2011,1,,1,0,0,1152.9130859375
"4051000207",4,1,41,2,"4050002","KABAROLE","FORT PORTAL MUNICIPALITY","EASTERN DIVISION","NYAKAGONGO",18,4,2011,1,,1,0,0,700.564697265625
"4051000208",4,1,41,2,"4050002","KABAROLE","FORT PORTAL MUNICIPALITY","EASTERN DIVISION","NYAKAGONGO",29,4,2011,1,,1,0,0,1416.77990722656
"4051000209",4,1,41,2,"4050002","KABAROLE","FORT PORTAL MUNICIPALITY","EASTERN DIVISION","NYAKAGONGO",18,4,2011,1,,1,0,0,669.534118652344
"4051000210",4,1,41,2,"4050002","KABAROLE","FORT PORTAL MUNICIPALITY","EASTERN DIVISION","NYAKAGONGO",,,,2,1,1,0,0,737.393920898438
"4051000501",4,1,41,2,"4050005","KABAROLE","FORT PORTAL MUNICIPALITY","SOUTHERN DIVISION","KIJANJU",11,2,2011,1,,1,0,0,634.122924804688
"4051000502",4,1,41,2,"4050005","KABAROLE","FORT PORTAL MUNICIPALITY","SOUTHERN DIVISION","KIJANJU",12,2,2011,1,,1,0,0,560.125366210938
"4051000503",4,1,41,2,"4050005","KABAROLE","FORT PORTAL MUNICIPALITY","SOUTHERN DIVISION","KIJANJU",11,8,2011,1,,1,0,0,541.299621582031
"4051000504",4,1,41,2,"4050005","KABAROLE","FORT PORTAL MUNICIPALITY","SOUTHERN DIVISION","KIJANJU",20,2,2011,1,,1,0,0,506.269592285156
"4051000506",4,1,41,2,"4050005","KABAROLE","FORT PORTAL MUNICIPALITY","SOUTHERN DIVISION","KIJANJU",18,2,2011,1,,1,0,0,451.758331298828
"4051000507",4,1,41,2,"4050005","KABAROLE","FORT PORTAL MUNICIPALITY","SOUTHERN DIVISION","KIJANJU",12,2,2011,1,,1,0,0,413.545257568359
"4051000510",4,1,41,2,"4050005","KABAROLE","FORT PORTAL MUNICIPALITY","SOUTHERN DIVISION","KIJANJU",12,8,2011,1,,1,0,0,398.636383056641
"4053000602",4,0,40,6,"4050006","KABAROLE","BUNYANGABU","KABONERO","KABONERO",28,3,2011,1,,1,0,0,3151.22778320313
"4053000605",4,0,40,6,"4050006","KABAROLE","BUNYANGABU","KABONERO","KABONERO",28,9,2011,1,,1,0,0,1771.56555175781
"4053000607",4,0,40,6,"4050006","KABAROLE","BUNYANGABU","KABONERO","KABONERO",28,3,2011,1,,1,0,0,3199.79809570313
"4053000608",4,0,40,6,"4050006","KABAROLE","BUNYANGABU","KABONERO","KABONERO",28,3,2011,1,,1,0,0,899.844665527344
"4053000609",4,0,40,6,"4050006","KABAROLE","BUNYANGABU","KABONERO","KABONERO",27,3,2011,1,,1,0,0,1599.89904785156
"4053001002",4,0,40,6,"4050010","KABAROLE","BURAHYA","MUGUSU","KIRARO",19,10,2010,1,,1,0,0,1641.9873046875
"4053001003",4,0,40,6,"4050010","KABAROLE","BURAHYA","MUGUSU","KIRARO",19,10,2010,1,,1,0,0,2040.9755859375
"4053001004",4,0,40,6,"4050010","KABAROLE","BURAHYA","MUGUSU","KIRARO",22,10,2010,1,,1,0,0,3770.50341796875
"4053001006",4,0,40,6,"4050010","KABAROLE","BURAHYA","MUGUSU","KIRARO",19,10,2010,1,,1,0,0,2979.50048828125
"4053001007",4,0,40,6,"4050010","KABAROLE","BURAHYA","MUGUSU","KIRARO",,,,2,1,1,0,0,770.423889160156
"4053001008",4,0,40,6,"4050010","KABAROLE","BURAHYA","MUGUSU","KIRARO",19,4,2011,1,,1,0,0,2811.58959960938
"4053001009",4,0,40,6,"4050010","KABAROLE","BURAHYA","MUGUSU","KIRARO",19,4,2011,1,,1,0,0,2916.353515625
"4053001010",4,0,40,6,"4050010","KABAROLE","BURAHYA","MUGUSU","KIRARO",19,4,2011,1,,1,0,0,2402.51928710938
"4061000303",4,1,41,2,"4060003","KASESE","BUSONGORA","KASESE TOWN COUNCIL","NYAKASANGA I WARD",21,11,2010,1,,1,0,0,1161.97058105469
"4061000309",4,1,41,2,"4060003","KASESE","BUSONGORA","KASESE TOWN COUNCIL","NYAKASANGA I WARD",24,11,2010,1,,1,0,0,1836.21728515625
"406100030909",4,1,41,2,"4060003","KASESE","BUSONGORA","KARUSANDARA","KYALANGA",23,5,2011,1,,1,1,0,2665.87573242188
"4061000311",4,1,41,2,"4060003","KASESE","BUSONGORA","KASESE TOWN COUNCIL","NYAKASANGA I WARD",21,5,2011,1,,1,0,0,1715.78515625
"4063000801",4,0,40,6,"4060008","KASESE","BUKONZO","KARAMBI","KAMUKUMBI",24,1,2011,1,,1,0,0,2460.57885742188
"4063000802",4,0,40,6,"4060008","KASESE","BUKONZO","KARAMBI","KAMUKUMBI",24,1,2011,1,,1,0,0,1509.60656738281
"4063000803",4,0,40,6,"4060008","KASESE","BUKONZO","KARAMBI","KAMUKUMBI",23,1,2011,1,,1,0,0,2423.22900390625
"4063000804",4,0,40,6,"4060008","KASESE","BUKONZO","KARAMBI","KAMUKUMBI",23,7,2011,1,,1,0,0,1151.43212890625
"4063000805",4,0,40,6,"4060008","KASESE","BUKONZO","KARAMBI","KAMUKUMBI",23,1,2011,1,,1,0,0,1211.61450195313
"4063000807",4,0,40,6,"4060008","KASESE","BUKONZO","KARAMBI","KAMUKUMBI",24,1,2011,1,,1,0,0,2283.17333984375
"4063000808",4,0,40,6,"4060008","KASESE","BUKONZO","KARAMBI","KAMUKUMBI",24,1,2011,1,,1,0,0,1169.17944335938
"4063000809",4,0,40,6,"4060008","KASESE","BUKONZO","KARAMBI","KAMUKUMBI",23,1,2011,1,,1,0,0,2603.912109375
"4063000810",4,0,40,6,"4060008","KASESE","BUKONZO","KARAMBI","KAMUKUMBI",23,1,2011,1,,1,0,0,4145.1044921875
"406300081005",4,0,40,6,"4060008","KASESE","BUKONZO","MPONDWE/LHUBIRIHA TOWN COUNCIL","NYABUGANDO WARD",14,7,2011,1,,1,1,0,2710.0791015625
"4063001001",4,0,40,6,"4060010","KASESE","BUKONZO","MUNKUNYU","KABINGO",23,11,2010,1,,1,0,0,7990.6064453125
"4063001004",4,0,40,6,"4060010","KASESE","BUKONZO","MUNKUNYU","KABINGO",22,11,2010,1,,1,0,0,3900.81298828125
"4063001006",4,0,40,6,"4060010","KASESE","BUKONZO","MUNKUNYU","KABINGO",21,11,2010,1,,1,0,0,6015.798828125
"4063001007",4,0,40,6,"4060010","KASESE","BUKONZO","MUNKUNYU","KABINGO",2,12,2010,1,,1,0,0,4178.826171875
"4063001008",4,0,40,6,"4060010","KASESE","BUKONZO","MUNKUNYU","KABINGO",22,5,2011,1,,1,0,0,3948.80102539063
"4063001009",4,0,40,6,"4060010","KASESE","BUKONZO","MUNKUNYU","KABINGO",22,5,2011,1,,1,0,0,3292.07275390625
"4063001010",4,0,40,6,"4060010","KASESE","BUKONZO","MUNKUNYU","KABINGO",22,5,2011,1,,1,0,0,3464.140625
"4063001101",4,0,40,6,"4060011","KASESE","BUSONGORA","BUGOYE","IBANDA",10,2,2011,1,,1,0,0,1164.21752929688
"4063001102",4,0,40,6,"4060011","KASESE","BUSONGORA","BUGOYE","IBANDA",22,2,2011,1,,1,0,0,3235.05883789063
"4063001105",4,0,40,6,"4060011","KASESE","BUSONGORA","BUGOYE","IBANDA",10,2,2011,1,,1,0,0,4680.09814453125
"4063001106",4,0,40,6,"4060011","KASESE","BUSONGORA","BUGOYE","IBANDA",9,2,2011,1,,1,0,0,7990.6064453125
"4063001107",4,0,40,6,"4060011","KASESE","BUSONGORA","BUGOYE","IBANDA",9,8,2011,1,,1,0,0,2335.54663085938
"4063001108",4,0,40,6,"4060011","KASESE","BUSONGORA","BUGOYE","IBANDA",10,8,2011,1,,1,0,0,2436.35009765625
"4063001110",4,0,40,6,"4060011","KASESE","BUSONGORA","BUGOYE","IBANDA",11,2,2011,1,,1,0,0,1100.1328125
"4063001303",4,0,40,6,"4060013","KASESE","KASESE MUNICIPALITY","LAKE KATWE","KAHOKYA",13,12,2010,1,,1,0,0,5191.76611328125
"4063001305",4,0,40,6,"4060013","KASESE","KASESE MUNICIPALITY","LAKE KATWE","KAHOKYA",13,12,2010,1,,1,0,0,5772.46875
"4063001306",4,0,40,6,"4060013","KASESE","KASESE MUNICIPALITY","LAKE KATWE","KAHOKYA",13,12,2010,1,,1,0,0,5430.57275390625
"4063001307",4,0,40,6,"4060013","KASESE","KASESE MUNICIPALITY","LAKE KATWE","KAHOKYA",12,12,2010,1,,1,0,0,5053.75
"4063001309",4,0,40,6,"4060013","KASESE","KASESE MUNICIPALITY","LAKE KATWE","KAHOKYA",13,6,2011,1,,1,0,0,5131.64453125
"4063001310",4,0,40,6,"4060013","KASESE","KASESE MUNICIPALITY","LAKE KATWE","KAHOKYA",13,12,2010,1,,1,0,0,2825.06420898438
"4071000206",4,1,41,2,"4070002","KIBAALE","BUYAGA","KAGADI TOWN COUNCIL","KAGADI CENTRAL WARD",,,,2,4,1,0,0,1305.34155273438
"4071000207",4,1,41,2,"4070002","KIBAALE","BUYAGA","KAGADI TOWN COUNCIL","KAGADI CENTRAL WARD",27,3,2011,1,,1,0,0,2106.43627929688
"4073000302",4,0,40,6,"4070003","KIBAALE","BUGANGAIZI","KAKINDO","KIKWAYA",26,3,2011,1,,1,0,0,2575.31909179688
"4073000303",4,0,40,6,"4070003","KIBAALE","BUGANGAIZI","KAKINDO","KIKWAYA",25,9,2011,1,,1,0,0,2575.31909179688
"4073000304",4,0,40,6,"4070003","KIBAALE","BUGANGAIZI","KAKINDO","KIKWAYA",26,3,2011,1,,1,0,0,4727.38671875
"4073000305",4,0,40,6,"4070003","KIBAALE","BUGANGAIZI","KAKINDO","KIKWAYA",25,3,2011,1,,1,0,0,4687.4580078125
"4073000306",4,0,40,6,"4070003","KIBAALE","BUGANGAIZI","KAKINDO","KIKWAYA",26,3,2011,2,,1,0,0,2259.23461914063
"4073000307",4,0,40,6,"4070003","KIBAALE","BUGANGAIZI","KAKINDO","KIKWAYA",26,3,2011,1,,1,0,0,2454.92138671875
"4073000308",4,0,40,6,"4070003","KIBAALE","BUGANGAIZI","KAKINDO","KIKWAYA",25,3,2011,1,,1,0,0,3060.38989257813
"4073000309",4,0,40,6,"4070003","KIBAALE","BUGANGAIZI","KAKINDO","KIKWAYA",26,9,2011,1,,1,0,0,2243.01147460938
"4073000502",4,0,40,6,"4070005","KIBAALE","BUYAGA","BWIKARA","NYAMASA",20,1,2011,1,,1,0,0,5118.2275390625
"4073000505",4,0,40,6,"4070005","KIBAALE","BUYAGA","BWIKARA","NYAMASA",21,1,2011,1,,1,0,0,1821.29943847656
"4073000506",4,0,40,6,"4070005","KIBAALE","BUYAGA","BWIKARA","NYAMASA",20,1,2011,1,,1,0,0,2168.95629882813
"4073000508",4,0,40,6,"4070005","KIBAALE","BUYAGA","BWIKARA","NYAMASA",19,1,2011,1,,1,0,0,2202.38671875
"4073000509",4,0,40,6,"4070005","KIBAALE","BUYAGA","BWIKARA","NYAMASA",20,1,2011,1,,1,0,0,1961.267578125
"4073000510",4,0,40,6,"4070005","KIBAALE","BUYAGA","BWIKARA","NYAMASA",21,1,2011,1,,1,0,0,2202.38671875
"4073000707",4,0,40,6,"4070007","KIBAALE","BUYAGA","NDAIGA","NDAIGA",20,4,2011,1,,1,0,0,1994.15563964844
"4073000710",4,0,40,6,"4070007","KIBAALE","BUYAGA","NDAIGA","NDAIGA",17,10,2010,1,,1,0,0,1658.55151367188
"4073000711",4,0,40,6,"4070007","KIBAALE","BUYAGA","NDAIGA","NDAIGA",16,4,2011,1,,1,0,0,1674.51733398438
"4073000902",4,0,40,6,"4070009","KIBAALE","BUYANJA","KYEBANDO","KISOJO",6,2,2011,1,,1,0,0,2651.58203125
"4073000904",4,0,40,6,"4070009","KIBAALE","BUYANJA","KYEBANDO","KISOJO",7,2,2011,2,1,1,0,0,5303.1640625
"4073000907",4,0,40,6,"4070009","KIBAALE","BUYANJA","KYEBANDO","KISOJO",7,8,2011,1,,1,0,0,2179.376953125
"4073000908",4,0,40,6,"4070009","KIBAALE","BUYANJA","KYEBANDO","KISOJO",6,2,2011,1,,1,0,0,4988.81298828125
"4073000909",4,0,40,6,"4070009","KIBAALE","BUYANJA","KYEBANDO","KISOJO",7,2,2011,1,,1,0,0,4406.376953125
"4083000201",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","BUHOZI",23,11,2010,1,,1,0,0,2901.18798828125
"4083000202",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","BUHOZI",23,5,2011,1,,1,0,0,1870.2607421875
"4083000203",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","BUHOZI",,,,2,99,1,0,0,3740.521484375
"4083000204",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","BUHOZI",22,5,2011,1,,1,0,0,3808.70947265625
"4083000205",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","BUHOZI",22,5,2011,1,,1,0,0,4825.70751953125
"408300020503",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","GITOVU",22,5,2011,1,,1,1,0,7990.6064453125
"408300020505",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","GITOVU",22,5,2011,1,,1,1,0,3268.08422851563
"4083000208",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","BUHOZI",22,11,2010,1,,1,0,0,3034.634765625
"4083000209",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","BUHOZI",23,11,2010,2,,1,0,0,3292.23681640625
"4083000210",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","BUHOZI",22,11,2010,1,,1,0,0,1616.09265136719
"4083000211",4,0,40,6,"4080002","KISORO","BUFUMBIRA","BUSANZA","BUHOZI",21,5,2011,1,,1,0,0,3208.97241210938
"4083000401",4,0,40,6,"4080004","KISORO","BUFUMBIRA","MURORA","CHIBUMBA",21,3,2011,1,,1,0,0,3160.12866210938
"4083000402",4,0,40,6,"4080004","KISORO","BUFUMBIRA","MURORA","CHIBUMBA",21,3,2011,1,,1,0,0,1619.02258300781
"4083000403",4,0,40,6,"4080004","KISORO","BUFUMBIRA","MURORA","CHIBUMBA",21,3,2011,1,,1,0,0,3719.30029296875
"4083000405",4,0,40,6,"4080004","KISORO","BUFUMBIRA","MURORA","CHIBUMBA",21,3,2011,1,,1,0,0,2147.79296875
"408300040503",4,0,40,6,"4080004","KISORO","BUFUMBIRA","NYABWISHENYA","NYARUTEMBE",12,9,2011,1,,1,1,0,6625.650390625
"4083000406",4,0,40,6,"4080004","KISORO","BUFUMBIRA","MURORA","CHIBUMBA",21,3,2011,1,,1,0,0,2811.5810546875
