"grappe","hhweight"
150,486.534851074219
154,375.286895751953
169,1642.60375976563
165,310.493591308594
143,196.633850097656
146,541.174194335938
166,464.934753417969
144,394.931945800781
145,388.833282470703
138,448.692169189453
147,415.961761474609
159,569.8203125
153,677.850708007813
206,496.852600097656
178,787.459716796875
204,437.102600097656
211,319.675567626953
200,239.345764160156
182,717.005493164063
193,708.335144042969
181,361.422393798828
212,535.898742675781
185,240.239318847656
205,851.629089355469
194,393.465148925781
197,290.628112792969
208,241.601409912109
175,359.465301513672
190,711.918823242188
180,564.011962890625
188,549.019775390625
203,257.275787353516
173,662.530212402344
214,512.664733886719
198,634.418273925781
183,576.880126953125
210,403.795959472656
191,438.709014892578
177,240.716415405273
196,567.312133789063
176,395.196807861328
187,115.763824462891
174,740.834167480469
195,444.179107666016
199,608.477600097656
179,340.824493408203
209,733.906555175781
207,190.797653198242
184,1234.95092773438
213,715.127380371094
186,716.8818359375
192,261.285461425781
202,763.492919921875
201,423.148162841797
189,490.498962402344
233,321.119812011719
239,544.763793945313
243,406.201538085938
228,439.88623046875
230,888.621276855469
234,294.226989746094
220,774.834411621094
237,450.903015136719
231,383.753570556641
226,370.777435302734
221,221.733413696289
219,364.732604980469
215,568.168090820313
224,456.960296630859
246,392.624725341797
241,193.286331176758
216,109.623100280762
244,676.35107421875
238,404.052337646484
232,222.411254882813
229,417.175933837891
218,360.924591064453
217,328.542144775391
240,240.848754882813
225,687.808837890625
223,355.460906982422
245,431.643585205078
227,158.682373046875
236,478.197692871094
242,400.311248779297
222,371.324401855469
235,416.560394287109
267,219.767730712891
280,156.112930297852
253,459.706146240234
282,553.639709472656
254,342.783233642578
260,695.37353515625
259,503.071258544922
288,510.947662353516
283,338.849365234375
262,536.485778808594
257,285.902770996094
252,763.443603515625
247,292.312072753906
255,228.388687133789
268,480.436737060547
249,216.990951538086
272,612.543029785156
276,644.376892089844
281,353.493316650391
274,484.469970703125
250,404.791015625
256,218.824996948242
270,208.610885620117
285,525.598510742188
248,612.913940429688
287,504.722534179688
278,788.308654785156
284,898.804809570313
266,368.653656005859
279,545.298950195313
251,229.063919067383
286,267.594543457031
269,789.767700195313
263,421.969451904297
275,813.122863769531
258,242.800445556641
271,578.067749023438
265,772.34814453125
261,341.144897460938
277,783.381286621094
273,852.226928710938
264,895.182556152344
303,295.877807617188
310,256.387878417969
299,486.106597900391
308,373.974548339844
305,261.277770996094
314,199.230056762695
296,92.0478820800781
295,244.714477539063
304,293.074249267578
290,260.853363037109
297,258.295318603516
291,230.623550415039
306,309.818939208984
294,233.689071655273
300,387.707061767578
293,271.538787841797
311,154.129623413086
289,240.292205810547
309,318.582946777344
307,310.624084472656
301,288.140563964844
298,259.704772949219
302,361.137878417969
313,144.077697753906
292,478.330841064453
312,282.941802978516
338,278.260589599609
320,151.155380249023
347,406.301116943359
329,362.069854736328
333,380.611968994141
337,370.023559570313
324,447.504547119141
328,429.848114013672
326,501.146026611328
322,487.513092041016
325,760.301513671875
336,243.124740600586
334,298.729583740234
344,383.012359619141
315,609.738220214844
327,336.980895996094
341,563.4365234375
330,823.218444824219
318,282.888061523438
323,367.711639404297
343,591.972534179688
316,335.244903564453
339,237.776382446289
335,758.735412597656
319,348.839050292969
346,499.999816894531
340,390.073852539063
321,577.806579589844
345,375.439544677734
348,186.037384033203
332,157.07160949707
317,288.880157470703
331,729.738952636719
342,581.3818359375
353,318.413146972656
350,298.839935302734
372,773.954772949219
382,343.912231445313
376,315.544311523438
373,428.213653564453
362,513.477783203125
366,517.738708496094
386,623.40380859375
379,604.148559570313
351,244.087448120117
359,515.342956542969
364,749.46044921875
354,387.6298828125
374,186.740386962891
384,465.249664306641
380,143.63883972168
368,262.478240966797
356,394.700347900391
358,732.651611328125
363,448.06884765625
377,458.327575683594
367,475.794586181641
365,468.251251220703
349,410.695159912109
375,667.146301269531
383,442.253448486328
371,322.548370361328
378,705.536499023438
361,247.930709838867
352,478.954650878906
381,534.529907226563
360,647.648315429688
357,454.794616699219
369,382.665374755859
355,414.614288330078
370,331.041259765625
385,380.829345703125
399,199.657501220703
401,75.4201278686523
397,183.938323974609
402,126.669815063477
388,151.337875366211
387,151.623962402344
405,100.686721801758
395,226.004913330078
404,149.680847167969
394,136.659622192383
396,335.091552734375
390,151.548217773438
391,119.107940673828
403,94.6300735473633
393,162.314498901367
392,107.332077026367
400,137.862976074219
398,165.577621459961
389,172.225875854492
406,83.9033432006836
407,373.036163330078
423,305.872192382813
410,119.408988952637
425,80.8495254516602
411,96.0079345703125
418,207.3857421875
414,78.071647644043
419,239.552108764648
428,109.315757751465
408,101.429405212402
412,173.782806396484
426,400.779724121094
417,136.310211181641
415,224.036758422852
427,271.709808349609
416,180.414993286133
409,196.759796142578
424,311.608184814453
422,231.646896362305
413,283.193206787109
420,210.329345703125
421,223.767715454102
467,182.240905761719
459,244.887451171875
451,334.966400146484
432,678.502990722656
464,1170.01135253906
465,530.800659179688
440,322.799072265625
444,259.798034667969
461,542.741027832031
431,720.056823730469
430,636.063293457031
439,444.002319335938
466,194.626068115234
455,584.378601074219
456,532.880798339844
452,358.314025878906
434,188.674942016602
446,447.007659912109
448,903.3740234375
443,163.000823974609
445,187.173706054688
463,665.189514160156
458,460.194000244141
433,245.660278320313
442,651.941528320313
468,556.071533203125
441,289.367492675781
460,105.3046875
450,709.312683105469
453,359.40771484375
438,353.280242919922
449,236.336029052734
462,267.733306884766
454,515.882751464844
429,336.295623779297
447,311.70361328125
437,471.497467041016
435,628.256103515625
457,372.022583007813
436,386.208282470703
484,360.222808837891
480,268.170440673828
489,142.413955688477
492,1154.03991699219
487,143.65007019043
475,352.075042724609
502,150.538345336914
482,332.903594970703
474,82.7800979614258
490,311.386352539063
481,595.702270507813
496,250.43798828125
469,459.834899902344
494,96.5019302368164
493,531.644104003906
483,657.934387207031
470,438.940673828125
491,1307.94665527344
498,543.65087890625
472,90.3515014648438
501,199.89387512207
476,205.182647705078
479,252.25276184082
497,832.830871582031
488,460.046997070313
473,83.8104553222656
499,839.940979003906
477,3275.30322265625
486,421.647247314453
478,435.906494140625
500,202.168930053711
471,387.696929931641
485,123.60587310791
495,499.385772705078
512,321.491333007813
522,349.997680664063
520,32.2431526184082
513,108.625152587891
524,157.537506103516
521,224.101638793945
517,332.962249755859
523,63.2507934570313
507,95.6807632446289
506,361.652069091797
510,203.840591430664
514,215.02668762207
503,164.160522460938
519,200.804779052734
509,124.415107727051
508,288.529388427734
515,65.945686340332
511,170.247924804688
504,363.619354248047
505,114.737731933594
516,300.019989013672
518,246.456588745117
537,754.020263671875
553,415.960113525391
549,377.361938476563
543,166.823104858398
550,429.991912841797
551,255.367919921875
542,415.278106689453
552,394.804748535156
532,186.925888061523
558,306.314758300781
556,365.981658935547
554,371.244689941406
560,263.868194580078
545,507.24853515625
525,428.782562255859
530,466.255767822266
546,636.247314453125
559,579.315612792969
529,584.759216308594
536,413.940032958984
534,318.179321289063
548,727.691467285156
538,436.572479248047
539,210.621017456055
547,461.604125976563
555,244.941299438477
535,391.9306640625
533,170.931137084961
531,243.979629516602
526,495.913177490234
540,455.232788085938
544,194.482131958008
557,430.741546630859
541,484.660034179688
527,573.784606933594
528,752.465087890625
567,194.578338623047
563,314.829467773438
586,106.959144592285
593,431.062622070313
569,458.113372802734
564,848.490478515625
561,243.557800292969
565,135.164199829102
584,13.6771593093872
578,390.678070068359
582,588.954345703125
588,191.373428344727
576,343.391815185547
562,1309.16296386719
590,139.193252563477
587,569.03955078125
589,340.564453125
594,102.671485900879
568,199.76921081543
583,34.3682441711426
580,445.539733886719
581,172.75505065918
570,1937.91589355469
574,220.802093505859
566,676.414489746094
577,501.758331298828
573,326.012268066406
592,379.903594970703
585,33.4330558776855
572,310.196319580078
579,463.088043212891
571,494.243835449219
591,583.574462890625
575,323.279235839844
598,493.148010253906
617,533.792053222656
628,1254.845703125
634,372.906158447266
612,307.653564453125
632,30.2563629150391
606,699.796264648438
620,376.934204101563
595,585.812805175781
616,439.86083984375
609,764.431701660156
597,619.094116210938
599,41.9787254333496
614,10.2966680526733
621,536.879821777344
610,911.517822265625
625,818.422058105469
618,505.113464355469
629,811.310852050781
605,579.859069824219
630,17.4251308441162
600,388.974060058594
602,15.9994382858276
624,221.773330688477
615,454.643585205078
627,1112.15222167969
603,559.090270996094
613,480.412872314453
611,764.102355957031
607,568.794860839844
619,246.828674316406
622,394.695465087891
631,11.8807706832886
601,515.294311523438
604,650.55908203125
596,488.551391601563
623,484.754730224609
626,481.668853759766
633,331.857879638672
608,1621.189453125
643,320.373474121094
638,185.020111083984
641,188.946014404297
642,562.431945800781
635,545.645568847656
653,228.295959472656
664,322.914154052734
647,280.426086425781
658,566.14697265625
646,198.535369873047
639,280.840789794922
657,401.490081787109
652,237.109680175781
654,204.767990112305
644,284.526519775391
650,263.532836914063
651,358.243530273438
660,284.954528808594
645,267.608032226563
661,634.492736816406
648,455.640655517578
656,299.171600341797
649,64.5533065795898
662,165.671234130859
636,220.99870300293
637,288.146789550781
655,379.620697021484
663,393.268463134766
659,186.147583007813
640,703.538940429688
684,227.400268554688
675,110.438186645508
669,415.088195800781
670,155.005874633789
674,178.828704833984
682,206.304672241211
679,254.185562133789
668,326.463409423828
680,96.3241271972656
665,101.150321960449
681,82.7495880126953
676,205.019897460938
673,92.9949417114258
671,201.814971923828
672,196.603057861328
678,164.579162597656
666,132.645248413086
677,93.4780349731445
683,139.837600708008
667,181.577178955078
696,195.558975219727
693,307.606903076172
700,175.438018798828
703,390.513793945313
695,198.053482055664
710,215.338455200195
707,246.28923034668
704,296.281707763672
694,193.670776367188
688,197.45979309082
692,293.335052490234
689,769.398010253906
706,122.939521789551
709,230.210723876953
699,298.272369384766
690,204.060516357422
691,346.850433349609
702,239.848571777344
705,371.99267578125
708,100.611259460449
686,414.670440673828
698,243.674377441406
687,261.756561279297
701,229.25553894043
697,206.023345947266
685,466.130249023438
726,89.9041442871094
725,56.1680870056152
727,277.119445800781
720,347.339294433594
731,232.732604980469
734,179.360290527344
730,196.615951538086
733,322.854461669922
729,327.392425537109
714,218.922515869141
732,213.681274414063
711,195.974502563477
724,411.274658203125
715,310.628814697266
728,262.407104492188
718,325.208190917969
723,266.527435302734
716,143.464660644531
736,316.994537353516
713,245.137115478516
719,348.737335205078
722,384.176818847656
721,357.074066162109
712,188.662216186523
717,137.312347412109
735,300.784088134766
745,219.70361328125
739,198.576232910156
757,195.412567138672
743,241.96955871582
754,201.455047607422
762,189.228500366211
738,251.602630615234
758,277.870544433594
740,451.250061035156
744,111.612251281738
756,143.233276367188
761,517.997436523438
759,497.228271484375
741,159.598648071289
748,307.270202636719
742,222.562469482422
747,315.996643066406
760,226.360397338867
751,233.325576782227
755,297.964202880859
749,273.459503173828
737,167.849899291992
750,151.223495483398
746,419.570465087891
752,267.260772705078
753,148.33772277832
769,267.544158935547
782,152.756866455078
772,340.389862060547
767,194.610321044922
766,191.650390625
781,204.304748535156
777,228.590377807617
763,193.394424438477
775,187.103469848633
783,182.202697753906
776,175.277847290039
784,243.462356567383
765,379.177795410156
779,241.815124511719
768,296.661468505859
773,389.170562744141
780,103.061637878418
774,108.16902923584
771,236.84992980957
778,284.508972167969
770,298.509246826172
764,122.880668640137
787,56.6963500976563
806,73.8722457885742
790,90.1041107177734
799,85.3769378662109
786,67.2786865234375
793,81.4708557128906
788,51.5843849182129
789,46.459831237793
805,82.1756439208984
796,81.0703582763672
803,82.4696807861328
800,84.2397613525391
792,89.6361999511719
804,38.8177185058594
794,43.5939559936523
797,102.843574523926
791,74.2671432495117
802,40.8224906921387
798,69.4481735229492
801,78.8858947753906
795,59.9009857177734
785,100.190223693848
827,553.102233886719
807,309.274993896484
833,164.825744628906
822,189.2255859375
824,122.08642578125
809,714.609619140625
812,342.567779541016
832,246.590621948242
816,203.099639892578
830,186.929214477539
821,151.779586791992
814,460.097961425781
834,242.974105834961
815,227.313888549805
810,218.846313476563
808,252.330596923828
818,381.036895751953
820,219.341049194336
819,142.191055297852
811,582.335083007813
829,376.643981933594
825,433.907806396484
813,309.74169921875
828,407.843078613281
823,227.76155090332
826,275.152496337891
831,72.2460098266602
817,395.815277099609
849,151.715469360352
839,447.138458251953
840,349.460144042969
835,319.102783203125
838,338.950927734375
845,173.494476318359
836,264.334838867188
837,201.627105712891
853,123.110008239746
851,91.9658584594727
850,299.989990234375
841,191.604553222656
856,217.940948486328
854,192.492904663086
857,541.508239746094
855,243.269973754883
846,88.9041976928711
852,632.587585449219
847,239.827163696289
843,180.109191894531
858,119.406776428223
860,108.57283782959
848,324.128387451172
859,274.519134521484
844,388.567321777344
842,283.306091308594
892,649.005065917969
896,294.697326660156
885,185.990982055664
877,562.800170898438
870,361.515380859375
865,591.324768066406
889,425.286407470703
871,961.5087890625
861,691.903564453125
900,400.490539550781
867,214.943542480469
872,317.564025878906
866,348.314239501953
883,639.920104980469
864,108.049011230469
891,1028.24157714844
890,189.742919921875
879,584.228149414063
897,614.976989746094
881,736.677490234375
868,434.482818603516
886,339.19384765625
878,417.701416015625
874,345.560516357422
876,550.732666015625
880,503.350372314453
863,570.918090820313
888,385.228149414063
898,314.83984375
862,299.195617675781
884,565.959655761719
895,651.260620117188
894,108.520614624023
887,472.911254882813
873,645.631958007813
875,230.9619140625
869,479.631164550781
899,824.407531738281
893,1260.904296875
882,394.617401123047
903,297.590698242188
907,439.918487548828
911,401.78955078125
904,335.743347167969
927,405.367279052734
912,334.261688232422
905,196.291534423828
919,404.39404296875
913,361.678344726563
918,354.089752197266
922,286.144897460938
917,352.780364990234
920,291.888061523438
914,133.508041381836
921,236.995300292969
908,369.898406982422
909,333.947937011719
910,161.308624267578
928,405.876831054688
924,272.911071777344
915,377.831756591797
902,207.854873657227
916,343.449737548828
926,459.488647460938
925,504.198913574219
923,280.815002441406
906,218.708343505859
901,487.873291015625
946,259.196014404297
950,646.288757324219
939,328.292297363281
933,239.480773925781
941,186.386123657227
936,344.991180419922
934,257.352203369141
947,260.917663574219
940,333.173736572266
952,350.743438720703
944,181.124664306641
942,305.879119873047
937,169.365951538086
951,414.064483642578
948,449.304016113281
935,375.98095703125
945,243.820938110352
932,464.054168701172
938,254.318496704102
930,311.963104248047
949,294.987274169922
929,278.851928710938
931,371.216430664063
943,307.899017333984
982,202.740646362305
983,263.223571777344
966,321.449066162109
977,100.985504150391
955,515.287353515625
981,125.587326049805
970,327.464965820313
957,500.395629882813
975,389.122863769531
978,700.538635253906
956,546.730041503906
960,368.395599365234
962,372.347198486328
964,357.2998046875
979,306.818054199219
959,305.841125488281
974,135.462127685547
954,355.310516357422
961,380.244567871094
968,212.658096313477
953,289.851104736328
980,220.75309753418
958,438.941192626953
973,180.34538269043
976,352.572662353516
969,262.529418945313
967,339.53955078125
984,157.199935913086
972,291.849304199219
971,743.008728027344
963,165.134796142578
965,395.557586669922
1026,587.999694824219
999,295.905212402344
1018,268.726501464844
1009,473.915985107422
1027,514.540832519531
1022,624.935607910156
1025,521.466125488281
987,317.169403076172
1003,396.946350097656
1023,948.092468261719
986,318.482208251953
1010,222.348480224609
1020,705.852844238281
989,337.539154052734
992,399.89990234375
990,1014.33905029297
1008,550.572082519531
1024,1426.3076171875
1028,448.237548828125
996,240.00993347168
993,621.665832519531
1006,281.2841796875
995,379.714874267578
1016,355.121765136719
1011,447.339813232422
1014,217.471649169922
994,685.308288574219
1007,239.993865966797
1013,432.850006103516
991,553.604431152344
1012,205.523452758789
1015,165.247894287109
998,439.701538085938
1021,278.005279541016
988,503.381958007813
1001,661.657836914063
1017,536.33349609375
1004,282.399475097656
997,232.740814208984
985,461.676879882813
1000,211.402740478516
1005,394.737548828125
1002,317.064300537109
1019,383.379425048828
1035,285.962585449219
1046,189.126480102539
1036,167.661987304688
1031,360.711212158203
1054,394.366760253906
1029,241.287521362305
1047,268.360961914063
1037,163.420364379883
1045,148.122787475586
1038,357.605926513672
1051,173.975357055664
1034,171.11848449707
1044,309.439910888672
1040,141.584808349609
1033,379.768890380859
1056,220.625732421875
1048,228.473297119141
1049,230.851928710938
1052,147.391799926758
1042,415.858551025391
1039,266.308349609375
1053,322.033172607422
1055,194.265350341797
1058,308.967803955078
1030,284.667724609375
1057,270.744323730469
1050,395.084503173828
1041,420.835968017578
1043,161.486419677734
1032,446.9677734375
1077,85.0380783081055
1083,311.999755859375
1059,289.755157470703
1060,392.829620361328
1067,378.351501464844
1062,369.4375
1080,319.059661865234
1068,325.133575439453
1075,548.001586914063
1076,111.091682434082
1084,244.765060424805
1082,174.87028503418
1072,250.875274658203
1081,208.71989440918
1078,328.699859619141
1061,402.914733886719
1069,288.388549804688
1066,201.337341308594
1071,326.078826904297
1074,174.334625244141
1063,278.337554931641
1064,306.857940673828
1073,145.086288452148
1065,437.724609375
1070,276.315948486328
1079,352.787719726563
