"country","country_iso_alpha3","subregion","marine_inland_char","species_main","func_grp","grp_pooled","catch_2017","catch_2016","catch_2015","catch_2014","catch_2013","average_catch","species_valid","species","calcium","calcium_l95","calcium_u95","iron","iron_l95","iron_u95","omega3","omega3_l95","omega3_u95","protein","protein_l95","protein_u95","selenium","selenium_l95","selenium_u95","vitamin_a","vitamin_a_l95","vitamin_a_u95","zinc","zinc_l95","zinc_u95","calcium_country_avg","iron_country_avg","protein_country_avg","omega3_country_avg","selenium_country_avg","zinc_country_avg","vitamin_a_country_avg","calcium_subregion_avg","iron_subregion_avg","protein_subregion_avg","omega3_subregion_avg","selenium_subregion_avg","zinc_subregion_avg","vitamin_a_subregion_avg"
"Argentina","ARG","South America","Inland","Cyprinus carpio","Carps, barbels and other cyprinids","Carps, barbels and other cyprinids",40.66,41.94,115.39,379.78,184,152.354,"Cyprinus carpio","Cyprinus carpio",37.3463168983834,22.1075501923599,70.2908248396217,0.67311499927668,0.432929812385018,1.02651114368297,0.368152236300871,0.2105255772492,0.664015538398324,17.9729803590282,16.8664210145602,19.0210354304033,3.18403389267288,1.11419924559731,10.4677491033094,11.3227315034604,3.82232135022275,30.8358020295079,0.868519586449481,0.581111388657403,1.34390663229757,43.276942408226,1.92433730745768,18.6072975202467,0.429752456667375,44.6973651684312,1.37460087577748,17.135363756679,44.5109985004199,1.83864875269755,18.5716665570964,0.457301964064238,60.9419247776633,1.10614819318648,30.4987136237248
"Argentina","ARG","South America","Inland","Hoplias malabaricus","Miscellaneous freshwater species","Miscellaneous freshwater fishes",1101.45,764.38,829.76,209.1,296.54,640.246,"Hoplias malabaricus","Hoplias malabaricus",61.5533078581881,25.5503342367889,142.577092311775,1.09572871619566,0.593308057981327,2.52506914733652,0.324253750535294,0.132678658478775,0.812281686478456,18.1902677896767,16.1575275412108,20.3859091165042,90.4763998146603,35.1830524414438,203.623485373201,65.9110846847616,24.2241927888579,183.088125305666,1.10178839897866,0.778671622350958,1.54609705201486,43.276942408226,1.92433730745768,18.6072975202467,0.429752456667375,44.6973651684312,1.37460087577748,17.135363756679,44.5109985004199,1.83864875269755,18.5716665570964,0.457301964064238,60.9419247776633,1.10614819318648,30.4987136237248
"Argentina","ARG","South America","Inland","Luciopimelodus pati","Miscellaneous freshwater species","Miscellaneous freshwater fishes",171.81,132.26,201.45,253.44,240,199.792,"Luciopimelodus pati","Luciopimelodus pati",45.063836692967,19.3235054186095,104.930137409112,1.36925463084451,0.6961218099539,2.92200939762869,0.359847495436402,0.150733657859851,0.856236451216052,17.3959163072359,16.041412373982,18.8402250661188,44.9506089645931,18.5403633725904,98.2587506981142,18.3485876312205,6.09059336856441,57.8179387823089,0.840491911577815,0.565181365182048,1.26370815382919,43.276942408226,1.92433730745768,18.6072975202467,0.429752456667375,44.6973651684312,1.37460087577748,17.135363756679,44.5109985004199,1.83864875269755,18.5716665570964,0.457301964064238,60.9419247776633,1.10614819318648,30.4987136237248
"Argentina","ARG","South America","Inland","Megaleporinus obtusidens","Miscellaneous freshwater species","Miscellaneous freshwater fishes",975.56,309.67,362.19,226.08,297.92,434.284,"Megaleporinus obtusidens","Megaleporinus obtusidens",43.2430552408697,8.38337683900406,104.947785905207,0.983171734734563,0.443647376694553,2.39337693316974,0.277301050221932,0.103978255500086,0.740740855314021,18.6294854800946,16.5420912935155,20.9616138547369,21.5857401485179,7.73285654278865,57.3575353844032,27.9587171843252,7.5469269704686,93.9539790483006,1.23992813988235,0.806024136329279,1.88842358528961,43.276942408226,1.92433730745768,18.6072975202467,0.429752456667375,44.6973651684312,1.37460087577748,17.135363756679,44.5109985004199,1.83864875269755,18.5716665570964,0.457301964064238,60.9419247776633,1.10614819318648,30.4987136237248
"Argentina","ARG","South America","Inland","Micropogonias furnieri","Diadromous and marine fishes","Diadromous and marine fishes",189,NA,NA,NA,NA,189,"Micropogonias furnieri","Micropogonias furnieri",82.4424849754529,47.0640745182068,158.824391193111,1.07179848843247,0.575475041613797,1.86399114249195,0.264925350938927,0.134045835625716,0.512597888274049,20.0009245355551,18.423527801078,21.5648842296898,28.2645906281365,15.5487115292053,52.9632392053994,7.33659183414309,2.76218450100581,23.4756623810792,0.859614098113898,0.633461087283979,1.26078738642607,43.276942408226,1.92433730745768,18.6072975202467,0.429752456667375,44.6973651684312,1.37460087577748,17.135363756679,44.5109985004199,1.83864875269755,18.5716665570964,0.457301964064238,60.9419247776633,1.10614819318648,30.4987136237248
"Argentina","ARG","South America","Inland","NEI","Miscellaneous freshwater species","Miscellaneous freshwater fishes",3668.64,79.9,334.73,144.5,259.99,897.552,"NEI",NA,21.2194305284456,NA,NA,2.53721982687969,NA,NA,0.58459486525955,NA,NA,18.9397097259324,NA,NA,51.3135478300366,NA,NA,15.5458716144127,NA,NA,1.13423366972395,NA,NA,43.276942408226,1.92433730745768,18.6072975202467,0.429752456667375,44.6973651684312,1.37460087577748,17.135363756679,44.5109985004199,1.83864875269755,18.5716665570964,0.457301964064238,60.9419247776633,1.10614819318648,30.4987136237248
"Argentina","ARG","South America","Inland","Odontesthes bonariensis","Miscellaneous freshwater species","Miscellaneous freshwater fishes",746.83,385.13,55.46,226,262.5,335.184,"Odontesthes bonariensis","Odontesthes bonariensis",113.68227718818,66.9702625598882,216.744718768789,1.5697778445766,0.900444424754328,2.56825611369388,0.284021238406127,0.128585060350098,0.706247273055562,19.5002882072878,17.1935504418134,22.242332304297,22.0819897272768,9.89695732145845,46.2504755260821,6.39629201149847,2.09677933536922,20.1292334747831,1.19016510733558,0.840873602830056,1.67609963246405,43.276942408226,1.92433730745768,18.6072975202467,0.429752456667375,44.6973651684312,1.37460087577748,17.135363756679,44.5109985004199,1.83864875269755,18.5716665570964,0.457301964064238,60.9419247776633,1.10614819318648,30.4987136237248
"Argentina","ARG","South America","Inland","Oligosarcus jenynsii","Miscellaneous freshwater species","Miscellaneous freshwater fishes",NA,NA,NA,NA,0.17,0.17,"Oligosarcus jenynsii","Oligosarcus jenynsii",66.7806428195821,17.6804642068715,163.670073483309,1.5032575584278,0.798877675270682,3.5301448244983,0.823614413046243,0.33565870036225,2.1899153412297,19.1134563041806,17.0510145162538,21.2839370685325,32.2102066048779,13.3114192932987,69.6874900703968,50.9791129739005,17.2248125005186,143.698477305607,0.999891972699883,0.698724855090121,1.42506954010488,43.276942408226,1.92433730745768,18.6072975202467,0.429752456667375,44.6973651684312,1.37460087577748,17.135363756679,44.5109985004199,1.83864875269755,18.5716665570964,0.457301964064238,60.9419247776633,1.10614819318648,30.4987136237248
"Argentina","ARG","South America","Inland","Pimelodus albicans","Miscellaneous freshwater species","Miscellaneous freshwater fishes",11.814,11.19,17.1,11.364,11.196,12.5328,"Pimelodus albicans","Pimelodus albicans",37.9154460076783,15.6216747439508,148.985095499377,0.962514797342773,0.445396983611162,2.00161492181281,0.469474854830485,0.192674036779183,1.17124112318608,17.6996636982417,15.6305399268907,19.5989641092199,37.0761485630981,13.7164272423457,95.341856479254,33.0479282856221,10.1659550599817,110.69859938437,0.821222529405547,0.547416504213933,1.23680178918122,43.276942408226,1.92433730745768,18.6072975202467,0.429752456667375,44.6973651684312,1.37460087577748,17.135363756679,44.5109985004199,1.83864875269755,18.5716665570964,0.457301964064238,60.9419247776633,1.10614819318648,30.4987136237248
"Argentina","ARG","South America","Inland","Pimelodus maculatus","Miscellaneous freshwater species","Miscellaneous freshwater fishes",27.566,26.11,39.9,26.46,26.12,29.2312,"Pimelodus maculatus","Pimelodus maculatus",43.6814457430107,15.987501682885,116.46597060888,1.18188465341949,0.57460925287989,2.29699326073934,0.623642823542373,0.240316310234872,1.69483752014538,17.4654182060916,15.4088999411121,19.3536958658065,36.5156762834922,15.2489887433615,79.7232569502343,27.560606932657,9.48907178717725,72.2979935889506,1.17621625436518,0.781223307816077,1.68764124438474,43.276942408226,1.92433730745768,18.6072975202467,0.429752456667375,44.6973651684312,1.37460087577748,17.135363756679,44.5109985004199,1.83864875269755,18.5716665570964,0.457301964064238,60.9419247776633,1.10614819318648,30.4987136237248
