"sample_id","dry_matter_g_100g","date","location","type","days_processed","catch_source","local_name","latin_name","nutrient","value","unit"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","molybdenum", ,"mg_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","silver", ,"mg_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cadmium",0.0037,"mg_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","mercury",0.0032,"mg_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","lead", ,"mg_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iodine",100,"mug_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","calcium",610,"mg_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","sodium",110,"mg_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","potassium",360,"mg_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","magnesium",42,"mg_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","phosphorus",500,"mg_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","folate",17,"mug_100g"
"A_005_W","34","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_b12",8.2,"mug_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_d3",12,"mug_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_a1",150,"mug_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_a2",10,"mug_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","protein",21,"g_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vanadium",0.022,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","chromium",0.001,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","manganese",0.05,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iron",2.8,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cobalt",0.0011,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","nickel", ,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","copper",0.095,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","zinc",1.4,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","arsenic",0.17,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","selenium",140,"mug_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","molybdenum", ,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","silver", ,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cadmium",0.0073,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","mercury",0.0032,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","lead", ,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iodine",97,"mug_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","calcium",690,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","sodium",110,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","potassium",350,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","magnesium",43,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","phosphorus",540,"mg_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","folate",50,"mug_100g"
"A_006_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_b12",10,"mug_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_d3",23,"mug_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_a1",170,"mug_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_a2",9,"mug_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","protein",22,"g_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vanadium",0.0096,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","chromium",8e-04,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","manganese",0.059,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iron",2.7,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cobalt",0.0011,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","nickel", ,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","copper",0.11,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","zinc",1.7,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","arsenic",0.17,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","selenium",140,"mug_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","molybdenum", ,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","silver", ,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cadmium",0.0053,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","mercury",0.0048,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","lead",0.0012,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iodine",89,"mug_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","calcium",690,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","sodium",130,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","potassium",350,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","magnesium",45,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","phosphorus",530,"mg_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","folate",27,"mug_100g"
"A_007_W","32","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_b12",12,"mug_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","vitamin_d3", ,"mug_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","vitamin_a1",20,"mug_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","vitamin_a2",0.6,"mug_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","protein",19,"g_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","vanadium",0.0058,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","chromium",0.0024,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","manganese",0.73,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","iron",1.2,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","cobalt",5e-04,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","nickel", ,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","copper",0.036,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","zinc",1.5,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","arsenic",0.098,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","selenium",44,"mug_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","molybdenum", ,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","silver", ,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","cadmium",0.0073,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","mercury",0.0027,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","lead",0.0054,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","iodine",18,"mug_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","calcium",1100,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","sodium",130,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","potassium",260,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","magnesium",51,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","phosphorus",670,"mg_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","folate",14,"mug_100g"
"A_008_W","25.8","31-01-2022","Accra","Fresh, gutted","0","Accra","Flying fish","Cheilopogon melanurus","vitamin_b12",2.9,"mug_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","vitamin_d3",3,"mug_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","vitamin_a1",610,"mug_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","vitamin_a2",4300,"mug_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","protein",13.8,"g_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","vanadium",0.0034,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","chromium",0.0012,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","manganese",1.1,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","iron",0.95,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","cobalt",8e-04,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","nickel", ,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","copper",0.034,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","zinc",6.4,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","arsenic",0.028,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","selenium",28,"mug_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","molybdenum", ,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","silver", ,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","cadmium",3e-04,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","mercury",0.0015,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","lead",0.0022,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","iodine",23,"mug_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","calcium",380,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","sodium",52,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","potassium",280,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","magnesium",30,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","phosphorus",360,"mg_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","folate",26,"mug_100g"
"V_001_W","19.3","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","vitamin_b12",5.3,"mug_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","vitamin_d3",3,"mug_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","vitamin_a1",510,"mug_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","vitamin_a2",3400,"mug_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","protein",13.2,"g_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","vanadium",0.003,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","chromium",0.0013,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","manganese",0.96,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","iron",1.1,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","cobalt",8e-04,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","nickel", ,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","copper",0.033,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","zinc",6,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","arsenic",0.03,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","selenium",30,"mug_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","molybdenum",0.001,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","silver", ,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","cadmium",4e-04,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","mercury",0.0014,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","lead",0.0014,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","iodine",22,"mug_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","calcium",330,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","sodium",47,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","potassium",250,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","magnesium",26,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","phosphorus",300,"mg_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","folate",27,"mug_100g"
"V_002_W","18.8","03-02-2022","Lake Volta","Wet","0","Lake Volta","One man thousand","Sierrathrissa leonensis","vitamin_b12",5.4,"mug_100g"
