"region","item_name","item_code","unit_name","Otherunit","unit_code","factor","source"
2,"RICE UNSPECIFIED",106,"TINA ",,"25",0.305000007152557,1
3,"RICE UNSPECIFIED",106,"TINA ",,"25",0.317999988794327,1
1,"RICE UNSPECIFIED",106,"5 LITRE BUCKET (CHIGOBA) ",,"26",5.31400012969971,1
2,"RICE UNSPECIFIED",106,"5 LITRE BUCKET (CHIGOBA) ",,"26",5.375,1
3,"RICE UNSPECIFIED",106,"5 LITRE BUCKET (CHIGOBA) ",,"26",5.7039999961853,1
1,"RICE UNSPECIFIED",106,"PAIL",,"4",5.21858358383179,4
2,"RICE UNSPECIFIED",106,"PAIL",,"4",5.21858358383179,4
3,"RICE UNSPECIFIED",106,"PAIL",,"4",5.21858358383179,4
1,"RICE UNSPECIFIED",106,"PAIL SMALL",,"4A",4.34100008010864,1
2,"RICE UNSPECIFIED",106,"PAIL SMALL",,"4A",5.53000020980835,1
3,"RICE UNSPECIFIED",106,"PAIL SMALL",,"4A",5.52850008010864,1
1,"RICE UNSPECIFIED",106,"PAIL MEDIUM",,"4B",5.87600040435791,4
2,"RICE UNSPECIFIED",106,"PAIL MEDIUM",,"4B",5.87600040435791,4
3,"RICE UNSPECIFIED",106,"PAIL MEDIUM",,"4B",5.87600040435791,4
1,"RICE UNSPECIFIED",106,"PAIL LARGE",,"4C",19.0499992370605,1
2,"RICE UNSPECIFIED",106,"PAIL LARGE",,"4C",17.25,1
3,"RICE UNSPECIFIED",106,"PAIL LARGE",,"4C",19,1
1,"RICE UNSPECIFIED",106,"NO. 10 PLATE ",,"6",0.115000002086163,1
2,"RICE UNSPECIFIED",106,"NO. 10 PLATE ",,"6",0.135000005364418,1
3,"RICE UNSPECIFIED",106,"NO. 10 PLATE ",,"6",0.131000012159348,1
1,"RICE UNSPECIFIED",106,"NO. 12 PLATE ",,"7",0.167500004172325,1
2,"RICE UNSPECIFIED",106,"NO. 12 PLATE ",,"7",0.267500013113022,1
3,"RICE UNSPECIFIED",106,"NO. 12 PLATE ",,"7",0.270999997854233,1
1,"FINGER MILLET (MAWERE)",107,"TINA ",,"25",0.266000002622604,1
2,"FINGER MILLET (MAWERE)",107,"TINA ",,"25",0.264999985694885,1
3,"FINGER MILLET (MAWERE)",107,"TINA ",,"25",0.280000001192093,1
1,"FINGER MILLET (MAWERE)",107,"BASIN  SMALL",,"27A",4.11800003051758,1
2,"FINGER MILLET (MAWERE)",107,"BASIN  SMALL",,"27A",3.60500001907349,1
3,"FINGER MILLET (MAWERE)",107,"BASIN  SMALL",,"27A",3.11999988555908,1
1,"FINGER MILLET (MAWERE)",107,"NO. 10 PLATE ",,"6",0.115000002086163,1
2,"FINGER MILLET (MAWERE)",107,"NO. 10 PLATE ",,"6",0.109999999403954,1
3,"FINGER MILLET (MAWERE)",107,"NO. 10 PLATE ",,"6",0.570999979972839,1
1,"FINGER MILLET (MAWERE)",107,"NO. 12 PLATE ",,"7",0.194999992847443,1
2,"FINGER MILLET (MAWERE)",107,"NO. 12 PLATE ",,"7",0.137500002980232,1
3,"FINGER MILLET (MAWERE)",107,"NO. 12 PLATE ",,"7",0.153999999165535,1
3,"SORGHUM (MAPIRA)",108,"OTHER (SPECIFY)","CUP","23",0.529999971389771,1
1,"SORGHUM (MAPIRA)",108,"TINA ",,"25",0.282999992370605,1
2,"SORGHUM (MAPIRA)",108,"TINA ",,"25",0.28099998831749,1
3,"SORGHUM (MAPIRA)",108,"TINA ",,"25",0.298000007867813,1
1,"SORGHUM (MAPIRA)",108,"5 LITRE BUCKET (CHIGOBA) ",,"26",4.45499992370605,1
2,"SORGHUM (MAPIRA)",108,"5 LITRE BUCKET (CHIGOBA) ",,"26",5.11649990081787,1
3,"SORGHUM (MAPIRA)",108,"5 LITRE BUCKET (CHIGOBA) ",,"26",5.24199962615967,1
1,"SORGHUM (MAPIRA)",108,"BASIN  SMALL",,"27A",2.31500005722046,1
2,"SORGHUM (MAPIRA)",108,"BASIN  SMALL",,"27A",3.41499996185303,1
3,"SORGHUM (MAPIRA)",108,"BASIN  SMALL",,"27A",4.27799987792969,1
2,"SORGHUM (MAPIRA)",108,"PAIL",,"4",5.3899998664856,1
3,"SORGHUM (MAPIRA)",108,"PAIL",,"4",5.3899998664856,1
1,"SORGHUM (MAPIRA)",108,"PAIL SMALL",,"4A",3.78399991989136,1
2,"SORGHUM (MAPIRA)",108,"PAIL SMALL",,"4A",5.21500015258789,1
3,"SORGHUM (MAPIRA)",108,"PAIL SMALL",,"4A",5.46600008010864,1
1,"SORGHUM (MAPIRA)",108,"PAIL LARGE",,"4C",15.6999998092651,1
2,"SORGHUM (MAPIRA)",108,"PAIL LARGE",,"4C",16.6437492370605,1
3,"SORGHUM (MAPIRA)",108,"PAIL LARGE",,"4C",18,1
1,"SORGHUM (MAPIRA)",108,"No 10 PLATE",,"6",1.09458529949188,1
2,"SORGHUM (MAPIRA)",108,"NO. 10 PLATE ",,"6",0.115000002086163,1
3,"SORGHUM (MAPIRA)",108,"NO. 10 PLATE ",,"6",1.09458529949188,1
1,"SORGHUM (MAPIRA)",108,"NO. 12 PLATE ",,"7",0.119999997317791,1
2,"SORGHUM (MAPIRA)",108,"NO. 12 PLATE ",,"7",0.159999996423721,1
3,"SORGHUM (MAPIRA)",108,"NO. 12 PLATE ",,"7",1.71393918991089,1
3,"PEARL MILLET (MCHEWERE)",109,"OTHER (SPECIFY)","CUP","23",0.540000021457672,1
2,"PEARL MILLET (MCHEWERE)",109,"TINA ",,"25",0.312000006437302,1
3,"PEARL MILLET (MCHEWERE)",109,"TINA ",,"25",0.298000007867813,1
2,"PEARL MILLET (MCHEWERE)",109,"BASIN  SMALL",,"27A",3.65499997138977,1
3,"PEARL MILLET (MCHEWERE)",109,"BASIN  SMALL",,"27A",4.24499988555908,1
1,"PEARL MILLET (MCHEWERE)",109,"PAIL",,"4",3.87174987792969,4
2,"PEARL MILLET (MCHEWERE)",109,"PAIL",,"4",3.87174987792969,4
3,"PEARL MILLET (MCHEWERE)",109,"PAIL",,"4",3.87174987792969,4
1,"PEARL MILLET (MCHEWERE)",109,"PAIL SMALL",,"4A",4.30000019073486,1
3,"PEARL MILLET (MCHEWERE)",109,"PAIL SMALL",,"4A",5.35300016403198,1
1,"PEARL MILLET (MCHEWERE)",109,"PAIL MEDIUM",,"4B",10.2649993896484,4
2,"PEARL MILLET (MCHEWERE)",109,"PAIL MEDIUM",,"4B",10.2649993896484,4
3,"PEARL MILLET (MCHEWERE)",109,"PAIL MEDIUM",,"4B",10.2649993896484,4
3,"PEARL MILLET (MCHEWERE)",109,"PAIL LARGE",,"4C",17.5739994049072,1
1,"WHEAT FLOUR",110,"PAIL",,"4",3.27812004089355,4
2,"WHEAT FLOUR",110,"PAIL",,"4",3.27812004089355,4
3,"WHEAT FLOUR",110,"PAIL",,"4",3.27812004089355,4
1,"WHEAT FLOUR",110,"PIECE",,"9",1.00683331489563,1
2,"WHEAT FLOUR",110,"PIECE",,"9",0.913250029087067,1
3,"WHEAT FLOUR",110,"PIECE",,"9",1.01349997520447,1
1,"BREAD",111,"LOAF (300G) ",,"31",0.300000011920929,3
2,"BREAD",111,"LOAF (300G) ",,"31",0.300000011920929,3
3,"BREAD",111,"LOAF (300G) ",,"31",0.300000011920929,3
1,"BREAD",111,"LOAF (600G) ",,"32",0.600000023841858,3
2,"BREAD",111,"LOAF (600G) ",,"32",0.600000023841858,3
3,"BREAD",111,"LOAF (600G) ",,"32",0.600000023841858,3
1,"BREAD",111,"LOAF (700G) ",,"33",0.699999988079071,3
2,"BREAD",111,"LOAF (700G) ",,"33",0.699999988079071,3
3,"BREAD",111,"LOAF (700G) ",,"33",0.699999988079071,3
1,"BREAD",111,"PIECE",,"9",0.513090908527374,1
2,"BREAD",111,"PIECE ",,"9",0.123500004410744,1
3,"BREAD",111,"PIECE ",,"9",0.150000005960464,1
1,"BUNS, SCONES",112,"OTHER (SPECIFY)","DOZEN","23",0.839999973773956,4
3,"BUNS, SCONES",112,"OTHER (SPECIFY)","DOZEN","23",0.839999973773956,4
1,"BUNS, SCONES YELLOW",112,"PIECE",,"9",0.0919310376048088,1
2,"BUNS, SCONES YELLOW",112,"PIECE",,"9",0.0742222219705582,1
3,"BUNS, SCONES YELLOW",112,"PIECE",,"9",0.100445650517941,1
1,"BUNS, SCONES YELLOW",112,"PIECE SMALL",,"9A",0.061999998986721,1
2,"BUNS, SCONES YELLOW",112,"PIECE SMALL",,"9A",0.0850000008940697,1
3,"BUNS, SCONES YELLOW",112,"PIECE SMALL",,"9A",0.0900000035762787,1
1,"BUNS, SCONES YELLOW",112,"PIECE MEDIUM",,"9B",0.136999994516373,1
2,"BUNS, SCONES YELLOW",112,"PIECE MEDIUM",,"9B",0.143999993801117,1
3,"BUNS, SCONES YELLOW",112,"PIECE MEDIUM",,"9B",0.148000001907349,1
1,"BUNS, SCONES YELLOW",112,"PIECE LARGE",,"9C",0.111000001430511,1
2,"BUNS, SCONES YELLOW",112,"PIECE LARGE",,"9C",0.150000005960464,1
3,"BUNS, SCONES YELLOW",112,"PIECE LARGE",,"9C",0.170000001788139,1
1,"BISCUITS",113,"SATCHET/TUBE",,"22",0.183327868580818,1
2,"BISCUITS",113,"SATCHET/TUBE",,"22",0.0912452861666679,1
3,"BISCUITS",113,"SATCHET/TUBE",,"22",0.121254548430443,1
1,"BISCUITS",113,"PACKET (150 GRAMS) ",,"34",0.150000005960464,3
2,"BISCUITS",113,"PACKET (150 GRAMS) ",,"34",0.150000005960464,3
3,"BISCUITS",113,"PACKET (150 GRAMS) ",,"34",0.150000005960464,3
1,"BISCUITS",113,"PACKET",,"51",0.150000005960464,3
2,"BISCUITS",113,"PACKET",,"51",0.150000005960464,3
3,"BISCUITS",113,"PACKET",,"51",0.150000005960464,3
1,"BISCUITS",113,"PIECE",,"9",0.10231076925993,1
2,"BISCUITS",113,"PIECE",,"9",0.0673125013709068,1
3,"BISCUITS",113,"PIECE",,"9",0.0526153855025768,1
1,"SPAGHETTI, MACARONI, PASTA",114,"SATCHET/TUBE",,"22",0.386727273464203,1
2,"SPAGHETTI, MACARONI, PASTA",114,"SATCHET/TUBE",,"22",0.388904750347137,1
3,"SPAGHETTI, MACARONI, PASTA",114,"SATCHET/TUBE",,"22",0.340000003576279,1
1,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 400G ",,"35",0.400000005960464,3
2,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 400G ",,"35",0.400000005960464,3
3,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 400G ",,"35",0.400000005960464,3
1,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 500G ",,"36",0.5,3
2,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 500G ",,"36",0.5,3
3,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 500G ",,"36",0.400000005960464,3
1,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 1KG ",,"37",1,3
2,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 1KG ",,"37",1,3
3,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 1KG ",,"37",1,3
2,"SPAGHETTI, MACARONI, PASTA",114,"PACKET",,"60",1.02199995517731,2
1,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 250G ",,"65",0.25,3
2,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 250G ",,"65",0.25,3
3,"SPAGHETTI, MACARONI, PASTA",114,"PACKET 250G ",,"65",0.400000005960464,3
1,"SPAGHETTI, MACARONI, PASTA",114,"PIECE",,"9",0.400456517934799,1
2,"SPAGHETTI, MACARONI, PASTA",114,"PIECE",,"9",0.425440013408661,1
3,"SPAGHETTI, MACARONI, PASTA",114,"PIECE",,"9",0.393333345651627,1
1,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"TINA ",,"25",0.180000007152557,1
2,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"TINA ",,"25",0.181999996304512,1
3,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"TINA ",,"25",0.159999996423721,1
2,"MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED)",118,"5 LITRE BUCKET(Chigoba)",,"26",2.28500008583069,1
3,"MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED)",118,"5 LITRE BUCKET(Chigoba)",,"26",2.28500008583069,1
2,"MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED)",118,"PAIL",,"4",2.28500008583069,2
3,"MAIZE UFA RAW MADEYA (BRAN FLOUR - UNPROCESSED)",118,"PAIL",,"4",2.28500008583069,2
1,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"PAIL SMALL",,"4A",3.11400008201599,1
2,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"PAIL SMALL",,"4A",3.08249998092651,1
3,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"PAIL SMALL",,"4A",2.79500007629395,1
1,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"PAIL MEDIUM",,"4B",5.58100032806396,1
2,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"PAIL MEDIUM",,"4B",4.50899982452393,1
3,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"PAIL MEDIUM",,"4B",4.89200019836426,1
1,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"PAIL LARGE",,"4C",11.3099994659424,1
2,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"PAIL LARGE",,"4C",9.78800010681152,1
3,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"PAIL LARGE",,"4C",9.36100006103516,1
