"region","item_name","item_code","unit_name","Otherunit","unit_code","factor","source"
2,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"NO. 10 PLATE ",,"6",0.0910000056028366,1
3,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"NO. 10 PLATE ",,"6",0.0820000022649765,1
2,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"NO. 12 PLATE ",,"7",0.162499994039536,1
3,"MAIZE UFA RAW MADEYA(bran flour - unprocessed)",118,"NO. 12 PLATE ",,"7",0.158000007271767,1
2,"MAIZE, YELLOW FLOUR",119,"TINA ",,"25",0.204999998211861,1
2,"MAIZE, YELLOW FLOUR",119,"PAIL SMALL",,"4A",3.53500008583069,1
2,"MAIZE, YELLOW FLOUR",119,"NO. 10 PLATE ",,"6",0.125,1
2,"MAIZE, YELLOW FLOUR",119,"NO. 12 PLATE ",,"7",0.254999995231628,1
1,"CASSAVA TUBERS",201,"HEAP",,"10",0.975250005722046,1
2,"CASSAVA TUBERS",201,"HEAP",,"10",1.20200002193451,1
3,"CASSAVA TUBERS",201,"HEAP",,"10",1.12085711956024,1
1,"CASSAVA TUBERS",201,"TINA ",,"25",0.307000011205673,1
1,"CASSAVA TUBERS",201,"PAIL",,"4",4.4980001449585,4
2,"CASSAVA TUBERS",201,"PAIL",,"4",4.4980001449585,4
3,"CASSAVA TUBERS",201,"PAIL",,"4",4.4980001449585,4
1,"CASSAVA TUBERS",201,"PAIL SMALL",,"4A",4.57000017166138,1
2,"CASSAVA TUBERS",201,"PAIL SMALL",,"4A",5.36499977111816,1
3,"CASSAVA TUBERS",201,"PAIL SMALL",,"4A",4.84999990463257,1
1,"CASSAVA TUBERS",201,"PAIL LARGE",,"4C",21,1
2,"CASSAVA TUBERS",201,"PAIL LARGE",,"4C",14.8900003433228,1
3,"CASSAVA TUBERS",201,"PAIL LARGE",,"4C",14,1
1,"CASSAVA TUBERS",201,"PIECE",,"9",0.299615383148193,1
2,"CASSAVA TUBERS",201,"PIECE",,"9",0.315160006284714,1
3,"CASSAVA TUBERS",201,"PIECE",,"9",0.360204547643662,1
1,"CASSAVA TUBERS",201,"PIECE SMALL",,"9A",0.230000004172325,1
2,"CASSAVA TUBERS",201,"PIECE SMALL",,"9A",0.167500004172325,1
3,"CASSAVA TUBERS",201,"PIECE SMALL",,"9A",0.14300000667572,1
1,"CASSAVA TUBERS",201,"PIECE MEDIUM",,"9B",0.372000008821487,1
2,"CASSAVA TUBERS",201,"PIECE MEDIUM",,"9B",0.305000007152557,1
3,"CASSAVA TUBERS",201,"PIECE MEDIUM",,"9B",0.259999990463257,1
1,"CASSAVA TUBERS",201,"PIECE LARGE",,"9C",0.671999990940094,1
2,"CASSAVA TUBERS",201,"PIECE LARGE",,"9C",0.485000014305115,1
3,"CASSAVA TUBERS",201,"PIECE LARGE",,"9C",0.430000007152557,1
1,"CASSAVA FLOUR",202,"TINA ",,"25",0.261999994516373,1
2,"CASSAVA FLOUR",202,"TINA ",,"25",0.189999997615814,1
3,"CASSAVA FLOUR",202,"TINA ",,"25",0.273999989032745,1
1,"CASSAVA FLOUR",202,"PAIL",,"4",4.33646011352539,4
2,"CASSAVA FLOUR",202,"PAIL",,"4",4.33646011352539,4
3,"CASSAVA FLOUR",202,"PAIL",,"4",4.33646011352539,4
1,"CASSAVA FLOUR",202,"PAIL SMALL",,"4A",2.74399995803833,1
2,"CASSAVA FLOUR",202,"PAIL SMALL",,"4A",2.95749998092651,1
3,"CASSAVA FLOUR",202,"PAIL SMALL",,"4A",3.38849997520447,1
1,"CASSAVA FLOUR",202,"PAIL MEDIUM",,"4B",5.51900005340576,1
2,"CASSAVA FLOUR",202,"PAIL MEDIUM",,"4B",4.46000003814697,1
3,"CASSAVA FLOUR",202,"PAIL MEDIUM",,"4B",5.40500020980835,1
1,"CASSAVA FLOUR",202,"PAIL LARGE",,"4C",8.34200000762939,1
3,"CASSAVA FLOUR",202,"PAIL LARGE",,"4C",11.6175003051758,1
1,"CASSAVA FLOUR",202,"NO. 10 PLATE ",,"6",0.0850000008940697,1
2,"CASSAVA FLOUR",202,"NO. 10 PLATE ",,"6",0.0850000008940697,1
3,"CASSAVA FLOUR",202,"No 10 PLATE",,"6",0.2449000030756,1
1,"CASSAVA FLOUR",202,"NO. 12 PLATE ",,"7",0.275000005960464,1
2,"CASSAVA FLOUR",202,"NO. 12 PLATE ",,"7",0.159999996423721,1
3,"CASSAVA FLOUR",202,"No 12 PLATE",,"7",0.440499991178513,1
1,"WHITE SWEET POTATO",203,"HEAP",,"10",1.10580003261566,1
2,"WHITE SWEET POTATO",203,"HEAP",,"10",1.81921422481537,1
3,"WHITE SWEET POTATO",203,"HEAP",,"10",1.26370000839233,1
1,"WHITE SWEET POTATO",203,"HEAP SMALL",,"10A",0.910500049591064,1
2,"WHITE SWEET POTATO",203,"HEAP SMALL",,"10A",0.947499990463257,1
3,"WHITE SWEET POTATO",203,"HEAP SMALL",,"10A",0.914000034332275,1
1,"WHITE SWEET POTATO",203,"HEAP MEDIUM",,"10B",1.45899999141693,1
2,"WHITE SWEET POTATO",203,"HEAP MEDIUM",,"10B",1.52950000762939,1
3,"WHITE SWEET POTATO",203,"HEAP MEDIUM",,"10B",1.62199997901917,1
1,"WHITE SWEET POTATO",203,"HEAP LARGE",,"10C",2.24600005149841,1
2,"WHITE SWEET POTATO",203,"HEAP LARGE",,"10C",2.35150003433228,1
3,"WHITE SWEET POTATO",203,"HEAP LARGE",,"10C",2.63499999046326,1
1,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","PAIL (SMALL)","23",7.84999990463257,2
1,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","PAIL (MEDIUM)","23",7.84999990463257,2
1,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","HALF PAIL","23",3.92499995231628,2
1,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","PAIL","23",7.84999990463257,1
1,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","5L BUCKET","23",7.84999990463257,2
1,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","PAIL (LARGE)","23",16.3099994659424,1
2,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","GABA PAIL","23",7.84999990463257,2
2,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","PAIL","23",7.84999990463257,1
3,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","PAIL (SMALL)","23",7.84999990463257,2
3,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","PAIL (LARGE)","23",16.3099994659424,1
3,"WHITE SWEET POTATO",203,"OTHER (SPECIFY)","5L BUCKET","23",7.84999990463257,2
1,"WHITE SWEET POTATO",203,"PAIL",,"4",4.79300022125244,2
2,"WHITE SWEET POTATO",203,"PAIL",,"4",4.79300022125244,2
3,"WHITE SWEET POTATO",203,"PAIL",,"4",4.79300022125244,2
1,"WHITE SWEET POTATO",203,"PAIL MEDIUM",,"4B",11.5480003356934,4
2,"WHITE SWEET POTATO",203,"PAIL MEDIUM",,"4B",11.5480003356934,4
3,"WHITE SWEET POTATO",203,"PAIL MEDIUM",,"4B",11.5480003356934,4
1,"WHITE SWEET POTATO",203,"PIECE",,"9",0.146500006318092,1
2,"WHITE SWEET POTATO",203,"PIECE",,"9",0.10037499666214,1
3,"WHITE SWEET POTATO",203,"PIECE",,"9",0.192625001072884,1
1,"WHITE SWEET POTATO",203,"PIECE SMALL",,"9A",0.164000004529953,1
2,"WHITE SWEET POTATO",203,"PIECE SMALL",,"9A",0.188999995589256,1
3,"WHITE SWEET POTATO",203,"PIECE SMALL",,"9A",0.136000007390976,1
1,"WHITE SWEET POTATO",203,"PIECE MEDIUM",,"9B",0.275999993085861,1
2,"WHITE SWEET POTATO",203,"PIECE MEDIUM",,"9B",0.360000014305115,1
3,"WHITE SWEET POTATO",203,"PIECE MEDIUM",,"9B",0.275999993085861,1
1,"WHITE SWEET POTATO",203,"PIECE LARGE",,"9C",0.467000007629395,1
2,"WHITE SWEET POTATO",203,"PIECE LARGE",,"9C",0.648749947547913,1
3,"WHITE SWEET POTATO",203,"PIECE LARGE",,"9C",0.49099999666214,1
1,"ORANGE SWEET POTATO",204,"HEAP",,"10",1.16287505626678,1
2,"ORANGE SWEET POTATO",204,"HEAP",,"10",1.99158334732056,1
3,"ORANGE SWEET POTATO",204,"HEAP",,"10",1.1139999628067,1
1,"ORANGE SWEET POTATO",204,"HEAP SMALL",,"10A",0.930999994277954,1
2,"ORANGE SWEET POTATO",204,"HEAP SMALL",,"10A",0.975000023841858,1
3,"ORANGE SWEET POTATO",204,"HEAP SMALL",,"10A",0.912000000476837,1
1,"ORANGE SWEET POTATO",204,"HEAP MEDIUM",,"10B",1.53400003910065,1
2,"ORANGE SWEET POTATO",204,"HEAP MEDIUM",,"10B",1.52649998664856,1
3,"ORANGE SWEET POTATO",204,"HEAP MEDIUM",,"10B",1.49600005149841,1
1,"ORANGE SWEET POTATO",204,"HEAP LARGE",,"10C",2.31099987030029,1
2,"ORANGE SWEET POTATO",204,"HEAP LARGE",,"10C",2.18499994277954,1
3,"ORANGE SWEET POTATO",204,"HEAP LARGE",,"10C",2.3199999332428,1
2,"ORANGE SWEET POTATO",204,"OTHER (SPECIFY)","5L BUCKET","23",7.84999990463257,2
3,"ORANGE SWEET POTATO",204,"OTHER (SPECIFY)","5L BUCKET","23",7.84999990463257,2
1,"ORANGE SWEET POTATO",204,"PAIL",,"4",6.10939979553223,4
2,"ORANGE SWEET POTATO",204,"PAIL",,"4",6.10939979553223,4
3,"ORANGE SWEET POTATO",204,"PAIL",,"4",6.10939979553223,4
1,"ORANGE SWEET POTATO",204,"PIECE",,"9",0.0987999960780144,1
2,"ORANGE SWEET POTATO",204,"PIECE",,"9",0.0701249986886978,1
3,"ORANGE SWEET POTATO",204,"PIECE",,"9",0.213499993085861,1
1,"ORANGE SWEET POTATO",204,"PIECE SMALL",,"9A",0.129999995231628,1
2,"ORANGE SWEET POTATO",204,"PIECE SMALL",,"9A",0.150000005960464,1
3,"ORANGE SWEET POTATO",204,"PIECE SMALL",,"9A",0.165000006556511,1
1,"ORANGE SWEET POTATO",204,"PIECE MEDIUM",,"9B",0.225999996066093,1
2,"ORANGE SWEET POTATO",204,"PIECE MEDIUM",,"9B",0.284999996423721,1
3,"ORANGE SWEET POTATO",204,"PIECE MEDIUM",,"9B",0.300000011920929,1
1,"ORANGE SWEET POTATO",204,"PIECE LARGE",,"9C",0.386999994516373,1
2,"ORANGE SWEET POTATO",204,"PIECE LARGE",,"9C",0.555000007152557,1
3,"ORANGE SWEET POTATO",204,"PIECE LARGE",,"9C",0.455000013113022,1
1,"IRISH POTATO",205,"HEAP",,"10",1.10382926464081,1
2,"IRISH POTATO",205,"HEAP",,"10",0.520482122898102,1
3,"IRISH POTATO",205,"HEAP",,"10",0.59427273273468,1
1,"IRISH POTATO",205,"HEAP SMALL",,"10A",0.412999987602234,1
2,"IRISH POTATO",205,"HEAP SMALL",,"10A",0.366999983787537,1
3,"IRISH POTATO",205,"HEAP SMALL",,"10A",0.314500004053116,1
1,"IRISH POTATO",205,"HEAP MEDIUM",,"10B",0.698500037193298,1
2,"IRISH POTATO",205,"HEAP MEDIUM",,"10B",0.648000001907349,1
3,"IRISH POTATO",205,"HEAP MEDIUM",,"10B",0.522000014781952,1
1,"IRISH POTATO",205,"HEAP LARGE",,"10C",1.16799998283386,1
2,"IRISH POTATO",205,"HEAP LARGE",,"10C",1.07500004768372,1
3,"IRISH POTATO",205,"HEAP LARGE",,"10C",1.02799999713898,1
2,"IRISH POTATO",205,"OTHER (SPECIFY)","BASIN","23",4.17999982833862,4
3,"IRISH POTATO",205,"OTHER (SPECIFY)","PIECE","23",0.129999995231628,1
3,"IRISH POTATO",205,"OTHER (SPECIFY)","BASIN","23",4.17999982833862,4
1,"IRISH POTATO",205,"5 LITRE BUCKET (CHIGOBA) ",,"26",5.32800006866455,1
2,"IRISH POTATO",205,"5 LITRE BUCKET (CHIGOBA) ",,"26",5.25950002670288,1
3,"IRISH POTATO",205,"5 LITRE BUCKET (CHIGOBA) ",,"26",5.1879997253418,1
1,"IRISH POTATO",205,"PAIL",,"4",5.17040014266968,1
2,"IRISH POTATO",205,"PAIL",,"4",5.50242853164673,1
3,"IRISH POTATO",205,"PAIL",,"4",4.85080003738403,1
1,"IRISH POTATO",205,"PAIL SMALL",,"4A",3.00566673278809,1
2,"IRISH POTATO",205,"PAIL SMALL",,"4A",3.23171424865723,1
3,"IRISH POTATO",205,"PAIL SMALL",,"4A",4.4946665763855,1
1,"IRISH POTATO",205,"PAIL MEDIUM",,"4B",9.31142902374268,1
2,"IRISH POTATO",205,"PAIL MEDIUM",,"4B",8.24470043182373,1
3,"IRISH POTATO",205,"PAIL MEDIUM",,"4B",6.70874977111816,1
1,"IRISH POTATO",205,"PAIL LARGE",,"4C",18.0244998931885,1
2,"IRISH POTATO",205,"PAIL LARGE",,"4C",19.6199989318848,1
3,"IRISH POTATO",205,"PAIL LARGE",,"4C",17.3624992370605,1
1,"IRISH POTATO",205,"PIECE SMALL",,"9A",0.0300000011920929,1
2,"IRISH POTATO",205,"PIECE SMALL",,"9A",0.0450000017881393,1
3,"IRISH POTATO",205,"PIECE SMALL",,"9A",0.0399999991059303,1
1,"IRISH POTATO",205,"PIECE MEDIUM",,"9B",0.0625,1
2,"IRISH POTATO",205,"PIECE MEDIUM",,"9B",0.0850000008940697,1
3,"IRISH POTATO",205,"PIECE MEDIUM",,"9B",0.0759999975562096,1
1,"IRISH POTATO",205,"PIECE LARGE",,"9C",0.0549999997019768,1
2,"IRISH POTATO",205,"PIECE LARGE",,"9C",0.131500005722046,1
3,"IRISH POTATO",205,"PIECE LARGE",,"9C",0.119999997317791,1
1,"POTATO CRISPS",206,"SATCHET/TUBE",,"22",0.0525769218802452,1
2,"POTATO CRISPS",206,"SATCHET/TUBE",,"22",0.113800004124641,1
3,"POTATO CRISPS",206,"SATCHET/TUBE",,"22",0.0472500026226044,1
1,"POTATO CRISPS",206,"SATCHET/TUBE (25G)",,"41",0.025000000372529,1
2,"POTATO CRISPS",206,"SATCHET/TUBE 25G",,"41",0.025000000372529,1
3,"POTATO CRISPS",206,"SATCHET/TUBE 25G",,"41",0.0324999988079071,1
2,"POTATO CRISPS",206,"SATCHET/TUBE 50G",,"42",0.0425000004470348,1
3,"POTATO CRISPS",206,"SATCHET/TUBE 50G",,"42",0.0399999991059303,1
1,"POTATO CRISPS",206,"SATCHET/TUBE 100G",,"43",0.1000000014901,3
2,"POTATO CRISPS",206,"SATCHET/TUBE 100G",,"43",0.1000000014901,3
3,"POTATO CRISPS",206,"SATCHET/TUBE 100G",,"43",0.1000000014901,3
1,"POTATO CRISPS",206,"PACKET (25g)",,"70",0.025000000372529,2
2,"POTATO CRISPS",206,"PACKET 25G ",,"70",0.0274999998509884,1
3,"POTATO CRISPS",206,"PACKET 25G ",,"70",0.025000000372529,2
1,"POTATO CRISPS",206,"PIECE",,"9",0.0563076920807362,4
2,"POTATO CRISPS",206,"PIECE",,"9",0.0563076920807362,4
3,"POTATO CRISPS",206,"PIECE",,"9",0.0563076920807362,4
1,"PLANTAIN, COOKING BANANA",207,"HEAP",,"10",1.6713479757309,4
2,"PLANTAIN, COOKING BANANA",207,"HEAP",,"10",1.6713479757309,4
3,"PLANTAIN, COOKING BANANA",207,"HEAP",,"10",1.6713479757309,4
1,"PLANTAIN, COOKING BANANA",207,"PAIL",,"4",2.01999998092651,4
2,"PLANTAIN, COOKING BANANA",207,"PAIL",,"4",2.01999998092651,4
3,"PLANTAIN, COOKING BANANA",207,"PAIL",,"4",2.01999998092651,4
1,"PLANTAIN, COOKING BANANA",207,"CLUSTER SMALL",,"44A",0.970000028610229,1
2,"PLANTAIN, COOKING BANANA",207,"CLUSTER SMALL",,"44A",0.980000019073486,1
3,"PLANTAIN, COOKING BANANA",207,"CLUSTER SMALL",,"44A",0.870000004768372,1
1,"PLANTAIN, COOKING BANANA",207,"CLUSTER MEDIUM",,"44B",1.55999994277954,1
2,"PLANTAIN, COOKING BANANA",207,"CLUSTER MEDIUM",,"44B",1.45000004768372,1
3,"PLANTAIN, COOKING BANANA",207,"CLUSTER MEDIUM",,"44B",1.28400003910065,1
1,"PLANTAIN, COOKING BANANA",207,"CLUSTER LARGE",,"44C",2.15299987792969,1
2,"PLANTAIN, COOKING BANANA",207,"CLUSTER LARGE",,"44C",2.40750002861023,1
3,"PLANTAIN, COOKING BANANA",207,"CLUSTER LARGE",,"44C",1.53100001811981,1
1,"PLANTAIN, COOKING BANANA",207,"BUNCH",,"8",2.08590006828308,4
2,"PLANTAIN, COOKING BANANA",207,"BUNCH",,"8",2.08590006828308,4
3,"PLANTAIN, COOKING BANANA",207,"BUNCH",,"8",2.08590006828308,4
1,"PLANTAIN, COOKING BANANA",207,"BUNCH SMALL",,"8A",8.69999980926514,1
2,"PLANTAIN, COOKING BANANA",207,"BUNCH SMALL",,"8A",7.76749992370605,1
3,"PLANTAIN, COOKING BANANA",207,"BUNCH SMALL",,"8A",1.3565000295639,1
1,"PLANTAIN, COOKING BANANA",207,"BUNCH MEDIUM",,"8B",16,1
2,"PLANTAIN, COOKING BANANA",207,"BUNCH MEDIUM",,"8B",12.7299995422363,1
3,"PLANTAIN, COOKING BANANA",207,"BUNCH MEDIUM",,"8B",3.73600006103516,1
1,"PLANTAIN, COOKING BANANA",207,"BUNCH LARGE",,"8C",22.1000003814697,1
2,"PLANTAIN, COOKING BANANA",207,"BUNCH LARGE",,"8C",16.6704998016357,1
3,"PLANTAIN, COOKING BANANA",207,"BUNCH LARGE",,"8C",9.42099952697754,1
1,"PLANTAIN, COOKING BANANA",207,"PIECE ",,"9",0.167999997735024,1
2,"PLANTAIN, COOKING BANANA",207,"PIECE ",,"9",0.14750000834465,1
3,"PLANTAIN, COOKING BANANA",207,"PIECE",,"9",0.258469998836517,1
1,"COCOYAM (MASIMBI)",208,"HEAP ",,"10",1.23199999332428,1
2,"COCOYAM (MASIMBI)",208,"HEAP ",,"10",0.912500023841858,1
3,"COCOYAM (MASIMBI)",208,"HEAP ",,"10",0.875999987125397,1
1,"COCOYAM (MASIMBI)",208,"PIECE ",,"9",0.790000021457672,1
2,"COCOYAM (MASIMBI)",208,"PIECE ",,"9",0.215000003576279,1
3,"COCOYAM (MASIMBI)",208,"PIECE ",,"9",0.209999993443489,1
1,"BEAN, WHITE",301,"HEAP ",,"10",0.333999991416931,1
2,"BEAN, WHITE",301,"HEAP ",,"10",0.125,1
3,"BEAN, WHITE",301,"HEAP ",,"10",0.243250012397766,1
2,"BEAN, WHITE",301,"OTHER (SPECIFY)","CUP","23",0.560000002384186,1
3,"BEAN, WHITE",301,"OTHER (SPECIFY)","CUP","23",0.560000002384186,1
1,"BEAN, WHITE",301,"TINA",,"25",0.259999990463257,4
2,"BEAN, WHITE",301,"TINA",,"25",0.259999990463257,4
3,"BEAN, WHITE",301,"TINA",,"25",0.259999990463257,4
1,"BEAN, WHITE",301,"TINA FLAT",,"25A",0.216000005602837,1
2,"BEAN, WHITE",301,"TINA FLAT",,"25A",0.216250002384186,1
3,"BEAN, WHITE",301,"TINA FLAT",,"25A",0.224000006914139,1
1,"BEAN, WHITE",301,"TINA HEAPED",,"25B",0.319999992847443,1
2,"BEAN, WHITE",301,"TINA HEAPED",,"25B",0.302500009536743,1
3,"BEAN, WHITE",301,"TINA HEAPED",,"25B",0.314000010490417,1
1,"BEAN, WHITE",301,"BASIN  SMALL",,"27A",3.76600003242493,1
2,"BEAN, WHITE",301,"BASIN  SMALL",,"27A",3.74749994277954,1
3,"BEAN, WHITE",301,"BASIN  SMALL",,"27A",4.1100001335144,1
1,"BEAN, WHITE",301,"PAIL",,"4",5.11715650558472,4
2,"BEAN, WHITE",301,"PAIL",,"4",5.11715650558472,4
3,"BEAN, WHITE",301,"PAIL",,"4",5.11715650558472,4
1,"BEAN, WHITE",301,"PAIL SMALL",,"4A",4.3270001411438,1
2,"BEAN, WHITE",301,"PAIL SMALL",,"4A",4.99499988555908,1
3,"BEAN, WHITE",301,"PAIL SMALL",,"4A",5.62200021743774,1
1,"BEAN, WHITE",301,"No 10 PLATE",,"6",0.241651520133018,1
2,"BEAN, WHITE",301,"No 10 PLATE",,"6",0.186466664075851,1
3,"BEAN, WHITE",301,"No 10 PLATE",,"6",0.164000004529953,1
1,"BEAN, WHITE",301,"NO. 10 PLATE FLAT",,"6A",0.0724999979138374,1
2,"BEAN, WHITE",301,"NO. 10 PLATE FLAT",,"6A",0.0775000005960464,1
3,"BEAN, WHITE",301,"NO. 10 PLATE FLAT",,"6A",0.0694999992847443,1
1,"BEAN, WHITE",301,"NO. 10 PLATE HEAPED",,"6B",0.129999995231628,1
2,"BEAN, WHITE",301,"NO. 10 PLATE HEAPED",,"6B",0.125,1
3,"BEAN, WHITE",301,"NO. 10 PLATE HEAPED",,"6B",0.114999994635582,1
1,"BEAN, WHITE",301,"No 12 PLATE",,"7",0.385612487792969,1
2,"BEAN, WHITE",301,"NO. 12 PLATE ",,"7",0.220960006117821,1
3,"BEAN, WHITE",301,"NO. 12 PLATE ",,"7",0.291507691144943,1
1,"BEAN, WHITE",301,"NO. 12 PLATE FLAT",,"7A",0.171250000596046,1
2,"BEAN, WHITE",301,"NO. 12 PLATE FLAT",,"7A",0.172000005841255,1
3,"BEAN, WHITE",301,"NO. 12 PLATE FLAT",,"7A",0.199000000953674,1
1,"BEAN, WHITE",301,"NO. 12 PLATE HEAPED",,"7B",0.228750005364418,1
2,"BEAN, WHITE",301,"NO. 12 PLATE HEAPED",,"7B",0.270000010728836,1
3,"BEAN, WHITE",301,"NO. 12 PLATE HEAPED",,"7B",0.280000001192093,1
1,"BEAN, BROWN",302,"HEAP ",,"10",0.321999996900558,1
2,"BEAN, BROWN",302,"HEAP ",,"10",0.115000002086163,1
3,"BEAN, BROWN",302,"HEAP ",,"10",0.187999993562698,1
1,"BEAN, BROWN",302,"OTHER (SPECIFY)","CUP","23",0.519999980926514,4
1,"BEAN, BROWN",302,"OTHER (SPECIFY)","5L BUCKET","23",5.36999988555908,1
2,"BEAN, BROWN",302,"OTHER (SPECIFY)","BASIN","23",4.13600015640259,1
2,"BEAN, BROWN",302,"OTHER (SPECIFY)","CUP","23",0.519999980926514,4
3,"BEAN, BROWN",302,"OTHER (SPECIFY)","CUP","23",0.519999980926514,4
3,"BEAN, BROWN",302,"OTHER (SPECIFY)","5L BUCKET","23",5.36999988555908,1
1,"BEAN, BROWN",302,"TINA",,"25",0.253250002861023,4
2,"BEAN, BROWN",302,"TINA",,"25",0.253250002861023,4
3,"BEAN, BROWN",302,"TINA",,"25",0.253250002861023,4
1,"BEAN, BROWN",302,"TINA FLAT",,"25A",0.214000001549721,1
2,"BEAN, BROWN",302,"TINA FLAT",,"25A",0.209999993443489,1
3,"BEAN, BROWN",302,"TINA FLAT",,"25A",0.214000001549721,1
1,"BEAN, BROWN",302,"TINA HEAPED",,"25B",0.317999988794327,1
2,"BEAN, BROWN",302,"TINA HEAPED",,"25B",0.292499989271164,1
3,"BEAN, BROWN",302,"TINA HEAPED",,"25B",0.300000011920929,1
1,"BEAN, BROWN",302,"BASIN  SMALL",,"27A",4.13600015640259,1
2,"BEAN, BROWN",302,"BASIN  SMALL",,"27A",3.88000011444092,1
3,"BEAN, BROWN",302,"BASIN  SMALL",,"27A",4.30200004577637,1
1,"BEAN, BROWN",302,"PAIL",,"4",5.11715650558472,4
2,"BEAN, BROWN",302,"PAIL",,"4",5.11715650558472,4
3,"BEAN, BROWN",302,"PAIL",,"4",5.11715650558472,4
1,"BEAN, BROWN",302,"PAIL SMALL",,"4A",4.36199998855591,1
2,"BEAN, BROWN",302,"PAIL SMALL",,"4A",5.09999990463257,1
3,"BEAN, BROWN",302,"PAIL SMALL",,"4A",5.26999998092651,1
1,"BEAN, BROWN",302,"No 10 PLATE",,"6",0.145077019929886,4
2,"BEAN, BROWN",302,"No 10 PLATE",,"6",0.145077019929886,4
3,"BEAN, BROWN",302,"No 10 PLATE",,"6",0.145077019929886,4
1,"BEAN, BROWN",302,"NO. 10 PLATE FLAT",,"6A",0.0724999979138374,1
2,"BEAN, BROWN",302,"NO. 10 PLATE FLAT",,"6A",0.0750000029802322,1
3,"BEAN, BROWN",302,"NO. 10 PLATE FLAT",,"6A",0.0820000022649765,1
1,"BEAN, BROWN",302,"NO. 10 PLATE HEAPED",,"6B",0.0850000008940697,1
2,"BEAN, BROWN",302,"NO. 10 PLATE HEAPED",,"6B",0.122250005602837,1
3,"BEAN, BROWN",302,"NO. 10 PLATE HEAPED",,"6B",0.128000006079674,1
1,"BEAN, BROWN",302,"No 12 PLATE",,"7",0.352986097335815,1
2,"BEAN, BROWN",302,"NO. 12 PLATE ",,"7",0.230599999427795,1
3,"BEAN, BROWN",302,"NO. 12 PLATE ",,"7",0.282480001449585,1
1,"BEAN, BROWN",302,"NO. 12 PLATE FLAT",,"7A",0.148750007152557,1
2,"BEAN, BROWN",302,"NO. 12 PLATE FLAT",,"7A",0.171250000596046,1
3,"BEAN, BROWN",302,"NO. 12 PLATE FLAT",,"7A",0.193000003695488,1
1,"BEAN, BROWN",302,"NO. 12 PLATE HEAPED",,"7B",0.222499996423721,1
2,"BEAN, BROWN",302,"NO. 12 PLATE HEAPED",,"7B",0.262499988079071,1
3,"BEAN, BROWN",302,"NO. 12 PLATE HEAPED",,"7B",0.303999990224838,1
1,"PIGEONPEA (NANDOLO), FRESH",303,"HEAP ",,"10",0.368000000715256,1
2,"PIGEONPEA (NANDOLO), FRESH",303,"HEAP ",,"10",0.14750000834465,1
3,"PIGEONPEA (NANDOLO), FRESH",303,"HEAP ",,"10",0.360000014305115,1
3,"PIGEON PEA (NANDOLO)",303,"OTHER (SPECIFY)","CUP","23",0.5,1
3,"PIGEON PEA (NANDOLO)",303,"OTHER (SPECIFY)","PAIL (SMALL)","23",5.23000001907349,1
1,"PIGEON PEA (NANDOLO)",303,"TINA",,"25",0.270000010728836,4
2,"PIGEON PEA (NANDOLO)",303,"TINA",,"25",0.270000010728836,4
3,"PIGEON PEA (NANDOLO)",303,"TINA",,"25",0.270000010728836,4
1,"PIGEONPEA (NANDOLO), FRESH",303,"TINA FLAT",,"25A",0.204499989748001,1
2,"PIGEONPEA (NANDOLO), FRESH",303,"TINA FLAT",,"25A",0.211999997496605,1
3,"PIGEONPEA (NANDOLO), FRESH",303,"TINA FLAT",,"25A",0.209999993443489,1
1,"PIGEONPEA (NANDOLO), FRESH",303,"TINA HEAPED",,"25B",0.305999994277954,1
2,"PIGEONPEA (NANDOLO), FRESH",303,"TINA HEAPED",,"25B",0.284999996423721,1
3,"PIGEONPEA (NANDOLO), FRESH",303,"TINA HEAPED",,"25B",0.296000003814697,1
1,"PIGEONPEA (NANDOLO), FRESH",303,"BASIN  SMALL",,"27A",3.43800020217896,1
2,"PIGEONPEA (NANDOLO), FRESH",303,"BASIN  SMALL",,"27A",3.75,1
3,"PIGEONPEA (NANDOLO), FRESH",303,"BASIN  SMALL",,"27A",1.74900007247925,1
1,"PIGEONPEA (NANDOLO), FRESH",303,"PAIL",,"4",5.08752918243408,4
2,"PIGEONPEA (NANDOLO), FRESH",303,"PAIL",,"4",5.08752918243408,4
3,"PIGEONPEA (NANDOLO), FRESH",303,"PAIL",,"4",5.08752918243408,4
1,"PIGEONPEA (NANDOLO), FRESH",303,"No 10 PLATE",,"6",0.130163371562958,4
2,"PIGEONPEA (NANDOLO), FRESH",303,"No 10 PLATE",,"6",0.130163371562958,4
3,"PIGEONPEA (NANDOLO), FRESH",303,"No 10 PLATE",,"6",0.130163371562958,4
