"sample_id","date","location","type","days_processed","catch_source","local_name","latin_name","nutrient","value","unit"
"K_004","20-01-2022","Kisumu","Sun-dried","1","Nyandiwa beach","Omena","Rastrineobola argenteus","calcium",28000,"mg_kg"
"K_004","20-01-2022","Kisumu","Sun-dried","1","Nyandiwa beach","Omena","Rastrineobola argenteus","sodium",2200,"mg_kg"
"K_004","20-01-2022","Kisumu","Sun-dried","1","Nyandiwa beach","Omena","Rastrineobola argenteus","potassium",11000,"mg_kg"
"K_004","20-01-2022","Kisumu","Sun-dried","1","Nyandiwa beach","Omena","Rastrineobola argenteus","magnesium",1500,"mg_kg"
"K_004","20-01-2022","Kisumu","Sun-dried","1","Nyandiwa beach","Omena","Rastrineobola argenteus","phosphorus",21000,"mg_kg"
"K_004","20-01-2022","Kisumu","Sun-dried","1","Nyandiwa beach","Omena","Rastrineobola argenteus","vitamin_d3",60,"mg_kg"
"K_004","20-01-2022","Kisumu","Sun-dried","1","Nyandiwa beach","Omena","Rastrineobola argenteus","folate",510,"mg_100g"
"K_004","20-01-2022","Kisumu","Sun-dried","1","Nyandiwa beach","Omena","Rastrineobola argenteus","vitamin_b12",530,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_a1",90,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_a2",19,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","protein",72,"g_100g"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","vanadium",1.6,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","chromium",0.45,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","manganese",9.7,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","iron",95,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","cobalt",0.53,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","nickel", ,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","copper",0.97,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","zinc",22,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","arsenic",0.19,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","selenium",1500,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","molybdenum",2.1,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","silver", ,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","cadmium", ,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","mercury",0.009,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","lead",0.044,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","iodine",1800,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","calcium",61000,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","sodium",4100,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","potassium",13000,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","magnesium",1300,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","phosphorus",32000,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_d3",290,"mg_kg"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","folate",140,"mg_100g"
"K_006","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_b12",170,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_a1",37,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_a2", ,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","protein",71,"g_100g"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","vanadium",2.2,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","chromium",0.25,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","manganese",14,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","iron",120,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","cobalt",0.7,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","nickel", ,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","copper",1.4,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","zinc",64,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","arsenic",0.18,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","selenium",2100,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","molybdenum",2.2,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","silver", ,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","cadmium",0.04,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","mercury",0.025,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","lead",0.092,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","iodine",3800,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","calcium",58000,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","sodium",4200,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","potassium",13000,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","magnesium",1400,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","phosphorus",31000,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_d3",1000,"mg_kg"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","folate",190,"mg_100g"
"K_007","20-01-2022","Kisumu","Sun-dried","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_b12",190,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_a1",150,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_a2",25,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","protein",63,"g_100g"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vanadium",3.6,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","chromium",3.1,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","manganese",22,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","iron",430,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","cobalt",0.81,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","nickel",0.42,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","copper",2.5,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","zinc",50,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","arsenic",0.22,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","selenium",1300,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","molybdenum",1,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","silver", ,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","cadmium",0.019,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","mercury",0.018,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","lead",0.11,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","iodine",2900,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","calcium",45000,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","sodium",3500,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","potassium",9900,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","magnesium",1200,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","phosphorus",24000,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_d3",630,"mg_kg"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","folate",130,"mg_100g"
"K_008","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_b12",19,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_a1",90,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_a2",8,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","protein",68,"g_100g"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vanadium",3.4,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","chromium",0.91,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","manganese",12,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","iron",160,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","cobalt",0.42,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","nickel", ,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","copper",1.6,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","zinc",58,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","arsenic",0.089,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","selenium",1500,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","molybdenum",1,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","silver", ,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","cadmium",0.02,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","mercury",0.021,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","lead",0.069,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","iodine",2800,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","calcium",68000,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","sodium",4100,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","potassium",12000,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","magnesium",1500,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","phosphorus",36000,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_d3",680,"mg_kg"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","folate",160,"mg_100g"
"K_009","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_b12",25,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_a1",140,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_a2",25,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","protein",61,"g_100g"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vanadium",5,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","chromium",7.8,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","manganese",31,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","iron",730,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","cobalt",0.79,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","nickel",1.2,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","copper",1.6,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","zinc",46,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","arsenic",0.2,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","selenium",1100,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","molybdenum",1.4,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","silver", ,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","cadmium",0.016,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","mercury",0.025,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","lead",0.11,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","iodine",4600,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","calcium",69000,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","sodium",4400,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","potassium",9700,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","magnesium",1500,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","phosphorus",34000,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_d3",1200,"mg_kg"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","folate",180,"mg_100g"
"K_010","20-01-2022","Kisumu","Smoked","7","Lake Turkana","Tilapia","Oreochromis niloticus","vitamin_b12",12,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","vitamin_a1",600,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","vitamin_a2",180,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","protein",63,"g_100g"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","vanadium",0.27,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","chromium",0.025,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","manganese",22,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","iron",88,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","cobalt",0.052,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","nickel", ,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","copper",2.5,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","zinc",170,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","arsenic",0.78,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","selenium",1200,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","molybdenum",0.11,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","silver", ,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","cadmium",0.059,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","mercury",0.018,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","lead",0.031,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","iodine",930,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","calcium",30000,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","sodium",2500,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","potassium",12000,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","magnesium",1500,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","phosphorus",22000,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","vitamin_d3",10,"mg_kg"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","folate",820,"mg_100g"
"K_011","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Omena","Rastrineobola argenteus","vitamin_b12",410,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","vitamin_a1",3000,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","vitamin_a2",700,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","protein",42,"g_100g"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","vanadium",0.5,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","chromium",0.041,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","manganese",7.1,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","iron",130,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","cobalt",0.057,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","nickel", ,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","copper",2.1,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","zinc",100,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","arsenic",0.23,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","selenium",780,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","molybdenum", ,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","silver", ,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","cadmium",0.028,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","mercury",0.011,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","lead",0.049,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","iodine",470,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","calcium",29000,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","sodium",5500,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","potassium",9100,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","magnesium",1200,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","phosphorus",19000,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","vitamin_d3",40,"mg_kg"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","folate",460,"mg_100g"
"K_012","20-01-2022","Kisumu","Fried","1","Mandundu beach","Fulu","Haplochromines","vitamin_b12",200,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","vitamin_a1",240,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","vitamin_a2",29,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","protein",59,"g_100g"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","vanadium",0.46,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","chromium",0.063,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","manganese",8.4,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","iron",82,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","cobalt",0.035,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","nickel", ,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","copper",2.4,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","zinc",160,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","arsenic",0.24,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","selenium",1000,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","molybdenum", ,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","silver", ,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","cadmium",0.035,"mg_kg"
