"sample_id","date","location","type","days_processed","catch_source","local_name","latin_name","nutrient","value","unit"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","mercury",0.014,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","lead", ,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","iodine",270,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","calcium",51000,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","sodium",3200,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","potassium",13000,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","magnesium",1700,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","phosphorus",31000,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","vitamin_d3",70,"mg_kg"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","folate",490,"mg_100g"
"K_013","20-01-2022","Kisumu","Sun-dried","1","Uhanya beach","Fulu","Haplochromines","vitamin_b12",300,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","vitamin_a1",2000,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","vitamin_a2",230,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","protein",21,"g_100g"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","vanadium",0.013,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","chromium",0.009,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","manganese",0.79,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","iron",31,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","cobalt",0.008,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","nickel", ,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","copper",2,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","zinc",18,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","arsenic",1.2,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","selenium",770,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","molybdenum", ,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","silver",0.027,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","cadmium",0.042,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","mercury",0.016,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","lead", ,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","iodine",660,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","calcium",7400,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","sodium",1600,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","potassium",3900,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","magnesium",460,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","phosphorus",6100,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","vitamin_d3",340,"mg_kg"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","folate",820,"mg_100g"
"A_001_W","31-01-2022","Accra","Fresh","0","Accra","Tuna fingerling","","vitamin_b12",120,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","vitamin_a1",2000,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","vitamin_a2",180,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","protein",21,"g_100g"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","vanadium",0.021,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","chromium",0.017,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","manganese",0.98,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","iron",24,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","cobalt",0.019,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","nickel", ,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","copper",1.1,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","zinc",15,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","arsenic",1.8,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","selenium",600,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","molybdenum", ,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","silver", ,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","cadmium",0.024,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","mercury",0.007,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","lead", ,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","iodine",1400,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","calcium",8700,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","sodium",1500,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","potassium",3700,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","magnesium",560,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","phosphorus",6500,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","vitamin_d3",130,"mg_kg"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","folate",320,"mg_100g"
"A_002_W","31-01-2022","Accra","Fresh","0","Accra","Horse mackerel","Trachurus sp.","vitamin_b12",74,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","vitamin_a1",180,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","vitamin_a2",180,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","protein",22,"g_100g"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","vanadium",0.29,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","chromium",0.021,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","manganese",3.4,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","iron",27,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","cobalt",0.011,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","nickel", ,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","copper",0.93,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","zinc",19,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","arsenic",3.1,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","selenium",1000,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","molybdenum", ,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","silver", ,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","cadmium",0.022,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","mercury",0.011,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","lead",0.026,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","iodine",340,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","calcium",15000,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","sodium",1600,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","potassium",4200,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","magnesium",630,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","phosphorus",10000,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","vitamin_d3",100,"mg_kg"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","folate",470,"mg_100g"
"A_003_W","31-01-2022","Accra","Fresh","0","Accra","Herring","Sardinella maderensis","vitamin_b12",120,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","vitamin_a1",440,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","vitamin_a2",26,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","protein",17,"g_100g"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","vanadium",0.38,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","chromium",0.031,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","manganese",4.5,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","iron",32,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","cobalt",0.023,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","nickel", ,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","copper",1.3,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","zinc",18,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","arsenic",2.5,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","selenium",500,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","molybdenum",0.04,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","silver", ,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","cadmium",0.07,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","mercury",0.01,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","lead",0.023,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","iodine",510,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","calcium",8700,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","sodium",1600,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","potassium",3700,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","magnesium",620,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","phosphorus",6600,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","vitamin_d3",60,"mg_kg"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","folate",640,"mg_100g"
"A_004_W","31-01-2022","Accra","Fresh","0","Accra","Anchovy","Engraulis encrasicolus","vitamin_b12",150,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","vitamin_a1",110,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","vitamin_a2", ,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","protein",65,"g_100g"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","vanadium",3.3,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","chromium",5.2,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","manganese",18,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","iron",750,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","cobalt",0.18,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","nickel",0.45,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","copper",3.7,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","zinc",58,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","arsenic",7.5,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","selenium",1800,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","molybdenum",0.48,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","silver", ,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","cadmium",0.24,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","mercury",0.023,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","lead",0.53,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","iodine",4300,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","calcium",29000,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","sodium",12000,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","potassium",13000,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","magnesium",2700,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","phosphorus",22000,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","vitamin_d3",160,"mg_kg"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","folate",890,"mg_100g"
"A_005","31-01-2022","Accra","Sun-dried","2","Accra","Anchovy","Engraulis encrasicolus","vitamin_b12",350,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_a1",100,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_a2",6,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","protein",21,"g_100g"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vanadium",0.14,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","chromium",0.016,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","manganese",0.43,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iron",22,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cobalt", ,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","nickel", ,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","copper",0.78,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","zinc",15,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","arsenic",1.5,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","selenium",1400,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","molybdenum", ,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","silver", ,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cadmium",0.037,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","mercury",0.032,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","lead", ,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iodine",1000,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","calcium",6100,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","sodium",1100,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","potassium",3600,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","magnesium",420,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","phosphorus",5000,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_d3",70,"mg_kg"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","folate",170,"mg_100g"
"A_005_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_b12",82,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_a1",1500,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_a2",100,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","protein",21,"g_100g"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vanadium",0.22,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","chromium",0.01,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","manganese",0.5,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iron",28,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cobalt",0.011,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","nickel", ,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","copper",0.95,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","zinc",14,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","arsenic",1.7,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","selenium",1400,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","molybdenum", ,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","silver", ,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cadmium",0.073,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","mercury",0.032,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","lead", ,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iodine",970,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","calcium",6900,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","sodium",1100,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","potassium",3500,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","magnesium",430,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","phosphorus",5400,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_d3",120,"mg_kg"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","folate",500,"mg_100g"
"A_006_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_b12",100,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_a1",1700,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_a2",90,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","protein",22,"g_100g"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vanadium",0.096,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","chromium",0.008,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","manganese",0.59,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iron",27,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cobalt",0.011,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","nickel", ,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","copper",1.1,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","zinc",17,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","arsenic",1.7,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","selenium",1400,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","molybdenum", ,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","silver", ,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","cadmium",0.053,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","mercury",0.048,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","lead",0.012,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","iodine",890,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","calcium",6900,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","sodium",1300,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","potassium",3500,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","magnesium",450,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","phosphorus",5300,"mg_kg"
"A_007_W","31-01-2022","Accra","Fresh, gutted","0","Accra","Mackerel","Scomberomorus tritor","vitamin_d3",230,"mg_kg"
